# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240722
# Data de termino: 20240728
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
/;20240725;105;80;29;24.847619047619048;0;0;0
/;20240724;102;89;43;39.27450980392157;0;0;0
/;20240728;97;68;24;22.391752577319586;0;0;0
/;20240722;80;63;20;18.15;0;0;0
/;20240727;68;46;14;16.279411764705884;0;0;0
/;20240723;64;50;17;25.390625;0;0;0
/;20240726;43;30;7;13.511627906976743;0;0;0
/mostra_adversario;20240725;36;29;1;76.47222222222223;0;0;0
/jogador;20240725;32;24;0;24.28125;0;0;0
/mostra_adversario;20240724;30;25;0;32.7;0;0;0
/mostra_jogador;20240725;30;23;0;41.3;0;0;0
/jogador;20240722;29;22;0;13.689655172413794;0;0;0
/mostra_jogador;20240722;27;21;0;40.111111111111114;0;0;0
/adversario;20240725;26;22;0;25.26923076923077;0;0;0
/jogador;20240723;25;21;0;34.16;0;0;0
/mostra_jogador;20240723;24;19;0;105.70833333333333;0;0;0
/consulta_especial_jogador;20240725;21;12;0;38.714285714285715;0;0;0
/jogador;20240724;21;16;0;12.571428571428571;0;0;0
/mostra_jogo;20240725;21;16;0;56.666666666666664;0;0;0
/consulta_especial_jogador;20240722;20;18;0;36.25;0;0;0
/jogo;20240722;18;12;0;116.83333333333333;0;0;0
/jogo;20240725;18;16;0;182.88888888888889;0;0;0
/mostra_jogo;20240728;18;13;2;273.8888888888889;0;0;0
/consulta_especial_jogador;20240728;17;12;0;44.64705882352941;0;0;0
/mostra_adversario;20240728;17;15;0;64.11764705882354;0;0;0
/jogador;20240728;16;16;2;46.875;0;0;0
/mostra_adversario;20240723;16;11;1;30.25;0;0;0
/jogador;20240726;15;11;1;20.2;0;0;0
/mostra_adversario;20240722;15;14;0;77.46666666666667;0;0;0
/mostra_jogador;20240724;15;14;0;44;0;0;0
/adversario;20240722;14;12;0;27.642857142857142;0;0;0
/adversario;20240724;14;14;1;18.142857142857142;0;0;0
/jogador;20240727;14;11;0;18.714285714285715;0;0;0
/campeonato;20240725;13;10;0;10;0;0;0
/consulta_especial_jogos;20240726;13;6;0;12;0;0;0
/jogo;20240723;13;8;1;80.92307692307692;0;0;0
/link_jogo/4990;20240725;13;11;10;26.615384615384617;0;0;0
/mostra_arbitro;20240722;13;10;1;16.846153846153847;0;0;0
/mostra_jogador;20240726;13;9;0;31.076923076923077;0;0;0
/adversario;20240728;12;12;0;31.833333333333332;0;0;0
/mostra_jogador;20240727;12;8;0;35.166666666666664;0;0;0
/mostra_jogo;20240722;12;9;0;79.41666666666667;0;0;0
/arbitro;20240722;11;10;2;18.363636363636363;0;0;0
/jogo;20240728;11;10;0;103.72727272727273;0;0;0
/link_jogo/8801;20240728;11;10;0;29.818181818181817;0;0;0
/mostra_arbitro;20240724;11;8;0;21.363636363636363;0;0;0
/mostra_campeonato;20240725;11;8;0;32.54545454545455;0;0;0
/mostra_jogo;20240723;11;7;0;121.81818181818181;0;0;0
/campeonato;20240724;10;8;0;15.1;0;0;0
/mostra_adversario;20240727;10;8;0;30.8;0;0;0
/mostra_especial/;20240724;10;7;0;26.4;0;0;0
/mostra_jogo;20240727;10;7;0;100.3;0;0;0
/arbitro;20240723;9;7;0;13.222222222222221;0;0;0
/campeonato;20240723;9;7;0;27.666666666666668;0;0;0
/consulta_especial_jogador;20240724;9;9;0;21.333333333333332;0;0;0
/consulta_especial_jogos;20240725;9;7;0;17.555555555555557;0;0;0
/geral;20240724;9;8;0;17.666666666666668;0;0;0
/geral;20240728;9;8;0;28.11111111111111;0;0;0
/mostra_arbitro;20240723;9;7;0;21.77777777777778;0;0;0
/mostra_campeonato;20240723;9;7;1;80.11111111111111;0;0;0
/mostra_campeonato;20240724;9;6;0;230.55555555555554;0;0;0
/mostra_jogador;20240728;9;8;0;103.11111111111111;0;0;0
/adversario;20240723;8;8;0;21.625;0;0;0
/adversario;20240727;8;6;0;19.75;0;0;0
/arbitro;20240724;8;8;1;7.5;0;0;0
/arbitro;20240726;8;7;0;17.75;0;0;0
/camisa;20240728;8;8;0;5.75;0;0;0
/consulta_especial_gerais;20240725;8;7;0;17.25;0;0;0
/curiosidade;20240728;8;7;0;34.75;0;0;0
/link_camisa/114;20240728;8;6;0;9.75;0;0;0
/link_jogador/2421;20240724;8;8;8;20.5;0;0;0
/link_jogo/8800;20240725;8;7;0;33.75;0;0;0
/mostra_adversario;20240726;8;6;0;88.375;0;0;0
/mostra_rkg/;20240725;8;7;0;46.625;0;0;0
/tecnico;20240725;8;7;0;9.5;0;0;0
/todas_camisas/400000000;20240728;8;7;0;9.75;0;0;0
/adversario;20240726;7;6;0;33.42857142857143;0;0;0
/consulta_especial_jogador;20240723;7;6;1;21.285714285714285;0;0;0
/geral;20240722;7;5;0;26.857142857142858;0;0;0
/geral;20240725;7;6;0;27.571428571428573;0;0;0
/jogo;20240727;7;5;0;109.28571428571429;0;0;0
/link_adversario/152;20240724;7;6;0;14.142857142857142;0;0;0
/link_jogador/2415;20240725;7;7;0;26.857142857142858;0;0;0
/link_todos/152/100;20240724;7;7;0;21;0;0;0
/mostra_especial/;20240725;7;5;0;58.857142857142854;0;0;0
/mostra_especial_jogo;20240725;7;5;0;131.71428571428572;0;0;0
/mostra_tecnico;20240724;7;6;0;53.57142857142857;0;0;0
/mostra_tecnico;20240725;7;6;0;25;0;0;0
/tecnico;20240724;7;6;0;12.571428571428571;0;0;0
/campeonato;20240728;6;6;0;44;0;0;0
/consulta_especial_adversario;20240725;6;6;0;6;0;0;0
/consulta_especial_jogos;20240728;6;5;0;21.333333333333332;0;0;0
/link_jogador/2490;20240728;6;5;0;26.333333333333332;0;0;0
/mostra_especial_jogo;20240722;6;3;0;36.333333333333336;0;0;0
/mostra_goleiro_gols;20240722;6;1;0;0;0;0;0
/mostra_jogo;20240724;6;5;0;88.66666666666667;0;0;0
/campeonato;20240726;5;5;0;20.2;0;0;0
/consulta_especial_adversario;20240726;5;3;0;9.8;0;0;0
/consulta_especial_gerais;20240726;5;5;0;9;0;0;0
/consulta_jogador/104999000;20240722;5;5;0;26.8;0;0;0
/consulta_jogador/104999000;20240725;5;3;0;308.6;0;0;0
/jogo;20240724;5;5;0;72.6;0;0;0
/jogo;20240726;5;5;0;25.4;0;0;0
/link_jogador/2421;20240725;5;5;3;9.8;0;0;0
/link_jogador/2490;20240722;5;5;0;19.8;0;0;0
/link_jogo/3039;20240727;5;4;4;33.4;0;0;0
/mostra_camisa2/400600000;20240724;5;5;5;20.6;0;0;0
/mostra_campeonato;20240728;5;5;0;197.4;0;0;0
/mostra_especial_jogo;20240724;5;5;0;45.4;0;0;0
/mostra_jogo;20240726;5;4;0;72.8;0;0;0
/mostra_ranking/290000000;20240725;5;5;0;287.4;0;0;0
/mostra_rkg/;20240728;5;4;0;32;0;0;0
/mostra_todos_jogador;20240722;5;4;0;80;0;0;0
/mostra_todos_jogador;20240725;5;3;0;412.2;0;0;0
/campeonato;20240727;4;4;1;6.5;0;0;0
/comparacao_ano;20240727;4;1;0;1.5;0;0;0
/consulta_especial_adversario;20240728;4;4;0;29.25;0;0;0
/consulta_especial_brasileiro;20240725;4;4;0;6.25;0;0;0
/consulta_especial_gerais;20240722;4;3;0;15.5;0;0;0
/consulta_especial_gerais;20240728;4;4;0;33;0;0;0
/consulta_especial_jogos;20240722;4;3;0;3.25;0;0;0
/consulta_especial_jogos;20240723;4;4;0;9.25;0;0;0
/estat_periodo/381000000;20240726;4;1;0;3.75;0;0;0
/geral;20240726;4;4;0;17;0;0;0
/goleiro_gols/462000000;20240725;4;4;0;31.25;0;0;0
/grafico;20240722;4;4;0;34.25;0;0;0
/link_adversario/152;20240725;4;3;0;26;0;0;0
/link_adversario/517;20240725;4;4;4;7.75;0;0;0
/link_adversario/62;20240727;4;3;2;36.75;0;0;0
/link_adversario/630;20240728;4;4;0;50.25;0;0;0
/link_campeonato/445;20240724;4;3;2;12.75;0;0;0
/link_jogador/2204;20240728;4;3;0;17.75;0;0;0
/link_jogador/2350;20240728;4;3;0;11.75;0;0;0
/link_jogador/2415;20240728;4;4;0;26.25;0;0;0
/link_jogador/2507;20240725;4;4;0;3.5;0;0;0
/link_jogo/4990;20240728;4;4;4;11;0;0;0
/link_jogo/8760;20240725;4;3;0;11;0;0;0
/link_jogo/8799;20240722;4;4;0;31;0;0;0
/link_jogo/8799;20240728;4;4;0;2.5;0;0;0
/marcas_historicas;20240728;4;2;0;4.75;0;0;0
/mostra_campeonato;20240726;4;4;0;37.75;0;0;0
/mostra_especial/;20240722;4;3;0;57.75;0;0;0
/mostra_especial/;20240728;4;4;0;66.5;0;0;0
/mostra_especial_jogo;20240723;4;4;0;105.75;0;0;0
/mostra_ranking/800800000000;20240722;4;4;0;7;0;0;0
/mostra_ranking/800801000000;20240725;4;3;0;19.5;0;0;0
/mostra_ranking/800805000000;20240728;4;4;0;19.25;0;0;0
/mostra_ranking/801000000000;20240724;4;4;0;33;0;0;0
/mostra_ranking/801000000000;20240725;4;3;0;102;0;0;0
/mostra_ranking/900000000000;20240728;4;4;0;19.25;0;0;0
/mostra_rkg/;20240722;4;3;0;35;0;0;0
/arbitro;20240727;3;3;0;4.666666666666667;0;0;0
/camisa;20240726;3;2;0;13.333333333333334;0;0;0
/campeonato;20240722;3;3;0;37.666666666666664;0;0;0
/consulta_camisa/400001000;20240728;3;3;0;3;0;0;0
/consulta_especial/100102000;20240725;3;3;0;21;0;0;0
/consulta_especial_adversario;20240722;3;3;0;19;0;0;0
/consulta_especial_adversario;20240724;3;3;0;2.6666666666666665;0;0;0
/consulta_especial_campeonato;20240722;3;2;0;19;0;0;0
/consulta_especial_campeonato;20240725;3;3;0;4.333333333333333;0;0;0
/consulta_especial_campeonato;20240726;3;3;0;19.666666666666668;0;0;0
/consulta_especial_campeonato;20240728;3;3;0;23;0;0;0
/consulta_especial_jogos;20240724;3;3;0;2.6666666666666665;0;0;0
/consulta_especial_jogos;20240727;3;3;0;9.333333333333334;0;0;0
/consulta_especial_sequencia;20240725;3;3;0;48.333333333333336;0;0;0
/consulta_jogo/654000000;20240723;3;3;0;6;0;0;0
/consulta_jogo/658000000;20240725;3;2;0;16.666666666666668;0;0;0
/curiosidade;20240725;3;3;0;30;0;0;0
/estadio;20240724;3;3;0;12.666666666666666;0;0;0
/estadio_todos;20240725;3;3;0;490.3333333333333;0;0;0
/generico_ano/10610600;20240725;3;2;0;1.3333333333333333;0;0;0
/geral;20240723;3;3;0;13;0;0;0
/link_adversario/461;20240725;3;3;3;14;0;0;0
/link_adversario/62;20240725;3;3;3;20.666666666666668;0;0;0
/link_adversario/630;20240727;3;2;0;28.666666666666668;0;0;0
/link_adversario/646;20240722;3;2;2;0;0;0;0
/link_estadio/55;20240725;3;3;0;29.666666666666668;0;0;0
/link_jogador/2200;20240725;3;3;0;47;0;0;0
/link_jogador/2204;20240725;3;3;0;16.333333333333332;0;0;0
/link_jogador/2404;20240728;3;3;1;39.333333333333336;0;0;0
/link_jogador/2413;20240725;3;3;0;12;0;0;0
/link_jogador/2422;20240725;3;3;0;18.333333333333332;0;0;0
/link_jogador/2422;20240728;3;2;0;51.666666666666664;0;0;0
/link_jogador/2488;20240725;3;3;0;12.666666666666666;0;0;0
/link_jogador/950;20240725;3;3;0;17.333333333333332;0;0;0
/link_jogador/965;20240728;3;3;0;43;0;0;0
/link_jogo/3456;20240725;3;2;0;117.66666666666667;0;0;0
/link_jogo/4901;20240726;3;2;0;6.666666666666667;0;0;0
/link_jogo/4990;20240723;3;2;2;7;0;0;0
/link_jogo/4990;20240727;3;3;3;15.666666666666666;0;0;0
/link_jogo/7415;20240723;3;1;0;1;0;0;0
/link_jogo/8725;20240724;3;2;0;2;0;0;0
/link_jogo/8776;20240727;3;3;0;9;0;0;0
/link_jogo/8787;20240725;3;3;0;2;0;0;0
/link_jogo/8788;20240725;3;3;0;4.666666666666667;0;0;0
/link_jogo/8798;20240728;3;3;0;2.6666666666666665;0;0;0
/link_jogo/8800;20240724;3;3;0;36.333333333333336;0;0;0
/link_jogo/8800;20240728;3;3;0;5.666666666666667;0;0;0
/link_todos/152/100;20240725;3;3;0;247;0;0;0
/mostra_advtempo/;20240724;3;1;0;9;0;0;0
/mostra_camisa;20240726;3;2;0;139;0;0;0
/mostra_camisa;20240728;3;3;0;21;0;0;0
/mostra_campeonato;20240722;3;3;0;327;0;0;0
/mostra_campeonato;20240727;3;3;0;60.666666666666664;0;0;0
/mostra_especial_jogo;20240728;3;2;0;42.666666666666664;0;0;0
/mostra_estatjogo/371000000;20240727;3;3;0;12.333333333333334;0;0;0
/mostra_estatjogo/373000000;20240726;3;1;0;216;0;0;0
/mostra_ranking/290000000;20240728;3;2;0;33.666666666666664;0;0;0
/mostra_ranking/800800000000;20240725;3;3;0;25.333333333333332;0;0;0
/mostra_ranking/800900000000;20240728;3;1;0;26.333333333333332;0;0;0
/mostra_ranking/801000000000;20240728;3;3;0;51;0;0;0
/mostra_rkg/;20240723;3;3;0;23.666666666666668;0;0;0
