# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20230925
# Data de termino: 20231002
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;2023092723;13;13;5;5.923076923076923;0;0
Estatisticas Fluminense - Principal;2023092813;11;11;4;4.7272727272727275;0;0
Estatisticas Fluminense - Principal;2023093020;11;11;1;3.8181818181818183;0;0
Estatisticas Fluminense - Principal;2023092610;10;10;5;8.9;0;0
Estatisticas Fluminense - Principal;2023092718;9;9;5;7.555555555555555;0;0
Estatisticas Fluminense - Principal;2023092719;9;9;4;6.555555555555555;0;0
Estatisticas Fluminense - Principal;2023092720;8;8;7;5.125;0;0
Estatisticas Fluminense - Principal;2023092722;8;8;8;9.625;0;0
Estatisticas Fluminense - Principal;2023092810;8;6;3;4.125;0;0
Estatisticas Fluminense - Principal;2023092919;8;8;3;3.125;0;0
Samuel Xavier 2023;2023092722;8;8;7;27.125;0;0
Estatisticas Fluminense - Principal;2023092515;7;7;1;2;0;0
Estatisticas Fluminense - Principal;2023092523;7;7;2;5.571428571428571;0;0
Estatisticas Fluminense - Principal;2023092708;7;7;2;2.857142857142857;0;0
Estatisticas Fluminense - Principal;2023092709;7;7;3;7.857142857142857;0;0
Estatisticas Fluminense - Principal;2023092721;7;6;5;6.571428571428571;0;0
Estatisticas Fluminense - Principal;2023092808;7;7;5;1.8571428571428572;0;0
Estatisticas Fluminense - Principal;2023092816;7;7;4;5.428571428571429;0;0
Jogador;2023092819;7;6;0;13.857142857142858;0;0
Estatisticas Fluminense - Principal;2023092511;6;6;3;57.833333333333336;0;0
Estatisticas Fluminense - Principal;2023092516;6;5;3;3.3333333333333335;0;0
Estatisticas Fluminense - Principal;2023092611;6;6;2;2.6666666666666665;0;0
Estatisticas Fluminense - Principal;2023092613;6;6;2;6.5;0;0
Estatisticas Fluminense - Principal;2023092614;6;6;1;3;0;0
Estatisticas Fluminense - Principal;2023092619;6;6;2;6.833333333333333;0;0
Estatisticas Fluminense - Principal;2023092710;6;6;2;6.333333333333333;0;0
Estatisticas Fluminense - Principal;2023092801;6;6;0;4.333333333333333;0;0
Estatisticas Fluminense - Principal;2023092809;6;6;1;4;0;0
Estatisticas Fluminense - Principal;2023092811;6;6;1;4.166666666666667;0;0
Estatisticas Fluminense - Principal;2023092814;6;6;1;4.166666666666667;0;0
Estatisticas Fluminense - Principal;2023092819;6;6;0;1.6666666666666667;0;0
Estatisticas Fluminense - Principal;2023092820;6;5;1;21.166666666666668;0;0
Estatisticas Fluminense - Principal;2023092911;6;6;2;17.166666666666668;0;0
Estatisticas Fluminense - Principal;2023092922;6;6;3;4.5;0;0
Estatisticas Fluminense - Principal;2023093021;6;5;0;1.6666666666666667;0;0
Adversarios;2023092723;5;5;0;28.8;0;0
Estatisticas Fluminense - Principal;2023092514;5;5;2;2;0;0
Estatisticas Fluminense - Principal;2023092517;5;5;1;4.8;0;0
Estatisticas Fluminense - Principal;2023092520;5;5;1;4;0;0
Estatisticas Fluminense - Principal;2023092608;5;4;0;2;0;0
Estatisticas Fluminense - Principal;2023092616;5;5;1;6;0;0
Estatisticas Fluminense - Principal;2023092620;5;5;1;2.8;0;0
Estatisticas Fluminense - Principal;2023092621;5;5;0;7;0;0
Estatisticas Fluminense - Principal;2023092714;5;5;1;6.2;0;0
Estatisticas Fluminense - Principal;2023092717;5;5;2;5.8;0;0
Estatisticas Fluminense - Principal;2023092815;5;5;1;9.8;0;0
Estatisticas Fluminense - Principal;2023092817;5;5;1;12.4;0;0
Estatisticas Fluminense - Principal;2023092910;5;5;1;4;0;0
Estatisticas Fluminense - Principal;2023092912;5;5;0;4.6;0;0
Estatisticas Fluminense - Principal;2023092917;5;5;1;12.6;0;0
Estatisticas Fluminense - Principal;2023092920;5;5;2;2.2;0;0
Estatisticas Fluminense - Principal;2023093009;5;3;3;0.8;0;0
Estatisticas Fluminense - Principal;2023093013;5;5;2;3.2;0;0
Estatisticas Fluminense - Principal;2023100113;5;5;1;4;0;0
Estatisticas por Temporada;2023093020;5;5;2;22.2;0;0
Fluminense x Internacional-RS;2023092613;5;5;0;19.6;0;0
Jogador;2023092610;5;5;0;25.8;0;0
Jogador;2023092612;5;5;0;16.2;0;0
Jogador;2023092718;5;5;0;18.8;0;0
Arbitros;2023092919;5;5;0;26.6;0;0
Adversarios;2023092610;4;4;0;59.75;0;0
Adversarios;2023092611;4;4;0;12;0;0
Adversarios;2023092616;4;4;0;20.25;0;0
Adversarios;2023092920;4;4;0;13;0;0
Campeonatos;2023092911;4;4;0;52.5;0;0
Consultas Especiais;2023092723;4;4;0;9;0;0
Consultas Especiais;2023092810;4;2;0;1.75;0;0
Consultas Especiais;2023092811;4;4;0;8.75;0;0
