# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240617
# Data de termino: 20240623
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240620;1229;98;12.936842105263159;0
page_view;20240619;1093;99;11.505263157894737;0
user_engagement;20240620;1026;58;18.321428571428573;0
user_engagement;20240619;902;72;12.704225352112676;0
page_view;20240618;852;77;11.833333333333334;0
scroll;20240620;843;50;16.86;0
user_engagement;20240618;808;65;12.430769230769231;0
scroll;20240619;762;68;11.205882352941176;0
page_view;20240621;607;81;7.5875;0
page_view;20240617;596;72;8.514285714285714;0
scroll;20240618;581;56;10.75925925925926;0
user_engagement;20240617;518;58;8.931034482758621;0
user_engagement;20240621;504;67;7.522388059701493;0
page_view;20240622;486;71;7.363636363636363;0
scroll;20240617;421;54;7.943396226415095;0
scroll;20240621;421;59;7.135593220338983;0
page_view;20240623;416;93;7.298245614035087;0
form_submit;20240620;408;30;13.6;0
user_engagement;20240622;377;55;7.113207547169812;0
form_submit;20240619;335;52;6.4423076923076925;0
user_engagement;20240623;317;63;5.031746031746032;0
click;20240620;296;9;32.888888888888886;0
scroll;20240622;261;55;4.833333333333333;0
form_submit;20240618;234;38;6.157894736842105;0
form_start;20240620;217;31;7;0
form_start;20240619;210;53;3.9622641509433962;0
form_start;20240618;206;38;5.421052631578948;0
scroll;20240623;205;59;3.5964912280701755;0
click;20240619;198;6;33;0
form_submit;20240622;154;31;4.967741935483871;0
form_submit;20240621;153;32;4.78125;0
click;20240618;152;7;21.714285714285715;0
form_submit;20240617;152;33;4.606060606060606;0
session_start;20240619;130;100;1.368421052631579;0
session_start;20240620;130;100;1.368421052631579;0
form_start;20240617;116;34;3.411764705882353;0
session_start;20240623;109;90;2.422222222222222;0
session_start;20240621;108;81;1.35;0
session_start;20240618;107;77;1.4861111111111112;0
form_start;20240621;97;33;2.9393939393939394;0
session_start;20240622;97;72;1.4696969696969697;0
session_start;20240617;95;72;1.3571428571428572;0
click;20240617;80;7;11.428571428571429;0
click;20240621;77;10;7.7;0
form_start;20240622;77;33;2.3333333333333335;0
form_submit;20240623;71;38;1.868421052631579;0
first_visit;20240620;70;70;1;0
form_start;20240623;62;40;1.55;0
first_visit;20240623;55;55;3.0555555555555554;0
first_visit;20240619;47;47;1;0
first_visit;20240621;47;47;1;0
click;20240622;40;6;6.666666666666667;0
first_visit;20240618;38;38;1;0
first_visit;20240617;36;36;1;0
first_visit;20240622;33;33;1;0
click;20240623;9;8;1.125;0
