# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240429
# Data de termino: 20240505
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240504;1100;162;6.918238993710692;0
page_view;20240429;1043;104;10.642857142857142;0
page_view;20240501;929;169;5.734567901234568;0
user_engagement;20240504;917;137;6.693430656934306;0
user_engagement;20240429;887;80;11.227848101265822;0
page_view;20240430;852;112;8.037735849056604;0
page_view;20240502;838;110;7.831775700934579;0
page_view;20240503;730;100;7.684210526315789;0
user_engagement;20240430;709;97;7.309278350515464;0
user_engagement;20240501;684;130;5.2615384615384615;0
user_engagement;20240502;637;98;6.5;0
user_engagement;20240503;614;86;7.309523809523809;0
scroll;20240429;532;72;7.492957746478873;0
scroll;20240504;527;116;4.582608695652174;0
scroll;20240430;477;84;5.817073170731708;0
scroll;20240502;472;89;5.363636363636363;0
page_view;20240505;452;83;5.947368421052632;0
scroll;20240501;423;116;3.710526315789474;0
scroll;20240503;410;75;5.54054054054054;0
user_engagement;20240505;385;66;5.923076923076923;0
form_submit;20240504;252;79;3.189873417721519;0
form_submit;20240502;245;44;5.568181818181818;0
form_submit;20240430;213;52;4.096153846153846;0
scroll;20240505;212;56;3.925925925925926;0
session_start;20240501;211;169;1.3024691358024691;0
form_submit;20240429;210;42;5;0
session_start;20240504;207;161;1.3101265822784811;0
form_submit;20240501;202;64;3.15625;0
form_start;20240504;192;79;2.430379746835443;0
form_start;20240430;160;53;3.018867924528302;0
form_start;20240501;154;67;2.298507462686567;0
session_start;20240502;153;110;1.4299065420560748;0
session_start;20240430;148;111;1.4095238095238096;0
session_start;20240503;145;101;1.5425531914893618;0
form_start;20240429;142;43;3.302325581395349;0
form_submit;20240503;140;53;2.641509433962264;0
session_start;20240429;137;105;1.3838383838383839;0
form_submit;20240505;132;30;4.4;0
first_visit;20240501;117;117;1;0
click;20240429;113;11;10.272727272727273;0
form_start;20240502;111;44;2.522727272727273;0
click;20240430;108;12;9;0
session_start;20240505;108;84;1.4210526315789473;0
form_start;20240503;106;54;1.962962962962963;0
click;20240502;104;11;9.454545454545455;0
first_visit;20240504;103;103;1;0
form_start;20240505;65;30;2.1666666666666665;0
first_visit;20240429;60;60;1;0
first_visit;20240430;60;60;1;0
click;20240504;50;9;5.555555555555555;0
first_visit;20240502;50;49;1.0204081632653061;0
first_visit;20240503;48;48;1;0
first_visit;20240505;44;44;1;0
click;20240501;42;11;3.8181818181818183;0
click;20240503;41;7;5.857142857142857;0
click;20240505;21;7;3;0
