# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240722
# Data de termino: 20240728
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Estatisticas Fluminense - Principal;20240725;105;80;29;24.847619047619048;0;0;0
Estatisticas Fluminense - Principal;20240724;102;89;43;39.27450980392157;0;0;0
Estatisticas Fluminense - Principal;20240728;97;68;24;22.391752577319586;0;0;0
Estatisticas Fluminense - Principal;20240722;80;63;20;18.15;0;0;0
Estatisticas Fluminense - Principal;20240727;68;46;14;16.279411764705884;0;0;0
Estatisticas Fluminense - Principal;20240723;64;50;17;25.390625;0;0;0
Estatisticas Fluminense - Principal;20240726;43;30;7;13.488372093023257;0;0;0
Jogador;20240725;37;27;0;63.189189189189186;0;0;0
Fluminense x Palmeiras-SP;20240724;30;24;0;23.233333333333334;0;0;0
Jogador;20240722;30;22;0;19.1;0;0;0
Adversarios;20240725;26;22;0;25.26923076923077;0;0;0
Jogador;20240723;26;22;0;33.61538461538461;0;0;0
Jogador;20240724;22;17;0;12.090909090909092;0;0;0
Especiais Jogadores;20240725;21;12;0;38.714285714285715;0;0;0
Especiais Jogadores;20240722;20;18;0;36.25;0;0;0
Fluminense x Bragantino-SP;20240728;18;16;0;68.22222222222223;0;0;0
Jogador;20240728;18;18;2;64.38888888888889;0;0;0
Jogo;20240722;18;12;0;116.83333333333333;0;0;0
Jogo;20240725;18;16;0;182.88888888888889;0;0;0
Especiais Jogadores;20240728;17;12;0;44.64705882352941;0;0;0
Fluminense x Bragantino-SP;20240725;17;14;0;55.8235294117647;0;0;0
Fluminense x Palmeiras-SP;20240725;17;16;0;48.588235294117645;0;0;0
Jhon Arias 2024;20240725;15;14;0;26.866666666666667;0;0;0
Jogador;20240726;15;11;1;20.2;0;0;0
Adversarios;20240722;14;12;0;27.642857142857142;0;0;0
