# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240129
# Data de termino: 20240204
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;2024020123;16;16;4;29.75;0;0
Estatisticas Fluminense - Principal;2024020121;15;15;7;23.4;0;0
Estatisticas Fluminense - Principal;2024020115;9;9;4;11.555555555555555;0;0
Estatisticas Fluminense - Principal;2024020120;9;9;4;15.333333333333334;0;0
Estatisticas Fluminense - Principal;2024020122;9;9;4;7.222222222222222;0;0
Estatisticas Fluminense - Principal;2024020208;9;8;3;6.111111111111111;0;0
Estatisticas Fluminense - Principal;2024013118;8;8;1;7.75;0;0
Estatisticas Fluminense - Principal;2024020411;8;7;3;35;0;0
Estatisticas Fluminense - Principal;2024020412;8;8;3;18.375;0;0
Estatisticas Fluminense - Principal;2024020420;8;7;2;10.875;0;0
Jogador;2024020121;8;8;0;20.125;0;0
Estatisticas Fluminense - Principal;2024013121;7;7;2;17.142857142857142;0;0
Estatisticas Fluminense - Principal;2024020112;7;7;3;63;0;0
Estatisticas Fluminense - Principal;2024020216;7;7;2;19.285714285714285;0;0
Estatisticas Fluminense - Principal;2024020418;7;6;2;13.142857142857142;0;0
Consultas Especiais;2024020123;6;6;0;11.833333333333334;0;0
Estatisticas Fluminense - Principal;2024013014;6;6;1;23.333333333333332;0;0
Estatisticas Fluminense - Principal;2024013021;6;6;0;9.166666666666666;0;0
Estatisticas Fluminense - Principal;2024013117;6;6;1;13.833333333333334;0;0
Estatisticas Fluminense - Principal;2024020200;6;6;2;59.166666666666664;0;0
Estatisticas Fluminense - Principal;2024020207;6;6;2;8.833333333333334;0;0
Estatisticas Fluminense - Principal;2024020209;6;6;0;27.833333333333332;0;0
Estatisticas Fluminense - Principal;2024020212;6;6;1;9.833333333333334;0;0
Estatisticas Fluminense - Principal;2024020413;6;6;3;23.5;0;0
Fluminense x Bangu-RJ;2024020123;6;6;0;17;0;0
Adversarios;2024020123;5;5;0;59.8;0;0
Adversarios;2024020416;5;5;0;16.2;0;0
Adversarios;2024020418;5;5;0;110.8;0;0
Especiais Jogadores;2024020123;5;5;0;20;0;0
Estatisticas Fluminense - Principal;2024012923;5;5;1;21.2;0;0
Estatisticas Fluminense - Principal;2024013012;5;5;3;19.2;0;0
Estatisticas Fluminense - Principal;2024013113;5;5;1;28.4;0;0
Estatisticas Fluminense - Principal;2024013114;5;4;0;7.8;0;0
