# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240520
# Data de termino: 20240526
Nº dia;Usuarios
0000;91
0001;101
0002;127
0003;119
0004;99
0005;71
0006;92

# Data de inicio: 20240520
# Data de termino: 20240526
Nº dia;Novos usuarios
0000;64
0001;56
0002;75
0003;72
0004;64
0005;33
0006;56

# Qual e a tendencia dos usuarios ativos?
# Data de inicio: 20240520
# Data de termino: 20240526
Nº dia;30 dias;7 dias;1 dia
0000;2213;561;91
0001;2213;555;101
0002;2223;582;127
0003;2241;552;119
0004;2242;559;99
0005;2138;547;71
0006;2129;566;92

#  
# Data de inicio: 20240520
# Data de termino: 20240526
Nome do publico-alvo;Usuarios
All Users;566

#  
# Data de inicio: 20240520
# Data de termino: 20240526
Nome do evento;Contagem de eventos
page_view;8242
user_engagement;6850
scroll;4964
form_submit;2533
click;1333
form_start;1170
session_start;967
first_visit;420

#  
# Data de inicio: 20240520
# Data de termino: 20240526
Nº dia;Tempo medio de engajamento
0000;361.5274725274725
0001;199.009900990099
0002;219.95275590551182
0003;223.60504201680672
0004;245.58585858585857
0005;314
0006;245.92391304347825

# Data de inicio: 20240520
# Data de termino: 20240526
Nº dia;Sessoes engajadas por usuario
0000;1.0769230769230769
0001;1.0297029702970297
0002;1.1023622047244095
0003;1.0336134453781514
0004;1.1111111111111112
0005;1.0422535211267605
0006;0.16304347826086957

# Data de inicio: 20240520
# Data de termino: 20240526
Nº dia;Tempo de engajamento medio por sessao
0000;265.31451612903226
0001;142.5531914893617
0002;148.58510638297872
0003;164.2530864197531
0004;171.21830985915494
0005;220.73267326732673
0006;162.76978417266187

#  
# Data de inicio: 20240520
# Data de termino: 20240526
Nº dia;DAU / MAU;DAU / WAU;WAU / MAU
0000;0.041120650700406686;0.1622103386809269;0.2535020334387709
0001;0.045639403524627205;0.18198198198198198;0.2507907817442386
0002;0.05713000449842555;0.218213058419244;0.26180836707152494
0003;0.05310129406514949;0.21557971014492755;0.2463186077643909
0004;0.04415700267618198;0.1771019677996422;0.24933095450490633
0005;0.03320860617399439;0.12979890310786105;0.2558465855940131
0006;0.04321277595115078;0.1625441696113074;0.26585251291686235
