# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20230812
# Data de termino: 20230820
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;2023081920;19;19;11;8.894736842105264;0;0
Estatisticas Fluminense - Principal;2023081511;12;12;9;8.25;0;0
Estatisticas Fluminense - Principal;2023081318;11;11;7;3;0;0
Estatisticas Fluminense - Principal;2023081921;10;10;2;6;0;0
Estatisticas Fluminense - Principal;2023081922;9;9;4;20.22222222222222;0;0
Estatisticas Fluminense - Principal;2023082014;9;9;2;16.88888888888889;0;0
Estatisticas Fluminense - Principal;2023081315;8;8;4;5.625;0;0
Estatisticas Fluminense - Principal;2023081415;8;7;7;4.375;0;0
Adversarios;2023081920;7;7;0;11.142857142857142;0;0
Estatisticas Fluminense - Principal;2023081316;7;6;3;4.571428571428571;0;0
Estatisticas Fluminense - Principal;2023081319;7;7;3;5.285714285714286;0;0
Estatisticas Fluminense - Principal;2023081510;7;6;4;5.428571428571429;0;0
Tecnico;2023081511;7;7;0;37.142857142857146;0;0
Consultas Especiais;2023081920;6;6;0;2.3333333333333335;0;0
Estatisticas Fluminense - Principal;2023081219;6;6;1;6.833333333333333;0;0
Estatisticas Fluminense - Principal;2023081317;6;6;1;4;0;0
Estatisticas Fluminense - Principal;2023081320;6;6;1;5;0;0
Estatisticas Fluminense - Principal;2023081414;6;6;1;4.5;0;0
Estatisticas Fluminense - Principal;2023081709;6;6;2;3;0;0
Estatisticas Fluminense - Principal;2023081814;6;6;4;5.166666666666667;0;0
Estatisticas Fluminense - Principal;2023081919;6;6;3;6;0;0
Estatisticas Fluminense - Principal;2023082010;6;6;3;9.333333333333334;0;0
Estatisticas Fluminense - Principal;2023082020;6;6;1;6;0;0
Fluminense x America MG-MG;2023081920;6;6;0;20;0;0
Consultas Especiais;2023081922;5;5;0;4.6;0;0
Especiais Jogadores;2023081922;5;5;0;26.8;0;0
Estatisticas Fluminense - Principal;2023081218;5;5;2;13;0;0
Estatisticas Fluminense - Principal;2023081410;5;5;0;7.6;0;0
Estatisticas Fluminense - Principal;2023081412;5;4;1;3.4;0;0
Estatisticas Fluminense - Principal;2023081419;5;5;1;1.6;0;0
Estatisticas Fluminense - Principal;2023081420;5;5;1;1;0;0
Estatisticas Fluminense - Principal;2023081512;5;5;0;9.4;0;0
Estatisticas Fluminense - Principal;2023081612;5;5;1;3;0;0
Estatisticas Fluminense - Principal;2023081613;5;5;4;20.2;0;0
Estatisticas Fluminense - Principal;2023081721;5;5;1;5;0;0
Estatisticas Fluminense - Principal;2023081810;5;5;1;3.8;0;0
Estatisticas Fluminense - Principal;2023081817;5;5;1;3.6;0;0
Estatisticas Fluminense - Principal;2023081820;5;4;1;13.2;0;0
Estatisticas Fluminense - Principal;2023081913;5;5;3;5.2;0;0
Estatisticas Fluminense - Principal;2023081914;5;5;4;7;0;0
Estatisticas Fluminense - Principal;2023081916;5;5;2;2.8;0;0
Estatisticas Fluminense - Principal;2023081918;5;5;3;11.4;0;0
Estatisticas Fluminense - Principal;2023082015;5;5;0;1.8;0;0
Estatisticas Fluminense - Principal;2023082016;5;5;2;4.6;0;0
Estatisticas Fluminense - Principal;2023082017;5;5;1;87.6;0;0
Estatisticas Fluminense - Principal;2023082019;5;5;2;16;0;0
Jogador;2023081412;5;4;0;9.2;0;0
Jogador;2023081718;5;5;0;40.4;0;0
Jogador;2023081920;5;5;0;11.8;0;0
Paulo 1961;2023081620;5;5;5;182.4;0;0
Adversarios;2023081217;4;4;0;6.5;0;0
Adversarios;2023081219;4;4;0;41.25;0;0
Adversarios;2023081318;4;4;0;93.75;0;0
