# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240212
# Data de termino: 20240218
Nº dia;Usuarios
0000;43
0001;62
0002;106
0003;85
0004;80
0005;100
0006;76

# Data de inicio: 20240212
# Data de termino: 20240218
Nº dia;Novos usuarios
0000;19
0001;30
0002;63
0003;47
0004;49
0005;63
0006;45

# Qual e a tendencia dos usuarios ativos?
# Data de inicio: 20240212
# Data de termino: 20240218
Nº dia;30 dias;7 dias;1 dia
0000;1674;387;43
0001;1665;374;62
0002;1684;388;106
0003;1682;388;85
0004;1678;390;80
0005;1663;423;100
0006;1665;451;76

#  
# Data de inicio: 20240212
# Data de termino: 20240218
Nome do publico-alvo;Usuarios
All Users;451

#  
# Data de inicio: 20240212
# Data de termino: 20240218
Nome do evento;Contagem de eventos
page_view;4202
user_engagement;3667
scroll;2502
form_submit;1028
session_start;748
form_start;536
first_visit;316
click;148

#  
# Data de inicio: 20240212
# Data de termino: 20240218
Nº dia;Tempo medio de engajamento
0000;172.74418604651163
0001;191.53225806451613
0002;102.4245283018868
0003;342.7294117647059
0004;271.1875
0005;135.33
0006;213.56578947368422

# Data de inicio: 20240212
# Data de termino: 20240218
Nº dia;Sessoes engajadas por usuario
0000;1.069767441860465
0001;1.1290322580645162
0002;0.8962264150943396
0003;1.011764705882353
0004;1.05
0005;0.98
0006;1.013157894736842

# Data de inicio: 20240212
# Data de termino: 20240218
Nº dia;Tempo de engajamento medio por sessao
0000;114.27692307692308
0001;127.68817204301075
0002;84.16279069767442
0003;246.88135593220338
0004;187.02586206896552
0005;103.30534351145039
0006;159.12745098039215

#  
# Data de inicio: 20240212
# Data de termino: 20240218
Nº dia;DAU / MAU;DAU / WAU;WAU / MAU
0000;0.025686977299880526;0.1111111111111111;0.23118279569892472
0001;0.037237237237237236;0.1657754010695187;0.22462462462462462
0002;0.06294536817102138;0.27319587628865977;0.23040380047505937
0003;0.050535077288941736;0.2190721649484536;0.23067776456599287
0004;0.04767580452920143;0.20512820512820512;0.232419547079857
0005;0.06013229104028864;0.2364066193853428;0.25435959110042095
0006;0.04564564564564565;0.16851441241685144;0.27087087087087086
