# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240729
# Data de termino: 20240804
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Juventude 6 X 0 Fluminense;2024080119;15;15;15;14.266666666666667;0;0;0
Estatisticas Fluminense - Principal;2024080119;14;12;5;13.071428571428571;0;0;0
Estatisticas Fluminense - Principal;2024080121;14;14;4;24.571428571428573;0;0;0
Estatisticas Fluminense - Principal;2024080118;10;10;6;15.3;0;0;0
Estatisticas Fluminense - Principal;2024080418;10;10;3;29;0;0;0
Estatisticas Fluminense - Principal;2024080420;10;9;0;14.2;0;0;0
Estatisticas Fluminense - Principal;2024080109;9;8;3;9.333333333333334;0;0;0
Estatisticas Fluminense - Principal;2024080120;9;9;6;9.444444444444445;0;0;0
Estatisticas Fluminense - Principal;2024080421;9;9;2;9.777777777777779;0;0;0
Estatisticas Fluminense - Principal;2024072915;8;8;1;39.875;0;0;0
Estatisticas Fluminense - Principal;2024072916;8;8;2;9.625;0;0;0
Estatisticas Fluminense - Principal;2024080111;8;8;2;16;0;0;0
Estatisticas Fluminense - Principal;2024080419;8;8;2;23.375;0;0;0
Estatisticas Fluminense - Principal;2024072911;7;7;2;10.714285714285714;0;0;0
Estatisticas Fluminense - Principal;2024080115;7;7;1;6.571428571428571;0;0;0
Estatisticas Fluminense - Principal;2024080117;7;6;2;35.857142857142854;0;0;0
Especiais Jogadores;2024080420;6;6;0;25;0;0;0
Estatisticas Fluminense - Principal;2024073115;6;6;2;5.333333333333333;0;0;0
Estatisticas Fluminense - Principal;2024080215;6;6;2;32;0;0;0
Estatisticas Fluminense - Principal;2024080311;6;6;2;16.333333333333332;0;0;0
Estatisticas Fluminense - Principal;2024080408;6;5;2;19;0;0;0
Estatisticas Fluminense - Principal;2024080411;6;6;1;51.833333333333336;0;0;0
Jogador;2024080420;6;6;0;27.833333333333332;0;0;0
Estatisticas Fluminense - Principal;2024072901;5;5;1;6.4;0;0;0
Estatisticas Fluminense - Principal;2024073012;5;5;3;72;0;0;0
