# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240610
# Data de termino: 20240616
Caminho da pagina e classe da tela;Data;Contagem de eventos;Visualizacoes
/adversario;20240611;50;55
/jogador;20240615;32;38
/adversario;20240610;31;32
/jogador;20240614;28;32
/jogador;20240611;24;33
/jogador;20240613;24;33
/adversario;20240612;23;24
/adversario;20240613;16;17
/adversario;20240614;15;18
/jogador;20240612;15;30
/jogador;20240616;12;13
/jogador;20240610;11;21
/campeonato;20240612;9;10
/adversario;20240615;8;9
/estadio;20240614;8;8
/arbitro;20240611;7;7
/campeonato;20240610;6;10
/campeonato;20240615;6;8
/adversario;20240616;5;6
/arbitro;20240610;5;7
/campeonato;20240616;5;4
/tecnico;20240614;5;5
/campeonato;20240614;4;6
/arbitro;20240614;3;6
/campeonato;20240611;3;5
/estadio;20240612;3;3
/estadio;20240611;2;3
/tecnico;20240611;2;4
/arbitro;20240615;1;4
/campeonato;20240613;1;1
/estadio;20240615;1;2
/estadio;20240616;1;1
/tecnico;20240612;1;3
/tecnico;20240613;1;3
/arbitro;20240613;0;2
/tecnico;20240615;0;1
