# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240506
# Data de termino: 20240512
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total
Kashima Antlers-Fluminense 2-0;20240507;2;1;0;51;0;0
Kayky Almeida 2024;20240511;2;1;0;12.5;0;0
Keno 2024;20240511;2;2;0;24;0;0
Keno 2024;20240512;2;2;0;11.5;0;0
Leandro 2005;20240508;2;0;0;0;0;0
Leonardo Moura 2004;20240506;2;1;0;51;0;0
Libertadores da America;20240506;2;1;0;119.5;0;0
Libertadores da America;20240507;2;1;0;20;0;0
Libertadores da America;20240509;2;2;0;30.5;0;0
Libertadores da America 2013;20240508;2;2;0;4.5;0;0
Libertadores da America 2023;20240510;2;2;0;17.5;0;0
Lima 2024;20240509;2;2;0;11.5;0;0
Lista de Adversario do mesmo pais;20240508;2;2;0;5.5;0;0
Lista de Adversario do mesmo pais;20240510;2;2;0;2.5;0;0
Madureira 1 X 3 Fluminense;20240508;2;1;0;178;0;0
Maior Artilheiro em Temporada;20240509;2;2;0;10.5;0;0
Maiores Artilheiros;20240507;2;1;0;0;0;0
Maiores Publicos - Classicos;20240512;2;2;2;44;0;0
Maiores Publicos - Libertadores da America 2024;20240510;2;1;0;15.5;0;0
Maiores publicos contra adversario em estadio;20240510;2;1;0;15.5;0;0
Mais jogos em Campeonato;20240509;2;2;0;7.5;0;0
Mais jogos no elenco atual;20240511;2;2;0;211.5;0;0
Mais jogos nos Seculos;20240511;2;2;0;231;0;0
Mais jogos sem levar gol;20240510;2;2;0;22.5;0;0
Mais treinou em Campeonato;20240509;2;2;0;8;0;0
Mais treinou em Campeonato;20240510;2;2;0;24.5;0;0
Manoel 2024;20240511;2;2;0;56.5;0;0
Marcas Historicas Atuais;20240510;2;2;0;40;0;0
Marcelo Barreto 1993;20240509;2;2;2;30.5;0;0
Marcos Junior 2018;20240512;2;1;0;2.5;0;0
Marquinhos 2024;20240510;2;2;0;3;0;0
Mascotes;20240510;2;2;0;5;0;0
Milan 0 X 1 Fluminense;20240506;2;2;2;18.5;0;0
Milan 0 X 1 Fluminense;20240512;2;2;2;10.5;0;0
Monumental de Santiago;20240510;2;2;0;10;0;0
Morumbi;20240511;2;2;0;14.5;0;0
Mario Vianna;20240510;2;2;0;24.5;0;0
Nacional Uruguai - Parque Central;20240510;2;1;0;0;0;0
Numeracao Fixa;20240511;2;2;0;197.5;0;0
Olaria 1 X 3 Fluminense;20240508;2;1;0;196.5;0;0
Olaria 2 X 3 Fluminense;20240508;2;1;0;156;0;0
Oswaldo 1958;20240510;2;1;0;23;0;0
Passagem de Tecnico;20240510;2;2;0;2;0;0
Paulo Henrique Ganso 2024;20240509;2;2;0;50.5;0;0
Pinheiro 1963;20240509;2;2;0;14;0;0
Presenca Estrangeiros;20240506;2;1;0;1;0;0
Ranking de gols por tipo;20240509;2;1;0;28;0;0
Ranking dos gols - Penalti;20240509;2;1;0;1;0;0
Raphael Claus;20240510;2;2;0;3;0;0
Raphael Claus;20240512;2;2;0;30.5;0;0
Real Madrid 0 X 2 Fluminense;20240508;2;2;2;4.5;0;0
Real Madrid 0 X 2 Fluminense;20240510;2;2;1;31.5;0;0
Renato 1981;20240508;2;1;0;5;0;0
Rio Branco 0 X 2 Fluminense;20240511;2;1;0;318.5;0;0
Romario 2004;20240506;2;1;0;111.5;0;0
Sampaio Correa 2 X 1 Fluminense;20240509;2;2;2;134.5;0;0
Selecao Camaroes 1 X 3 Fluminense;20240512;2;1;0;21.5;0;0
Selecao Curacao 0 X 0 Fluminense;20240512;2;2;1;11;0;0
Selecao Uruguai 2 X 0 Fluminense;20240508;2;1;0;5;0;0
Sequencias - Libertadores da America;20240509;2;2;0;127.5;0;0
Sequencias em Campeonato;20240509;2;2;0;5;0;0
Sequencias em Campeonato;20240510;2;2;0;11.5;0;0
Statistiques de Fluminense - Principal;20240510;2;1;0;19;0;0
Sao Cristovao 1 X 3 Fluminense;20240509;2;2;0;106.5;0;0
Sao Paulo - Brasileiro - Morumbi;20240510;2;2;0;6;0;0
Sao Paulo 0 X 2 Fluminense;20240510;2;2;0;8.5;0;0
Sao Paulo 0 X 2 Fluminense;20240512;2;2;0;2;0;0
Sao Paulo 0 X 3 Fluminense;20240512;2;2;0;13.5;0;0
Sao Paulo 1 X 0 Fluminense;20240510;2;2;0;29;0;0
Sao Paulo 2 X 2 Fluminense;20240512;2;2;0;1.5;0;0
Tec - Fernando Diniz;20240509;2;2;0;21.5;0;0
Tec - Pode Pedersen;20240510;2;2;2;5.5;0;0
Tec - Renato Gaucho;20240510;2;2;0;5.5;0;0
Terans 2024;20240507;2;2;0;0.5;0;0
Thiago Silva 2008;20240506;2;2;0;19;0;0
Thiago Silva 2008;20240511;2;2;0;80.5;0;0
Thiago Silva 2008;20240512;2;2;0;12;0;0
Thiago Silva 2008 - Copa do Brasil 2007;20240509;2;1;0;8;0;0
Todos os Jogos contra Bangu-RJ;20240509;2;2;0;65.5;0;0
Todos os Jogos do Edinho;20240507;2;1;0;4.5;0;0
Todos os Jogos do Thiago;20240507;2;1;0;6;0;0
Todos os Jogos no(a) Maracana;20240512;2;2;0;54;0;0
Todos os jogos contra Adversario em campeonato;20240510;2;2;0;11.5;0;0
Todos os jogos em campeonato;20240511;2;2;0;22.5;0;0
Todos os jogos no(a) Libertadores da America;20240511;2;2;0;54;0;0
Treinador com mais campeonatos disputados;20240509;2;2;0;17;0;0
Treinador com mais campeonatos disputados;20240510;2;2;0;58.5;0;0
Treinador com mais jogos;20240509;2;2;0;27.5;0;0
Tecnico x Campeonato;20240510;2;2;0;3.5;0;0
Vasco 1 X 0 Fluminense;20240508;2;1;0;188.5;0;0
Vasco 1 X 0 Fluminense;20240509;2;1;0;1;0;0
Vasco 1 X 0 Fluminense;20240512;2;1;0;445;0;0
Wagner 1998;20240511;2;1;1;0;0;0
Wagner do Nascimento Magalhaes;20240512;2;2;0;6.5;0;0
Willian 2023;20240511;2;2;0;17;0;0
Wilmar Roldan;20240508;2;2;0;5.5;0;0
Wilmar Roldan;20240510;2;2;0;88;0;0
Wilsinho 1986;20240507;2;1;0;5;0;0
Zezinho 1981;20240507;2;1;0;2;0;0
Indio 1949;20240510;2;1;0;0;0;0
(not set);20240511;1;1;0;208;0;0
12º Jogador;20240509;1;1;0;15;0;0
12º Jogador;20240510;1;1;0;55;0;0
12º Jogador - Fernando Diniz na 2ª passagem;20240509;1;1;0;0;0;0
18º lugar;20240512;1;1;0;16;0;0
1902 a 1910;20240510;1;1;0;57;0;0
1911 a 1920;20240510;1;1;0;38;0;0
20 Maiores Artilheiros Anuais;20240506;1;1;0;4;0;0
20 Maiores Artilheiros Anuais;20240509;1;1;0;45;0;0
2011 a 2020;20240511;1;1;0;75;0;0
30 Adversarios que mais jogamos;20240509;1;1;0;37;0;0
30 Adversarios que mais jogamos;20240510;1;1;0;8;0;0
30 Adversarios que mais jogamos;20240511;1;1;0;92;0;0
30 Estadios onde mais jogamos;20240510;1;1;0;47;0;0
A. Clements;20240512;1;1;0;7;0;0
A. Krischub;20240507;1;1;0;10;0;0
ABC 1 X 1 Fluminense;20240507;1;1;0;9;0;0
ABC 1 X 1 Fluminense;20240508;1;1;0;13;0;0
ABC 1 X 1 Fluminense;20240511;1;1;0;1;0;0
ABC 1 X 1 Fluminense;20240512;1;1;0;161;0;0
Abel x Fernando Diniz;20240510;1;1;0;68;0;0
Acrinelson Passos;20240507;1;1;0;4;0;0
Ademilton 1980;20240508;1;1;0;87;0;0
Adesg 1 X 2 Fluminense;20240506;1;1;0;13;0;0
Adesg 1 X 2 Fluminense;20240507;1;1;0;11;0;0
Adesg 1 X 2 Fluminense;20240508;1;1;0;10;0;0
Adilson 1999;20240508;1;1;0;6;0;0
Adilton 1972;20240512;1;1;0;3;0;0
Adilco 1981;20240507;1;1;0;1;0;0
Adilco 1981;20240508;1;1;0;19;0;0
Adriano Magrao 2007;20240512;1;1;0;7;0;0
Adversario do mesmo pais;20240508;1;1;0;3;0;0
Adversario do mesmo pais;20240511;1;1;0;8;0;0
Adversario por cor;20240510;1;1;0;10;0;0
Adversario x Campeonato;20240510;1;1;0;55;0;0
Adversario x Estadio;20240509;1;1;0;28;0;0
Adversario x Estadio;20240512;1;1;0;15;0;0
Adversario x Jogador;20240508;1;1;0;3;0;0
Adversarios - bicolores;20240510;1;1;0;11;0;0
Adversarios - de 1 cor;20240510;1;1;0;28;0;0
Adversarios - quadricolores;20240510;1;1;0;31;0;0
Adversarios - tricolores;20240510;1;1;0;17;0;0
Adversarios Hungria;20240506;1;1;0;6;0;0
Adversarios Internacionais;20240510;1;1;0;30;0;0
Adversarios Italia;20240512;1;1;0;10;0;0
Adversarios da Chile;20240508;1;1;0;65;0;0
Adversarios da Chile;20240510;1;0;0;0;0;0
Adversarios da Chile;20240511;1;1;0;95;0;0
Adversarios do mesmo pais em campeonato;20240506;1;1;0;365;0;0
Adversarios em vantagem;20240510;1;1;0;22;0;0
Afonsinho 1981;20240508;1;1;0;19;0;0
Agenor 2019;20240512;1;1;0;14;0;0
Agostinho 1937;20240511;1;1;0;19;0;0
Alan 2023;20240507;1;1;0;17;0;0
Alan Trindade da Silva;20240506;1;1;0;3;0;0
Alex Dias 2007;20240509;1;1;0;20;0;0
Alex Gomes Stefano;20240506;1;1;0;9;0;0
Alexandre Seixas 1996;20240512;1;1;1;17;0;0
Alexandre Vargas Tavares;20240506;1;1;0;13;0;0
Alexis Herrera;20240506;1;1;0;9;0;0
Almir 1960;20240508;1;1;0;13;0;0
Almir 1960;20240511;1;1;0;0;0;0
Almir 1981;20240508;1;1;0;1;0;0
Aloisio Viug;20240509;1;1;0;5;0;0
Alicio Pena Junior;20240509;1;1;0;5;0;0
Amarelos do Felippe Cardoso - 2021;20240509;1;1;0;3;0;0
Amarelos do German Cano - 2024;20240508;1;1;0;14;0;0
Amarelos do Jorge Luis - 2000;20240506;1;1;0;1;0;0
Amarelos do Marcelo - 2024;20240510;1;1;0;41;0;0
Amarelos do Thiago Silva - 2008;20240507;1;1;0;47;0;0
Americano 0 X 1 Fluminense;20240511;1;1;0;32;0;0
Americano 1 X 0 Fluminense;20240506;1;1;0;9;0;0
Americano 1 X 1 Fluminense;20240509;1;1;0;4;0;0
Americano 2 X 2 Fluminense;20240509;1;1;0;4;0;0
Amiral 1960;20240511;1;1;0;14;0;0
Amistoso 2020;20240509;1;1;0;37;0;0
Amistoso Internacional;20240506;1;1;0;92;0;0
Amistoso Internacional - Maracana;20240510;1;1;0;44;0;0
Amistoso Internacional 1975;20240506;1;1;0;8;0;0
Amistoso Internacional 1993;20240506;1;1;0;2;0;0
Amistoso Internacional contra times do(a) Chile;20240506;1;1;0;49;0;0
America - Maracana;20240509;1;1;0;22;0;0
America 0 X 0 Fluminense;20240510;1;1;0;40;0;0
America 0 X 1 Fluminense;20240512;1;1;0;2;0;0
America 0 X 3 Fluminense;20240511;1;1;0;59;0;0
America 0 X 4 Fluminense;20240511;1;1;0;10;0;0
America 1 X 1 Fluminense;20240510;1;1;0;305;0;0
America 1 X 1 Fluminense;20240511;1;1;0;196;0;0
America 2 X 0 Fluminense;20240507;1;1;0;7;0;0
America 2 X 1 Fluminense;20240509;1;1;0;58;0;0
America 2 X 2 Fluminense;20240509;1;1;0;6;0;0
America 2 X 3 Fluminense;20240511;1;1;0;9;0;0
America 2 X 3 Fluminense;20240512;1;1;0;2;0;0
America 3 X 0 Fluminense;20240511;1;1;0;142;0;0
America 3 X 2 Fluminense;20240512;1;1;0;2;0;0
America 4 X 1 Fluminense;20240509;1;1;0;151;0;0
America MG 0 X 1 Fluminense;20240510;1;1;0;4;0;0
America MG 0 X 3 Fluminense;20240510;1;1;0;2;0;0
America MG 1 X 2 Fluminense;20240509;1;1;0;324;0;0
America RN 1 X 2 Fluminense;20240506;1;1;0;28;0;0
America RN 1 X 2 Fluminense;20240507;1;1;0;7;0;0
America Tres Rios 3 X 2 Fluminense;20240509;1;1;1;22;0;0
Andarai 0 X 6 Fluminense;20240511;1;1;0;9;0;0
Andarai 3 X 3 Fluminense;20240511;1;1;0;11;0;0
Andarai 3 X 4 Fluminense;20240511;1;1;0;9;0;0
Anderletch 1 X 2 Fluminense;20240509;1;1;0;8;0;0
Anderson Daronco;20240506;1;1;0;10;0;0
Anderson Daronco;20240510;1;1;0;3;0;0
Anderson Daronco;20240511;1;1;0;0;0;0
Andjel 2001;20240512;1;1;0;14;0;0
Andres Matonte;20240506;1;1;0;7;0;0
Andre Luiz Bento;20240506;1;1;0;9;0;0
Andre Luiz de Freitas Castro;20240506;1;1;0;12;0;0
Andre Miquimba 1997;20240506;1;1;1;189;0;0
Andre Rodrigo Rocha;20240506;1;1;0;9;0;0
Andres Cunha;20240506;1;1;0;8;0;0
Andres Rojas;20240506;1;1;0;16;0;0
Aniversariantes do dia;20240509;1;1;0;6;0;0
Aniversariantes do dia;20240510;1;1;0;10;0;0
Aniversariantes em 09 / 05;20240509;1;1;0;3;0;0
Aniversariantes em 10 / 05;20240510;1;1;0;11;0;0
Antonio Carlos 2024;20240509;1;1;0;5;0;0
Antonio Dib Moraes de souza;20240506;1;1;0;5;0;0
Antonio Javier Arias Alvarenga;20240510;1;1;0;6;0;0
Antonio Musitano;20240508;1;1;0;18;0;0
Antonio Viug;20240508;1;1;0;11;0;0
Aproveitamento por camisa;20240508;1;1;0;16;0;0
Aproveitamento por camisa;20240512;1;1;0;9;0;0
Arena Corinthians - Flamengo;20240512;1;1;0;43;0;0
Argentinos Juniors 1 X 1 Fluminense;20240506;1;1;0;12;0;0
Argentinos Juniors 1 X 1 Fluminense;20240510;1;1;0;0;0;0
Armando Marques;20240511;1;1;0;9;0;0
Arnaldo Samaniego;20240506;1;1;0;7;0;0
Artilharia com Tecnico;20240510;1;1;0;11;0;0
Artilharia em passagem de Tecnico;20240510;1;1;0;14;0;0
Artilheiro por periodo;20240511;1;1;0;1;0;0
Artilheiros Anuais;20240506;1;1;0;59;0;0
Artilheiros Anuais;20240509;1;1;0;23;0;0
Artilheiros Estrangeiros;20240506;1;1;0;8;0;0
Artilheiros Estrangeiros;20240509;1;1;0;96;0;0
Artilheiros com Fernando Diniz;20240510;1;1;0;23;0;0
Artilheiros com Fernando Diniz 1ª passagem;20240510;1;1;0;17;0;0
Artilheiros com Fernando Diniz 2ª passagem;20240510;1;1;0;34;0;0
Artilheiros contra Athletico PR;20240509;1;1;0;14;0;0
Artilheiros contra Atletico MG;20240509;1;1;0;29;0;0
Artilheiros contra Bahia;20240509;1;1;0;22;0;0
Artilheiros contra Botafogo;20240509;1;1;0;8;0;0
Artilheiros contra Bragantino;20240509;1;1;0;14;0;0
Artilheiros contra Cerro Portenho;20240512;1;1;0;25;0;0
Artilheiros contra Colo Colo;20240508;1;1;0;5;0;0
Artilheiros contra Colo Colo;20240512;1;1;0;10;0;0
Artilheiros contra Corinthians;20240509;1;1;0;13;0;0
Artilheiros contra Coritiba;20240509;1;1;0;20;0;0
Artilheiros contra Cruzeiro;20240509;1;1;0;12;0;0
Artilheiros contra Cuiaba;20240509;1;1;0;4;0;0
Artilheiros contra Flamengo;20240509;1;1;0;12;0;0
Artilheiros contra Fortaleza;20240509;1;1;0;7;0;0
Artilheiros contra Gremio;20240509;1;1;0;32;0;0
Artilheiros contra Internacional;20240509;1;1;0;5;0;0
Artilheiros contra Palmeiras;20240509;1;1;0;25;0;0
Artilheiros contra Sao Paulo;20240509;1;1;0;7;0;0
Artilheiros contra Sao Paulo;20240512;1;1;0;19;0;0
Artilheiros contra Vitoria BA;20240509;1;1;0;7;0;0
Artilheiros dos Seculos;20240506;1;1;0;19;0;0
Artilheiros dos Seculos;20240509;1;1;0;34;0;0
Artilheiros dos Seculos;20240511;1;1;0;111;0;0
Artilheiros em Campeonato;20240506;1;1;0;18;0;0
Artilheiros em jogos oficiais;20240506;1;1;0;4;0;0
Artilheiros em jogos oficiais;20240509;1;1;0;44;0;0
Artilheiros em jogos oficiais;20240510;1;1;0;33;0;0
Artilheiros em jogos oficiais;20240511;1;1;0;62;0;0
Artilheiros em turnos;20240512;1;1;0;23;0;0
Artilheiros mais velhos;20240506;1;1;0;41;0;0
Artilheiros mais velhos;20240510;1;1;0;28;0;0
Artilheiros na temporada 2000;20240506;1;1;0;11;0;0
Artilheiros na temporada 2000;20240507;1;1;0;3;0;0
Artilheiros na temporada 2001;20240507;1;1;0;6;0;0
Artilheiros na temporada 2002;20240507;1;1;0;5;0;0
Artilheiros na temporada 2003;20240507;1;1;0;14;0;0
Artilheiros na temporada 2004;20240507;1;1;0;23;0;0
Artilheiros na temporada 2005;20240507;1;1;0;17;0;0
Artilheiros na temporada 2005;20240509;1;1;0;3;0;0
Artilheiros na temporada 2006;20240507;1;1;0;9;0;0
Artilheiros na temporada 2006;20240509;1;1;0;1;0;0
Artilheiros na temporada 2007;20240507;1;1;0;18;0;0
Artilheiros na temporada 2007;20240509;1;1;0;1;0;0
Artilheiros na temporada 2008;20240507;1;1;0;8;0;0
Artilheiros na temporada 2008;20240509;1;1;0;6;0;0
Artilheiros na temporada 2024;20240509;1;1;0;109;0;0
Artilheiros na temporada 2024;20240511;1;1;0;54;0;0
Artilheiros no(a) Brasileiro;20240509;1;1;0;96;0;0
Artilheiros no(a) Brasileiro;20240511;1;1;0;27;0;0
Artilheiros no(a) Carioca;20240509;1;1;0;8;0;0
Artilheiros no(a) Carioca;20240511;1;1;0;20;0;0
Artilheiros no(a) Carioca;20240512;1;1;0;11;0;0
Artilheiros no(a) Copa Sul Americana;20240511;1;1;0;8;0;0
Artilheiros no(a) Copa do Brasil;20240509;1;1;0;25;0;0
Artilheiros no(a) Copa do Brasil;20240511;1;1;0;9;0;0
Artilheiros no(a) Libertadores da America;20240509;1;1;0;41;0;0
Artilheiros no(a) Libertadores da America;20240511;1;1;0;30;0;0
Artime 1972;20240512;1;1;0;3;0;0
Ary Ercilio 1972;20240512;1;1;0;4;0;0
Ascoli 0 X 2 Fluminense;20240511;1;1;0;136;0;0
Assistencias do Douglas Costa;20240510;1;1;0;4;0;0
Assistencias do Jhon Arias;20240506;1;1;0;5;0;0
Assistencias do Martinelli;20240510;1;1;0;28;0;0
Assistencias do Thiago Silva;20240507;1;1;0;6;0;0
Assistencias em Ano;20240506;1;1;0;15;0;0
Ateneu 0 X 2 Fluminense;20240510;1;1;0;28;0;0
Athletico PR 0 X 1 Fluminense;20240506;1;1;0;7;0;0
Athletico PR 0 X 1 Fluminense;20240507;1;1;0;3;0;0
Athletico PR 1 X 1 Fluminense;20240511;1;1;0;32;0;0
Atletico MG 0 X 0 Fluminense;20240512;1;1;1;51;0;0
Atletico MG 1 X 1 Fluminense;20240511;1;1;0;545;0;0
Atletico MG 1 X 2 Fluminense;20240509;1;1;0;35;0;0
Atletico MG 1 X 2 Fluminense;20240510;1;1;0;7;0;0
Atletico MG 2 X 0 Fluminense;20240506;1;1;0;7;0;0
Atletico MG 2 X 0 Fluminense;20240508;1;1;0;14;0;0
Atletico MG 2 X 0 Fluminense;20240509;1;1;0;7;0;0
Atletico MG 2 X 1 Fluminense;20240506;1;1;0;20;0;0
Atletico MG 2 X 2 Fluminense;20240509;1;1;0;7;0;0
Atletico MG 3 X 0 Fluminense;20240507;1;1;0;3;0;0
Atletico MG 3 X 2 Fluminense;20240506;1;1;0;21;0;0
Atletico MG 4 X 1 Fluminense;20240511;1;1;0;20;0;0
Atletico MG 4 X 1 Fluminense;20240512;1;1;0;0;0;0
Atletico de Bilbao 0 X 0 Fluminense;20240509;1;1;0;4;0;0
Atuacao x Resultado - Wilmar Roldan;20240510;1;1;0;12;0;0
Augsburg 0 X 1 Fluminense;20240509;1;1;0;8;0;0
Avai 0 X 0 Fluminense;20240509;1;1;0;9;0;0
Avai 0 X 3 Fluminense;20240512;1;1;0;0;0;0
Avai 1 X 0 Fluminense;20240510;1;1;0;10;0;0
Bacchi 1922;20240511;1;1;0;9;0;0
Bad Ems 0 X 1 Fluminense;20240509;1;1;0;3;0;0
Bahia 1 X 0 Fluminense;20240506;1;1;0;18;0;0
Bahia 1 X 1 Fluminense;20240510;1;1;0;14;0;0
Bahia 1 X 2 Fluminense;20240508;1;1;0;0;0;0
Bahia 1 X 2 Fluminense;20240509;1;1;0;17;0;0
Bahia 2 X 1 Fluminense;20240506;1;1;0;5;0;0
Bahia 2 X 1 Fluminense;20240509;1;1;0;12;0;0
Bahia 2 X 2 Fluminense;20240506;1;1;0;14;0;0
Bahia 2 X 2 Fluminense;20240507;1;1;0;3;0;0
Bahia 3 X 3 Fluminense;20240512;1;1;1;14;0;0
Bangu - Maracana;20240509;1;1;0;70;0;0
Bangu 0 X 0 Fluminense;20240509;1;1;0;25;0;0
Bangu 0 X 0 Fluminense;20240512;1;1;0;22;0;0
Bangu 0 X 2 Fluminense;20240507;1;1;0;21;0;0
Bangu 0 X 2 Fluminense;20240510;1;1;0;9;0;0
Bangu 0 X 2 Fluminense;20240512;1;1;0;7;0;0
Bangu 0 X 3 Fluminense;20240507;1;1;0;6;0;0
Bangu 0 X 4 Fluminense;20240510;1;1;0;55;0;0
Bangu 1 X 0 Fluminense;20240507;1;1;0;220;0;0
Bangu 1 X 0 Fluminense;20240508;1;1;0;0;0;0
Bangu 1 X 1 Fluminense;20240511;1;1;0;0;0;0
Bangu 1 X 5 Fluminense;20240511;1;1;0;35;0;0
Bangu 2 X 2 Fluminense;20240509;1;1;0;82;0;0
Bangu 2 X 3 Fluminense;20240511;1;1;0;6;0;0
Bangu 2 X 4 Fluminense;20240509;1;1;0;2;0;0
Bangu 3 X 1 Fluminense;20240509;1;1;0;144;0;0
Bangu 3 X 9 Fluminense;20240511;1;1;0;24;0;0
Barcelona 2 X 2 Fluminense;20240511;1;1;0;90;0;0
Barcelona Guaiaquil 3 X 1 Fluminense;20240510;1;1;0;34;0;0
Barroso 3 X 9 Fluminense;20240511;1;1;0;7;0;0
Bassu 1957;20240511;1;1;0;13;0;0
Batatais 1946;20240511;1;1;0;27;0;0
Batatais 1946;20240512;1;1;0;30;0;0
Batatais 1957;20240512;1;1;0;6;0;0
Benfica 1 X 1 Fluminense;20240509;1;1;0;7;0;0
Berascochea 1948;20240509;1;1;1;14;0;0
Bergisch Gladbach 1 X 4 Fluminense;20240509;1;1;0;2;0;0
Bermudez 1934;20240507;1;1;1;18;0;0
Boavista 0 X 0 Fluminense;20240510;1;1;0;132;0;0
Boavista 0 X 3 Fluminense;20240510;1;1;0;25;0;0
Boavista 3 X 1 Fluminense;20240510;1;1;0;89;0;0
Boavista 3 X 1 Fluminense;20240511;1;1;0;24;0;0
Bobadilla 2021;20240511;1;1;0;18;0;0
Bobadilla 2021;20240512;1;1;0;12;0;0
Bobo 1992;20240509;1;1;0;96;0;0
Boca Juniors 2 X 2 Fluminense;20240512;1;1;0;13;0;0
Bonsucesso 0 X 1 Fluminense;20240506;1;1;1;50;0;0
Bonsucesso 0 X 1 Fluminense;20240507;1;1;0;7;0;0
Bonsucesso 0 X 2 Fluminense;20240507;1;1;0;6;0;0
Bonsucesso 1 X 3 Fluminense;20240511;1;1;0;72;0;0
Bonsucesso 1 X 5 Fluminense;20240509;1;1;0;13;0;0
Bonsucesso 1 X 5 Fluminense;20240512;1;1;0;219;0;0
Bonsucesso 1 X 6 Fluminense;20240508;1;1;0;754;0;0
Bonsucesso 1 X 6 Fluminense;20240510;1;1;0;421;0;0
Bonsucesso 1 X 7 Fluminense;20240511;1;1;0;67;0;0
Bonsucesso 3 X 0 Fluminense;20240508;1;1;0;11;0;0
Bonsucesso 3 X 0 Fluminense;20240509;1;1;0;312;0;0
Botafogo 0 X 0 Fluminense;20240509;1;1;0;6;0;0
Botafogo 0 X 0 Fluminense;20240511;1;1;0;5;0;0
Botafogo 0 X 1 Fluminense;20240509;1;1;0;151;0;0
Botafogo 0 X 1 Fluminense;20240510;1;1;0;68;0;0
Botafogo 0 X 2 Fluminense;20240509;1;1;0;4;0;0
Botafogo 0 X 4 Fluminense;20240509;1;1;0;169;0;0
Botafogo 0 X 6 Fluminense;20240510;1;1;0;15;0;0
Botafogo 1 X 0 Fluminense;20240506;1;1;0;15;0;0
Botafogo 1 X 0 Fluminense;20240507;1;1;0;56;0;0
Botafogo 1 X 0 Fluminense;20240510;1;1;0;2;0;0
Botafogo 1 X 1 Fluminense;20240512;1;1;0;563;0;0
Botafogo 1 X 2 Fluminense;20240508;1;1;0;16;0;0
Botafogo 1 X 2 Fluminense;20240511;1;1;0;14;0;0
Botafogo 1 X 3 Fluminense;20240508;1;1;0;171;0;0
Botafogo 1 X 3 Fluminense;20240510;1;1;0;340;0;0
Botafogo 2 X 0 Fluminense;20240509;1;1;0;9;0;0
Botafogo 2 X 1 Fluminense;20240511;1;1;0;43;0;0
Botafogo 2 X 2 Fluminense;20240509;1;1;0;6;0;0
Botafogo 2 X 3 Fluminense;20240510;1;1;0;45;0;0
Botafogo 2 X 5 Fluminense;20240511;1;1;0;13;0;0
Botafogo 3 X 1 Fluminense;20240507;1;1;0;5;0;0
Botafogo 4 X 2 Fluminense;20240511;1;1;0;54;0;0
Botafogo 4 X 3 Fluminense;20240509;1;1;0;565;0;0
Botafogo 4 X 3 Fluminense;20240512;1;1;0;3;0;0
Botafogo SP 1 X 1 Fluminense;20240509;1;1;1;218;0;0
Botafogo SP 1 X 1 Fluminense;20240511;1;1;1;25;0;0
Bragantino 1 X 0 Fluminense;20240506;1;1;0;5;0;0
Branca 1979;20240511;1;1;0;3;0;0
Branca 1980;20240511;1;1;0;1;0;0
Branca 1981;20240511;1;1;0;2;0;0
Branca 1986;20240511;1;1;0;2;0;0
Brasileiro;20240509;1;1;0;1126;0;0
Brasileiro - 1º Turno 2004;20240508;1;1;0;20;0;0
Brasileiro - 1º Turno 2006;20240508;1;1;0;19;0;0
Brasileiro - 2º Turno 2006;20240508;1;1;0;4;0;0
Brasileiro 1973;20240506;1;1;1;15;0;0
Brasileiro 1973;20240509;1;1;1;22;0;0
Brasileiro 1975;20240510;1;1;0;7;0;0
Brasileiro 1984;20240512;1;1;0;7;0;0
Brasileiro 2004;20240508;1;1;0;9;0;0
Brasileiro 2004;20240511;1;1;0;3;0;0
Brasileiro 2005;20240508;1;1;0;8;0;0
Brasileiro 2006;20240508;1;1;0;28;0;0
Brasileiro 2010;20240506;1;1;0;15;0;0
Brasileiro 2012;20240506;1;1;0;6;0;0
Brasileiro 2012;20240509;1;1;0;150;0;0
Brasileiro 2014;20240508;1;1;0;5;0;0
Brasileiro 2017;20240508;1;1;0;5;0;0
Brasileiro 2019;20240508;1;1;0;8;0;0
Brasileiro 2021;20240508;1;1;0;2;0;0
Brasileiro 2022;20240507;1;1;0;41;0;0
Brasileiro 2023;20240507;1;1;0;92;0;0
Brasileiro 2024;20240506;1;1;0;5;0;0
Brasileiro 2024;20240507;1;1;0;39;0;0
Brasileiro Serie B 1998;20240506;1;1;1;21;0;0
Brasileiro Serie B 1998;20240511;1;1;0;7;0;0
Brasileirao;20240512;1;1;0;16;0;0
Brasileirao Rodada a Rodada;20240512;1;1;0;3;0;0
Brasiliense 1 X 1 Fluminense;20240506;1;1;0;10;0;0
Brasiliense 1 X 1 Fluminense;20240507;1;1;0;5;0;0
Braulio da Silva Machado;20240506;1;1;0;7;0;0
Braulio da Silva Machado;20240512;1;1;0;14;0;0
Brunel 1975;20240506;1;1;0;66;0;0
Brunel 1975;20240508;1;1;1;40;0;0
Bruno 2006;20240508;1;1;0;21;0;0
Bruno 2006;20240509;1;1;0;7;0;0
Bruno Arleu de Araujo;20240506;1;1;0;6;0;0
