# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20231204
# Data de termino: 20231210
Nº dia;Usuarios
0000;88
0001;118
0002;99
0003;106
0004;95
0005;128
0006;208

# Data de inicio: 20231204
# Data de termino: 20231210
Nº dia;Novos usuarios
0000;55
0001;65
0002;56
0003;63
0004;55
0005;103
0006;158

# Qual e a tendencia dos usuarios ativos?
# Data de inicio: 20231204
# Data de termino: 20231210
Nº dia;30 dias;7 dias;1 dia
0000;2219;597;88
0001;2182;617;118
0002;2147;586;99
0003;2135;571;106
0004;2114;552;95
0005;2140;610;128
0006;2233;707;208

#  
# Data de inicio: 20231204
# Data de termino: 20231210
Publico-alvo;Usuarios
0;707

#  
# Data de inicio: 20231204
# Data de termino: 20231210
Nome do evento;Contagem de eventos
page_view;6954
user_engagement;5781
scroll;4747
form_submit;1828
session_start;1102
form_start;816
first_visit;555
click;341

#  
# Data de inicio: 20231204
# Data de termino: 20231210
Nº dia;Tempo medio de engajamento
0000;116.9659090909091
0001;119.95762711864407
0002;137.2828282828283
0003;146.11320754716982
0004;182.26315789473685
0005;112.2421875
0006;104.33173076923077

# Data de inicio: 20231204
# Data de termino: 20231210
Nº dia;Sessoes engajadas por usuario
0000;0.8863636363636364
0001;0.9915254237288136
0002;0.98989898989899
0003;0.9716981132075472
0004;0.9052631578947369
0005;0.8515625
0006;0.8894230769230769

# Data de inicio: 20231204
# Data de termino: 20231210
Nº dia;Tempo de engajamento medio por sessao
0000;92.72972972972973
0001;91.91558441558442
0002;93.08904109589041
0003;103.25333333333333
0004;135.2734375
0005;95.78
0006;80.6728624535316

#  
# Data de inicio: 20231204
# Data de termino: 20231210
Nº dia;DAU / MAU;DAU / WAU;WAU / MAU
0000;0.03965750337990086;0.1474036850921273;0.2690401081568274
0001;0.054078826764436295;0.1912479740680713;0.2827681026581118
0002;0.04611085235211924;0.1689419795221843;0.2729389846297159
0003;0.04964871194379391;0.18563922942206654;0.2674473067915691
0004;0.044938505203405865;0.1721014492753623;0.261116367076632
0005;0.059813084112149535;0.2098360655737705;0.2850467289719626
0006;0.09314823107926556;0.2942008486562942;0.3166144200626959
