# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240701
# Data de termino: 20240707
Nº dia;Novos usuarios
0000;44
0001;46
0002;46
0003;74
0004;30
0005;35
0006;44

# Data de inicio: 20240701
# Data de termino: 20240707
Nº dia;Usuarios recorrentes
0000;41
0001;33
0002;33
0003;46
0004;37
0005;38
0006;24

#  
# Data de inicio: 20240701
# Data de termino: 20240707
Coorte;Dia 1;Dia 7
0;0.022727272727272728;0
1;0.021739130434782608;0
2;0.021739130434782608;0
3;0.04054054054054054;0
4;0;0
5;0.029411764705882353;0
6;0;0

#  
# Data de inicio: 20240701
# Data de termino: 20240707
Coorte;Dia 1;Dia 7
0;0;0
1;220;0
2;2024;0
3;24.333333333333332;0
4;0;0
5;530;0
6;0;0

#  
# Data de inicio: 20240527
# Data de termino: 20240707
Coorte;Usuarios
0000;1
0001;0.02375714914210295
0002;0.010767160161507403
0003;0.011389521640091117
0004;0.007852193995381063
0005;0.00860832137733142
0006;0.007334963325183374
0007;0.009004502251125562
0008;0.0076726342710997444
0009;0.006838506049447659
0010;0.004856988667026443
0011;0.003858875413450937
0012;0.004605641911341394
0013;0.005917159763313609
0014;0.0012254901960784314
0015;0.0053475935828877
0016;0.005574912891986063
0017;0.003566333808844508
0018;0.0036900369003690036
0019;0.0038880248833592537
0020;0.002421307506053269
0021;0.002497918401332223
0022;0.0008583690987124463
0023;0.0017921146953405018
0024;0.0009624639076034649
0025;0.003992015968063872
0026;0.0020898641588296763
0027;0.002207505518763797
0028;0.0012406947890818859
0029;0.0013123359580052493
0030;0
0031;0.003003003003003003
0032;0.00322061191626409
0033;0
0034;0.001869158878504673
0035;0.0020876826722338203
0036;0.002369668246445498
0037;0
0038;0
0039;0
0040;0
0041;0

#  
# Data de inicio: 20240527
# Data de termino: 20240707
Coorte;Tempo medio de engajamento
0000;75.48783527452156
0001;237.01031746031748
0002;75
0003;120.36666666666667
0004;158.83333333333334
0005;63.6578947368421
0006;32.83783783783784
0007;57.208333333333336
0008;32.47142857142857
0009;17.88235294117647
0010;79.65151515151516
0011;25.036458333333336
0012;18.580645161290324
0013;58.93333333333333
0014;5.620689655172414
0015;17.369047619047617
0016;31.685185185185187
0017;10.192307692307692
0018;64.94
0019;10.375
0020;9.173913043478262
0021;7.681818181818182
0022;2.142857142857143
0023;43.4
0024;0.7894736842105263
0025;6.722222222222222
0026;4.0588235294117645
0027;52
0028;0.06666666666666667
0029;10.571428571428571
0030;0
0031;17.083333333333332
0032;48.90909090909091
0033;0
0034;27.88888888888889
0035;3
0036;8.142857142857142
0037;0
0038;0
0039;0
0040;0
0041;0

#  
# Data de inicio: 20240310
# Data de termino: 20240707
Coorte;LTV
0000;0
0001;0
0002;0
0003;0
0004;0
0005;0
0006;0
0007;0
0008;0
0009;0
0010;0
0011;0
0012;0
0013;0
0014;0
0015;0
0016;0
0017;0
0018;0
0019;0
0020;0
0021;0
0022;0
0023;0
0024;0
0025;0
0026;0
0027;0
0028;0
0029;0
0030;0
0031;0
0032;0
0033;0
0034;0
0035;0
0036;0
0037;0
0038;0
0039;0
0040;0
0041;0
0042;0
0043;0
0044;0
0045;0
0046;0
0047;0
0048;0
0049;0
0050;0
0051;0
0052;0
0053;0
0054;0
0055;0
0056;0
0057;0
0058;0
0059;0
0060;0
0061;0
0062;0
0063;0
0064;0
0065;0
0066;0
0067;0
0068;0
0069;0
0070;0
0071;0
0072;0
0073;0
0074;0
0075;0
0076;0
0077;0
0078;0
0079;0
0080;0
0081;0
0082;0
0083;0
0084;0
0085;0
0086;0
0087;0
0088;0
0089;0
0090;0
0091;0
0092;0
0093;0
0094;0
0095;0
0096;0
0097;0
0098;0
0099;0
0100;0
0101;0
0102;0
0103;0
0104;0
0105;0
0106;0
0107;0
0108;0
0109;0
0110;0
0111;0
0112;0
0113;0
0114;0
0115;0
0116;0
0117;0
0118;0
0119;0
