# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240401
# Data de termino: 20240407
Nº dia;Novos usuarios
0000;31
0001;56
0002;80
0003;44
0004;33
0005;27
0006;41

# Data de inicio: 20240401
# Data de termino: 20240407
Nº dia;Usuarios recorrentes
0000;24
0001;30
0002;45
0003;30
0004;35
0005;29
0006;24

#  
# Data de inicio: 20240401
# Data de termino: 20240407
Coorte;Dia 1;Dia 7
0;0.03225806451612903;0
1;0.017857142857142856;0
2;0.025;0
3;0;0
4;0.06060606060606061;0
5;0.07407407407407407;0
6;0;0

#  
# Data de inicio: 20240401
# Data de termino: 20240407
Coorte;Dia 1;Dia 7
0;2016;0
1;37;0
2;202.5;0
3;0;0
4;925.5;0
5;242;0
6;0;0

#  
# Data de inicio: 20240226
# Data de termino: 20240407
Coorte;Usuarios
0000;1
0001;0.023171285779191277
0002;0.0125
0003;0.009376465072667605
0004;0.008095238095238095
0005;0.005350194552529183
0006;0.004048582995951417
0007;0.00625
0008;0.004235044997353097
0009;0.004340748779164406
0010;0.0033351862145636463
0011;0.0011448196908986834
0012;0.002944640753828033
0013;0.0018203883495145632
0014;0.0024676125848241827
0015;0.0025188916876574307
0016;0.0045336787564766836
0017;0.00132890365448505
0018;0.0034153005464480873
0019;0.0013937282229965157
0020;0.002170767004341534
0021;0.004542013626040878
0022;0.004
0023;0.003367003367003367
0024;0
0025;0.00273224043715847
0026;0.0038240917782026767
0027;0.001990049751243781
0028;0.0020597322348094747
0029;0.004305705059203444
0030;0.003367003367003367
0031;0.003740648379052369
0032;0
0033;0.0014104372355430183
0034;0.00303951367781155
0035;0.0016339869281045752
0036;0
0037;0
0038;0.002890173410404624
0039;0
0040;0
0041;0

#  
# Data de inicio: 20240226
# Data de termino: 20240407
Coorte;Tempo medio de engajamento
0000;80.13689621242268
0001;168.57142857142858
0002;111.71951219512195
0003;46.74583333333333
0004;72.8119658119658
0005;25.026315789473685
0006;37.86486486486486
0007;25.416666666666668
0008;21.814285714285713
0009;18.13235294117647
0010;46.303030303030305
0011;3.75
0012;16.193548387096776
0013;16.133333333333333
0014;9.344827586206897
0015;11.571428571428571
0016;59.81481481481482
0017;5.730769230769231
0018;16.46
0019;8.75
0020;7.608695652173913
0021;30.5
0022;19.714285714285715
0023;10.575
0024;0
0025;39.833333333333336
0026;35.411764705882355
0027;20.3125
0028;2.933333333333333
0029;39.25
0030;71.15384615384616
0031;6.416666666666667
0032;0
0033;8
0034;8.555555555555555
0035;14.875
0036;0
0037;0
0038;117.4
0039;0
0040;0
0041;0

#  
# Data de inicio: 20231210
# Data de termino: 20240407
Coorte;LTV
0000;0
0001;0
0002;0
0003;0
0004;0
0005;0
0006;0
0007;0
0008;0
0009;0
0010;0
0011;0
0012;0
0013;0
0014;0
0015;0
0016;0
0017;0
0018;0
0019;0
0020;0
0021;0
0022;0
0023;0
0024;0
0025;0
0026;0
0027;0
0028;0
0029;0
0030;0
0031;0
0032;0
0033;0
0034;0
0035;0
0036;0
0037;0
0038;0
0039;0
0040;0
0041;0
0042;0
0043;0
0044;0
0045;0
0046;0
0047;0
0048;0
0049;0
0050;0
0051;0
0052;0
0053;0
0054;0
0055;0
0056;0
0057;0
0058;0
0059;0
0060;0
0061;0
0062;0
0063;0
0064;0
0065;0
0066;0
0067;0
0068;0
0069;0
0070;0
0071;0
0072;0
0073;0
0074;0
0075;0
0076;0
0077;0
0078;0
0079;0
0080;0
0081;0
0082;0
0083;0
0084;0
0085;0
0086;0
0087;0
0088;0
0089;0
0090;0
0091;0
0092;0
0093;0
0094;0
0095;0
0096;0
0097;0
0098;0
0099;0
0100;0
0101;0
0102;0
0103;0
0104;0
0105;0
0106;0
0107;0
0108;0
0109;0
0110;0
0111;0
0112;0
0113;0
0114;0
0115;0
0116;0
0117;0
0118;0
0119;0
