# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240603
# Data de termino: 20240609
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
/estadio;20240604;5;4;0;86;0;0;0
/jogador;20240608;21;18;0;77.47619047619048;0;0;0
/tecnico;20240604;4;4;0;69.25;0;0;0
/jogador;20240603;20;16;0;50.05;0;0;0
/jogador;20240606;40;28;1;44.5;0;0;0
/adversario;20240607;8;7;0;43;0;0;0
/estadio;20240607;3;2;0;39.333333333333336;0;0;0
/jogador;20240604;25;19;2;39;0;0;0
/tecnico;20240603;5;5;0;35.4;0;0;0
/tecnico;20240609;3;3;0;35.333333333333336;0;0;0
/adversario;20240604;22;19;0;34.36363636363637;0;0;0
/jogador;20240607;34;25;0;32.470588235294116;0;0;0
/jogador;20240609;15;11;0;30.733333333333334;0;0;0
/campeonato;20240605;5;4;0;27.8;0;0;0
/adversario;20240603;25;22;0;26.92;0;0;0
/campeonato;20240607;7;7;0;26.714285714285715;0;0;0
/adversario;20240605;13;12;1;25.76923076923077;0;0;0
/adversario;20240609;15;14;1;24.466666666666665;0;0;0
/adversario;20240608;22;19;0;22.136363636363637;0;0;0
/estadio;20240605;7;7;0;20.857142857142858;0;0;0
/campeonato;20240604;8;8;0;20.25;0;0;0
/tecnico;20240606;8;7;0;20;0;0;0
/arbitro;20240603;1;1;0;19;0;0;0
/jogador;20240605;24;20;1;17.916666666666668;0;0;0
/arbitro;20240604;4;3;0;16.75;0;0;0
/campeonato;20240603;7;7;0;16.285714285714285;0;0;0
/tecnico;20240607;4;4;0;15.25;0;0;0
/estadio;20240608;3;3;0;14.666666666666666;0;0;0
/campeonato;20240606;10;9;0;14.2;0;0;0
/campeonato;20240609;7;7;0;13.857142857142858;0;0;0
/campeonato;20240608;6;6;0;13.833333333333334;0;0;0
/arbitro;20240605;1;1;0;13;0;0;0
/arbitro;20240607;1;1;0;13;0;0;0
/estadio;20240606;2;2;0;9;0;0;0
/adversario;20240606;13;8;1;8.538461538461538;0;0;0
/arbitro;20240608;2;2;0;8;0;0;0
/arbitro;20240609;4;4;0;8;0;0;0
/tecnico;20240605;2;1;0;6.5;0;0;0
/estadio;20240609;2;2;0;6;0;0;0
/estadio;20240603;3;3;0;5.666666666666667;0;0;0
/arbitro;20240606;3;2;0;5.333333333333333;0;0;0
