# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240520
# Data de termino: 20240526
Nº dia;Novos usuarios
0000;64
0001;56
0002;75
0003;72
0004;64
0005;33
0006;56

# Data de inicio: 20240520
# Data de termino: 20240526
Nº dia;Usuarios recorrentes
0000;28
0001;51
0002;65
0003;56
0004;41
0005;41
0006;37

#  
# Data de inicio: 20240520
# Data de termino: 20240526
Coorte;Dia 1;Dia 7
0;0.031746031746031744;0
1;0.017857142857142856;0
2;0.02702702702702703;0
3;0;0
4;0.031746031746031744;0
5;0.03225806451612903;0
6;0;0

#  
# Data de inicio: 20240520
# Data de termino: 20240526
Coorte;Dia 1;Dia 7
0;419.5;0
1;27;0
2;347;0
3;0;0
4;130;0
5;1268;0
6;0;0

#  
# Data de inicio: 20240415
# Data de termino: 20240526
Coorte;Usuarios
0000;1
0001;0.0236931177134261
0002;0.016819571865443424
0003;0.008123791102514507
0004;0.01070578905630452
0005;0.006530612244897959
0006;0.008838383838383838
0007;0.008189655172413794
0008;0.007532122286220647
0009;0.008130081300813009
0010;0.006472491909385114
0011;0.006164058795637743
0012;0.007447864945382324
0013;0.006109979633401222
0014;0.005774278215223097
0015;0.003810560696788242
0016;0.0016910935738444193
0017;0.002891844997108155
0018;0.004761904761904762
0019;0.003771213073538655
0020;0.003232062055591467
0021;0.006635700066357001
0022;0.004801097393689987
0023;0.0049504950495049506
0024;0.0030511060259344014
0025;0.00395882818685669
0026;0.0016474464579901153
0027;0.0009099181073703367
0028;0.0038498556304138597
0029;0.0010214504596527069
0030;0.002290950744558992
0031;0.0012195121951219512
0032;0.002642007926023778
0033;0.0016025641025641025
0034;0.003552397868561279
0035;0
0036;0.002232142857142857
0037;0.002551020408163265
0038;0.003246753246753247
0039;0
0040;0
0041;0

#  
# Data de inicio: 20240415
# Data de termino: 20240526
Coorte;Tempo medio de engajamento
0000;91.15732128498
0001;322.1309523809524
0002;131.16260162601625
0003;276.25
0004;119.21794871794872
0005;101.64473684210526
0006;96.56306306306307
0007;128.38657407407408
0008;45.25714285714286
0009;111.8970588235294
0010;184.56060606060606
0011;60.328125
0012;40.29032258064516
0013;61.55555555555556
0014;21.35632183908046
0015;42.982142857142854
0016;18.25925925925926
0017;14.346153846153847
0018;140.62
0019;72.45833333333333
0020;29.152173913043477
0021;103.68181818181819
0022;56.88095238095238
0023;38.5
0024;16.42105263157895
0025;4.2592592592592595
0026;9.529411764705882
0027;1.1875
0028;16.4
0029;4.142857142857143
0030;4.076923076923077
0031;1.9166666666666667
0032;65.81818181818181
0033;3.6
0034;54.44444444444444
0035;0
0036;9.714285714285714
0037;4.5
0038;15
0039;0
0040;0
0041;0

#  
# Data de inicio: 20240128
# Data de termino: 20240526
Coorte;LTV
0000;0
0001;0
0002;0
0003;0
0004;0
0005;0
0006;0
0007;0
0008;0
0009;0
0010;0
0011;0
0012;0
0013;0
0014;0
0015;0
0016;0
0017;0
0018;0
0019;0
0020;0
0021;0
0022;0
0023;0
0024;0
0025;0
0026;0
0027;0
0028;0
0029;0
0030;0
0031;0
0032;0
0033;0
0034;0
0035;0
0036;0
0037;0
0038;0
0039;0
0040;0
0041;0
0042;0
0043;0
0044;0
0045;0
0046;0
0047;0
0048;0
0049;0
0050;0
0051;0
0052;0
0053;0
0054;0
0055;0
0056;0
0057;0
0058;0
0059;0
0060;0
0061;0
0062;0
0063;0
0064;0
0065;0
0066;0
0067;0
0068;0
0069;0
0070;0
0071;0
0072;0
0073;0
0074;0
0075;0
0076;0
0077;0
0078;0
0079;0
0080;0
0081;0
0082;0
0083;0
0084;0
0085;0
0086;0
0087;0
0088;0
0089;0
0090;0
0091;0
0092;0
0093;0
0094;0
0095;0
0096;0
0097;0
0098;0
0099;0
0100;0
0101;0
0102;0
0103;0
0104;0
0105;0
0106;0
0107;0
0108;0
0109;0
0110;0
0111;0
0112;0
0113;0
0114;0
0115;0
0116;0
0117;0
0118;0
0119;0
