# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240729
# Data de termino: 20240804
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Estatisticas Fluminense - Principal;20240801;107;85;42;17.009345794392523;0;0;0
Estatisticas Fluminense - Principal;20240804;91;60;22;29.417582417582416;0;0;0
Estatisticas Fluminense - Principal;20240729;61;47;14;22.0327868852459;0;0;0
Estatisticas Fluminense - Principal;20240802;57;42;16;17.92982456140351;0;0;0
Estatisticas Fluminense - Principal;20240731;51;42;16;16.862745098039216;0;0;0
Estatisticas Fluminense - Principal;20240803;50;43;16;17.06;0;0;0
Estatisticas Fluminense - Principal;20240730;45;36;10;19.333333333333332;0;0;0
Jogador;20240804;34;24;1;41.029411764705884;0;0;0
Juventude 6 X 0 Fluminense;20240801;27;25;24;14.851851851851851;0;0;0
Jogador;20240730;23;17;1;30.043478260869566;0;0;0
Jogador;20240731;23;23;1;25.47826086956522;0;0;0
Fluminense x Bahia-BA;20240804;22;16;0;57.95454545454545;0;0;0
Fluminense x Juventude-RS;20240801;22;21;0;44.95454545454545;0;0;0
Jogador;20240729;21;16;0;53.42857142857143;0;0;0
Jogador;20240801;19;14;0;60.21052631578947;0;0;0
Especiais Jogadores;20240804;18;13;3;24.77777777777778;0;0;0
Adversarios;20240801;17;17;0;30.58823529411765;0;0;0
Jogador;20240802;16;12;0;19.75;0;0;0
Jogador;20240803;15;15;2;27.266666666666666;0;0;0
Adversarios;20240729;14;14;0;36;0;0;0
Adversarios;20240804;13;10;0;23.384615384615383;0;0;0
Especiais Jogadores;20240729;12;10;0;47.583333333333336;0;0;0
Fluminense 1 X 0 Bahia;20240804;11;10;1;23;0;0;0
Jogo;20240801;11;10;0;28.727272727272727;0;0;0
Arbitros;20240801;11;10;0;18.09090909090909;0;0;0
Especiais Jogadores;20240730;10;8;0;39.6;0;0;0
Especiais Jogadores;20240802;10;8;0;57.6;0;0;0
Adversarios;20240802;9;9;0;29;0;0;0
Fluminense x Vasco-RJ;20240804;9;7;3;91.66666666666667;0;0;0
Jogo;20240729;9;8;0;18.11111111111111;0;0;0
Jogo;20240731;9;8;0;50.22222222222222;0;0;0
Jogo;20240802;9;8;0;31.22222222222222;0;0;0
Adversarios;20240730;8;7;0;48.375;0;0;0
Branca 2024;20240801;8;8;0;12.75;0;0;0
Camisa;20240801;8;8;0;10.875;0;0;0
Campeonatos;20240729;8;6;0;25.5;0;0;0
Fluminense x Bahia-BA;20240803;8;7;0;58.5;0;0;0
Fluminense x Juventude-RS;20240731;8;6;0;27.625;0;0;0
Luiz Flavio de Oliveira;20240801;8;6;0;11.625;0;0;0
Adversarios;20240803;7;7;0;18.428571428571427;0;0;0
Camisa;20240802;7;7;0;14.428571428571429;0;0;0
Campeonatos;20240804;7;5;0;13.285714285714286;0;0;0
Especiais Adversarios;20240801;7;5;0;67;0;0;0
Especiais Jogadores;20240731;7;7;0;37.57142857142857;0;0;0
Especiais Jogadores;20240801;7;7;0;40;0;0;0
Fluminense 7 X 1 Juventude;20240801;7;7;7;18.857142857142858;0;0;0
Fluminense x Bragantino-SP;20240729;7;6;0;38.42857142857143;0;0;0
Fluminense x Juventude-RS;20240729;7;7;0;40.285714285714285;0;0;0
Fluminense x Juventude-RS;20240730;7;6;0;52;0;0;0
Jogo;20240803;7;6;0;243.85714285714286;0;0;0
Todas as camisas;20240801;7;7;0;65.57142857142857;0;0;0
Todos os Jogos contra Bahia-BA;20240804;7;5;0;204.28571428571428;0;0;0
Adversarios;20240731;6;6;0;16.333333333333332;0;0;0
Branca 2024;20240802;6;4;0;62.833333333333336;0;0;0
Especiais Adversarios;20240730;6;5;0;13.333333333333334;0;0;0
Especiais Campeonatos;20240801;6;5;0;25.666666666666668;0;0;0
Fluminense x Bahia-BA;20240729;6;6;0;45.666666666666664;0;0;0
Graficos;20240730;6;3;0;19.5;0;0;0
Jogo;20240804;6;6;0;24;0;0;0
Kaua Elias 2024;20240804;6;6;0;26.166666666666668;0;0;0
Luan Peres 2018;20240730;6;3;0;7.666666666666667;0;0;0
Luiz Flavio de Oliveira;20240729;6;5;0;5.666666666666667;0;0;0
Adversario x Estadio;20240730;5;4;0;31.8;0;0;0
Alfredo Jaconi;20240731;5;4;0;31.8;0;0;0
Alfredo Jaconi;20240801;5;5;0;20.2;0;0;0
Bragantino 0 X 1 Fluminense;20240729;5;5;0;36.2;0;0;0
Campeonatos;20240731;5;5;0;34.2;0;0;0
Campeonatos;20240801;5;5;0;38.6;0;0;0
Campeonatos;20240803;5;5;0;40.2;0;0;0
Curiosidades e Titulos;20240729;5;5;0;22;0;0;0
Especiais Adversarios;20240729;5;5;0;21.4;0;0;0
Especiais Adversarios;20240804;5;5;0;17.8;0;0;0
Especiais Campeonatos;20240731;5;4;0;25.4;0;0;0
Especiais Historicos;20240729;5;5;0;17.4;0;0;0
Especiais Jogos;20240729;5;4;0;31.2;0;0;0
Especiais Tecnico;20240731;5;3;0;45;0;0;0
Estatisticas detalhadas jogo a jogo;20240730;5;2;0;149.6;0;0;0
Fluminense x Juventude-RS;20240802;5;5;0;26.4;0;0;0
Informacoes Gerais;20240804;5;5;0;33;0;0;0
Juventude 3 X 2 Fluminense;20240802;5;5;0;14.6;0;0;0
Mais jogos no elenco atual;20240729;5;5;0;54;0;0;0
Ranking de Assistencias;20240730;5;3;0;21;0;0;0
Ranking de Camisas;20240801;5;5;2;28.4;0;0;0
Thiago Silva 2024;20240804;5;5;0;22.8;0;0;0
Arbitros;20240729;5;5;0;5.8;0;0;0
Andre 2024;20240729;4;4;0;24.75;0;0;0
Bangu 1 X 2 Fluminense;20240802;4;3;0;5.25;0;0;0
Brasileiro 2024;20240804;4;2;0;10.75;0;0;0
Camisa;20240803;4;4;0;5;0;0;0
Camisa;20240804;4;4;0;4;0;0;0
Camisa ano a ano;20240801;4;4;0;3.75;0;0;0
Camisas em 2024;20240801;4;4;0;18.75;0;0;0
Campeonatos;20240730;4;4;0;52.75;0;0;0
Carlos Alberto 2007;20240802;4;1;0;0.75;0;0;0
Copa do Brasil;20240801;4;3;0;34.5;0;0;0
Cuiaba 0 X 1 Fluminense;20240729;4;3;0;23.25;0;0;0
Curiosidades e Titulos;20240802;4;4;0;9;0;0;0
Davi de Oliveira Lacerda;20240804;4;3;0;71;0;0;0
Especiais Campeonatos;20240729;4;4;0;4.5;0;0;0
Especiais Historicos;20240804;4;4;0;8.25;0;0;0
Especiais Jogadores;20240803;4;4;0;50;0;0;0
Estatisticas detalhadas por adversario;20240801;4;2;0;44.25;0;0;0
Fluminense 1 X 0 Palmeiras;20240729;4;3;0;33;0;0;0
Fluminense 1 X 0 Palmeiras;20240804;4;4;0;5.25;0;0;0
Fluminense x Flamengo-RJ;20240729;4;3;0;7.25;0;0;0
Fluminense x Vasco-RJ;20240803;4;2;1;1.5;0;0;0
Goleiros com mais jogos;20240729;4;4;0;34.5;0;0;0
Gols do Roni;20240803;4;1;0;23.75;0;0;0
Graficos;20240804;4;4;0;4.5;0;0;0
Gremio 1 X 0 Fluminense;20240802;4;3;0;6.75;0;0;0
Jhon Arias 2024;20240729;4;4;0;18.75;0;0;0
Juventude 3 X 2 Fluminense;20240804;4;4;0;14.75;0;0;0
Juventude 3 X 4 Fluminense;20240801;4;4;0;140;0;0;0
Juventude 6 X 0 Fluminense;20240731;4;4;4;22;0;0;0
Martinelli 2024;20240729;4;4;0;11.75;0;0;0
Paulo Henrique Ganso 2024;20240804;4;4;0;12;0;0;0
Ramon Abatti Abel;20240802;4;3;0;2.25;0;0;0
Ranking de Camisas;20240802;4;4;0;57.75;0;0;0
Tec - Mano Menezes;20240804;4;4;0;54.75;0;0;0
Tec - Wanderley Luxemburgo;20240729;4;2;0;0;0;0;0
Thiago Silva 2024;20240729;4;4;0;41.25;0;0;0
Todas as camisas;20240802;4;4;0;20;0;0;0
Todas as camisas;20240803;4;3;0;28;0;0;0
