# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240212
# Data de termino: 20240218
Categoria da plataforma / dispositivo;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
web / mobile;20240217;68;48;63;0.7682926829268293;0.9264705882352942;111.30882352941177;827;0;0
web / mobile;20240214;60;42;47;0.6911764705882353;0.7833333333333333;61.06666666666667;600;0;0
web / mobile;20240218;52;35;51;0.7727272727272727;0.9807692307692307;219.28846153846155;1258;0;0
web / desktop;20240214;45;20;47;0.7833333333333333;1.0444444444444445;159.66666666666666;1046;0;0
web / desktop;20240215;44;14;54;0.8709677419354839;1.2272727272727273;583.9090909090909;1992;0;0
web / desktop;20240216;44;18;54;0.782608695652174;1.2272727272727273;230.36363636363637;1534;0;0
web / mobile;20240215;41;33;32;0.5714285714285714;0.7804878048780488;83.90243902439025;569;0;0
web / mobile;20240213;40;27;36;0.6666666666666666;0.9;153.1;727;0;0
web / mobile;20240216;38;31;32;0.6530612244897959;0.8421052631578947;304.1842105263158;758;0;0
web / desktop;20240217;33;15;36;0.72;1.0909090909090908;180.72727272727272;1200;0;0
web / desktop;20240218;25;10;27;0.7297297297297297;1.08;193.12;1090;0;0
web / desktop;20240212;22;7;29;0.8285714285714286;1.3181818181818181;224.3181818181818;552;0;0
web / desktop;20240213;22;3;34;0.8717948717948718;1.5454545454545454;261.40909090909093;718;0;0
web / mobile;20240212;21;12;17;0.5666666666666667;0.8095238095238095;118.71428571428571;271;0;0
web / tablet;20240214;1;1;1;1;1;8;5;0;0
