# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240506
# Data de termino: 20240512
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total
/mostra_campeonato;20240511;6;6;0;111.16666666666667;0;0
/tecnico;20240510;6;6;0;16.166666666666668;0;0
/adversario;20240507;5;4;0;3;0;0
/adversario;20240511;5;3;0;71.2;0;0
/arbitro;20240510;5;5;0;39.4;0;0
/campeonato;20240508;5;4;0;25.4;0;0
/campeonato;20240512;5;5;0;11.4;0;0
/consulta_espadv/200000000;20240509;5;4;0;5.6;0;0
/consulta_especial_adversario;20240508;5;5;0;14.8;0;0
/consulta_especial_jogador;20240512;5;4;0;11.4;0;0
/consulta_especial_jogos;20240511;5;5;0;7.6;0;0
/consulta_especial_tecnico;20240509;5;5;0;5;0;0
/consulta_especial_tecnico;20240510;5;4;0;27.2;0;0
/estadio;20240512;5;5;0;4.4;0;0
/geral;20240506;5;5;0;17.6;0;0
/geral;20240509;5;5;0;11.6;0;0
/link_adversario/189;20240508;5;5;0;73.4;0;0
/link_adversario/189;20240510;5;5;0;16.6;0;0
/link_adversario/526;20240509;5;5;3;9.4;0;0
/link_jogador/2421;20240510;5;5;4;19.8;0;0
/mostra_campeonato;20240508;5;4;0;603;0;0
/mostra_espadv2;20240509;5;4;0;36.4;0;0
/mostra_especial/;20240512;5;5;0;34.8;0;0
/mostra_ranking/801000000000;20240509;5;4;0;24;0;0
/mostra_ranking/900000000000;20240506;5;4;0;17.6;0;0
/mostra_tecnico;20240510;5;5;0;77.2;0;0
/mostra_todos_jogador;20240507;5;2;0;9.2;0;0
/tecnico;20240509;5;4;0;9.4;0;0
/arbitro;20240508;4;4;0;5;0;0
/consulta_campeonato/103999000;20240510;4;4;0;15.5;0;0
/consulta_especial_campeonato;20240509;4;4;0;16.25;0;0
/consulta_especial_estadio;20240510;4;4;0;7.25;0;0
/consulta_especial_gerais;20240508;4;4;0;14;0;0
/consulta_especial_jogador;20240508;4;4;0;26.75;0;0
/consulta_especial_jogos;20240510;4;2;0;12;0;0
/consulta_jogador/104999000;20240507;4;2;0;9.25;0;0
/estadio;20240510;4;3;0;9.5;0;0
/geral;20240508;4;3;0;6.25;0;0
/link_jogo/8783;20240511;4;4;0;8.75;0;0
/melhores_jogadores/482000000000;20240510;4;4;0;187;0;0
/melhores_jogadores/482000000000;20240511;4;4;0;140.75;0;0
/mostra_adversario;20240511;4;3;0;153.5;0;0
/mostra_ranking/800805000000;20240509;4;3;0;14;0;0
/mostra_ranking/867000000000;20240510;4;4;0;45.25;0;0
/mostra_ranking/900000000000;20240510;4;4;0;101.25;0;0
/mostra_sequencia2;20240510;4;3;0;22.75;0;0
/mostra_tecnico;20240509;4;3;0;12.75;0;0
/mostra_tecnico;20240511;4;4;0;66.25;0;0
/tecnico;20240511;4;4;0;3.75;0;0
/arbitro;20240506;3;3;0;46.666666666666664;0;0
/arbitro;20240507;3;3;1;23.666666666666668;0;0
/arbitro;20240511;3;3;0;6;0;0
/consulta_campeonato/103999000;20240509;3;3;0;6;0;0
/consulta_espadv/200150000;20240509;3;3;0;8.333333333333334;0;0
/consulta_especial_adversario;20240511;3;2;0;12.666666666666666;0;0
/consulta_especial_campeonato;20240511;3;3;0;30.666666666666668;0;0
/consulta_especial_estadio;20240512;3;3;0;2.3333333333333335;0;0
/consulta_especial_gerais;20240510;3;3;0;44;0;0
/consulta_especial_gerais;20240511;3;3;0;37;0;0
/consulta_especial_jogos;20240512;3;3;0;12.333333333333334;0;0
/consulta_jogador/104999000;20240511;3;3;0;12;0;0
/consulta_jogador/268106000;20240511;3;3;0;5.333333333333333;0;0
/consulta_paiscamp;20240509;3;3;0;13.666666666666666;0;0
/consulta_ranking/800103000000;20240510;3;3;0;6.666666666666667;0;0
/curiosidade;20240508;3;3;0;9;0;0
/curiosidade;20240512;3;3;0;48;0;0
/estadio_todos;20240509;3;3;0;163.66666666666666;0;0
/geral;20240511;3;3;0;14.333333333333334;0;0
/link_adversario/461;20240508;3;3;3;36.666666666666664;0;0
/link_adversario/461;20240510;3;3;3;15.666666666666666;0;0
/link_adversario/461;20240511;3;3;3;22.666666666666668;0;0
/link_jogador/2204;20240511;3;2;0;15.666666666666666;0;0
/link_jogador/2421;20240511;3;3;2;4.333333333333333;0;0
/link_jogador/734;20240509;3;3;3;29;0;0
/link_jogador/950;20240510;3;3;0;15;0;0
/link_jogador/950;20240511;3;3;1;6.666666666666667;0;0
/link_jogo/131;20240510;3;1;0;0;0;0
/link_jogo/132;20240511;3;1;0;0.6666666666666666;0;0
/link_jogo/3039;20240507;3;3;3;10;0;0
/link_jogo/3813;20240509;3;3;0;8.333333333333334;0;0
/link_jogo/3827;20240507;3;2;0;13.333333333333334;0;0
/link_jogo/3889;20240506;3;3;2;13.666666666666666;0;0
/link_jogo/4990;20240508;3;3;2;59;0;0
/link_jogo/7475;20240507;3;3;0;26.333333333333332;0;0
/link_jogo/8775;20240508;3;2;0;1;0;0
/link_tecnico/118;20240510;3;3;0;13.333333333333334;0;0
/maiores_publicos2;20240510;3;1;0;83.33333333333333;0;0
/mostra_arbitro;20240508;3;3;0;7.666666666666667;0;0
/mostra_arbitro;20240510;3;3;0;32.666666666666664;0;0
/mostra_arbitro;20240511;3;3;0;7;0;0
/mostra_campeonato;20240512;3;3;1;47;0;0
/mostra_espadv2;20240508;3;3;0;47;0;0
/mostra_espadv2;20240510;3;2;0;15.666666666666666;0;0
/mostra_especial/;20240509;3;2;0;40;0;0
/mostra_especial/;20240511;3;2;0;52.333333333333336;0;0
/mostra_estadio;20240510;3;3;0;32;0;0
/mostra_paiscamp;20240509;3;2;0;29.333333333333332;0;0
/mostra_ranking/800801000000;20240510;3;3;0;23;0;0
/mostra_ranking/800805000000;20240510;3;3;0;33.333333333333336;0;0
/mostra_ranking/801000000000;20240507;3;3;0;70.66666666666667;0;0
/mostra_ranking/801000000000;20240510;3;3;0;105.66666666666667;0;0
/mostra_ranking/900900000000;20240510;3;2;0;15;0;0
/mostra_rkg/;20240508;3;2;0;6;0;0
/mostra_rkg/;20240512;3;3;0;103;0;0
/pontos_campeonato;20240512;3;2;0;56.333333333333336;0;0
/tecnico;20240507;3;3;0;4.333333333333333;0;0
/camisa;20240507;2;2;0;7;0;0
/camisa;20240511;2;2;0;10.5;0;0
/camisa;20240512;2;2;0;1.5;0;0
/consulta_campeonato/103999000;20240511;2;2;0;22.5;0;0
/consulta_espadv/200150000;20240508;2;2;0;5.5;0;0
/consulta_espadv/200150000;20240510;2;2;0;2.5;0;0
/consulta_especial/100102000;20240510;2;2;0;32.5;0;0
/consulta_especial/100102000;20240511;2;1;0;66;0;0
/consulta_especial/100102492;20240510;2;1;0;15.5;0;0
/consulta_especial/100103102;20240510;2;2;0;14;0;0
/consulta_especial/100103999;20240510;2;2;0;11.5;0;0
/consulta_especial/100450000;20240512;2;1;0;11.5;0;0
/consulta_especial/102100000;20240510;2;2;0;4.5;0;0
/consulta_especial/102100000;20240512;2;2;0;48.5;0;0
/consulta_especial/103104000;20240511;2;2;0;13;0;0
/consulta_especial/104103000;20240509;2;1;0;16.5;0;0
/consulta_especial/105103000;20240510;2;2;0;3.5;0;0
/consulta_especial_adversario;20240506;2;2;0;35;0;0
/consulta_especial_arbitro;20240510;2;2;0;34;0;0
/consulta_especial_brasileiro;20240508;2;2;0;10;0;0
/consulta_especial_brasileiro;20240512;2;2;0;10;0;0
/consulta_especial_campeonato;20240507;2;2;0;9;0;0
/consulta_especial_gerais;20240507;2;2;0;33;0;0
/consulta_especial_jogos;20240507;2;2;0;6.5;0;0
/consulta_especial_resultados;20240509;2;2;0;6;0;0
/consulta_especial_resultados;20240510;2;2;0;13;0;0
/consulta_especial_sequencia;20240509;2;2;0;7;0;0
/consulta_especial_sequencia;20240510;2;2;0;5.5;0;0
/consulta_jogador/268106000;20240509;2;2;0;7;0;0
/consulta_placar/620100000;20240509;2;1;0;14.5;0;0
/consulta_placar/680103000;20240510;2;1;0;22;0;0
/consulta_ranking/800103000000;20240509;2;2;0;7.5;0;0
/consulta_ranking/900126000000;20240509;2;2;0;10.5;0;0
/contato;20240512;2;2;0;2.5;0;0
/credito;20240511;2;2;0;23.5;0;0
/curiosidade;20240507;2;2;0;37.5;0;0
/curiosidade;20240509;2;2;0;23.5;0;0
/curiosidade;20240510;2;2;0;30.5;0;0
/curiosidade;20240511;2;2;0;18;0;0
/detalhamento_gols/665000000000;20240509;2;1;0;28;0;0
/estadio;20240507;2;2;0;36;0;0
/estadio_todos;20240507;2;2;0;87;0;0
/estadio_todos;20240511;2;2;0;54;0;0
/estadio_todos;20240512;2;1;0;17;0;0
/generico_ano/821000000;20240512;2;2;0;9.5;0;0
/generico_campeonato/500103000;20240509;2;2;0;5;0;0
/generico_campeonato/500103000;20240510;2;2;0;11.5;0;0
/generico_campeonato/867103000000;20240509;2;2;0;5;0;0
/generico_campeonato/867103000000;20240510;2;2;0;17;0;0
/generico_tecnico/299875000000;20240510;2;2;0;4.5;0;0
/geral;20240507;2;2;0;15;0;0
/geral;20240512;2;2;0;4;0;0
/goleiro_gols/462000000;20240510;2;2;0;22.5;0;0
/grafico;20240507;2;2;0;13;0;0
/grafico_artilheiro/500;20240507;2;1;0;0;0;0
/link_adversario/188;20240508;2;2;0;3;0;0
/link_adversario/188;20240510;2;2;0;1;0;0
/link_adversario/189;20240509;2;2;0;8.5;0;0
/link_adversario/190;20240508;2;2;0;6;0;0
/link_adversario/190;20240510;2;2;0;1.5;0;0
/link_adversario/203;20240507;2;2;2;44.5;0;0
/link_adversario/310;20240512;2;2;2;35;0;0
/link_adversario/457;20240508;2;2;0;6.5;0;0
/link_adversario/458;20240508;2;2;0;7;0;0
/link_adversario/459;20240508;2;2;0;6;0;0
/link_adversario/459;20240510;2;2;0;0.5;0;0
/link_adversario/461;20240507;2;2;2;36;0;0
/link_adversario/464;20240506;2;1;1;5.5;0;0
/link_adversario/49;20240507;2;2;0;15.5;0;0
/link_adversario/49;20240512;2;2;0;23.5;0;0
/link_adversario/511;20240507;2;2;1;20.5;0;0
/link_adversario/526;20240507;2;2;2;58;0;0
/link_adversario/526;20240508;2;2;0;12.5;0;0
/link_adversario/526;20240510;2;2;0;2.5;0;0
/link_adversario/526;20240512;2;2;2;14;0;0
/link_adversario/732;20240508;2;2;0;10;0;0
/link_adversario/732;20240509;2;2;0;5;0;0
/link_adversario/739;20240508;2;2;0;13.5;0;0
/link_adversario/739;20240509;2;2;0;2.5;0;0
/link_adversario/759;20240508;2;2;0;63.5;0;0
/link_adversario/759;20240509;2;2;0;2;0;0
/link_adversario/761;20240508;2;2;0;11.5;0;0
/link_adversario/761;20240509;2;2;0;2.5;0;0
/link_adversario/89;20240512;2;2;0;5;0;0
/link_arbitro/1209;20240510;2;2;0;3;0;0
/link_arbitro/160;20240510;2;2;0;24.5;0;0
/link_assist/950;20240510;2;2;0;7;0;0
/link_campeonato/282;20240512;2;1;1;12;0;0
/link_campeonato/306;20240509;2;1;1;0;0;0
/link_campeonato/416;20240510;2;2;2;23.5;0;0
/link_campeonato/427;20240511;2;1;1;0;0;0
/link_campeonato/445;20240508;2;2;1;37.5;0;0
/link_campeonato/666;20240508;2;2;0;4.5;0;0
/link_campeonato/807;20240510;2;2;0;8;0;0
/link_estadio/48;20240512;2;2;2;59.5;0;0
/link_estadio/794;20240510;2;2;0;10;0;0
/link_gol/965;20240507;2;2;0;10;0;0
/link_gol/979;20240507;2;1;0;1;0;0
/link_jogador/1002;20240509;2;2;2;6;0;0
/link_jogador/1017;20240507;2;1;0;5;0;0
/link_jogador/1105;20240509;2;2;2;30.5;0;0
/link_jogador/1240;20240511;2;1;1;0;0;0
/link_jogador/1897;20240508;2;1;0;5;0;0
/link_jogador/2363;20240509;2;2;0;7;0;0
/link_jogador/2407;20240509;2;2;0;8.5;0;0
/link_jogador/2407;20240510;2;2;0;18.5;0;0
/link_jogador/2415;20240510;2;2;0;2;0;0
/link_jogador/2418;20240509;2;2;0;29;0;0
/link_jogador/2421;20240507;2;2;2;37;0;0
/link_jogador/2421;20240508;2;2;2;6.5;0;0
/link_jogador/2421;20240512;2;2;2;40.5;0;0
/link_jogador/2422;20240510;2;2;0;13;0;0
/link_jogador/2503;20240510;2;2;0;16.5;0;0
/link_jogador/670;20240511;2;1;0;1.5;0;0
/link_jogador/906;20240507;2;1;0;0;0;0
/link_jogo/142;20240506;2;1;1;1.5;0;0
/link_jogo/1467;20240509;2;1;0;1;0;0
/link_jogo/1472;20240509;2;1;0;1;0;0
/link_jogo/1487;20240510;2;1;0;120;0;0
/link_jogo/2762;20240512;2;2;0;13.5;0;0
/link_jogo/2934;20240508;2;2;2;21;0;0
/link_jogo/3340;20240512;2;2;2;27;0;0
/link_jogo/3525;20240509;2;2;2;134.5;0;0
/link_jogo/3538;20240512;2;1;0;1.5;0;0
/link_jogo/3735;20240511;2;1;1;0;0;0
/link_jogo/3806;20240509;2;2;0;6;0;0
/link_jogo/3889;20240507;2;2;1;6;0;0
/link_jogo/3889;20240508;2;2;1;15.5;0;0
/link_jogo/4126;20240511;2;1;0;30;0;0
/link_jogo/4144;20240512;2;1;0;34;0;0
/link_jogo/5017;20240507;2;2;0;6.5;0;0
/link_jogo/5617;20240510;2;1;0;12;0;0
/link_jogo/5620;20240510;2;1;0;117.5;0;0
/link_jogo/5717;20240511;2;1;0;0;0;0
/link_jogo/6118;20240512;2;2;1;11;0;0
/link_jogo/7114;20240506;2;2;2;18.5;0;0
/link_jogo/7114;20240512;2;2;2;10.5;0;0
/link_jogo/7121;20240512;2;1;0;21.5;0;0
/link_jogo/7139;20240508;2;2;2;4.5;0;0
/link_jogo/7139;20240510;2;2;1;31.5;0;0
/link_jogo/7328;20240507;2;1;1;51;0;0
/link_jogo/7345;20240512;2;1;0;6;0;0
/link_jogo/7624;20240506;2;2;0;4.5;0;0
/link_jogo/8064;20240508;2;1;0;6.5;0;0
/link_jogo/8298;20240510;2;2;0;8.5;0;0
/link_jogo/8486;20240509;2;2;0;8;0;0
/link_jogo/8492;20240510;2;1;0;1.5;0;0
/link_jogo/8626;20240511;2;1;0;16.5;0;0
/link_jogo/8653;20240512;2;2;0;1.5;0;0
/link_jogo/8717;20240510;2;2;0;26.5;0;0
/link_jogo/8772;20240511;2;2;0;18.5;0;0
/link_jogo/8782;20240509;2;2;0;8.5;0;0
/link_passagem/118/160;20240510;2;2;0;2;0;0
/link_tecnico/8;20240510;2;2;2;5.5;0;0
/link_todos/36/100;20240509;2;2;0;65.5;0;0
/link_todos/55/200;20240512;2;2;0;54;0;0
/maiores_publicos_classicos;20240512;2;2;2;44;0;0
/marcas_historicas;20240510;2;2;0;40;0;0
/mostra_advmais;20240512;2;2;0;34;0;0
/mostra_arbitro;20240506;2;1;0;178.5;0;0
/mostra_arbitro;20240507;2;2;0;155;0;0
/mostra_arbitromais;20240510;2;2;0;9.5;0;0
/mostra_detalhe_gols;20240509;2;1;0;21.5;0;0
/mostra_espadv/202000000;20240509;2;2;0;34;0;0
/mostra_especial_jogo;20240509;2;2;0;29.5;0;0
/mostra_especial_jogo;20240512;2;2;0;93;0;0
/mostra_estadio;20240511;2;2;0;14;0;0
/mostra_jogador_gols;20240509;2;2;0;16;0;0
/mostra_jogador_gols;20240511;2;2;0;3.5;0;0
/mostra_numeracao;20240511;2;2;0;197.5;0;0
/mostra_pubadvest;20240510;2;1;0;53.5;0;0
/mostra_ranking/800000000000;20240510;2;2;0;35.5;0;0
/mostra_ranking/800000000000;20240511;2;2;0;92;0;0
/mostra_ranking/800800000000;20240506;2;1;0;1;0;0
/mostra_ranking/800900000000;20240511;2;2;0;231;0;0
/mostra_ranking/801000000000;20240511;2;2;0;211.5;0;0
/mostra_ranking/867000000000;20240509;2;2;0;27.5;0;0
/mostra_rkg/;20240506;2;2;0;45.5;0;0
/mostra_rkg/;20240507;2;2;0;79.5;0;0
/mostra_rkg/;20240511;2;2;0;119;0;0
/mostra_sequencia2;20240509;2;2;0;127.5;0;0
/mostra_substituicao/;20240510;2;2;0;28.5;0;0
/mostra_todos_jogador;20240511;2;2;0;32.5;0;0
/trabalhos_longos/105491000;20240510;2;2;0;20.5;0;0
/trabalhos_longos/105492000;20240510;2;2;0;18;0;0
/arbitro_atuacao;20240510;1;1;0;12;0;0
/arbitro_todos;20240509;1;1;0;26;0;0
/artilheiro_turno;20240512;1;1;0;23;0;0
/avaliacao;20240511;1;1;0;21;0;0
/camisa;20240506;1;1;0;2;0;0
/camisa;20240508;1;1;0;21;0;0
/camisa;20240509;1;1;0;1;0;0
/camisa;20240510;1;1;0;1;0;0
/compara_campanha/492000000;20240510;1;1;0;11;0;0
/comparacao_tecnico;20240510;1;1;0;68;0;0
/consulta_camisa/400001000;20240507;1;1;0;11;0;0
/consulta_camisa/400001000;20240508;1;1;0;12;0;0
/consulta_camisa/400001000;20240511;1;1;0;5;0;0
/consulta_camisa/400001000;20240512;1;1;0;44;0;0
/consulta_camisa/400104000;20240508;1;1;0;14;0;0
/consulta_camisa/400201000;20240508;1;1;0;4;0;0
/consulta_camisa/400600000;20240508;1;1;0;16;0;0
/consulta_camisa/400600000;20240512;1;1;0;9;0;0
/consulta_campeonato/103702000;20240510;1;1;0;7;0;0
/consulta_campeonato/103999000;20240507;1;1;0;12;0;0
/consulta_cores/720001000;20240510;1;1;0;10;0;0
/consulta_disputa/100290000;20240510;1;1;0;3;0;0
/consulta_espadv/200000000;20240508;1;1;0;3;0;0
/consulta_espadv/200000000;20240511;1;1;0;8;0;0
/consulta_espadv/200150000;20240506;1;1;0;6;0;0
/consulta_espadv/200150000;20240512;1;1;0;15;0;0
/consulta_espadv/203000000;20240510;1;1;0;22;0;0
/consulta_especial/100102000;20240509;1;1;0;28;0;0
/consulta_especial/100102000;20240512;1;1;0;15;0;0
/consulta_especial/100103000;20240510;1;1;0;55;0;0
/consulta_especial/100104000;20240508;1;1;0;3;0;0
/consulta_especial/101104000;20240510;1;1;0;5;0;0
/consulta_especial/101104000;20240512;1;1;0;87;0;0
/consulta_especial/101382000;20240510;1;1;0;164;0;0
/consulta_especial/101999000;20240509;1;1;0;10;0;0
/consulta_especial/102103000;20240510;1;1;0;198;0;0
/consulta_especial/103102000;20240510;1;1;0;140;0;0
/consulta_especial/103104000;20240510;1;1;0;26;0;0
/consulta_especial/103105000;20240510;1;1;0;10;0;0
/consulta_especial/104103000;20240507;1;1;0;7;0;0
/consulta_especial/104103000;20240510;1;1;0;33;0;0
/consulta_especial/104103000;20240512;1;1;0;176;0;0
/consulta_especial/105102000;20240510;1;1;0;12;0;0
/consulta_especial/105102630;20240509;1;1;0;27;0;0
/consulta_especial_arbitro;20240509;1;1;0;9;0;0
/consulta_especial_campeonato;20240506;1;1;0;3;0;0
/consulta_especial_campeonato;20240508;1;1;0;7;0;0
/consulta_especial_campeonato;20240512;1;1;0;13;0;0
/consulta_especial_estadio;20240508;1;1;0;19;0;0
/consulta_especial_gerais;20240509;1;1;0;14;0;0
/consulta_especial_gerais;20240512;1;1;0;26;0;0
/consulta_especial_gols;20240507;1;1;0;19;0;0
/consulta_especial_gols;20240509;1;1;0;6;0;0
/consulta_especial_gols;20240510;1;1;0;92;0;0
/consulta_especial_gols;20240511;1;1;0;3;0;0
/consulta_especial_jogos;20240509;1;1;0;4;0;0
/consulta_especial_presidente;20240510;1;1;0;2;0;0
/consulta_especial_resultados;20240508;1;1;0;6;0;0
/consulta_especial_tecadv;20240509;1;1;0;18;0;0
/consulta_especial_tecnico;20240506;1;1;0;12;0;0
/consulta_especial_tecnico;20240512;1;1;0;7;0;0
/consulta_estadio/102451000;20240512;1;1;0;18;0;0
/consulta_estadio/102472000;20240510;1;1;0;44;0;0
/consulta_estadio/102999000;20240507;1;1;0;10;0;0
/consulta_estadio/102999000;20240510;1;1;0;9;0;0
/consulta_horario/661192000;20240512;1;1;0;16;0;0
/consulta_importante/515000000;20240510;1;1;0;30;0;0
/consulta_jogador/104732000;20240511;1;1;0;15;0;0
/consulta_jogador/104732000;20240512;1;1;0;2;0;0
/consulta_jogador/104999000;20240508;1;1;0;10;0;0
/consulta_jogador/104999000;20240509;1;1;0;24;0;0
/consulta_jogador/104999000;20240512;1;1;0;11;0;0
/consulta_jogador/570570000;20240506;1;1;0;7;0;0
/consulta_jogo/654000000;20240509;1;1;0;4;0;0
/consulta_jogo/654000000;20240512;1;1;0;9;0;0
/consulta_jogo/654106000;20240509;1;1;0;6;0;0
/consulta_jogo/654106000;20240510;1;1;0;10;0;0
/consulta_jogo/658000000;20240511;1;1;0;8;0;0
/consulta_jogo/658700000;20240510;1;1;0;3;0;0
/consulta_jogo/660000000;20240512;1;1;0;5;0;0
/consulta_paiscamp;20240506;1;1;0;365;0;0
/consulta_patrocinio/400130000;20240508;1;1;0;3;0;0
/consulta_placar/620000000;20240508;1;1;0;1;0;0
/consulta_placar/620000000;20240509;1;1;0;72;0;0
/consulta_placar/620103000;20240509;1;1;0;5;0;0
/consulta_placar/680103000;20240508;1;1;0;35;0;0
/consulta_placar/681102000;20240506;1;1;0;23;0;0
/consulta_placar/681102000;20240510;1;1;0;16;0;0
/consulta_placar/689107000;20240508;1;1;0;1;0;0
/consulta_presidente/130102000;20240510;1;1;0;19;0;0
/consulta_ranking/290206000000;20240506;1;1;0;15;0;0
/consulta_ranking/296103000000;20240508;1;1;0;9;0;0
/consulta_ranking/296103000000;20240510;1;1;0;20;0;0
/consulta_ranking/296306000000;20240511;1;1;0;3;0;0
/consulta_ranking/800102000000;20240507;1;1;0;1;0;0
/consulta_ranking/800103000000;20240511;1;1;0;26;0;0
/consulta_ranking/800103000000;20240512;1;1;0;90;0;0
/consulta_ranking/801106000000;20240507;1;1;0;10;0;0
/consulta_ranking/900100000000;20240509;1;1;0;269;0;0
/consulta_ranking/900100000000;20240512;1;1;0;33;0;0
/consulta_ranking/900103000000;20240509;1;1;0;39;0;0
/consulta_ranking/900103000000;20240511;1;1;0;16;0;0
/consulta_ranking/900103000000;20240512;1;1;0;5;0;0
/consulta_ranking/900106000000;20240506;1;1;0;4;0;0
/consulta_ranking/900107000000;20240512;1;1;0;5;0;0
/consulta_ranking/900126000000;20240506;1;1;0;5;0;0
/consulta_ranking/900126000000;20240507;1;1;0;37;0;0
/consulta_ranking/900126000000;20240511;1;1;0;1;0;0
/consulta_rodada/616000000;20240512;1;1;0;3;0;0
/consulta_tecnico;20240510;1;1;0;8;0;0
/consulta_tempo/900528000;20240511;1;1;0;1;0;0
/contato;20240507;1;1;0;1;0;0
/contato;20240510;1;1;0;3;0;0
/credito;20240507;1;1;0;19;0;0
/credito;20240512;1;1;0;102;0;0
/curiosidades_tecadv;20240509;1;1;0;20;0;0
/defesa_penalti/888000000;20240510;1;1;0;12;0;0
/estadio;20240506;1;1;0;10;0;0
/estadio;20240508;1;1;0;12;0;0
