# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240129
# Data de termino: 20240204
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
/;20240201;97;74;37;25.36082474226804;0;0
/;20240204;91;69;31;24.626373626373628;0;0
/;20240202;88;67;23;29.272727272727273;0;0
/;20240131;56;44;14;13.75;0;0
/;20240130;49;43;14;22.510204081632654;0;0
/;20240203;47;40;13;23.04255319148936;0;0
/mostra_adversario;20240204;34;24;0;57.05882352941177;0;0
/jogador;20240201;33;25;0;36.36363636363637;0;0
/mostra_adversario;20240201;33;26;0;73.57575757575758;0;0
/mostra_jogador;20240201;31;21;0;46;0;0
/especial;20240202;30;20;0;11.733333333333333;0;0
/mostra_adversario;20240202;30;27;0;53.86666666666667;0;0
/adversario;20240204;29;21;0;49.86206896551724;0;0
/adversario;20240201;28;21;1;32.67857142857143;0;0
/jogador;20240202;27;22;0;33.96296296296296;0;0
/adversario;20240202;26;23;1;25.76923076923077;0;0
/especial;20240201;26;18;0;12.76923076923077;0;0
/mostra_adversario;20240131;23;13;0;68.65217391304348;0;0
/jogador;20240203;22;20;0;39.40909090909091;0;0
/jogador;20240204;22;21;0;22.59090909090909;0;0
/mostra_jogador;20240130;22;16;0;76.63636363636364;0;0
/especial;20240203;21;16;0;9.714285714285714;0;0
/jogador;20240130;21;19;0;73.52380952380952;0;0
/mostra_jogador;20240202;21;17;0;112.47619047619048;0;0
/mostra_jogador;20240204;21;17;0;38.42857142857143;0;0
/especial;20240204;20;17;0;6.75;0;0
/mostra_adversario;20240130;20;16;0;43.1;0;0
/mostra_jogador;20240203;20;16;0;50.95;0;0
/adversario;20240130;19;16;0;36.21052631578947;0;0
/adversario;20240131;19;14;0;47.421052631578945;0;0
/consulta_especial_jogador;20240202;19;14;0;35.10526315789474;0;0
/especial;20240131;18;11;0;6.555555555555555;0;0
/jogo;20240204;18;14;0;57.22222222222222;0;0
/consulta_especial_jogador;20240201;16;12;0;21.8125;0;0
/geral;20240202;16;13;0;18.3125;0;0
/jogador;20240131;16;14;0;16;0;0
/jogo;20240202;15;13;0;84.4;0;0
/adversario;20240203;14;11;0;46.285714285714285;0;0
/especial;20240130;14;14;0;12.357142857142858;0;0
/mostra_adversario;20240203;14;8;0;115.5;0;0
/mostra_jogador;20240131;14;12;0;35.5;0;0
/mostra_jogo;20240202;14;9;0;37;0;0
/consulta_especial_jogador;20240203;13;11;0;26.23076923076923;0;0
/jogo;20240131;13;9;0;95.07692307692308;0;0
/mostra_jogo;20240204;13;9;0;62.69230769230769;0;0
/jogo;20240130;12;10;0;50.583333333333336;0;0
/jogo;20240201;12;9;0;29;0;0
/link_jogo/8763;20240202;12;10;0;31.666666666666668;0;0
/campeonato;20240204;10;8;0;9.4;0;0
/consulta_especial_jogador;20240204;10;8;0;17.5;0;0
/mostra_ranking/900000000000;20240202;10;8;0;18.8;0;0
/consulta_especial_jogador;20240131;9;7;0;17.22222222222222;0;0
/estadio;20240204;9;9;0;28.555555555555557;0;0
/geral;20240204;9;9;0;37.666666666666664;0;0
/mostra_jogo;20240131;9;6;0;47;0;0
/mostra_jogo;20240201;9;7;0;33.333333333333336;0;0
/;20240129;8;8;1;27.625;0;0
/campeonato;20240202;8;7;0;14.875;0;0
/consulta_especial_adversario;20240201;8;5;0;28.5;0;0
/consulta_especial_gerais;20240131;8;4;0;16.375;0;0
/curiosidade;20240201;8;8;0;38;0;0
/curiosidade;20240202;8;6;0;24.125;0;0
/estadio;20240202;8;8;0;14.25;0;0
/geral;20240201;8;8;0;19.625;0;0
/jogo;20240203;8;7;0;45;0;0
/link_jogador/862;20240201;8;8;7;27.875;0;0
/mostra_estadio;20240201;8;6;0;40;0;0
/mostra_estadio;20240204;8;8;0;96.625;0;0
/mostra_jogo;20240130;8;6;0;65.625;0;0
/mostra_ranking/867000000000;20240202;8;8;0;41.875;0;0
/mostra_rkg/;20240203;8;6;0;22.5;0;0
/campeonato;20240203;7;5;0;16.714285714285715;0;0
/consulta_especial_gerais;20240201;7;6;0;20.142857142857142;0;0
/consulta_especial_tecnico;20240202;7;7;0;21;0;0
/curiosidade;20240204;7;7;0;62.285714285714285;0;0
/link_video/8238;20240201;7;5;4;11.285714285714286;0;0
/mostra_campeonato;20240131;7;4;0;32.42857142857143;0;0
/mostra_campeonato;20240203;7;5;0;19.285714285714285;0;0
/mostra_jogador;20240129;7;5;0;13.285714285714286;0;0
/mostra_ranking/801000000000;20240202;7;6;0;42.57142857142857;0;0
/tecnico;20240131;7;7;0;17.571428571428573;0;0
/campeonato;20240131;6;4;0;11.333333333333334;0;0
/campeonato;20240201;6;6;0;21.166666666666668;0;0
/consulta_especial_adversario;20240131;6;3;0;5.5;0;0
/consulta_especial_adversario;20240203;6;5;0;7.833333333333333;0;0
/estadio;20240201;6;6;0;10.166666666666666;0;0
/grafico;20240202;6;6;0;16.5;0;0
/link_adversario/531;20240204;6;6;0;12.833333333333334;0;0
/mostra_campeonato;20240130;6;6;0;79.66666666666667;0;0
/mostra_campeonato;20240201;6;6;0;57.666666666666664;0;0
/mostra_campeonato;20240202;6;5;0;53.833333333333336;0;0
/mostra_campeonato;20240204;6;6;0;11.166666666666666;0;0
/mostra_especial_jogo;20240204;6;3;0;99.83333333333333;0;0
/mostra_estadio;20240202;6;6;0;33.5;0;0
/mostra_tecnico;20240131;6;6;0;71.33333333333333;0;0
/arbitro;20240204;5;5;0;2.6;0;0
/campeonato;20240130;5;5;0;159.2;0;0
/comparacao_arbitro;20240202;5;1;0;322.8;0;0
/consulta_especial_gerais;20240202;5;4;0;53.8;0;0
/consulta_especial_jogador;20240130;5;5;0;79.6;0;0
/estadio;20240130;5;5;0;5.6;0;0
/evolucao_adversario;20240201;5;5;0;45.2;0;0
/jogador;20240129;5;5;0;36.6;0;0
