# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231211
# Data de termino: 20231217
Categoria da plataforma / dispositivo;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
web / mobile;20231211;91;74;71;0.6228070175438597;0.7802197802197802;95;1364;0;0
web / mobile;20231212;70;56;71;0.7888888888888889;1.0142857142857142;106.64285714285714;1056;0;0
web / mobile;20231215;70;51;62;0.6391752577319587;0.8857142857142857;135.1;1590;0;0
web / mobile;20231217;61;47;53;0.6883116883116883;0.8688524590163934;125.80327868852459;1186;0;0
web / mobile;20231216;56;45;43;0.6515151515151515;0.7678571428571429;57.17857142857143;792;0;0
web / mobile;20231214;49;33;43;0.7049180327868853;0.8775510204081632;158.18367346938774;1343;0;0
web / mobile;20231213;47;27;46;0.8070175438596491;0.9787234042553191;116.40425531914893;943;0;0
web / desktop;20231211;45;23;49;0.7903225806451613;1.0888888888888888;126.15555555555555;1158;0;0
web / desktop;20231215;45;18;44;0.6984126984126984;0.9777777777777777;115.4888888888889;1066;0;0
web / desktop;20231213;41;17;50;0.78125;1.2195121951219512;201.2439024390244;2167;0;0
web / desktop;20231214;33;17;39;0.75;1.1818181818181819;155.75757575757575;870;0;0
web / desktop;20231212;28;10;27;0.6585365853658537;0.9642857142857143;73.42857142857143;441;0;0
web / desktop;20231217;28;7;40;0.8695652173913043;1.4285714285714286;857.3214285714286;1350;0;0
web / desktop;20231216;26;12;24;0.7272727272727273;0.9230769230769231;114.84615384615384;953;0;0
web / tablet;20231212;2;2;1;0.5;0.5;6;10;0;0
web / tablet;20231214;1;1;1;1;1;38;13;0;0
