# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240415
# Data de termino: 20240421
Nº dia;Novos usuarios
0000;46
0001;84
0002;63
0003;50
0004;65
0005;84
0006;58

# Data de inicio: 20240415
# Data de termino: 20240421
Nº dia;Usuarios recorrentes
0000;44
0001;48
0002;52
0003;38
0004;48
0005;57
0006;50

#  
# Data de inicio: 20240415
# Data de termino: 20240421
Coorte;Dia 1;Dia 7
0;0.021739130434782608;0.021739130434782608
1;0.023809523809523808;0.011904761904761904
2;0;0
3;0.04;0
4;0.046153846153846156;0
5;0.011904761904761904;0
6;0.017857142857142856;0

#  
# Data de inicio: 20240415
# Data de termino: 20240421
Coorte;Dia 1;Dia 7
0;149;15
1;76;51
2;0;0
3;878.5;0
4;205;0
5;915;0
6;7;0

#  
# Data de inicio: 20240311
# Data de termino: 20240421
Coorte;Usuarios
0000;1
0001;0.02543940795559667
0002;0.014338575393154487
0003;0.008788159111933395
0004;0.013770180436847104
0005;0.006923837784371909
0006;0.0061318344404701075
0007;0.008914525432616675
0008;0.009219088937093275
0009;0.004545454545454545
0010;0.0029171528588098016
0011;0.003006614552014432
0012;0.0038022813688212928
0013;0.002631578947368421
0014;0.006081081081081081
0015;0.00425531914893617
0016;0.0022900763358778627
0017;0.003930817610062893
0018;0.006498781478472786
0019;0.005813953488372093
0020;0.005977796754910333
0021;0.00709849157054126
0022;0.0066857688634192934
0023;0.005045408678102927
0024;0.004166666666666667
0025;0.005470459518599562
0026;0.0034482758620689655
0027;0.003667481662591687
0028;0.006501950585175552
0029;0.0013908205841446453
0030;0
0031;0.0030349013657056147
0032;0.004878048780487805
0033;0.003472222222222222
0034;0
0035;0.003952569169960474
0036;0.002207505518763797
0037;0.002551020408163265
0038;0
0039;0
0040;0.009615384615384616
0041;0.005917159763313609

#  
# Data de inicio: 20240311
# Data de termino: 20240421
Coorte;Tempo medio de engajamento
0000;83.69596091011
0001;183.17658730158732
0002;179.9404761904762
0003;284.1269841269841
0004;104.15040650406503
0005;38.225
0006;35.51282051282051
0007;20.460526315789473
0008;57.73423423423423
0009;24.625
0010;3.7142857142857144
0011;35.86764705882353
0012;20.060606060606062
0013;10.09375
0014;32.24193548387097
0015;26.866666666666667
0016;14.413793103448276
0017;10
0018;27.944444444444443
0019;39.19230769230769
0020;16.56
0021;77.5625
0022;36.21739130434783
0023;24.545454545454547
0024;13.380952380952381
0025;28.35
0026;13.68421052631579
0027;11
0028;74.70588235294117
0029;20.25
0030;0
0031;6.857142857142857
0032;19.46153846153846
0033;12.333333333333334
0034;0
0035;51.2
0036;8.777777777777779
0037;0.625
0038;0
0039;0
0040;5.8
0041;128.25

#  
# Data de inicio: 20231224
# Data de termino: 20240421
Coorte;LTV
0000;0
0001;0
0002;0
0003;0
0004;0
0005;0
0006;0
0007;0
0008;0
0009;0
0010;0
0011;0
0012;0
0013;0
0014;0
0015;0
0016;0
0017;0
0018;0
0019;0
0020;0
0021;0
0022;0
0023;0
0024;0
0025;0
0026;0
0027;0
0028;0
0029;0
0030;0
0031;0
0032;0
0033;0
0034;0
0035;0
0036;0
0037;0
0038;0
0039;0
0040;0
0041;0
0042;0
0043;0
0044;0
0045;0
0046;0
0047;0
0048;0
0049;0
0050;0
0051;0
0052;0
0053;0
0054;0
0055;0
0056;0
0057;0
0058;0
0059;0
0060;0
0061;0
0062;0
0063;0
0064;0
0065;0
0066;0
0067;0
0068;0
0069;0
0070;0
0071;0
0072;0
0073;0
0074;0
0075;0
0076;0
0077;0
0078;0
0079;0
0080;0
0081;0
0082;0
0083;0
0084;0
0085;0
0086;0
0087;0
0088;0
0089;0
0090;0
0091;0
0092;0
0093;0
0094;0
0095;0
0096;0
0097;0
0098;0
0099;0
0100;0
0101;0
0102;0
0103;0
0104;0
0105;0
0106;0
0107;0
0108;0
0109;0
0110;0
0111;0
0112;0
0113;0
0114;0
0115;0
0116;0
0117;0
0118;0
0119;0
