# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240527
# Data de termino: 20240602
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240531;1522;115;14.22429906542056;0
page_view;20240527;1317;116;11.864864864864865;0
user_engagement;20240527;1226;100;12.383838383838384;0
user_engagement;20240531;1167;99;12.030927835051546;0
page_view;20240528;1015;100;10.572916666666666;0
page_view;20240530;946;106;9.00952380952381;0
scroll;20240527;933;91;10.366666666666667;0
scroll;20240531;894;92;9.717391304347826;0
user_engagement;20240528;834;86;9.928571428571429;0
page_view;20240601;816;109;7.69811320754717;0
user_engagement;20240530;768;90;8.629213483146067;0
page_view;20240602;639;102;6.39;0
user_engagement;20240601;631;99;6.438775510204081;0
page_view;20240529;621;123;5.175;0
scroll;20240528;581;73;8.069444444444445;0
scroll;20240530;489;79;6.189873417721519;0
user_engagement;20240529;483;110;4.472222222222222;0
user_engagement;20240602;473;87;5.436781609195402;0
scroll;20240601;470;73;6.438356164383562;0
form_submit;20240527;382;48;7.958333333333333;0
form_submit;20240531;366;66;5.545454545454546;0
form_submit;20240528;328;47;6.9787234042553195;0
scroll;20240602;305;61;5;0
scroll;20240529;302;78;3.871794871794872;0
form_start;20240527;230;50;4.6;0
click;20240527;229;8;28.625;0
form_submit;20240530;219;50;4.38;0
form_start;20240531;202;66;3.0606060606060606;0
click;20240531;190;13;14.615384615384615;0
form_submit;20240602;189;38;4.973684210526316;0
session_start;20240531;166;115;1.5660377358490567;0
form_start;20240528;165;46;3.5869565217391304;0
session_start;20240529;165;124;1.375;0
click;20240530;155;18;8.61111111111111;0
session_start;20240527;149;117;1.3423423423423424;0
session_start;20240601;149;110;1.4056603773584906;0
session_start;20240528;143;101;1.5052631578947369;0
session_start;20240530;141;107;1.3428571428571427;0
form_submit;20240529;138;48;2.875;0
form_submit;20240601;136;39;3.4871794871794872;0
form_start;20240530;131;51;2.5686274509803924;0
session_start;20240602;128;102;1.28;0
click;20240528;124;9;13.777777777777779;0
click;20240601;119;4;29.75;0
form_start;20240529;106;48;2.2083333333333335;0
form_start;20240601;101;43;2.3488372093023258;0
click;20240602;83;11;7.545454545454546;0
form_start;20240602;82;38;2.1578947368421053;0
first_visit;20240529;78;78;1;0
first_visit;20240601;64;64;1;0
first_visit;20240530;62;62;1;0
first_visit;20240602;62;62;1;0
first_visit;20240527;61;61;1;0
first_visit;20240528;51;51;1;0
first_visit;20240531;46;46;1;0
click;20240529;28;6;4.666666666666667;0
