# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240624
# Data de termino: 20240630
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
/estadio;20240629;3;3;0;74;0;0;0
/adversario;20240629;8;5;1;68;0;0;0
/tecnico;20240626;11;10;0;66.18181818181819;0;0;0
/campeonato;20240629;5;5;0;63.6;0;0;0
/campeonato;20240625;10;9;0;60.3;0;0;0
/jogador;20240630;19;13;0;37.473684210526315;0;0;0
/campeonato;20240624;13;6;0;35.84615384615385;0;0;0
/jogador;20240626;14;10;1;34.285714285714285;0;0;0
/estadio;20240626;1;1;0;33;0;0;0
/jogador;20240624;15;14;1;32.4;0;0;0
/adversario;20240628;9;8;0;31.555555555555557;0;0;0
/adversario;20240630;8;7;0;27.75;0;0;0
/adversario;20240624;9;9;0;27.666666666666668;0;0;0
/estadio;20240630;6;6;0;27;0;0;0
/jogador;20240625;17;14;1;26.11764705882353;0;0;0
/jogador;20240627;13;12;1;22.46153846153846;0;0;0
/estadio;20240628;3;2;0;21.666666666666668;0;0;0
/jogador;20240628;11;8;0;21;0;0;0
/tecnico;20240629;2;2;0;20.5;0;0;0
/adversario;20240627;14;13;0;20.285714285714285;0;0;0
/adversario;20240625;10;10;0;20;0;0;0
/jogador;20240629;19;11;0;17;0;0;0
/estadio;20240627;2;2;0;15;0;0;0
/campeonato;20240627;7;6;0;14.857142857142858;0;0;0
/tecnico;20240624;41;37;0;13.365853658536585;0;0;0
/arbitro;20240628;2;2;0;13;0;0;0
/arbitro;20240630;4;4;0;12.75;0;0;0
/campeonato;20240630;10;10;1;12.5;0;0;0
/arbitro;20240624;3;3;0;12.333333333333334;0;0;0
/campeonato;20240628;7;6;0;12.142857142857142;0;0;0
/estadio;20240625;3;2;0;12;0;0;0
/campeonato;20240626;4;2;0;11;0;0;0
/adversario;20240626;9;9;0;9.777777777777779;0;0;0
/arbitro;20240625;5;5;1;8.8;0;0;0
/arbitro;20240626;3;2;0;8.666666666666666;0;0;0
/arbitro;20240627;5;4;0;7.8;0;0;0
/tecnico;20240630;7;7;0;7.571428571428571;0;0;0
/tecnico;20240627;18;16;0;6.888888888888889;0;0;0
/tecnico;20240625;17;17;0;5.9411764705882355;0;0;0
/estadio;20240624;1;1;0;5;0;0;0
/tecnico;20240628;2;2;0;4;0;0;0
/arbitro;20240629;8;6;2;2.625;0;0;0
