# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240109
# Data de termino: 20240121
Nº dia;Novos usuarios
0000;97
0001;61
0002;65
0003;47
0004;56
0005;42
0006;43
0007;54
0008;56
0009;77
0010;47
0011;72
0012;133

# Data de inicio: 20240109
# Data de termino: 20240121
Nº dia;Usuarios recorrentes
0000;39
0001;36
0002;42
0003;41
0004;39
0005;34
0006;27
0007;46
0008;42
0009;51
0010;43
0011;44
0012;57

#  
# Data de inicio: 20240109
# Data de termino: 20240121
Plataforma;Conversoes


#  
# Data de inicio: 20240109
# Data de termino: 20240121
Grupo de canais padrao do primeiro usuario;Novos usuarios
Organic Search;583
Direct;191
Organic Social;62
Referral;14

# Qual e sua performance na retencao de usuarios?
# Data de inicio: 20231210
# Data de termino: 20240120
Data;Semana 0;Semana 1;Semana 2;Semana 3;Semana 4;Semana 5
10 de dez. - 16 de dez.;542;18;7;4;8;2
17 de dez. - 23 de dez.;698;10;8;9;9;-1
24 de dez. - 30 de dez.;342;11;7;5;-1;-1
31 de dez. - 6 de jan.;392;15;7;-1;-1;-1
7 de jan. - 13 de jan.;541;13;-1;-1;-1;-1
14 de jan. - 20 de jan.;388;-1;-1;-1;-1;-1

#  
# Data de inicio: 20240109
# Data de termino: 20240121
Nome do publico-alvo;Usuarios
All Users;1023

#  
# Data de inicio: 20240109
# Data de termino: 20240121
Cidade;Usuarios
Rio de Janeiro;378
Sao Paulo;61
Niteroi;32
Brasilia;28
Curitiba;18
Goiania;16
Salvador;15
Fortaleza;14
Nova Iguacu;13
Sao Goncalo;11
Duque de Caxias;10
Natal;9
Belo Horizonte;8
Joao Pessoa;8
Petropolis;8
Cabo Frio;7
Campinas;7
Manaus;7
Belford Roxo;6
Juiz de Fora;6
Maceio;6
Recife;6
Vila Velha;6
Volta Redonda;6
Araruama;5
Belem;5
Cuiaba;5
Florianopolis;5
Macae;5
Sao Joao de Meriti;5
Vitoria;5
Campo Grande;4
Jose Bonifacio;4
Lisbon;4
Marica;4
Palmas;4
Porto Alegre;4
Resende;4
Anapolis;3
Aparecida de Goiania;3
Blumenau;3
Buenos Aires;3
Iguaba Grande;3
Itaperuna;3
Maringa;3
Mossoro;3
