# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240722
# Data de termino: 20240728
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Estatisticas Fluminense - Principal;2024072414;11;10;4;13.818181818181818;0;0;0
Estatisticas Fluminense - Principal;2024072312;10;9;3;17.9;0;0;0
Estatisticas Fluminense - Principal;2024072423;10;9;1;13.9;0;0;0
Estatisticas Fluminense - Principal;2024072512;10;10;6;20.7;0;0;0
Estatisticas Fluminense - Principal;2024072713;10;10;5;18.9;0;0;0
Estatisticas Fluminense - Principal;2024072813;10;9;2;49.8;0;0;0
Estatisticas Fluminense - Principal;2024072814;10;9;1;19.9;0;0;0
Estatisticas Fluminense - Principal;2024072219;9;8;2;11.555555555555555;0;0;0
Estatisticas Fluminense - Principal;2024072412;9;9;7;13;0;0;0
Estatisticas Fluminense - Principal;2024072417;9;9;2;115.55555555555556;0;0;0
Estatisticas Fluminense - Principal;2024072509;9;8;1;23.77777777777778;0;0;0
Estatisticas Fluminense - Principal;2024072810;9;9;3;12.222222222222221;0;0;0
Estatisticas Fluminense - Principal;2024072209;8;6;2;23.875;0;0;0
Estatisticas Fluminense - Principal;2024072216;8;8;3;12.5;0;0;0
Estatisticas Fluminense - Principal;2024072416;8;8;3;18;0;0;0
Estatisticas Fluminense - Principal;2024072510;8;8;3;13.375;0;0;0
Estatisticas Fluminense - Principal;2024072518;8;8;1;10.375;0;0;0
Estatisticas Fluminense - Principal;2024072811;8;6;1;7.5;0;0;0
Estatisticas Fluminense - Principal;2024072821;8;7;2;18;0;0;0
Estatisticas Fluminense - Principal;2024072318;7;7;3;43.57142857142857;0;0;0
Estatisticas Fluminense - Principal;2024072409;7;7;2;8.571428571428571;0;0;0
Estatisticas Fluminense - Principal;2024072415;7;7;2;24.142857142857142;0;0;0
Estatisticas Fluminense - Principal;2024072511;7;7;0;9.571428571428571;0;0;0
Estatisticas Fluminense - Principal;2024072514;7;7;0;22.714285714285715;0;0;0
Estatisticas Fluminense - Principal;2024072516;7;7;2;18.428571428571427;0;0;0
Estatisticas Fluminense - Principal;2024072717;7;6;0;7.571428571428571;0;0;0
