Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios
Goleadas sobre Americano;20230921;1;1;0
Goleadas sobre Americano RJ;20230921;1;1;0
Goleadas sobre Atletico MG;20230921;1;1;0
Goleadas sobre Bangu;20230921;1;1;0
Goleadas sobre Bonsucesso;20230921;1;1;0
Goleadas sobre Botafogo;20230921;1;1;0
Goleadas sobre Corinthians;20230921;1;1;0
Goleadas sobre Flamengo;20230921;1;1;0
Goleadas sobre Madureira;20230921;1;1;0
Goleadas sobre Palmeiras;20230921;1;1;0
Goleadas sobre Paulistano;20230921;1;1;0
Goleadas sobre Paysandu Cricket;20230921;1;1;0
Goleadas sobre Portuguesa SP;20230921;1;1;0
Goleadas sobre Santos;20230921;1;1;0
Goleadas sobre Sao Paulo;20230921;1;1;0
Goleadas sobre Vasco;20230921;1;1;0
Goleadas sobre Vitoria BA;20230921;1;1;0
Goleiros com mais jogos;20230919;1;1;0
Goleiros com mais jogos;20230922;1;1;0
Gols de Jogador em estadio;20230918;1;1;0
Gols de Jogador por ano;20230918;1;1;0
Gols do Alan;20230921;1;1;0
Gols do Alex Oliveira;20230921;1;1;0
Gols do Alex Oliveira;20230923;1;1;0
Gols do Alexsander;20230923;1;1;0
Gols do Andrei;20230923;1;1;0
Gols do Andre Luis;20230921;1;1;0
Gols do Araujo;20230921;1;1;0
Gols do Asprilla;20230923;1;1;0
Gols do Beto;20230921;1;1;0
Gols do Branco;20230921;1;1;0
Gols do Carlinhos;20230921;1;1;0
Gols do Carlos Alberto;20230921;1;1;0
Gols do Carlos Alberto;20230923;1;1;0
Gols do Claudio Pitbul;20230921;1;1;0
Gols do Claudio Pitbul;20230923;1;1;0
Gols do Conca;20230921;1;1;0
Gols do Cicero;20230921;1;1;0
Gols do David;20230921;1;1;0
Gols do Diego Souza;20230921;1;1;0
Gols do Dodo;20230921;1;1;0
Gols do Eduardo;20230921;1;1;0
Gols do Egidio;20230921;1;1;0
Gols do Equi Gonzales;20230921;1;1;0
Gols do Esquerdinha;20230921;1;1;0
Gols do Evando;20230921;1;1;0
Gols do Felipe;20230921;1;1;0
Gols do Felipe Melo;20230919;1;1;0
Gols do Fernando Diniz;20230921;1;1;0
Gols do Flavio;20230921;1;1;0
Gols do German Cano;20230921;1;1;0
Gols do German Cano;20230922;1;1;0
Gols do Gerson;20230921;1;1;0
Gols do Gustavo Scarpa;20230921;1;1;0
Gols do Jadilson;20230921;1;1;0
Gols do Jancarlos;20230921;1;1;0
Gols do Jean;20230921;1;1;0
Gols do Jean;20230923;1;1;0
Gols do Jorginho;20230921;1;1;0
Gols do Juan;20230921;1;1;0
Gols do Juliano;20230921;1;1;0
Gols do Julio Cesar;20230921;1;1;0
Gols do Juninho;20230921;1;1;0
Gols do Keno;20230922;1;1;0
Gols do Lanzini;20230921;1;1;0
Gols do Leandro Bonfim;20230921;1;1;0
Gols do Leo Fernandez;20230923;1;1;0
Gols do Lino;20230921;1;1;0
Gols do Lino;20230923;1;1;0
Gols do Lopes;20230921;1;1;0
Gols do Lucca;20230921;1;1;0
Gols do Machado;20230919;1;1;0
Gols do Maicon;20230921;1;1;0
Gols do Maneco;20230921;1;1;0
Gols do Mano;20230921;1;1;0
Gols do Maranhao;20230921;1;1;0
Gols do Marcelinho Paulista;20230921;1;1;0
Gols do Marcelo;20230921;1;1;0
Gols do Marcial;20230921;1;1;0
Gols do Marcinho;20230921;1;1;0
Gols do Marco Antonio;20230921;1;1;0
Gols do Marcao;20230921;1;1;0
Gols do Mariano;20230923;1;1;0
Gols do Marquinho;20230923;1;1;0
Gols do Mauro;20230921;1;1;0
Gols do Michel Araujo;20230921;1;1;0
Gols do Mutzembecker;20230919;1;1;0
Gols do Marcio Baby;20230921;1;1;0
Gols do Marcio Costa;20230921;1;1;0
Gols do Nene;20230920;1;1;0
Gols do Paulo Cesar;20230921;1;1;0
Gols do Paulo Henrique Ganso;20230920;1;1;0
Gols do Paulo Isidoro;20230921;1;1;0
Gols do Pedrinho;20230921;1;1;0
Gols do Preto Casagrande;20230921;1;1;0
Gols do Rafael;20230921;1;1;0
Gols do Rafael Sobis;20230921;1;1;0
Gols do Ramon;20230923;1;1;0
Gols do Roger;20230923;1;1;0
Gols do Rogerio;20230921;1;1;0
Gols do Romeu;20230921;1;1;0
Gols do Romario;20230921;1;1;0
Gols do Ruy;20230921;1;1;0
Gols do Sornoza;20230921;1;1;0
Gols do Souza;20230921;1;1;0
Gols do Thiago Carleto;20230921;1;1;0
Gols do Thiago Neves;20230923;1;1;0
Gols do Thiago Silva;20230921;1;1;0
Gols do Tuta;20230921;1;1;0
Gols do Wagner;20230921;1;1;0
Gols do Washington;20230921;1;1;0
Gols do Willians;20230921;1;1;0
Gols do Yan;20230921;1;1;0
Gols do Yan;20230923;1;1;0
Gols do Zada;20230921;1;1;0
Gols mais rapidos;20230920;1;1;0
Gols mais rapidos em jogos oficiais;20230923;1;1;0
Goytacas 1 X 1 Fluminense;20230924;1;1;0
Grasshopper 1 X 1 Fluminense;20230918;1;1;0
Graficos;20230918;1;1;0
Graficos;20230922;1;1;0
Graficos de Adversarios;20230918;1;1;0
Graficos de Classicos;20230918;1;1;0
Graficos de Jogador;20230918;1;1;0
Graficos de Tecnico;20230922;1;1;0
Gremio 1 X 0 Fluminense;20230921;1;1;0
Gremio 1 X 0 Fluminense;20230924;1;1;0
Gremio 2 X 1 Fluminense;20230918;1;1;0
Gremio 2 X 1 Fluminense;20230919;1;1;0
Gremio 2 X 1 Fluminense;20230921;1;1;0
Gremio Prudente 1 X 1 Fluminense;20230923;1;1;0
Guadalajara 1 X 1 Fluminense;20230924;1;1;0
Guarani 0 X 0 Fluminense;20230921;1;1;0
Guarani 1 X 2 Fluminense;20230919;1;1;0
Guarani 3 X 6 Fluminense;20230923;1;1;0
Guga 2023;20230923;1;1;0
Gulden 1912;20230918;1;1;0
Gulden 1912;20230919;1;1;0
Gustavo Scarpa 2017;20230921;1;1;0
Gutemberg 1958;20230918;1;1;0
Gutemberg 1958;20230923;1;1;1
Gelson 1958;20230918;1;1;0
Haddock Lobo 0 X 1 Fluminense;20230923;1;1;0
Hargreaves 1909;20230918;1;1;0
Heatmap de Dia;20230918;1;1;0
Henry Crashley 1912;20230918;1;1;0
Hepacare 0 X 5 Fluminense;20230921;1;1;0
Hermano Simonsen 1907;20230918;1;1;0
Hugh Pullen;20230920;1;1;0
Hugo 1957;20230918;1;1;0
Helio 1990;20230918;1;1;0
Hercules 1942 - Gols por Ano;20230923;1;1;0
Icarai;20230924;1;1;0
Indio Conda;20230920;1;1;0
Internacional - Libertadores da America;20230922;1;1;0
Internacional 0 X 0 Fluminense;20230922;1;1;0
Internacional 0 X 1 Fluminense;20230924;1;1;0
Internacional 0 X 3 Fluminense;20230924;1;1;0
Internacional 1 X 2 Fluminense;20230919;1;1;0
Internacional 1 X 4 Fluminense;20230924;1;1;0
Internacional 2 X 0 Fluminense;20230924;1;1;0
Internacional 2 X 3 Fluminense;20230924;1;1;0
Internacional 3 X 0 Fluminense;20230921;1;1;0
Ipatingao;20230922;1;1;0
Irineu 1961;20230918;1;1;0
Isaac 2023;20230918;1;1;0
Isaac 2023;20230922;1;1;0
Isaac 2023;20230923;1;1;0
Itabera 1992;20230921;1;1;0
Itabera 1992;20230923;1;1;0
Itaperuna 1 X 0 Fluminense;20230918;1;1;0
Ivan 1959;20230918;1;1;0
Ivan Mariz 1939;20230921;1;1;0
Ivo 1954;20230921;1;1;0
Jack Robinson 1908;20230918;1;1;0
Jader 1958;20230918;1;1;0
Jair Santana 1960;20230918;1;1;0
Jairo 1958;20230918;1;1;0
James 1957;20230918;1;1;0
Jandir 1956;20230918;1;1;0
Jardel 1967;20230922;1;1;0
Jardel 1967;20230924;1;1;1
Jean 2006;20230921;1;1;0
Jean 2015;20230921;1;1;0
Jean 2015;20230923;1;1;0
Jequia 2 X 6 Fluminense;20230924;1;1;0
Jequia 3 X 10 Fluminense;20230923;1;1;0
Jeronimo 1951;20230920;1;1;0
Jesus Valenzuela;20230923;1;1;0
Jhon Arias 2023;20230920;1;1;0
Jhon Arias 2023;20230923;1;1;0
Joaquim Araujo 1906;20230918;1;1;0
Jogador x Adversario;20230919;1;1;0
Jogador x Adversario;20230921;1;1;0
Jogador x Adversario;20230924;1;1;0
Jogador x Estadio;20230923;1;1;0
Jogador x Jogador;20230921;1;1;0
Jogador x Arbitro;20230919;1;1;0
Jogadores com mais jogos;20230922;1;1;0
Jogadores com mais jogos;20230923;1;1;0
Jogadores com mais titulos;20230918;1;1;0
Jogadores com mais titulos;20230919;1;1;0
Jogadores com mais vitorias;20230918;1;1;0
Jogadores com mais vitorias oficiais;20230918;1;1;0
Jogadores do(a) Portugal;20230920;1;1;0
Jogadores mais velhos;20230923;1;1;0
Jogos Eliminatorios - Argentina;20230923;1;1;0
Jogos Eliminatorios - Paraguai;20230923;1;1;0
Jogos Eliminatorios por Pais;20230923;1;1;0
Jogos em 01 / 2016;20230924;1;1;0
Jogos em 04 / 11;20230921;1;1;0
Jogos em 04 / 11;20230922;1;0;0
Jogos em 10 / 05;20230920;1;1;0
Jogos em 13 / 03;20230919;1;1;0
Jogos em 20 / 09;20230920;1;1;0
Jogos em dd/mm;20230919;1;1;0
Jogos em dd/mm;20230921;1;1;0
Jogos em mm/aaaa;20230924;1;1;0
Jogos no(a) Maracana em 2022;20230921;1;1;0
Jorge 1913;20230921;1;1;0
Jorge 2023;20230923;1;1;0
Jorge Portella 1906;20230921;1;1;0
Jorginho 1988;20230921;1;1;0
Jorginho 1990;20230921;1;1;0
Jorginho 2001;20230923;1;1;0
Jorginho 2002;20230921;1;1;0
Jorginho 2002;20230923;1;1;0
Jose Aldo Pereira;20230921;1;1;0
Jose Bello 1913;20230920;1;1;0
Jose Faville Neto;20230922;1;1;1
Jose Gomes Coimbra 1913;20230918;1;1;0
Jose Mendes Muro;20230920;1;1;0
Joao Carlos 1955;20230918;1;1;0
Joao Costa Santos 1909;20230918;1;1;0
Joao Leal 1912;20230918;1;1;0
Joao Lourenco 2023;20230923;1;1;0
Joao Marcio 1965;20230922;1;1;0
Joao Neto 2023;20230923;1;1;0
Juan 2005;20230921;1;1;0
Juiz de Fora 2 X 5 Fluminense;20230923;1;1;0
Juliano 2006;20230921;1;1;0
Julio Cesar 2011;20230921;1;1;0
Julio Moraes 1904;20230922;1;1;0
Juninho 2006;20230921;1;1;0
Junior Barranquilla 3 X 0 Fluminense;20230921;1;1;0
Junior Cesar 2008;20230920;1;1;0
Juventude 1 X 0 Fluminense;20230921;1;1;0
Juventude MT 4 X 1 Fluminense;20230919;1;1;0
Joia da Princesa;20230918;1;1;1
Julio Cesar 1996;20230924;1;1;0
Kashima Antlers 2 X 0 Fluminense;20230918;1;1;1
Kashima Antlers 2 X 0 Fluminense;20230922;1;1;1
Kashima Antlers 2 X 0 Fluminense;20230924;1;1;0
Kaua Elias 2023;20230923;1;1;0
Keno 2023;20230922;1;1;0
Kieza 2010;20230918;1;1;0
Kleber 2005;20230920;1;1;0
Lanzini 2012;20230921;1;1;0
Laranjeiras;20230921;1;1;0
Laranjeiras;20230923;1;1;1
Lausane 2 X 3 Fluminense;20230918;1;1;0
Leandro Amaral 2009;20230919;1;1;0
Leandro Bonfim 2009;20230921;1;1;0
Leandro Euzebio 2014;20230924;1;1;0
Leandro Pedro Vuaden;20230922;1;1;0
Lela 1982;20230921;1;1;0
Lele 2023;20230923;1;1;0
Leon 1963;20230918;1;1;0
Leonardo Moura 2004;20230920;1;1;0
Libertadores da America;20230919;1;1;0
Libertadores da America;20230924;1;1;0
Libertadores da America 1971;20230919;1;1;0
Libertadores da America 1985;20230919;1;1;0
Libertadores da America 2008;20230922;1;1;0
Libertadores da America 2012;20230922;1;1;0
Lille 3 X 3 Fluminense;20230918;1;1;0
Lima 1997;20230920;1;1;0
Linhares 1 X 1 Fluminense;20230920;1;1;1
Lino 2005;20230923;1;1;0
Lippe Pereira Peixoto;20230924;1;1;0
Lista de Adversario do mesmo pais;20230920;1;1;0
Lista de Jogadores por Nacionalidade;20230920;1;1;0
Liverpool URU 1 X 0 Fluminense;20230919;1;1;0
Lopes 2003;20230921;1;1;0
Los Larios;20230918;1;1;0
Loup 1908;20230918;1;1;0
Loup 1908;20230922;1;1;0
Lucca 2021;20230921;1;1;0
Lucio 1958;20230918;1;1;0
Luis Antonio 1995;20230920;1;1;0
Luis Carlos Antunes;20230918;1;1;0
Luis Fernando 1993;20230922;1;1;0
Luis Fernando 2002;20230922;1;1;0
Luiz Alberto 2009 - Gols por Ano;20230919;1;1;0
Luiz Carlos 1957;20230918;1;1;0
Luiz Flavio de Oliveira;20230922;1;1;0
Luiz Maia 1912;20230918;1;1;0
Luiz Maia 1912;20230924;1;1;0
Luiz de Queiroz;20230919;1;1;0
Leo 1959;20230918;1;1;0
Macale 1993;20230924;1;1;0
Machado 1983;20230919;1;1;0
Machadao;20230921;1;1;0
Macula 1991;20230924;1;1;1
Madureira 0 X 0 Fluminense;20230923;1;1;0
Madureira 0 X 1 Fluminense;20230922;1;1;0
Madureira 0 X 2 Fluminense;20230921;1;1;0
Madureira 0 X 2 Fluminense;20230924;1;1;0
Madureira 1 X 1 Fluminense;20230920;1;1;0
Madureira 1 X 2 Fluminense;20230922;1;1;0
Madureira 1 X 5 Fluminense;20230922;1;1;0
Madureira 1 X 6 Fluminense;20230920;1;1;0
Madureira 2 X 3 Fluminense;20230921;1;1;0
Madureira 2 X 5 Fluminense;20230924;1;1;0
Madureira 3 X 3 Fluminense;20230923;1;1;0
Madureira 3 X 3 Fluminense;20230924;1;1;0
Madureira 4 X 2 Fluminense;20230921;1;1;0
Magno Alves 2016;20230919;1;1;0
Magno Alves 2016;20230921;1;1;0
Magrao 1994;20230921;1;1;0
Maia 1941;20230918;1;1;0
Maia 1941;20230921;1;1;0
Maicon 2005;20230920;1;1;0
Maicon 2005;20230921;1;1;0
Maior Artilheiro contra Adversario;20230918;1;1;0
Maior Artilheiro contra Adversario em Campeonato em Estadio;20230921;1;1;0
Maior Artilheiro em 1 campeonato;20230918;1;1;0
Maior Artilheiro em Campeonato;20230918;1;1;0
Maior Artilheiro em Campeonato;20230919;1;1;0
Maior Artilheiro em Estadio;20230918;1;1;0
Maiores Artilheiros;20230918;1;1;0
Maiores Artilheiros em 1 Brasileiro;20230918;1;1;0
Maiores Artilheiros em 1 Partida;20230921;1;1;0
Maiores Artilheiros em jogos oficiais;20230919;1;1;0
Maiores Artilheiros seculo XXI;20230919;1;1;0
Maiores Assistentes;20230918;1;1;0
Maiores Assistentes;20230919;1;1;0
Maiores Publicos;20230920;1;1;0
Maiores Publicos - Classicos;20230918;1;1;0
Maiores Publicos - Classicos;20230924;1;1;0
Mais Jogos;20230919;1;1;0
Mais Jogos;20230922;1;1;0
Mais Participacoes em gols em 1 jogo;20230923;1;1;0
Mais Substituidos - Admildo Chirol na 1ª passagem;20230918;1;1;0
Mais Substituidos - Fernando Diniz na 2ª passagem;20230918;1;1;0
Mais Substituidos em 2023;20230919;1;1;0
Mais Treinou;20230922;1;1;0
Mais defendeu penalties;20230922;1;1;0
Mais jogos contra Adversario em Campeonato;20230922;1;1;0
Mais jogos em Campeonato;20230919;1;1;0
Mais jogos em Campeonato;20230922;1;1;0
Mais jogos no elenco atual;20230919;1;1;0
Mais jogos no(a) Brasileiro;20230919;1;1;0
Mais jogos no(a) Libertadores da America;20230919;1;1;0
Mais jogos nos Seculos;20230922;1;1;0
Mais jogou com Tecnico;20230922;1;1;0
Mais jogou em Campeonato;20230922;1;1;0
Mais jogou em Estadio;20230922;1;1;0
Mais passagens;20230922;1;1;0
Mais substituidos - em Ano;20230919;1;1;0
Mais treinou contra Adversario;20230922;1;1;0
Mais treinou em Campeonato;20230921;1;1;0
Mais treinou em Estadio;20230922;1;1;0
Maneco 1949;20230921;1;1;0
Mangueira 0 X 2 Fluminense;20230924;1;1;0
Mangueira 0 X 8 Fluminense;20230924;1;1;0
Mano 1993;20230921;1;1;0
Manoel 1964;20230921;1;1;0
Manoel 2023;20230923;1;1;0
Manoel Mota 1913;20230921;1;1;0
Mantiqueira 1945;20230921;1;1;0
Maracana - Brasileiro;20230920;1;1;0
Maracana - Brasileiro;20230921;1;1;0
Maracana em 01/01/2022 - 21/09/2023;20230921;1;1;0
Maranhao 2017;20230921;1;1;0
Marcelinho 2013;20230921;1;1;0
Marcelinho Paulista 1999;20230921;1;1;0
Marcelo 1989;20230921;1;1;0
Marcelo 1994;20230921;1;1;0
Marcelo 1997;20230921;1;1;0
Marcelo 2004;20230920;1;1;0
Marcelo 2022;20230921;1;1;0
Marcelo 2023;20230922;1;1;1
Marcelo 2023 - Cruzeiro;20230921;1;1;0
Marcelo Barreto 1993;20230918;1;1;1
Marcelo Cardoso 1997;20230921;1;1;0
Marcelo Ribeiro 1992;20230921;1;1;0
Marcelo de Lima Henrique;20230919;1;1;0
Marcial 1937;20230921;1;1;0
Marcial 1937 - Brant 1941;20230921;1;1;0
Marcial 1937 - Orozimbo 1939;20230921;1;1;0
Marcinho 1989;20230921;1;1;0
Marco Antonio 1977;20230921;1;1;0
Marcondes 1924;20230921;1;1;0
Marcos Aurelio 2005;20230921;1;1;0
Marcos Felipe 2022;20230920;1;1;0
Marcos Felipe 2022;20230921;1;1;0
Marcos Henrique 2003;20230919;1;1;1
Marcos Pedro 2022;20230921;1;1;0
Marcao 1988;20230921;1;1;0
Marcao 2006;20230919;1;1;0
Mariano 2011;20230918;1;1;0
Mariano 2011;20230923;1;1;0
Marinho 1958;20230918;1;1;0
Marinho Chagas 1978 - Gols por Ano;20230924;1;1;0
Marlon 2022;20230920;1;1;0
Marlon 2022;20230923;1;1;0
Marquinho 2005;20230921;1;1;0
Marquinho 2017;20230923;1;1;0
Marquinhos 2002;20230919;1;1;0
Marrony 2023;20230923;1;1;0
Mascotes;20230921;1;1;0
Mascotes;20230923;1;1;1
Mateus Goncalves 2019;20230919;1;1;0
Matheus Carvalho 2014;20230919;1;1;0
Matheus Delgado Candancan;20230921;1;1;0
Matheus Delgado Candancan;20230923;1;1;0
Matheus Pato 2020;20230919;1;1;0
Mattei di Macerata;20230922;1;1;0
Mauro 2005;20230921;1;1;0
Mauricio Fernandes 2002;20230924;1;1;1
Mavilis 1 X 9 Fluminense;20230924;1;1;0
Mazola 1992;20230923;1;1;1
Mazza 1958;20230918;1;1;0
Melhores Duplas;20230918;1;1;0
Melhores Duplas;20230919;1;1;0
Melhores Duplas;20230922;1;1;0
Michael 2015;20230923;1;1;0
Michel Araujo 2023;20230921;1;1;0
Michel Araujo 2023;20230923;1;1;0
Miguel 1956;20230918;1;1;0
Milan 0 X 1 Fluminense;20230918;1;1;1
Milani 1940;20230924;1;1;0
Milionarios 1 X 2 Fluminense;20230921;1;1;0
Milionarios 1 X 2 Fluminense;20230922;1;1;0
Minutagem 2023;20230918;1;1;0
Minutagem em Ano;20230918;1;1;0
Minutagem por passagem de tecnico;20230919;1;1;0
Minutagem por passagem de tecnico;20230922;1;1;0
Moacyrzao;20230919;1;1;0
Monumental de Nunez;20230923;1;1;0
Monzon 2013;20230919;1;1;0
Moto Club 2 X 4 Fluminense;20230918;1;1;0
Mozart 1959;20230918;1;1;0
Moca Bonita;20230921;1;1;0
Moca Bonita;20230922;1;1;0
Moca Bonita;20230923;1;1;0
Mr. Aldridge;20230920;1;1;0
Multilinha Combinada de Artilheiros;20230918;1;1;0
Municipal Macapa;20230919;1;1;0
Municipal de Coroata;20230919;1;1;1
Muriel 2022;20230922;1;1;0
Murilo 2003;20230924;1;1;1
Mutzembecker 1913;20230919;1;1;0
Marcio 1969;20230921;1;1;0
Marcio Baby 1994;20230921;1;1;0
Marcio Costa 1997;20230921;1;1;0
Mario 1959;20230918;1;1;0
Mario Frias 1902;20230922;1;1;0
Mario Rocha 1903;20230921;1;1;0
Mario Tilico 1994;20230920;1;1;0
Mario Vianna;20230924;1;1;0
Media de Gols;20230922;1;1;0
Media de Publico - Classicos;20230918;1;1;0
Media de penalties;20230922;1;1;0
Nacional Tanzania;20230919;1;1;0
Nacional Uruguai 0 X 1 Fluminense;20230924;1;1;0
Naegly 1907;20230918;1;1;0
Naegly 1907;20230921;1;1;0
Neinha 1981;20230920;1;1;0
Nene 2021;20230920;1;1;0
Nestor Macedo 1915;20230918;1;1;0
Nestor Sampaio 1906;20230918;1;1;0
Ney 1958;20230918;1;1;0
Nicola 2001;20230923;1;1;0
Nino 2023;20230918;1;1;0
Nino 2023;20230919;1;1;0
Noca 1959;20230918;1;1;0
Nova Iguacu 0 X 1 Fluminense;20230921;1;1;0
Nunes 1979;20230919;1;1;0
Nautico 0 X 2 Fluminense;20230923;1;1;0
Nautico 3 X 1 Fluminense;20230920;1;1;0
Nelio 1970;20230921;1;0;0
Numeros por posicao;20230918;1;1;0
Olaria 0 X 0 Fluminense;20230918;1;1;0
Olaria 1 X 3 Fluminense;20230921;1;1;0
Olaria 1 X 7 Fluminense;20230921;1;1;0
Olaria 1 X 7 Fluminense;20230924;1;1;0
Olaria 2 X 3 Fluminense;20230920;1;1;0
Olaria 2 X 8 Fluminense;20230921;1;1;0
Olimpia 1 X 3 Fluminense;20230918;1;1;0
Olimpia 1 X 3 Fluminense;20230920;1;1;0
Olimpia 2 X 0 Fluminense;20230921;1;1;0
Olimpique Nice 1 X 2 Fluminense;20230924;1;1;0
Oriente Petrolero 1 X 10 Fluminense;20230921;1;1;0
Orozimbo 1939;20230924;1;1;0
Oscar Cox 1908;20230918;1;1;0
Oscar Cox 1908;20230921;1;1;0
Oscar Pereira Gomes;20230924;1;1;0
Osk/Degerfors 2 X 1 Fluminense;20230920;1;1;0
Oswaldo 1958;20230918;1;1;0
Otto Bandusck;20230924;1;1;0
Otavio 1953;20230918;1;1;0
PSV Eindhoven 1 X 1 Fluminense;20230918;1;1;0
Pablo Dyego 2020;20230921;1;1;0
Palmeiras - Brasileiro 1994;20230920;1;1;0
Palmeiras 0 X 1 Fluminense;20230921;1;1;0
Palmeiras 0 X 2 Fluminense;20230921;1;1;0
Palmeiras 1 X 1 Fluminense;20230921;1;1;0
Palmeiras 3 X 0 Fluminense;20230924;1;1;0
Palmeiras 3 X 2 Fluminense;20230920;1;1;0
Palmeiras 3 X 2 Fluminense;20230921;1;1;0
Palmeiras 4 X 1 Fluminense;20230921;1;1;0
Parada de Lucas;20230919;1;1;0
Paraguaio 1955;20230918;1;1;0
Paris Saint Germain 0 X 1 Fluminense;20230918;1;1;0
Paris Saint Germain 1 X 1 Fluminense;20230924;1;1;0
Passagens de Tecnico;20230921;1;1;0
Paulistano 0 X 1 Fluminense;20230924;1;1;0
Paulistano 1 X 3 Fluminense;20230924;1;1;0
Paulistano 2 X 2 Fluminense;20230922;1;1;0
Paulo Cesar Lima 1976;20230924;1;1;0
Paulo Cesar de Oliveira;20230922;1;1;0
Paulo Goulart 1985;20230918;1;1;0
Paulo Goulart 1985;20230919;1;1;0
Paulo Goulart 1985;20230920;1;1;0
Paulo Henrique Ganso 2023;20230919;1;1;0
Paulo Isidoro 2002;20230921;1;1;0
Paulo Isidoro 2002;20230922;1;1;0
Paulo Lino 1982;20230922;1;1;1
Paulo Lino 1982;20230924;1;1;1
Paulo Lumumba 1971;20230922;1;1;0
Paulo Victor 1988;20230918;1;1;0
Paulo Victor 1988;20230921;1;1;0
Paulo Victor 1988;20230922;1;1;1
Paulo de Paula 1958;20230918;1;1;0
Paysandu 0 X 3 Fluminense;20230918;1;1;0
Paysandu 0 X 3 Fluminense;20230921;1;1;0
Paysandu 0 X 3 Fluminense;20230923;1;1;0
Paysandu 2 X 0 Fluminense;20230918;1;1;1
Paysandu Cricket 1 X 6 Fluminense;20230918;1;1;0
Paysandu Cricket 2 X 2 Fluminense;20230921;1;1;0
Paysandu Cricket 3 X 0 Fluminense;20230921;1;1;0
Paysandu Cricket 3 X 0 Fluminense;20230922;1;1;0
Paysandu Cricket 3 X 1 Fluminense;20230922;1;1;0
Pederneiras 1905;20230918;1;1;0
Pedrinho 2006;20230921;1;1;0
Pedro Carlos Bregalda;20230921;1;1;1
Pedro Rangel 2023;20230923;1;1;0
Penalties a favor do Fluminense;20230920;1;1;0
Penalties convertidos pelo Fluminense;20230920;1;1;0
Pepsi Cup;20230924;1;1;0
Petkovic 2006 - Gols por Adversario;20230919;1;1;0
Pinheiro Machado 1911;20230918;1;1;0
Pires 1993;20230924;1;1;0
Pisa 0 X 0 Fluminense;20230924;1;1;0
Ponte Preta 1 X 2 Fluminense;20230924;1;1;0
Porto 3 X 1 Fluminense;20230918;1;1;0
Portuguesa 0 X 1 Fluminense;20230921;1;1;0
Portuguesa 1 X 3 Fluminense;20230921;1;1;0
Portuguesa 1 X 3 Fluminense;20230924;1;1;0
Portuguesa SP 1 X 5 Fluminense;20230924;1;1;0
Portuguesa SP 2 X 1 Fluminense;20230918;1;1;0
Portuguesa Santista 4 X 4 Fluminense;20230923;1;1;0
Preguinho 1939;20230923;1;1;0
Presenca Estrangeiros;20230922;1;1;0
Preto Casagrande 2005;20230923;1;1;0
Procopio 1965;20230921;1;1;0
Proximos Jogos;20230920;1;1;0
Proximos Jogos;20230921;1;1;0
Py 1930;20230918;1;1;0
Quincas 1956;20230919;1;1;0
Racing Paris 0 X 2 Fluminense;20230918;1;1;0
Rafael 2008;20230921;1;1;0
Rafael Moura 2012;20230922;1;1;0
Rafael Sobis 2014;20230921;1;1;0
Rafael Traci;20230922;1;1;0
Ramon 2004;20230922;1;1;0
Ramon 2004;20230923;1;1;0
Ramon 2018;20230918;1;1;0
Ramon Abatti Abel;20230921;1;1;0
Ranking de gols por tipo;20230922;1;1;0
Ranking de gols por tipo;20230924;1;1;0
Ranking dos gols - Barriga nos seculos;20230923;1;1;0
Ranking dos gols - Bicicleta;20230923;1;1;0
Ranking dos gols - Bicicleta nos seculos;20230923;1;1;0
Ranking dos gols - Cabeca;20230923;1;1;0
Ranking dos gols - Cabeca nos seculos;20230923;1;1;0
Ranking dos gols - Falta;20230923;1;1;0
Ranking dos gols - Falta nos seculos;20230924;1;1;0
Ranking dos gols - Penalti;20230923;1;1;0
Ranking dos gols - Penalti nos seculos;20230923;1;1;0
Ranking dos gols - Placa nos seculos;20230923;1;1;0
Raphael Claus;20230920;1;1;0
Raphael Mazine;20230924;1;1;0
Reidy 1907;20230918;1;1;0
Renato Gaucho 1997;20230920;1;1;0
Rene 1992;20230923;1;1;0
Resende 0 X 2 Fluminense;20230921;1;1;0
Resende 0 X 4 Fluminense;20230921;1;1;0
Resende 2 X 1 Fluminense;20230922;1;1;0
Ricardo Cruz 1994;20230922;1;1;0
Ricardo Gomes 1988;20230922;1;1;0
Ricardo Lopes 1986;20230918;1;1;1
Ricardo Lopes 1986;20230919;1;1;1
Richarlison 2017;20230921;1;1;0
Richarlison 2017;20230923;1;1;0
Rio Cricket 0 X 3 Fluminense;20230918;1;1;0
Rio Cricket 0 X 4 Fluminense;20230922;1;1;0
Rio Cricket 1 X 2 Fluminense;20230922;1;1;0
Rio Cricket 1 X 3 Fluminense;20230922;1;1;0
Rio Cricket 1 X 7 Fluminense;20230922;1;1;0
Rio Cricket 2 X 3 Fluminense;20230922;1;1;0
Rio Football Club 0 X 8 Fluminense;20230922;1;1;0
Rio Football Club 0 X 8 Fluminense;20230923;1;1;0
Rivelino 1978;20230919;1;1;0
Rivelino 1978;20230923;1;1;0
River 0 X 5 Fluminense;20230918;1;1;0
River Plate 2 X 0 Fluminense;20230918;1;1;0
River Plate 2 X 0 Fluminense;20230921;1;1;0
River Plate 2 X 0 Fluminense;20230923;1;1;0
Robert Evans;20230921;1;1;0
Roberto 1963;20230920;1;1;0
Roberto 1967;20230920;1;1;0
Roberto Bertucco 1985;20230924;1;1;0
