# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240715
# Data de termino: 20240721
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240718;833;109;7.785046728971962;0
page_view;20240721;802;176;4.690058479532164;0
page_view;20240720;782;95;8.5;0
page_view;20240716;710;144;5;0
user_engagement;20240718;696;82;8.487804878048781;0
user_engagement;20240721;629;119;5.330508474576271;0
page_view;20240715;496;143;3.5428571428571427;0
scroll;20240718;495;78;6.346153846153846;0
user_engagement;20240720;464;53;8.754716981132075;0
page_view;20240719;458;75;6.63768115942029;0
scroll;20240720;436;42;10.380952380952381;0
user_engagement;20240716;393;35;11.228571428571428;0
user_engagement;20240719;381;56;7.055555555555555;0
page_view;20240717;363;71;5.185714285714286;0
scroll;20240716;328;34;9.647058823529411;0
user_engagement;20240715;309;44;7.186046511627907;0
scroll;20240721;295;92;3.2065217391304346;0
user_engagement;20240717;291;59;4.932203389830509;0
scroll;20240719;225;56;4.090909090909091;0
session_start;20240721;209;177;1.2151162790697674;0
form_submit;20240721;208;49;4.244897959183674;0
scroll;20240715;203;37;5.486486486486487;0
form_submit;20240720;201;26;7.730769230769231;0
click;20240720;200;3;66.66666666666667;0
form_submit;20240718;163;54;3.0185185185185186;0
session_start;20240716;163;144;1.147887323943662;0
scroll;20240717;160;51;3.1372549019607843;0
session_start;20240715;158;144;1.1285714285714286;0
click;20240716;137;3;45.666666666666664;0
session_start;20240718;136;109;1.2710280373831775;0
first_visit;20240721;133;133;1;0
form_start;20240718;132;56;2.357142857142857;0
form_submit;20240716;130;18;7.222222222222222;0
first_visit;20240716;126;126;1;0
first_visit;20240715;116;116;1;0
form_submit;20240719;113;31;3.6451612903225805;0
session_start;20240720;107;95;1.1630434782608696;0
form_start;20240721;99;50;1.98;0
form_start;20240716;93;18;5.166666666666667;0
form_submit;20240715;92;27;3.4074074074074074;0
session_start;20240719;86;76;1.2463768115942029;0
form_start;20240720;85;27;3.1481481481481484;0
form_submit;20240717;84;26;3.230769230769231;0
session_start;20240717;82;71;1.1714285714285715;0
form_start;20240715;70;29;2.413793103448276;0
first_visit;20240720;65;65;1;0
first_visit;20240718;62;62;1;0
form_start;20240719;61;32;1.90625;0
form_start;20240717;57;27;2.111111111111111;0
click;20240718;44;16;2.75;0
first_visit;20240717;44;44;1;0
first_visit;20240719;38;38;1;0
click;20240719;36;9;4;0
click;20240715;31;8;3.875;0
click;20240717;20;5;4;0
click;20240721;14;8;1.75;0
