# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240101
# Data de termino: 20240108
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
/link_jogo/2934;20240108;143;136;128;25.09090909090909;0;0
/;20240102;57;43;20;6.280701754385965;0;0
/;20240104;55;41;12;4.345454545454546;0;0
/;20240106;46;33;12;4.739130434782608;0;0
/;20240105;45;30;8;6.377777777777778;0;0
/;20240108;42;26;5;4.095238095238095;0;0
/;20240107;41;31;11;5.2439024390243905;0;0
/;20240101;38;28;10;4.947368421052632;0;0
/mostra_jogador;20240104;38;22;0;45.18421052631579;0;0
/jogador;20240104;35;27;3;45.17142857142857;0;0
/;20240103;34;25;7;4.235294117647059;0;0
/link_adversario/511;20240103;31;30;30;13.32258064516129;0;0
/jogador;20240102;27;18;0;56.7037037037037;0;0
/jogador;20240106;25;15;0;88.2;0;0
/mostra_jogador;20240106;23;12;0;58.391304347826086;0;0
/mostra_jogador;20240102;21;16;0;36.04761904761905;0;0
/jogador;20240107;20;11;0;69.75;0;0
/jogador;20240103;19;13;0;41.94736842105263;0;0
/jogador;20240105;19;14;0;98.57894736842105;0;0
/jogador;20240108;18;11;0;43.833333333333336;0;0
/mostra_jogador;20240105;18;13;0;67.61111111111111;0;0
/mostra_jogador;20240107;17;11;1;83.70588235294117;0;0
/especial;20240101;16;11;0;2.8125;0;0
/especial;20240102;15;9;0;5.333333333333333;0;0
/mostra_jogador;20240103;15;9;0;33.733333333333334;0;0
/mostra_jogador;20240108;15;9;0;27.933333333333334;0;0
/adversario;20240108;14;13;1;19.857142857142858;0;0
/especial;20240104;13;8;0;6;0;0
/jogador;20240101;13;13;1;47.15384615384615;0;0
/jogo;20240103;13;12;0;59.69230769230769;0;0
/jogo;20240104;13;12;0;15.846153846153847;0;0
/jogo;20240105;13;11;0;19.23076923076923;0;0
/jogo;20240106;13;10;0;32.07692307692308;0;0
/mostra_jogador;20240101;13;12;0;88.84615384615384;0;0
/adversario;20240104;12;12;0;14;0;0
/adversario;20240107;12;8;0;27.916666666666668;0;0
/especial;20240108;12;5;0;5.083333333333333;0;0
/mostra_tecnico;20240106;11;10;0;33.45454545454545;0;0
/adversario;20240102;10;10;0;80.2;0;0
/consulta_especial_jogador;20240104;10;6;0;20.3;0;0
/jogo;20240102;10;8;0;30.4;0;0
/mostra_adversario;20240104;10;10;0;34;0;0
/mostra_adversario;20240108;10;10;0;30.5;0;0
/tecnico;20240106;10;10;0;11.7;0;0
/adversario;20240106;9;9;1;10;0;0
/link_campeonato/445;20240104;9;8;6;16.88888888888889;0;0
/mostra_adversario;20240107;9;6;0;30.555555555555557;0;0
/mostra_jogo;20240103;9;6;0;99.88888888888889;0;0
/campeonato;20240105;8;6;0;15.625;0;0
/consulta_especial_jogador;20240101;8;7;0;22;0;0
/consulta_especial_jogador;20240102;8;5;0;10.875;0;0
/consulta_especial_jogador;20240108;8;5;0;9.375;0;0
/especial;20240103;8;7;0;4.75;0;0
/jogo;20240107;8;7;0;29.5;0;0
