Data;Visualizações;Usuários;Novos Usuarios;Endereço;Página;Código
27/08/2023;3;3;0;consulta_especial_tecnico;consulta_especial_tecnico;#N/D
31/08/2023;3;3;0;consulta_especial_tecnico;consulta_especial_tecnico;#N/D
25/08/2023;3;2;0;consulta_jogador/104999000;consulta_jogador;104999000
22/08/2023;3;1;0;consulta_jogador/268106000;consulta_jogador;268106000
25/08/2023;3;2;0;consulta_jogador/268106000;consulta_jogador;268106000
25/08/2023;3;1;0;consulta_jogo/658000000;consulta_jogo;658000000
31/08/2023;3;3;0;consulta_ranking/800103000000;consulta_ranking;8,00E+11
19/08/2023;3;3;0;consulta_ranking/900102000000;consulta_ranking;9,00E+11
20/08/2023;3;3;0;consulta_ranking/900102000000;consulta_ranking;9,00E+11
25/08/2023;3;2;0;consulta_ranking/900102000000;consulta_ranking;9,00E+11
25/08/2023;3;3;0;consulta_ranking/900103000000;consulta_ranking;9,00E+11
19/08/2023;3;3;0;consulta_ranking/900106000000;consulta_ranking;9,00E+11
25/08/2023;3;2;0;consulta_ranking/900106000000;consulta_ranking;9,00E+11
25/08/2023;3;3;0;contato;contato;#N/D
30/08/2023;3;3;0;credito;credito;#N/D
29/08/2023;3;3;0;curiosidade;curiosidade;#N/D
30/08/2023;3;3;0;curiosidade;curiosidade;#N/D
31/08/2023;3;3;0;curiosidade;curiosidade;#N/D
19/08/2023;3;3;0;estadio;estadio;#N/D
22/08/2023;3;3;0;estadio;estadio;#N/D
28/08/2023;3;3;0;estadio;estadio;#N/D
20/08/2023;3;3;0;estadio_todos;estadio_todos;#N/D
21/08/2023;3;3;0;estadio_todos;estadio_todos;#N/D
25/08/2023;3;3;0;generico_estadio/500102000;generico_estadio;500102000
22/08/2023;3;3;0;geral;geral;#N/D
26/08/2023;3;3;0;geral;geral;#N/D
28/08/2023;3;3;0;geral;geral;#N/D
22/08/2023;3;3;0;grafico;grafico;#N/D
27/08/2023;3;3;0;grafico;grafico;#N/D
28/08/2023;3;3;0;grafico;grafico;#N/D
23/08/2023;3;3;0;grafico_artilheiro/500;grafico_artilheiro;500
31/08/2023;3;3;0;grafico_artilheiro/500;grafico_artilheiro;500
21/08/2023;3;1;0;grafico_artilheiro/503;grafico_artilheiro;503
23/08/2023;3;3;0;grafico_artilheiro/512;grafico_artilheiro;512
19/08/2023;3;3;0;link_adversario/109;link_adversario;109
28/08/2023;3;3;0;link_adversario/418;link_adversario;418
31/08/2023;3;3;0;link_adversario/741;link_adversario;741
20/08/2023;3;1;0;link_arbitro/418;link_arbitro;418
24/08/2023;3;3;0;link_batedor/8490;link_batedor;8490
20/08/2023;3;3;1;link_estadio/23;link_estadio;23
28/08/2023;3;3;3;link_estadio/23;link_estadio;23
25/08/2023;3;3;0;link_estadio/316;link_estadio;316
19/08/2023;3;3;0;link_jogador/2204;link_jogador;2204
25/08/2023;3;2;0;link_jogador/2350;link_jogador;2350
26/08/2023;3;3;0;link_jogador/2350;link_jogador;2350
19/08/2023;3;3;0;link_jogador/2367;link_jogador;2367
27/08/2023;3;3;0;link_jogador/2376;link_jogador;2376
27/08/2023;3;3;0;link_jogador/2409;link_jogador;2409
28/08/2023;3;2;0;link_jogador/2409;link_jogador;2409
28/08/2023;3;3;0;link_jogador/2475;link_jogador;2475
26/08/2023;3;3;0;link_jogador/2492;link_jogador;2492
25/08/2023;3;3;0;link_jogador/2493;link_jogador;2493
26/08/2023;3;3;0;link_jogador/2493;link_jogador;2493
22/08/2023;3;2;1;link_jogador/501;link_jogador;501
29/08/2023;3;3;3;link_jogador/854;link_jogador;854
27/08/2023;3;3;1;link_jogador/950;link_jogador;950
28/08/2023;3;3;0;link_jogador/950;link_jogador;950
29/08/2023;3;2;0;link_jogador/950;link_jogador;950
24/08/2023;3;1;1;link_jogo/2328;link_jogo;2328
29/08/2023;3;3;3;link_jogo/2328;link_jogo;2328
25/08/2023;3;3;3;link_jogo/2934;link_jogo;2934
27/08/2023;3;3;3;link_jogo/2934;link_jogo;2934
25/08/2023;3;3;3;link_jogo/3039;link_jogo;3039
30/08/2023;3;3;3;link_jogo/4990;link_jogo;4990
29/08/2023;3;1;0;link_jogo/6352;link_jogo;6352
25/08/2023;3;2;2;link_jogo/7137;link_jogo;7137
28/08/2023;3;2;0;link_jogo/7461;link_jogo;7461
26/08/2023;3;2;0;link_jogo/7897;link_jogo;7897
28/08/2023;3;3;0;link_jogo/8433;link_jogo;8433
27/08/2023;3;1;0;link_jogo/8664;link_jogo;8664
27/08/2023;3;3;0;link_jogo/8699;link_jogo;8699
31/08/2023;3;3;0;link_jogo/8702;link_jogo;8702
25/08/2023;3;2;0;link_jogo/8716;link_jogo;8716
28/08/2023;3;2;0;link_jogo/8719;link_jogo;8719
28/08/2023;3;2;0;link_jogo/8720;link_jogo;8720
28/08/2023;3;2;0;link_jogo/8721;link_jogo;8721
28/08/2023;3;2;0;link_jogo/8722;link_jogo;8722
20/08/2023;3;3;0;link_jogo/8725;link_jogo;8725
25/08/2023;3;2;0;link_jogo/8725;link_jogo;8725
28/08/2023;3;2;0;link_jogo/8725;link_jogo;8725
20/08/2023;3;3;0;link_jogo/8726;link_jogo;8726
28/08/2023;3;2;0;link_jogo/8726;link_jogo;8726
31/08/2023;3;3;0;link_jogo/8726;link_jogo;8726
28/08/2023;3;2;0;link_jogo/8727;link_jogo;8727
24/08/2023;3;3;0;link_jogo/8728;link_jogo;8728
25/08/2023;3;2;0;link_jogo/8728;link_jogo;8728
28/08/2023;3;2;0;link_jogo/8728;link_jogo;8728
31/08/2023;3;3;0;link_jogo/8729;link_jogo;8729
28/08/2023;3;2;0;link_video/8730;link_video;8730
24/08/2023;3;3;2;maiores_publicos_classicos;maiores_publicos_classicos;#N/D
26/08/2023;3;2;0;media_publico;media_publico;#N/D
19/08/2023;3;2;0;mostra_arbitro;mostra_arbitro;#N/D
31/08/2023;3;3;0;mostra_espadv2;mostra_espadv2;#N/D
20/08/2023;3;3;0;mostra_especial/;mostra_especial;
22/08/2023;3;3;0;mostra_especial/;mostra_especial;
21/08/2023;3;2;0;mostra_especial_jogo;mostra_especial_jogo;#N/D
30/08/2023;3;2;0;mostra_especial_jogo;mostra_especial_jogo;#N/D
30/08/2023;3;3;0;mostra_estadio;mostra_estadio;#N/D
19/08/2023;3;3;0;mostra_jogador_gols;mostra_jogador_gols;#N/D
20/08/2023;3;2;0;mostra_jogador_gols;mostra_jogador_gols;#N/D
22/08/2023;3;1;0;mostra_jogador_gols;mostra_jogador_gols;#N/D
23/08/2023;3;2;0;mostra_jogador_gols;mostra_jogador_gols;#N/D
25/08/2023;3;2;0;mostra_jogador_gols;mostra_jogador_gols;#N/D
20/08/2023;3;3;0;mostra_ranking/800801000000;mostra_ranking;8,01E+11
26/08/2023;3;3;0;mostra_ranking/801000000000;mostra_ranking;8,01E+11
27/08/2023;3;3;0;mostra_ranking/801000000000;mostra_ranking;8,01E+11
20/08/2023;3;3;0;mostra_ranking/867000000000;mostra_ranking;8,67E+11
27/08/2023;3;3;0;mostra_ranking/867000000000;mostra_ranking;8,67E+11
21/08/2023;3;3;0;mostra_ranking/900000000000;mostra_ranking;9,00E+11
26/08/2023;3;3;0;mostra_ranking/900000000000;mostra_ranking;9,00E+11
20/08/2023;3;3;0;mostra_ranking/900900000000;mostra_ranking;9,01E+11
25/08/2023;3;3;0;mostra_ranking/900900000000;mostra_ranking;9,01E+11
20/08/2023;3;3;0;mostra_ranking/900910000000;mostra_ranking;9,01E+11
25/08/2023;3;3;0;mostra_ranking/900910000000;mostra_ranking;9,01E+11
20/08/2023;3;3;0;mostra_ranking/904000000000;mostra_ranking;9,04E+11
21/08/2023;3;3;0;mostra_rkg/;mostra_rkg;
26/08/2023;3;3;0;mostra_rkg/;mostra_rkg;
30/08/2023;3;3;0;mostra_rkg/;mostra_rkg;
22/08/2023;3;3;0;mostra_tecnico;mostra_tecnico;#N/D
27/08/2023;3;2;0;mostra_tecnico;mostra_tecnico;#N/D
21/08/2023;3;2;0;mostra_tempodet/;mostra_tempodet;
21/08/2023;3;2;0;mostra_todos;mostra_todos;#N/D
25/08/2023;3;2;0;mostra_todos_jogador;mostra_todos_jogador;#N/D
20/08/2023;3;3;0;tecnico;tecnico;#N/D
22/08/2023;3;3;0;tecnico;tecnico;#N/D
27/08/2023;3;3;0;tecnico;tecnico;#N/D
22/08/2023;2;1;0;arbitro;arbitro;#N/D
29/08/2023;2;2;0;arbitro;arbitro;#N/D
21/08/2023;2;2;0;camisa;camisa;#N/D
27/08/2023;2;2;0;camisa;camisa;#N/D
31/08/2023;2;2;0;camisa;camisa;#N/D
23/08/2023;2;2;0;consulta_campeonato/103999000;consulta_campeonato;103999000
20/08/2023;2;1;0;consulta_especial/100103000;consulta_especial;100103000
19/08/2023;2;2;0;consulta_especial/100999000;consulta_especial;100999000
21/08/2023;2;2;0;consulta_especial/100999000;consulta_especial;100999000
23/08/2023;2;2;0;consulta_especial/100999000;consulta_especial;100999000
30/08/2023;2;2;0;consulta_especial/100999000;consulta_especial;100999000
21/08/2023;2;2;0;consulta_especial/102103000;consulta_especial;102103000
19/08/2023;2;2;0;consulta_especial/102104000;consulta_especial;102104000
19/08/2023;2;1;0;consulta_especial/104102000;consulta_especial;104102000
25/08/2023;2;2;0;consulta_especial/104102000;consulta_especial;104102000
26/08/2023;2;2;0;consulta_especial_adversario;consulta_especial_adversario;#N/D
25/08/2023;2;2;0;consulta_especial_brasileiro;consulta_especial_brasileiro;#N/D
25/08/2023;2;2;0;consulta_especial_campeonato;consulta_especial_campeonato;#N/D
30/08/2023;2;2;0;consulta_especial_campeonato;consulta_especial_campeonato;#N/D
20/08/2023;2;2;0;consulta_especial_estadio;consulta_especial_estadio;#N/D
20/08/2023;2;1;0;consulta_especial_gerais;consulta_especial_gerais;#N/D
24/08/2023;2;2;0;consulta_especial_gerais;consulta_especial_gerais;#N/D
27/08/2023;2;2;0;consulta_especial_gerais;consulta_especial_gerais;#N/D
29/08/2023;2;2;0;consulta_especial_gerais;consulta_especial_gerais;#N/D
30/08/2023;2;2;0;consulta_especial_gerais;consulta_especial_gerais;#N/D
31/08/2023;2;2;0;consulta_especial_gerais;consulta_especial_gerais;#N/D
22/08/2023;2;1;0;consulta_especial_jogos;consulta_especial_jogos;#N/D
24/08/2023;2;2;0;consulta_especial_jogos;consulta_especial_jogos;#N/D
31/08/2023;2;2;0;consulta_especial_tecadv;consulta_especial_tecadv;#N/D
26/08/2023;2;2;0;consulta_especial_tecnico;consulta_especial_tecnico;#N/D
24/08/2023;2;2;0;consulta_estadio/102999000;consulta_estadio;102999000
20/08/2023;2;2;0;consulta_hattrick/750000000000;consulta_hattrick;7,50E+11
31/08/2023;2;2;0;consulta_jogador/104999000;consulta_jogador;104999000
25/08/2023;2;1;0;consulta_jogador/268102000;consulta_jogador;268102000
19/08/2023;2;2;0;consulta_jogador/268106000;consulta_jogador;268106000
20/08/2023;2;2;0;consulta_jogador/268106000;consulta_jogador;268106000
24/08/2023;2;2;0;consulta_jogador/268106000;consulta_jogador;268106000
31/08/2023;2;2;0;consulta_jogador/268106000;consulta_jogador;268106000
23/08/2023;2;2;0;consulta_jogo/654000000;consulta_jogo;654000000
26/08/2023;2;2;0;consulta_jogo/654000000;consulta_jogo;654000000
27/08/2023;2;1;0;consulta_jogo/654000000;consulta_jogo;654000000
28/08/2023;2;1;0;consulta_jogo/655000000;consulta_jogo;655000000
20/08/2023;2;2;0;consulta_jogo/658000000;consulta_jogo;658000000
28/08/2023;2;2;0;consulta_jogo/658000000;consulta_jogo;658000000
21/08/2023;2;1;0;consulta_jogo/658700000;consulta_jogo;658700000
20/08/2023;2;1;0;consulta_numeracao;consulta_numeracao;#N/D
30/08/2023;2;2;0;consulta_numeracao;consulta_numeracao;#N/D
26/08/2023;2;1;0;consulta_placar/689103102;consulta_placar;689103102
28/08/2023;2;2;0;consulta_ranking/290206000000;consulta_ranking;2,90E+11
20/08/2023;2;2;0;consulta_ranking/800103000000;consulta_ranking;8,00E+11
21/08/2023;2;2;0;consulta_ranking/900100000000;consulta_ranking;9,00E+11
25/08/2023;2;2;0;consulta_ranking/900100000000;consulta_ranking;9,00E+11
26/08/2023;2;2;0;consulta_ranking/900100000000;consulta_ranking;9,00E+11
21/08/2023;2;2;0;consulta_ranking/900102000000;consulta_ranking;9,00E+11
23/08/2023;2;2;0;consulta_ranking/900102000000;consulta_ranking;9,00E+11
26/08/2023;2;2;0;consulta_ranking/900102000000;consulta_ranking;9,00E+11
20/08/2023;2;2;0;consulta_ranking/900103000000;consulta_ranking;9,00E+11
27/08/2023;2;2;0;consulta_ranking/900103000000;consulta_ranking;9,00E+11
30/08/2023;2;2;0;consulta_ranking/900103000000;consulta_ranking;9,00E+11
24/08/2023;2;1;0;consulta_ranking/900106000000;consulta_ranking;9,00E+11
27/08/2023;2;2;0;consulta_ranking/900106000000;consulta_ranking;9,00E+11
23/08/2023;2;2;0;consulta_ranking/900107000000;consulta_ranking;9,00E+11
28/08/2023;2;2;0;consulta_ranking/900126000000;consulta_ranking;9,00E+11
31/08/2023;2;2;0;consulta_tecadv/113000000;consulta_tecadv;113000000
25/08/2023;2;2;0;consulta_tempo/102528000;consulta_tempo;102528000
21/08/2023;2;2;0;consulta_tempo/103528000;consulta_tempo;103528000
25/08/2023;2;2;0;credito;credito;#N/D
22/08/2023;2;2;0;curiosidade;curiosidade;#N/D
23/08/2023;2;2;0;curiosidade;curiosidade;#N/D
29/08/2023;2;1;0;duelo_eliminatorio_saldo/344000000;duelo_eliminatorio_saldo;344000000
25/08/2023;2;2;0;estadio_curiosidade;estadio_curiosidade;#N/D
19/08/2023;2;2;0;estadio_todos;estadio_todos;#N/D
23/08/2023;2;2;0;estadio_todos;estadio_todos;#N/D
26/08/2023;2;2;0;generico_adversario/680100000;generico_adversario;680100000
24/08/2023;2;2;0;generico_ano/10610600;generico_ano;10610600
25/08/2023;2;2;0;generico_ano/10610600;generico_ano;10610600
26/08/2023;2;2;0;generico_ano/10610600;generico_ano;10610600
25/08/2023;2;2;0;generico_campeonato/867103000000;generico_campeonato;8,67E+11
25/08/2023;2;2;0;generico_campeonato/867103143000;generico_campeonato;8,67E+11
20/08/2023;2;2;0;generico_tecnico/900834000;generico_tecnico;900834000
29/08/2023;2;2;0;geral;geral;#N/D
30/08/2023;2;2;0;geral;geral;#N/D
25/08/2023;2;2;0;goleiro_gols/462000000;goleiro_gols;462000000
20/08/2023;2;2;0;grafico;grafico;#N/D
30/08/2023;2;2;0;grafico;grafico;#N/D
21/08/2023;2;2;0;grafico_adversario/200;grafico_adversario;200
23/08/2023;2;2;0;grafico_adversario/200;grafico_adversario;200
27/08/2023;2;1;0;grafico_adversario/200;grafico_adversario;200
30/08/2023;2;2;0;grafico_arbitro/101;grafico_arbitro;101
30/08/2023;2;2;0;grafico_artilheiro/420;grafico_artilheiro;420
20/08/2023;2;2;1;grafico_artilheiro/500;grafico_artilheiro;500
22/08/2023;2;2;0;grafico_artilheiro/500;grafico_artilheiro;500
25/08/2023;2;2;0;grafico_artilheiro/500;grafico_artilheiro;500
26/08/2023;2;2;0;grafico_artilheiro/500;grafico_artilheiro;500
30/08/2023;2;2;0;grafico_artilheiro/501;grafico_artilheiro;501
21/08/2023;2;1;0;grafico_artilheiro/502;grafico_artilheiro;502
23/08/2023;2;1;0;grafico_artilheiro/502;grafico_artilheiro;502
24/08/2023;2;1;0;grafico_artilheiro/502;grafico_artilheiro;502
23/08/2023;2;2;0;grafico_artilheiro/515;grafico_artilheiro;515
21/08/2023;2;2;0;grafico_artilheiro/562;grafico_artilheiro;562
23/08/2023;2;2;0;grafico_artilheiro/563;grafico_artilheiro;563
23/08/2023;2;2;0;grafico_artilheiro/608;grafico_artilheiro;608
23/08/2023;2;2;0;grafico_assistencia/601;grafico_assistencia;601
23/08/2023;2;1;0;grafico_assistencia/624;grafico_assistencia;624
26/08/2023;2;2;0;grafico_assistencia/624;grafico_assistencia;624
26/08/2023;2;1;0;grafico_campeonato/203;grafico_campeonato;203
24/08/2023;2;1;0;grafico_campeonato/303;grafico_campeonato;303
21/08/2023;2;1;0;grafico_campeonato/517;grafico_campeonato;517
23/08/2023;2;2;0;grafico_campeonato/517;grafico_campeonato;517
23/08/2023;2;2;0;grafico_campeonato/518;grafico_campeonato;518
23/08/2023;2;2;0;grafico_estadio/202;grafico_estadio;202
21/08/2023;2;1;0;grafico_tecnico/105;grafico_tecnico;105
21/08/2023;2;1;0;grafico_tecnico/305;grafico_tecnico;305
23/08/2023;2;2;0;idades/661000000000;idades;6,61E+11
23/08/2023;2;2;0;idades/662000000000;idades;6,62E+11
24/08/2023;2;2;0;link_adversario/109;link_adversario;109
27/08/2023;2;1;0;link_adversario/35;link_adversario;35
21/08/2023;2;2;0;link_adversario/40;link_adversario;40
26/08/2023;2;2;0;link_adversario/418;link_adversario;418
30/08/2023;2;2;2;link_adversario/461;link_adversario;461
20/08/2023;2;2;2;link_adversario/48;link_adversario;48
23/08/2023;2;2;0;link_adversario/49;link_adversario;49
30/08/2023;2;2;0;link_adversario/49;link_adversario;49
30/08/2023;2;2;1;link_adversario/510;link_adversario;510
23/08/2023;2;2;2;link_adversario/511;link_adversario;511
21/08/2023;2;2;0;link_adversario/62;link_adversario;62
28/08/2023;2;2;0;link_adversario/62;link_adversario;62
21/08/2023;2;2;0;link_adversario/74;link_adversario;74
23/08/2023;2;1;0;link_adversario/741;link_adversario;741
25/08/2023;2;2;0;link_adversario/741;link_adversario;741
27/08/2023;2;2;0;link_adversario/741;link_adversario;741
29/08/2023;2;2;0;link_adversario/741;link_adversario;741
30/08/2023;2;2;0;link_adversario/741;link_adversario;741
19/08/2023;2;1;0;link_arbitro/1292;link_arbitro;1292
20/08/2023;2;2;0;link_arbitro/1308;link_arbitro;1308
25/08/2023;2;1;0;link_arbitro/1334;link_arbitro;1334
30/08/2023;2;2;0;link_assist/2070;link_assist;2070
30/08/2023;2;2;0;link_batedor/8490;link_batedor;8490
28/08/2023;2;2;0;link_camisa/79;link_camisa;79
23/08/2023;2;1;0;link_campeonato/331;link_campeonato;331
31/08/2023;2;2;1;link_campeonato/367;link_campeonato;367
23/08/2023;2;2;2;link_campeonato/416;link_campeonato;416
19/08/2023;2;2;2;link_campeonato/445;link_campeonato;445
20/08/2023;2;2;2;link_campeonato/445;link_campeonato;445
21/08/2023;2;1;0;link_campeonato/743;link_campeonato;743
25/08/2023;2;2;0;link_campeonato/799;link_campeonato;799
20/08/2023;2;2;0;link_campeonato/801;link_campeonato;801
23/08/2023;2;2;1;link_detgol/7244;link_detgol;7244
25/08/2023;2;2;1;link_detgol/7244;link_detgol;7244
31/08/2023;2;1;0;link_estadio/151;link_estadio;151
26/08/2023;2;1;0;link_estadio/158;link_estadio;158
24/08/2023;2;2;2;link_estadio/23;link_estadio;23
31/08/2023;2;2;0;link_estadio/316;link_estadio;316
20/08/2023;2;2;1;link_estadio/48;link_estadio;48
19/08/2023;2;2;0;link_estadio/55;link_estadio;55
31/08/2023;2;2;0;link_estadio/55;link_estadio;55
22/08/2023;2;2;2;link_estadio/664;link_estadio;664
30/08/2023;2;1;0;link_gol/1221;link_gol;1221
26/08/2023;2;1;0;link_gol/2476;link_gol;2476
30/08/2023;2;1;0;link_gol/702;link_gol;702
31/08/2023;2;2;0;link_jogador/106;link_jogador;106
22/08/2023;2;2;2;link_jogador/1086;link_jogador;1086
25/08/2023;2;1;1;link_jogador/1086;link_jogador;1086
30/08/2023;2;1;1;link_jogador/1086;link_jogador;1086
30/08/2023;2;1;0;link_jogador/1221;link_jogador;1221
21/08/2023;2;2;2;link_jogador/1242;link_jogador;1242
29/08/2023;2;2;0;link_jogador/154;link_jogador;154
24/08/2023;2;1;1;link_jogador/1799;link_jogador;1799
28/08/2023;2;2;0;link_jogador/2059;link_jogador;2059
30/08/2023;2;2;0;link_jogador/2070;link_jogador;2070
28/08/2023;2;2;0;link_jogador/2137;link_jogador;2137
27/08/2023;2;2;0;link_jogador/2200;link_jogador;2200
20/08/2023;2;2;0;link_jogador/2204;link_jogador;2204
26/08/2023;2;2;0;link_jogador/2204;link_jogador;2204
20/08/2023;2;2;0;link_jogador/2208;link_jogador;2208
26/08/2023;2;2;0;link_jogador/2208;link_jogador;2208
28/08/2023;2;1;0;link_jogador/2208;link_jogador;2208
29/08/2023;2;2;0;link_jogador/2350;link_jogador;2350
24/08/2023;2;2;0;link_jogador/2363;link_jogador;2363
26/08/2023;2;2;0;link_jogador/2363;link_jogador;2363
21/08/2023;2;2;0;link_jogador/2367;link_jogador;2367
26/08/2023;2;2;0;link_jogador/2367;link_jogador;2367
27/08/2023;2;2;0;link_jogador/2367;link_jogador;2367
28/08/2023;2;2;0;link_jogador/2367;link_jogador;2367
28/08/2023;2;1;0;link_jogador/2376;link_jogador;2376
28/08/2023;2;1;1;link_jogador/2406;link_jogador;2406
26/08/2023;2;2;0;link_jogador/2415;link_jogador;2415
25/08/2023;2;2;0;link_jogador/2418;link_jogador;2418
26/08/2023;2;2;0;link_jogador/2418;link_jogador;2418
21/08/2023;2;2;0;link_jogador/2421;link_jogador;2421
23/08/2023;2;1;0;link_jogador/2476;link_jogador;2476
27/08/2023;2;2;0;link_jogador/2478;link_jogador;2478
26/08/2023;2;2;0;link_jogador/2487;link_jogador;2487
27/08/2023;2;2;0;link_jogador/2487;link_jogador;2487
22/08/2023;2;2;1;link_jogador/298;link_jogador;298
21/08/2023;2;1;1;link_jogador/386;link_jogador;386
26/08/2023;2;2;0;link_jogador/438;link_jogador;438
26/08/2023;2;2;0;link_jogador/458;link_jogador;458
30/08/2023;2;1;1;link_jogador/463;link_jogador;463
22/08/2023;2;1;0;link_jogador/517;link_jogador;517
23/08/2023;2;2;2;link_jogador/667;link_jogador;667
24/08/2023;2;2;1;link_jogador/667;link_jogador;667
27/08/2023;2;2;2;link_jogador/667;link_jogador;667
30/08/2023;2;2;1;link_jogador/667;link_jogador;667
28/08/2023;2;1;0;link_jogador/991;link_jogador;991
22/08/2023;2;1;1;link_jogo/142;link_jogo;142
30/08/2023;2;2;2;link_jogo/142;link_jogo;142
26/08/2023;2;2;0;link_jogo/1449;link_jogo;1449
29/08/2023;2;1;0;link_jogo/2084;link_jogo;2084
29/08/2023;2;1;0;link_jogo/2085;link_jogo;2085
22/08/2023;2;2;1;link_jogo/2517;link_jogo;2517
24/08/2023;2;1;0;link_jogo/2541;link_jogo;2541
24/08/2023;2;1;0;link_jogo/2542;link_jogo;2542
24/08/2023;2;1;0;link_jogo/2544;link_jogo;2544
24/08/2023;2;1;0;link_jogo/2545;link_jogo;2545
24/08/2023;2;1;0;link_jogo/2546;link_jogo;2546
24/08/2023;2;1;0;link_jogo/2548;link_jogo;2548
22/08/2023;2;2;2;link_jogo/2934;link_jogo;2934
23/08/2023;2;2;1;link_jogo/2934;link_jogo;2934
26/08/2023;2;2;2;link_jogo/2934;link_jogo;2934
19/08/2023;2;0;0;link_jogo/2957;link_jogo;2957
25/08/2023;2;2;0;link_jogo/2992;link_jogo;2992
30/08/2023;2;2;0;link_jogo/3032;link_jogo;3032
30/08/2023;2;2;0;link_jogo/3033;link_jogo;3033
30/08/2023;2;2;0;link_jogo/3034;link_jogo;3034
25/08/2023;2;2;0;link_jogo/3040;link_jogo;3040
22/08/2023;2;1;1;link_jogo/3117;link_jogo;3117
31/08/2023;2;1;1;link_jogo/3478;link_jogo;3478
22/08/2023;2;2;2;link_jogo/3574;link_jogo;3574
30/08/2023;2;2;2;link_jogo/3991;link_jogo;3991
24/08/2023;2;1;0;link_jogo/4326;link_jogo;4326
21/08/2023;2;2;2;link_jogo/4618;link_jogo;4618
20/08/2023;2;1;0;link_jogo/4748;link_jogo;4748
30/08/2023;2;1;0;link_jogo/4797;link_jogo;4797
21/08/2023;2;2;2;link_jogo/4990;link_jogo;4990
29/08/2023;2;2;2;link_jogo/4990;link_jogo;4990
28/08/2023;2;2;2;link_jogo/4996;link_jogo;4996
23/08/2023;2;2;2;link_jogo/4997;link_jogo;4997
30/08/2023;2;2;0;link_jogo/5131;link_jogo;5131
25/08/2023;2;1;0;link_jogo/5574;link_jogo;5574
20/08/2023;2;1;0;link_jogo/5984;link_jogo;5984
29/08/2023;2;2;0;link_jogo/6445;link_jogo;6445
29/08/2023;2;2;0;link_jogo/6446;link_jogo;6446
29/08/2023;2;1;0;link_jogo/6454;link_jogo;6454
30/08/2023;2;1;0;link_jogo/6515;link_jogo;6515
30/08/2023;2;2;1;link_jogo/6921;link_jogo;6921
31/08/2023;2;1;1;link_jogo/7137;link_jogo;7137
31/08/2023;2;1;0;link_jogo/7223;link_jogo;7223
31/08/2023;2;1;0;link_jogo/7224;link_jogo;7224
28/08/2023;2;2;0;link_jogo/7399;link_jogo;7399
27/08/2023;2;1;0;link_jogo/7537;link_jogo;7537
24/08/2023;2;2;0;link_jogo/7550;link_jogo;7550
26/08/2023;2;2;0;link_jogo/761;link_jogo;761
29/08/2023;2;2;0;link_jogo/7621;link_jogo;7621
22/08/2023;2;2;0;link_jogo/7809;link_jogo;7809
23/08/2023;2;2;0;link_jogo/7809;link_jogo;7809
22/08/2023;2;2;0;link_jogo/7811;link_jogo;7811
24/08/2023;2;2;0;link_jogo/7811;link_jogo;7811
27/08/2023;2;2;0;link_jogo/7811;link_jogo;7811
30/08/2023;2;2;0;link_jogo/7811;link_jogo;7811
28/08/2023;2;2;0;link_jogo/7816;link_jogo;7816
28/08/2023;2;2;0;link_jogo/7850;link_jogo;7850
28/08/2023;2;2;0;link_jogo/7851;link_jogo;7851
28/08/2023;2;1;0;link_jogo/7858;link_jogo;7858
28/08/2023;2;1;0;link_jogo/7859;link_jogo;7859
28/08/2023;2;1;0;link_jogo/7860;link_jogo;7860
30/08/2023;2;2;0;link_jogo/788;link_jogo;788
24/08/2023;2;2;2;link_jogo/7891;link_jogo;7891
28/08/2023;2;1;0;link_jogo/8004;link_jogo;8004
28/08/2023;2;2;0;link_jogo/8028;link_jogo;8028
30/08/2023;2;2;0;link_jogo/805;link_jogo;805
30/08/2023;2;2;0;link_jogo/810;link_jogo;810
28/08/2023;2;2;0;link_jogo/8141;link_jogo;8141
30/08/2023;2;2;0;link_jogo/819;link_jogo;819
26/08/2023;2;1;0;link_jogo/825;link_jogo;825
30/08/2023;2;2;0;link_jogo/830;link_jogo;830
30/08/2023;2;2;0;link_jogo/838;link_jogo;838
27/08/2023;2;2;0;link_jogo/8414;link_jogo;8414
27/08/2023;2;2;0;link_jogo/8433;link_jogo;8433
27/08/2023;2;2;0;link_jogo/8438;link_jogo;8438
27/08/2023;2;1;0;link_jogo/8463;link_jogo;8463
28/08/2023;2;2;0;link_jogo/8463;link_jogo;8463
23/08/2023;2;1;0;link_jogo/8490;link_jogo;8490
30/08/2023;2;2;0;link_jogo/852;link_jogo;852
20/08/2023;2;1;0;link_jogo/8633;link_jogo;8633
28/08/2023;2;2;0;link_jogo/8636;link_jogo;8636
30/08/2023;2;2;0;link_jogo/864;link_jogo;864
28/08/2023;2;2;0;link_jogo/8644;link_jogo;8644
28/08/2023;2;2;0;link_jogo/8650;link_jogo;8650
20/08/2023;2;2;0;link_jogo/8654;link_jogo;8654
31/08/2023;2;2;0;link_jogo/8659;link_jogo;8659
20/08/2023;2;1;0;link_jogo/8660;link_jogo;8660
19/08/2023;2;1;0;link_jogo/8663;link_jogo;8663
26/08/2023;2;1;0;link_jogo/8664;link_jogo;8664
28/08/2023;2;2;0;link_jogo/8664;link_jogo;8664
20/08/2023;2;2;0;link_jogo/8665;link_jogo;8665
28/08/2023;2;2;0;link_jogo/8667;link_jogo;8667
28/08/2023;2;2;0;link_jogo/8668;link_jogo;8668
20/08/2023;2;1;0;link_jogo/8675;link_jogo;8675
