Data;Visualizações;Usuários;Novos Usuarios;Endereço;Página;Código
11/09/2023;1;1;0;link_jogo/6865;link_jogo;6865
11/09/2023;1;1;0;link_jogo/6866;link_jogo;6866
11/09/2023;1;1;0;link_jogo/6867;link_jogo;6867
11/09/2023;1;1;0;link_jogo/6868;link_jogo;6868
11/09/2023;1;1;0;link_jogo/6869;link_jogo;6869
11/09/2023;1;1;0;link_jogo/6870;link_jogo;6870
11/09/2023;1;1;0;link_jogo/6871;link_jogo;6871
11/09/2023;1;1;0;link_jogo/6872;link_jogo;6872
11/09/2023;1;1;0;link_jogo/6873;link_jogo;6873
11/09/2023;1;1;0;link_jogo/6875;link_jogo;6875
11/09/2023;1;1;0;link_jogo/6876;link_jogo;6876
11/09/2023;1;1;0;link_jogo/6877;link_jogo;6877
11/09/2023;1;1;0;link_jogo/6878;link_jogo;6878
11/09/2023;1;1;0;link_jogo/6879;link_jogo;6879
11/09/2023;1;1;0;link_jogo/6880;link_jogo;6880
02/09/2023;1;1;0;link_jogo/6881;link_jogo;6881
11/09/2023;1;1;0;link_jogo/6881;link_jogo;6881
12/09/2023;1;1;0;link_jogo/6882;link_jogo;6882
11/09/2023;1;1;0;link_jogo/6883;link_jogo;6883
11/09/2023;1;1;0;link_jogo/6884;link_jogo;6884
11/09/2023;1;1;0;link_jogo/6885;link_jogo;6885
11/09/2023;1;1;0;link_jogo/6886;link_jogo;6886
11/09/2023;1;1;0;link_jogo/6888;link_jogo;6888
11/09/2023;1;1;0;link_jogo/6889;link_jogo;6889
02/09/2023;1;1;0;link_jogo/6892;link_jogo;6892
04/09/2023;1;1;0;link_jogo/6905;link_jogo;6905
04/09/2023;1;1;0;link_jogo/6912;link_jogo;6912
03/09/2023;1;1;1;link_jogo/6920;link_jogo;6920
03/09/2023;1;1;0;link_jogo/6921;link_jogo;6921
10/09/2023;1;1;1;link_jogo/6921;link_jogo;6921
04/09/2023;1;1;0;link_jogo/6931;link_jogo;6931
06/09/2023;1;1;0;link_jogo/6935;link_jogo;6935
12/09/2023;1;1;0;link_jogo/6935;link_jogo;6935
09/09/2023;1;1;0;link_jogo/6938;link_jogo;6938
09/09/2023;1;1;0;link_jogo/6940;link_jogo;6940
04/09/2023;1;1;0;link_jogo/6941;link_jogo;6941
09/09/2023;1;1;0;link_jogo/6941;link_jogo;6941
09/09/2023;1;1;0;link_jogo/6942;link_jogo;6942
09/09/2023;1;1;0;link_jogo/6943;link_jogo;6943
09/09/2023;1;1;0;link_jogo/6944;link_jogo;6944
09/09/2023;1;1;0;link_jogo/6945;link_jogo;6945
09/09/2023;1;1;0;link_jogo/6946;link_jogo;6946
09/09/2023;1;1;0;link_jogo/6947;link_jogo;6947
09/09/2023;1;1;0;link_jogo/6948;link_jogo;6948
09/09/2023;1;1;0;link_jogo/6949;link_jogo;6949
09/09/2023;1;1;0;link_jogo/6950;link_jogo;6950
09/09/2023;1;1;0;link_jogo/6951;link_jogo;6951
09/09/2023;1;1;0;link_jogo/6952;link_jogo;6952
09/09/2023;1;1;0;link_jogo/6953;link_jogo;6953
09/09/2023;1;1;0;link_jogo/6954;link_jogo;6954
09/09/2023;1;1;0;link_jogo/6955;link_jogo;6955
09/09/2023;1;1;0;link_jogo/6956;link_jogo;6956
09/09/2023;1;1;0;link_jogo/6957;link_jogo;6957
09/09/2023;1;1;0;link_jogo/6958;link_jogo;6958
09/09/2023;1;1;0;link_jogo/6959;link_jogo;6959
09/09/2023;1;1;0;link_jogo/6960;link_jogo;6960
09/09/2023;1;1;0;link_jogo/6961;link_jogo;6961
09/09/2023;1;1;0;link_jogo/6962;link_jogo;6962
09/09/2023;1;1;0;link_jogo/6963;link_jogo;6963
09/09/2023;1;1;0;link_jogo/6964;link_jogo;6964
09/09/2023;1;1;0;link_jogo/6965;link_jogo;6965
04/09/2023;1;1;0;link_jogo/6966;link_jogo;6966
09/09/2023;1;1;0;link_jogo/6966;link_jogo;6966
09/09/2023;1;1;0;link_jogo/6967;link_jogo;6967
09/09/2023;1;1;0;link_jogo/6968;link_jogo;6968
09/09/2023;1;1;0;link_jogo/6969;link_jogo;6969
01/09/2023;1;1;1;link_jogo/6970;link_jogo;6970
09/09/2023;1;1;0;link_jogo/6970;link_jogo;6970
13/09/2023;1;1;1;link_jogo/6970;link_jogo;6970
09/09/2023;1;1;0;link_jogo/6971;link_jogo;6971
04/09/2023;1;1;0;link_jogo/7007;link_jogo;7007
12/09/2023;1;1;0;link_jogo/7017;link_jogo;7017
04/09/2023;1;1;0;link_jogo/7034;link_jogo;7034
03/09/2023;1;1;0;link_jogo/7046;link_jogo;7046
08/09/2023;1;1;0;link_jogo/7064;link_jogo;7064
09/09/2023;1;1;0;link_jogo/7064;link_jogo;7064
08/09/2023;1;1;0;link_jogo/7065;link_jogo;7065
08/09/2023;1;1;0;link_jogo/7066;link_jogo;7066
08/09/2023;1;1;0;link_jogo/7067;link_jogo;7067
08/09/2023;1;1;0;link_jogo/7068;link_jogo;7068
08/09/2023;1;1;0;link_jogo/7069;link_jogo;7069
08/09/2023;1;1;0;link_jogo/7070;link_jogo;7070
08/09/2023;1;1;0;link_jogo/7071;link_jogo;7071
08/09/2023;1;1;0;link_jogo/7072;link_jogo;7072
08/09/2023;1;1;0;link_jogo/7073;link_jogo;7073
08/09/2023;1;1;0;link_jogo/7074;link_jogo;7074
08/09/2023;1;1;0;link_jogo/7075;link_jogo;7075
08/09/2023;1;1;0;link_jogo/7076;link_jogo;7076
08/09/2023;1;1;0;link_jogo/7077;link_jogo;7077
08/09/2023;1;1;0;link_jogo/7078;link_jogo;7078
08/09/2023;1;1;0;link_jogo/7079;link_jogo;7079
08/09/2023;1;1;0;link_jogo/7080;link_jogo;7080
08/09/2023;1;1;0;link_jogo/7081;link_jogo;7081
08/09/2023;1;1;0;link_jogo/7082;link_jogo;7082
08/09/2023;1;1;0;link_jogo/7083;link_jogo;7083
08/09/2023;1;1;0;link_jogo/7084;link_jogo;7084
08/09/2023;1;1;0;link_jogo/7085;link_jogo;7085
08/09/2023;1;1;0;link_jogo/7086;link_jogo;7086
08/09/2023;1;1;0;link_jogo/7087;link_jogo;7087
08/09/2023;1;1;0;link_jogo/7088;link_jogo;7088
09/09/2023;1;1;0;link_jogo/7088;link_jogo;7088
06/09/2023;1;1;0;link_jogo/7089;link_jogo;7089
07/09/2023;1;1;0;link_jogo/7090;link_jogo;7090
08/09/2023;1;1;0;link_jogo/7090;link_jogo;7090
13/09/2023;1;1;0;link_jogo/7090;link_jogo;7090
07/09/2023;1;1;0;link_jogo/7091;link_jogo;7091
08/09/2023;1;1;0;link_jogo/7091;link_jogo;7091
09/09/2023;1;1;0;link_jogo/7091;link_jogo;7091
13/09/2023;1;1;0;link_jogo/7091;link_jogo;7091
07/09/2023;1;1;0;link_jogo/7092;link_jogo;7092
08/09/2023;1;1;0;link_jogo/7092;link_jogo;7092
09/09/2023;1;1;0;link_jogo/7092;link_jogo;7092
13/09/2023;1;1;0;link_jogo/7092;link_jogo;7092
07/09/2023;1;1;0;link_jogo/7093;link_jogo;7093
08/09/2023;1;1;0;link_jogo/7093;link_jogo;7093
09/09/2023;1;1;0;link_jogo/7093;link_jogo;7093
13/09/2023;1;1;0;link_jogo/7093;link_jogo;7093
07/09/2023;1;1;0;link_jogo/7094;link_jogo;7094
08/09/2023;1;1;0;link_jogo/7094;link_jogo;7094
09/09/2023;1;1;0;link_jogo/7094;link_jogo;7094
13/09/2023;1;1;0;link_jogo/7094;link_jogo;7094
07/09/2023;1;1;0;link_jogo/7095;link_jogo;7095
08/09/2023;1;1;0;link_jogo/7095;link_jogo;7095
09/09/2023;1;1;0;link_jogo/7095;link_jogo;7095
13/09/2023;1;1;0;link_jogo/7095;link_jogo;7095
07/09/2023;1;1;0;link_jogo/7096;link_jogo;7096
08/09/2023;1;1;0;link_jogo/7096;link_jogo;7096
09/09/2023;1;1;0;link_jogo/7096;link_jogo;7096
13/09/2023;1;1;0;link_jogo/7096;link_jogo;7096
07/09/2023;1;1;0;link_jogo/7097;link_jogo;7097
08/09/2023;1;1;0;link_jogo/7097;link_jogo;7097
09/09/2023;1;1;0;link_jogo/7097;link_jogo;7097
13/09/2023;1;1;0;link_jogo/7097;link_jogo;7097
07/09/2023;1;1;0;link_jogo/7098;link_jogo;7098
08/09/2023;1;1;0;link_jogo/7098;link_jogo;7098
09/09/2023;1;1;0;link_jogo/7098;link_jogo;7098
13/09/2023;1;1;0;link_jogo/7098;link_jogo;7098
07/09/2023;1;1;0;link_jogo/7101;link_jogo;7101
08/09/2023;1;1;0;link_jogo/7101;link_jogo;7101
09/09/2023;1;1;0;link_jogo/7101;link_jogo;7101
13/09/2023;1;1;0;link_jogo/7101;link_jogo;7101
07/09/2023;1;1;0;link_jogo/7102;link_jogo;7102
08/09/2023;1;1;0;link_jogo/7102;link_jogo;7102
09/09/2023;1;1;0;link_jogo/7102;link_jogo;7102
13/09/2023;1;1;0;link_jogo/7102;link_jogo;7102
07/09/2023;1;1;0;link_jogo/7103;link_jogo;7103
08/09/2023;1;1;0;link_jogo/7103;link_jogo;7103
09/09/2023;1;1;0;link_jogo/7103;link_jogo;7103
13/09/2023;1;1;0;link_jogo/7103;link_jogo;7103
07/09/2023;1;1;0;link_jogo/7104;link_jogo;7104
08/09/2023;1;1;0;link_jogo/7104;link_jogo;7104
09/09/2023;1;1;0;link_jogo/7104;link_jogo;7104
13/09/2023;1;1;0;link_jogo/7104;link_jogo;7104
07/09/2023;1;1;0;link_jogo/7106;link_jogo;7106
08/09/2023;1;1;0;link_jogo/7106;link_jogo;7106
09/09/2023;1;1;0;link_jogo/7106;link_jogo;7106
13/09/2023;1;1;0;link_jogo/7106;link_jogo;7106
07/09/2023;1;1;0;link_jogo/7107;link_jogo;7107
08/09/2023;1;1;0;link_jogo/7107;link_jogo;7107
09/09/2023;1;1;0;link_jogo/7107;link_jogo;7107
10/09/2023;1;1;0;link_jogo/7107;link_jogo;7107
13/09/2023;1;1;0;link_jogo/7107;link_jogo;7107
06/09/2023;1;1;0;link_jogo/7109;link_jogo;7109
07/09/2023;1;1;0;link_jogo/7109;link_jogo;7109
08/09/2023;1;1;0;link_jogo/7109;link_jogo;7109
09/09/2023;1;1;0;link_jogo/7109;link_jogo;7109
10/09/2023;1;1;0;link_jogo/7109;link_jogo;7109
13/09/2023;1;1;0;link_jogo/7109;link_jogo;7109
06/09/2023;1;1;0;link_jogo/7110;link_jogo;7110
07/09/2023;1;1;0;link_jogo/7110;link_jogo;7110
08/09/2023;1;1;0;link_jogo/7110;link_jogo;7110
09/09/2023;1;1;0;link_jogo/7110;link_jogo;7110
10/09/2023;1;1;0;link_jogo/7110;link_jogo;7110
13/09/2023;1;1;0;link_jogo/7110;link_jogo;7110
06/09/2023;1;1;0;link_jogo/7111;link_jogo;7111
07/09/2023;1;1;0;link_jogo/7111;link_jogo;7111
08/09/2023;1;1;0;link_jogo/7111;link_jogo;7111
09/09/2023;1;1;0;link_jogo/7111;link_jogo;7111
10/09/2023;1;1;0;link_jogo/7111;link_jogo;7111
13/09/2023;1;1;0;link_jogo/7111;link_jogo;7111
06/09/2023;1;1;0;link_jogo/7112;link_jogo;7112
07/09/2023;1;1;0;link_jogo/7112;link_jogo;7112
08/09/2023;1;1;0;link_jogo/7112;link_jogo;7112
09/09/2023;1;1;0;link_jogo/7112;link_jogo;7112
10/09/2023;1;1;0;link_jogo/7112;link_jogo;7112
13/09/2023;1;1;0;link_jogo/7112;link_jogo;7112
07/09/2023;1;1;0;link_jogo/7113;link_jogo;7113
08/09/2023;1;1;0;link_jogo/7113;link_jogo;7113
09/09/2023;1;1;0;link_jogo/7113;link_jogo;7113
10/09/2023;1;1;0;link_jogo/7113;link_jogo;7113
13/09/2023;1;1;0;link_jogo/7113;link_jogo;7113
01/09/2023;1;0;0;link_jogo/7114;link_jogo;7114
07/09/2023;1;1;0;link_jogo/7114;link_jogo;7114
08/09/2023;1;1;0;link_jogo/7114;link_jogo;7114
09/09/2023;1;1;0;link_jogo/7114;link_jogo;7114
13/09/2023;1;1;0;link_jogo/7114;link_jogo;7114
07/09/2023;1;1;0;link_jogo/7115;link_jogo;7115
08/09/2023;1;1;0;link_jogo/7115;link_jogo;7115
09/09/2023;1;1;0;link_jogo/7115;link_jogo;7115
13/09/2023;1;1;0;link_jogo/7115;link_jogo;7115
07/09/2023;1;1;0;link_jogo/7116;link_jogo;7116
08/09/2023;1;1;0;link_jogo/7116;link_jogo;7116
09/09/2023;1;1;0;link_jogo/7116;link_jogo;7116
13/09/2023;1;1;0;link_jogo/7116;link_jogo;7116
07/09/2023;1;1;0;link_jogo/7117;link_jogo;7117
08/09/2023;1;1;0;link_jogo/7117;link_jogo;7117
09/09/2023;1;1;0;link_jogo/7117;link_jogo;7117
13/09/2023;1;1;0;link_jogo/7117;link_jogo;7117
07/09/2023;1;1;0;link_jogo/7118;link_jogo;7118
08/09/2023;1;1;0;link_jogo/7118;link_jogo;7118
09/09/2023;1;1;0;link_jogo/7118;link_jogo;7118
13/09/2023;1;1;0;link_jogo/7118;link_jogo;7118
07/09/2023;1;1;0;link_jogo/7119;link_jogo;7119
08/09/2023;1;1;0;link_jogo/7119;link_jogo;7119
09/09/2023;1;1;0;link_jogo/7119;link_jogo;7119
10/09/2023;1;1;0;link_jogo/7119;link_jogo;7119
13/09/2023;1;1;0;link_jogo/7119;link_jogo;7119
01/09/2023;1;1;0;link_jogo/7121;link_jogo;7121
07/09/2023;1;1;0;link_jogo/7121;link_jogo;7121
08/09/2023;1;1;0;link_jogo/7121;link_jogo;7121
09/09/2023;1;1;0;link_jogo/7121;link_jogo;7121
10/09/2023;1;1;0;link_jogo/7121;link_jogo;7121
13/09/2023;1;1;0;link_jogo/7121;link_jogo;7121
12/09/2023;1;1;0;link_jogo/7124;link_jogo;7124
07/09/2023;1;1;0;link_jogo/7125;link_jogo;7125
10/09/2023;1;1;0;link_jogo/7125;link_jogo;7125
11/09/2023;1;1;0;link_jogo/7125;link_jogo;7125
07/09/2023;1;1;0;link_jogo/7126;link_jogo;7126
10/09/2023;1;1;0;link_jogo/7126;link_jogo;7126
11/09/2023;1;1;0;link_jogo/7126;link_jogo;7126
07/09/2023;1;1;0;link_jogo/7127;link_jogo;7127
10/09/2023;1;1;0;link_jogo/7127;link_jogo;7127
11/09/2023;1;1;0;link_jogo/7127;link_jogo;7127
07/09/2023;1;1;0;link_jogo/7128;link_jogo;7128
10/09/2023;1;1;0;link_jogo/7128;link_jogo;7128
11/09/2023;1;1;0;link_jogo/7128;link_jogo;7128
07/09/2023;1;1;0;link_jogo/7129;link_jogo;7129
11/09/2023;1;1;0;link_jogo/7129;link_jogo;7129
07/09/2023;1;1;0;link_jogo/7130;link_jogo;7130
11/09/2023;1;1;0;link_jogo/7130;link_jogo;7130
07/09/2023;1;1;0;link_jogo/7131;link_jogo;7131
11/09/2023;1;1;0;link_jogo/7131;link_jogo;7131
07/09/2023;1;1;0;link_jogo/7132;link_jogo;7132
11/09/2023;1;1;0;link_jogo/7132;link_jogo;7132
07/09/2023;1;1;0;link_jogo/7133;link_jogo;7133
11/09/2023;1;1;0;link_jogo/7133;link_jogo;7133
07/09/2023;1;1;0;link_jogo/7134;link_jogo;7134
11/09/2023;1;1;0;link_jogo/7134;link_jogo;7134
07/09/2023;1;1;0;link_jogo/7135;link_jogo;7135
11/09/2023;1;1;0;link_jogo/7135;link_jogo;7135
07/09/2023;1;1;0;link_jogo/7136;link_jogo;7136
11/09/2023;1;1;0;link_jogo/7136;link_jogo;7136
03/09/2023;1;1;1;link_jogo/7137;link_jogo;7137
07/09/2023;1;1;0;link_jogo/7137;link_jogo;7137
11/09/2023;1;1;0;link_jogo/7137;link_jogo;7137
07/09/2023;1;1;0;link_jogo/7138;link_jogo;7138
11/09/2023;1;1;0;link_jogo/7138;link_jogo;7138
07/09/2023;1;1;0;link_jogo/7139;link_jogo;7139
11/09/2023;1;1;0;link_jogo/7139;link_jogo;7139
07/09/2023;1;1;0;link_jogo/7140;link_jogo;7140
11/09/2023;1;1;0;link_jogo/7140;link_jogo;7140
07/09/2023;1;1;0;link_jogo/7141;link_jogo;7141
11/09/2023;1;1;0;link_jogo/7141;link_jogo;7141
07/09/2023;1;1;0;link_jogo/7142;link_jogo;7142
11/09/2023;1;1;0;link_jogo/7142;link_jogo;7142
07/09/2023;1;1;0;link_jogo/7143;link_jogo;7143
11/09/2023;1;1;0;link_jogo/7143;link_jogo;7143
07/09/2023;1;1;0;link_jogo/7145;link_jogo;7145
11/09/2023;1;1;0;link_jogo/7145;link_jogo;7145
07/09/2023;1;1;0;link_jogo/7146;link_jogo;7146
11/09/2023;1;1;0;link_jogo/7146;link_jogo;7146
07/09/2023;1;1;0;link_jogo/7148;link_jogo;7148
11/09/2023;1;1;0;link_jogo/7148;link_jogo;7148
07/09/2023;1;1;0;link_jogo/7149;link_jogo;7149
11/09/2023;1;1;0;link_jogo/7149;link_jogo;7149
07/09/2023;1;1;0;link_jogo/7150;link_jogo;7150
11/09/2023;1;1;0;link_jogo/7150;link_jogo;7150
07/09/2023;1;1;0;link_jogo/7152;link_jogo;7152
11/09/2023;1;1;0;link_jogo/7152;link_jogo;7152
07/09/2023;1;1;0;link_jogo/7154;link_jogo;7154
11/09/2023;1;1;0;link_jogo/7154;link_jogo;7154
07/09/2023;1;1;0;link_jogo/7155;link_jogo;7155
11/09/2023;1;1;0;link_jogo/7155;link_jogo;7155
07/09/2023;1;1;0;link_jogo/7157;link_jogo;7157
11/09/2023;1;1;0;link_jogo/7157;link_jogo;7157
07/09/2023;1;1;0;link_jogo/7158;link_jogo;7158
11/09/2023;1;1;0;link_jogo/7158;link_jogo;7158
07/09/2023;1;1;0;link_jogo/7159;link_jogo;7159
11/09/2023;1;1;0;link_jogo/7159;link_jogo;7159
07/09/2023;1;1;0;link_jogo/7160;link_jogo;7160
11/09/2023;1;1;0;link_jogo/7160;link_jogo;7160
07/09/2023;1;1;0;link_jogo/7161;link_jogo;7161
11/09/2023;1;1;0;link_jogo/7161;link_jogo;7161
07/09/2023;1;1;0;link_jogo/7162;link_jogo;7162
11/09/2023;1;1;0;link_jogo/7162;link_jogo;7162
07/09/2023;1;1;0;link_jogo/7163;link_jogo;7163
11/09/2023;1;1;0;link_jogo/7163;link_jogo;7163
07/09/2023;1;1;0;link_jogo/7164;link_jogo;7164
11/09/2023;1;1;0;link_jogo/7164;link_jogo;7164
07/09/2023;1;1;0;link_jogo/7165;link_jogo;7165
11/09/2023;1;1;0;link_jogo/7165;link_jogo;7165
07/09/2023;1;1;0;link_jogo/7166;link_jogo;7166
11/09/2023;1;1;0;link_jogo/7166;link_jogo;7166
07/09/2023;1;1;0;link_jogo/7167;link_jogo;7167
11/09/2023;1;1;0;link_jogo/7167;link_jogo;7167
02/09/2023;1;1;1;link_jogo/7169;link_jogo;7169
07/09/2023;1;1;0;link_jogo/7169;link_jogo;7169
09/09/2023;1;1;0;link_jogo/7169;link_jogo;7169
11/09/2023;1;1;0;link_jogo/7169;link_jogo;7169
07/09/2023;1;1;0;link_jogo/7170;link_jogo;7170
09/09/2023;1;1;0;link_jogo/7170;link_jogo;7170
11/09/2023;1;1;0;link_jogo/7170;link_jogo;7170
07/09/2023;1;1;0;link_jogo/7171;link_jogo;7171
09/09/2023;1;1;0;link_jogo/7171;link_jogo;7171
11/09/2023;1;1;0;link_jogo/7171;link_jogo;7171
07/09/2023;1;1;0;link_jogo/7172;link_jogo;7172
09/09/2023;1;1;0;link_jogo/7172;link_jogo;7172
11/09/2023;1;1;0;link_jogo/7172;link_jogo;7172
07/09/2023;1;1;0;link_jogo/7173;link_jogo;7173
09/09/2023;1;1;0;link_jogo/7173;link_jogo;7173
11/09/2023;1;1;0;link_jogo/7173;link_jogo;7173
07/09/2023;1;1;0;link_jogo/7175;link_jogo;7175
09/09/2023;1;1;0;link_jogo/7175;link_jogo;7175
11/09/2023;1;1;0;link_jogo/7175;link_jogo;7175
07/09/2023;1;1;0;link_jogo/7176;link_jogo;7176
09/09/2023;1;1;0;link_jogo/7176;link_jogo;7176
11/09/2023;1;1;0;link_jogo/7176;link_jogo;7176
07/09/2023;1;1;0;link_jogo/7177;link_jogo;7177
09/09/2023;1;1;0;link_jogo/7177;link_jogo;7177
11/09/2023;1;1;0;link_jogo/7177;link_jogo;7177
07/09/2023;1;1;0;link_jogo/7178;link_jogo;7178
09/09/2023;1;1;0;link_jogo/7178;link_jogo;7178
11/09/2023;1;1;0;link_jogo/7178;link_jogo;7178
07/09/2023;1;1;0;link_jogo/7179;link_jogo;7179
09/09/2023;1;1;0;link_jogo/7179;link_jogo;7179
11/09/2023;1;1;0;link_jogo/7179;link_jogo;7179
07/09/2023;1;1;0;link_jogo/7180;link_jogo;7180
09/09/2023;1;1;0;link_jogo/7180;link_jogo;7180
11/09/2023;1;1;0;link_jogo/7180;link_jogo;7180
07/09/2023;1;1;0;link_jogo/7181;link_jogo;7181
09/09/2023;1;1;0;link_jogo/7181;link_jogo;7181
11/09/2023;1;1;0;link_jogo/7181;link_jogo;7181
07/09/2023;1;1;0;link_jogo/7182;link_jogo;7182
09/09/2023;1;1;0;link_jogo/7182;link_jogo;7182
11/09/2023;1;1;0;link_jogo/7182;link_jogo;7182
07/09/2023;1;1;0;link_jogo/7183;link_jogo;7183
09/09/2023;1;1;0;link_jogo/7183;link_jogo;7183
11/09/2023;1;1;0;link_jogo/7183;link_jogo;7183
07/09/2023;1;1;0;link_jogo/7184;link_jogo;7184
09/09/2023;1;1;0;link_jogo/7184;link_jogo;7184
11/09/2023;1;1;0;link_jogo/7184;link_jogo;7184
07/09/2023;1;1;0;link_jogo/7185;link_jogo;7185
09/09/2023;1;1;0;link_jogo/7185;link_jogo;7185
11/09/2023;1;1;0;link_jogo/7185;link_jogo;7185
07/09/2023;1;1;0;link_jogo/7186;link_jogo;7186
09/09/2023;1;1;0;link_jogo/7186;link_jogo;7186
11/09/2023;1;1;0;link_jogo/7186;link_jogo;7186
07/09/2023;1;1;0;link_jogo/7187;link_jogo;7187
09/09/2023;1;1;0;link_jogo/7187;link_jogo;7187
11/09/2023;1;1;0;link_jogo/7187;link_jogo;7187
07/09/2023;1;1;0;link_jogo/7188;link_jogo;7188
09/09/2023;1;1;0;link_jogo/7188;link_jogo;7188
11/09/2023;1;1;0;link_jogo/7188;link_jogo;7188
07/09/2023;1;1;0;link_jogo/7189;link_jogo;7189
09/09/2023;1;1;0;link_jogo/7189;link_jogo;7189
11/09/2023;1;1;0;link_jogo/7189;link_jogo;7189
07/09/2023;1;1;0;link_jogo/7190;link_jogo;7190
09/09/2023;1;1;0;link_jogo/7190;link_jogo;7190
11/09/2023;1;1;0;link_jogo/7190;link_jogo;7190
07/09/2023;1;1;0;link_jogo/7191;link_jogo;7191
09/09/2023;1;1;0;link_jogo/7191;link_jogo;7191
07/09/2023;1;1;0;link_jogo/7193;link_jogo;7193
09/09/2023;1;1;0;link_jogo/7193;link_jogo;7193
07/09/2023;1;1;0;link_jogo/7194;link_jogo;7194
06/09/2023;1;1;0;link_jogo/7195;link_jogo;7195
07/09/2023;1;1;0;link_jogo/7195;link_jogo;7195
12/09/2023;1;1;0;link_jogo/7195;link_jogo;7195
07/09/2023;1;1;0;link_jogo/7197;link_jogo;7197
09/09/2023;1;1;0;link_jogo/7197;link_jogo;7197
07/09/2023;1;1;0;link_jogo/7199;link_jogo;7199
09/09/2023;1;1;0;link_jogo/7199;link_jogo;7199
07/09/2023;1;1;0;link_jogo/7200;link_jogo;7200
09/09/2023;1;1;0;link_jogo/7200;link_jogo;7200
04/09/2023;1;1;0;link_jogo/7201;link_jogo;7201
07/09/2023;1;1;0;link_jogo/7201;link_jogo;7201
09/09/2023;1;1;0;link_jogo/7201;link_jogo;7201
07/09/2023;1;1;0;link_jogo/7202;link_jogo;7202
09/09/2023;1;1;0;link_jogo/7202;link_jogo;7202
07/09/2023;1;1;0;link_jogo/7203;link_jogo;7203
09/09/2023;1;1;0;link_jogo/7203;link_jogo;7203
09/09/2023;1;1;0;link_jogo/7205;link_jogo;7205
09/09/2023;1;1;0;link_jogo/7206;link_jogo;7206
09/09/2023;1;1;0;link_jogo/7207;link_jogo;7207
09/09/2023;1;1;0;link_jogo/7208;link_jogo;7208
09/09/2023;1;1;0;link_jogo/7209;link_jogo;7209
09/09/2023;1;1;0;link_jogo/7210;link_jogo;7210
09/09/2023;1;1;0;link_jogo/7211;link_jogo;7211
09/09/2023;1;1;0;link_jogo/7212;link_jogo;7212
09/09/2023;1;1;0;link_jogo/7213;link_jogo;7213
12/09/2023;1;1;0;link_jogo/7214;link_jogo;7214
09/09/2023;1;1;0;link_jogo/7215;link_jogo;7215
01/09/2023;1;1;0;link_jogo/7216;link_jogo;7216
04/09/2023;1;1;0;link_jogo/7216;link_jogo;7216
09/09/2023;1;1;0;link_jogo/7216;link_jogo;7216
01/09/2023;1;1;0;link_jogo/7217;link_jogo;7217
09/09/2023;1;1;0;link_jogo/7217;link_jogo;7217
01/09/2023;1;1;0;link_jogo/7218;link_jogo;7218
01/09/2023;1;1;0;link_jogo/7220;link_jogo;7220
01/09/2023;1;1;0;link_jogo/7221;link_jogo;7221
01/09/2023;1;1;0;link_jogo/7222;link_jogo;7222
01/09/2023;1;1;0;link_jogo/7223;link_jogo;7223
01/09/2023;1;1;0;link_jogo/7224;link_jogo;7224
01/09/2023;1;1;0;link_jogo/7225;link_jogo;7225
01/09/2023;1;1;0;link_jogo/7226;link_jogo;7226
01/09/2023;1;1;0;link_jogo/7227;link_jogo;7227
01/09/2023;1;1;0;link_jogo/7228;link_jogo;7228
01/09/2023;1;1;0;link_jogo/7229;link_jogo;7229
01/09/2023;1;1;0;link_jogo/7230;link_jogo;7230
01/09/2023;1;1;0;link_jogo/7231;link_jogo;7231
01/09/2023;1;1;0;link_jogo/7232;link_jogo;7232
01/09/2023;1;1;0;link_jogo/7233;link_jogo;7233
01/09/2023;1;1;0;link_jogo/7234;link_jogo;7234
01/09/2023;1;1;0;link_jogo/7235;link_jogo;7235
11/09/2023;1;1;0;link_jogo/7266;link_jogo;7266
12/09/2023;1;1;0;link_jogo/7280;link_jogo;7280
13/09/2023;1;1;0;link_jogo/7280;link_jogo;7280
04/09/2023;1;1;0;link_jogo/7303;link_jogo;7303
01/09/2023;1;1;0;link_jogo/7309;link_jogo;7309
01/09/2023;1;1;0;link_jogo/7310;link_jogo;7310
01/09/2023;1;1;0;link_jogo/7311;link_jogo;7311
01/09/2023;1;1;0;link_jogo/7312;link_jogo;7312
01/09/2023;1;1;0;link_jogo/7313;link_jogo;7313
01/09/2023;1;1;0;link_jogo/7314;link_jogo;7314
13/09/2023;1;1;0;link_jogo/7317;link_jogo;7317
05/09/2023;1;1;1;link_jogo/7326;link_jogo;7326
05/09/2023;1;1;0;link_jogo/7328;link_jogo;7328
04/09/2023;1;1;0;link_jogo/7334;link_jogo;7334
13/09/2023;1;1;0;link_jogo/7344;link_jogo;7344
09/09/2023;1;1;0;link_jogo/7345;link_jogo;7345
09/09/2023;1;1;0;link_jogo/7346;link_jogo;7346
09/09/2023;1;1;0;link_jogo/7347;link_jogo;7347
09/09/2023;1;1;0;link_jogo/7348;link_jogo;7348
09/09/2023;1;1;0;link_jogo/7349;link_jogo;7349
09/09/2023;1;1;0;link_jogo/7350;link_jogo;7350
09/09/2023;1;1;0;link_jogo/7351;link_jogo;7351
09/09/2023;1;1;0;link_jogo/7352;link_jogo;7352
09/09/2023;1;1;0;link_jogo/7353;link_jogo;7353
09/09/2023;1;1;0;link_jogo/7354;link_jogo;7354
12/09/2023;1;1;0;link_jogo/7359;link_jogo;7359
01/09/2023;1;1;0;link_jogo/7364;link_jogo;7364
