Regiao;Data;Usuario;Primeira Visita;Total;Usuarios;DT
Ulyanovsk Oblast;20230911;1;0;1;1;2023-09-11
Ulyanovsk Oblast;20230913;1;0;1;1;2023-09-13
Ulyanovsk Oblast;20230914;1;0;1;1;2023-09-14
West Virginia;20230807;1;0;1;1;2023-08-07
(not set);20230806;0;2;2;2;2023-08-06
(not set);20230811;0;1;1;1;2023-08-11
(not set);20230812;0;3;3;3;2023-08-12
(not set);20230814;0;2;2;2;2023-08-14
(not set);20230815;0;1;1;1;2023-08-15
(not set);20230817;0;1;1;1;2023-08-17
(not set);20230818;0;1;1;1;2023-08-18
(not set);20230822;0;1;1;1;2023-08-22
(not set);20230825;0;1;1;1;2023-08-25
(not set);20230826;0;6;6;6;2023-08-26
(not set);20230829;0;1;1;1;2023-08-29
(not set);20230831;0;1;1;1;2023-08-31
(not set);20230903;0;1;1;1;2023-09-03
(not set);20230905;0;1;1;1;2023-09-05
(not set);20230912;0;3;3;3;2023-09-12
(not set);20230913;0;4;4;4;2023-09-13
(not set);20230915;0;3;3;3;2023-09-15
(not set);20230916;0;3;3;3;2023-09-16
(not set);20230917;0;1;1;1;2023-09-17
(not set);20230918;0;1;1;1;2023-09-18
Andalusia;20230815;0;1;1;1;2023-08-15
Auckland;20230915;0;1;1;1;2023-09-15
Baden-Wurttemberg;20230905;0;1;1;1;2023-09-05
Bavaria;20230826;0;1;1;1;2023-08-26
Bekes County;20230902;0;0;1;1;2023-09-02
Braga;20230829;0;1;1;1;2023-08-29
Braga;20230901;0;1;1;1;2023-09-01
Brest Region;20230803;0;1;1;1;2023-08-03
British Columbia;20230810;0;1;1;1;2023-08-10
Buenos Aires;20230904;0;1;1;1;2023-09-04
California;20230808;0;1;1;1;2023-08-08
California;20230915;0;1;1;1;2023-09-15
California;20230918;0;1;1;1;2023-09-18
Campania;20230826;0;1;1;1;2023-08-26
Central Department;20230915;0;1;1;1;2023-09-15
Centre-Val de Loire;20230819;0;1;1;1;2023-08-19
Chelyabinsk Oblast;20230906;0;1;1;1;2023-09-06
Community of Madrid;20230827;0;1;1;1;2023-08-27
Cordoba;20230820;0;1;1;1;2023-08-20
Corrientes;20230805;0;0;1;1;2023-08-05
County Dublin;20230831;0;1;1;1;2023-08-31
Emilia-Romagna;20230803;0;1;1;1;2023-08-03
England;20230820;0;1;1;1;2023-08-20
England;20230827;0;1;1;1;2023-08-27
England;20230917;0;1;1;1;2023-09-17
Federal District;20230805;0;1;1;1;2023-08-05
Federal District;20230817;0;4;4;4;2023-08-17
Federal District;20230916;0;0;1;0;2023-09-16
Florida;20230820;0;1;1;1;2023-08-20
Florida;20230826;0;0;1;1;2023-08-26
Florida;20230913;0;1;1;1;2023-09-13
Florida;20230918;0;1;1;1;2023-09-18
Georgia;20230807;0;1;1;1;2023-08-07
Georgia;20230808;0;1;1;1;2023-08-08
Georgia;20230826;0;1;1;1;2023-08-26
Georgia;20230912;0;1;1;1;2023-09-12
Hamburg;20230809;0;1;1;1;2023-08-09
Hessen;20230902;0;1;1;1;2023-09-02
Ile-de-France;20230806;0;1;1;1;2023-08-06
Ile-de-France;20230827;0;1;1;1;2023-08-27
Ile-de-France;20230918;0;1;1;1;2023-09-18
Indiana;20230916;0;1;1;1;2023-09-16
Klaipeda County;20230806;0;1;1;1;2023-08-06
Kurgan Oblast;20230916;0;1;1;1;2023-09-16
Kyiv Oblast;20230910;0;1;1;1;2023-09-10
Lazio;20230821;0;1;1;1;2023-08-21
Lazio;20230827;0;1;1;1;2023-08-27
Lisbon;20230804;0;1;1;1;2023-08-04
Lisbon;20230805;0;1;1;1;2023-08-05
Lisbon;20230826;0;1;1;1;2023-08-26
Lisbon;20230829;0;0;1;0;2023-08-29
Lombardy;20230807;0;1;1;1;2023-08-07
Lombardy;20230810;0;1;1;1;2023-08-10
Lombardy;20230813;0;1;1;1;2023-08-13
Lombardy;20230817;0;1;1;1;2023-08-17
Lombardy;20230821;0;1;1;1;2023-08-21
Lombardy;20230901;0;1;1;1;2023-09-01
Lombardy;20230906;0;1;1;1;2023-09-06
Luanda Province;20230830;0;1;1;1;2023-08-30
Luanda Province;20230903;0;1;1;1;2023-09-03
Madeira;20230909;0;1;1;1;2023-09-09
Madrid;20230822;0;1;1;1;2023-08-22
Maine;20230829;0;1;1;1;2023-08-29
Mexico City;20230810;0;1;1;1;2023-08-10
Mexico City;20230819;0;1;1;1;2023-08-19
New York;20230820;0;1;1;1;2023-08-20
New York;20230908;0;1;1;1;2023-09-08
Newfoundland and Labrador;20230912;0;1;1;1;2023-09-12
Nizhny Novgorod Oblast;20230826;0;1;1;1;2023-08-26
Norrbotten County;20230827;0;1;1;1;2023-08-27
North Carolina;20230827;0;1;1;1;2023-08-27
North Carolina;20230901;0;1;1;1;2023-09-01
North Holland;20230903;0;1;1;1;2023-09-03
North Sumatra;20230803;0;1;1;1;2023-08-03
North Sumatra;20230817;0;0;1;0;2023-08-17
North Sumatra;20230819;0;0;1;0;2023-08-19
Nouvelle-Aquitaine;20230805;0;1;1;1;2023-08-05
Nouvelle-Aquitaine;20230824;0;1;1;1;2023-08-24
Nouvelle-Aquitaine;20230826;0;1;1;1;2023-08-26
Nouvelle-Aquitaine;20230831;0;1;1;1;2023-08-31
Nouvelle-Aquitaine;20230903;0;1;1;1;2023-09-03
Nouvelle-Aquitaine;20230906;0;1;1;1;2023-09-06
Nouvelle-Aquitaine;20230912;0;1;1;1;2023-09-12
Nouvelle-Aquitaine;20230917;0;1;1;1;2023-09-17
Ohio;20230824;0;2;2;2;2023-08-24
Ontario;20230803;0;1;1;1;2023-08-03
Ontario;20230805;0;1;1;1;2023-08-05
Ontario;20230808;0;2;2;2;2023-08-08
Ontario;20230813;0;1;1;1;2023-08-13
Ontario;20230909;0;1;1;1;2023-09-09
Ontario;20230912;0;1;1;1;2023-09-12
Porto District;20230804;0;1;1;1;2023-08-04
Porto District;20230811;0;1;1;1;2023-08-11
Porto District;20230825;0;1;1;1;2023-08-25
Puebla;20230803;0;1;1;1;2023-08-03
Quebec;20230817;0;1;1;1;2023-08-17
Region of Murcia;20230805;0;1;1;1;2023-08-05
Republic of Tatarstan;20230803;0;0;1;1;2023-08-03
Riga;20230824;0;1;1;1;2023-08-24
Saitama;20230818;0;1;1;1;2023-08-18
San Juan Province;20230805;0;1;1;1;2023-08-05
San Salvador Department;20230810;0;1;1;1;2023-08-10
Sofala Province;20230810;0;1;1;1;2023-08-10
Acre;20230808;0;1;1;1;2023-08-08
Acre;20230824;0;1;1;1;2023-08-24
Acre;20230913;0;1;1;1;2023-09-13
Alagoas;20230811;0;0;1;0;2023-08-11
Alagoas;20230814;0;1;1;1;2023-08-14
Alagoas;20230906;0;1;1;1;2023-09-06
Amapa;20230813;0;1;1;1;2023-08-13
Amapa;20230824;0;1;1;1;2023-08-24
Amazonas;20230805;0;1;1;1;2023-08-05
Amazonas;20230806;0;2;2;2;2023-08-06
Amazonas;20230808;0;2;2;2;2023-08-08
Amazonas;20230809;0;1;1;1;2023-08-09
Amazonas;20230810;0;1;1;1;2023-08-10
Amazonas;20230811;0;2;2;2;2023-08-11
Amazonas;20230815;0;1;1;1;2023-08-15
Amazonas;20230820;0;2;2;2;2023-08-20
Amazonas;20230823;0;1;2;2;2023-08-23
Amazonas;20230824;0;2;2;2;2023-08-24
Amazonas;20230828;0;0;1;1;2023-08-28
Amazonas;20230901;0;1;1;1;2023-09-01
Amazonas;20230902;0;1;1;1;2023-09-02
Amazonas;20230905;0;0;1;1;2023-09-05
Amazonas;20230906;0;1;3;2;2023-09-06
Amazonas;20230911;0;0;1;1;2023-09-11
Amazonas;20230914;0;1;2;2;2023-09-14
Amazonas;20230915;0;0;1;1;2023-09-15
Amazonas;20230916;0;1;1;1;2023-09-16
Amazonas;20230917;0;0;1;0;2023-09-17
Amazonas;20230918;0;1;2;2;2023-09-18
Bahia;20230809;0;4;5;4;2023-08-09
Bahia;20230812;0;2;2;2;2023-08-12
Bahia;20230815;0;2;2;2;2023-08-15
Bahia;20230820;0;1;1;1;2023-08-20
Bahia;20230821;0;3;3;3;2023-08-21
Bahia;20230827;0;1;1;1;2023-08-27
Bahia;20230830;0;3;3;3;2023-08-30
Bahia;20230902;0;2;2;2;2023-09-02
Bahia;20230903;0;1;1;1;2023-09-03
Bahia;20230908;0;0;1;1;2023-09-08
Bahia;20230914;0;2;2;2;2023-09-14
Bahia;20230916;0;4;4;4;2023-09-16
Bahia;20230917;0;1;1;1;2023-09-17
Bahia;20230918;0;3;3;3;2023-09-18
Ceara;20230804;0;0;1;1;2023-08-04
Ceara;20230813;0;1;1;1;2023-08-13
Ceara;20230817;0;2;2;2;2023-08-17
Ceara;20230820;0;2;2;2;2023-08-20
Ceara;20230825;0;2;2;2;2023-08-25
Ceara;20230829;0;1;1;1;2023-08-29
Ceara;20230830;0;1;1;1;2023-08-30
Ceara;20230904;0;0;1;0;2023-09-04
Ceara;20230908;0;1;1;1;2023-09-08
Ceara;20230914;0;1;2;1;2023-09-14
Ceara;20230917;0;1;1;1;2023-09-17
Ceara;20230918;0;1;1;1;2023-09-18
Espirito Santo;20230804;0;3;3;3;2023-08-04
Espirito Santo;20230805;0;2;2;2;2023-08-05
Espirito Santo;20230808;0;1;2;1;2023-08-08
Espirito Santo;20230814;0;3;3;3;2023-08-14
Espirito Santo;20230816;0;0;1;0;2023-08-16
Espirito Santo;20230910;0;1;1;1;2023-09-10
Espirito Santo;20230911;0;0;1;1;2023-09-11
Espirito Santo;20230914;0;2;3;3;2023-09-14
Goias;20230803;0;2;3;3;2023-08-03
Goias;20230806;0;1;1;1;2023-08-06
Goias;20230807;0;1;1;1;2023-08-07
Goias;20230809;0;3;3;3;2023-08-09
Goias;20230812;0;0;1;0;2023-08-12
Goias;20230814;0;1;1;1;2023-08-14
Goias;20230821;0;1;1;1;2023-08-21
Goias;20230822;0;2;3;2;2023-08-22
Goias;20230824;0;3;3;3;2023-08-24
Goias;20230825;0;3;3;3;2023-08-25
Goias;20230828;0;1;1;1;2023-08-28
Goias;20230830;0;1;1;1;2023-08-30
Goias;20230908;0;1;1;1;2023-09-08
Goias;20230909;0;0;1;0;2023-09-09
Goias;20230912;0;1;1;1;2023-09-12
Goias;20230913;0;0;1;0;2023-09-13
Goias;20230914;0;1;1;1;2023-09-14
Goias;20230917;0;2;2;2;2023-09-17
Goias;20230918;0;2;2;2;2023-09-18
Maranhao;20230806;0;2;2;2;2023-08-06
Maranhao;20230808;0;2;2;2;2023-08-08
Maranhao;20230820;0;1;1;1;2023-08-20
Maranhao;20230824;0;1;1;1;2023-08-24
Maranhao;20230829;0;1;1;1;2023-08-29
Maranhao;20230831;0;1;1;1;2023-08-31
Maranhao;20230907;0;1;1;1;2023-09-07
Maranhao;20230916;0;1;1;1;2023-09-16
Mato Grosso;20230805;0;1;1;1;2023-08-05
Mato Grosso;20230807;0;1;1;1;2023-08-07
Mato Grosso;20230811;0;1;1;1;2023-08-11
Mato Grosso;20230824;0;2;2;2;2023-08-24
Mato Grosso;20230827;0;1;1;1;2023-08-27
Mato Grosso;20230901;0;1;1;1;2023-09-01
Mato Grosso;20230908;0;1;1;1;2023-09-08
Mato Grosso;20230911;0;1;1;1;2023-09-11
Mato Grosso;20230915;0;1;1;1;2023-09-15
Mato Grosso;20230916;0;1;2;1;2023-09-16
Mato Grosso;20230918;0;0;1;0;2023-09-18
Mato Grosso do Sul;20230806;0;1;1;1;2023-08-06
Mato Grosso do Sul;20230809;0;0;1;0;2023-08-09
Mato Grosso do Sul;20230817;0;1;1;1;2023-08-17
Mato Grosso do Sul;20230819;0;1;1;1;2023-08-19
Mato Grosso do Sul;20230820;0;1;1;1;2023-08-20
Mato Grosso do Sul;20230822;0;1;1;1;2023-08-22
Mato Grosso do Sul;20230903;0;1;2;1;2023-09-03
Mato Grosso do Sul;20230905;0;1;1;1;2023-09-05
Mato Grosso do Sul;20230909;0;1;1;1;2023-09-09
Mato Grosso do Sul;20230912;0;1;1;1;2023-09-12
Minas Gerais;20230803;0;2;2;2;2023-08-03
Minas Gerais;20230806;0;3;3;3;2023-08-06
Minas Gerais;20230810;0;5;6;6;2023-08-10
Minas Gerais;20230812;0;3;3;3;2023-08-12
Minas Gerais;20230813;0;4;4;4;2023-08-13
Minas Gerais;20230907;0;2;4;2;2023-09-07
Minas Gerais;20230910;0;3;3;3;2023-09-10
Minas Gerais;20230918;0;1;2;1;2023-09-18
Para;20230803;0;2;2;2;2023-08-03
Para;20230808;0;1;1;1;2023-08-08
Para;20230812;0;1;2;1;2023-08-12
Para;20230814;0;1;1;1;2023-08-14
Para;20230818;0;1;1;1;2023-08-18
Para;20230827;0;1;1;1;2023-08-27
Para;20230831;0;0;1;0;2023-08-31
Para;20230909;0;1;1;1;2023-09-09
Para;20230911;0;1;1;1;2023-09-11
Para;20230912;0;2;2;2;2023-09-12
Para;20230914;0;2;2;2;2023-09-14
Para;20230917;0;1;1;1;2023-09-17
Paraiba;20230803;0;1;1;1;2023-08-03
Paraiba;20230811;0;1;1;1;2023-08-11
Paraiba;20230813;0;1;1;1;2023-08-13
Paraiba;20230815;0;2;2;2;2023-08-15
Paraiba;20230816;0;2;2;2;2023-08-16
Paraiba;20230822;0;1;1;1;2023-08-22
Paraiba;20230826;0;1;1;1;2023-08-26
Paraiba;20230831;0;2;2;2;2023-08-31
Parana;20230803;0;2;3;3;2023-08-03
Parana;20230805;0;3;3;3;2023-08-05
Parana;20230808;0;1;1;1;2023-08-08
Parana;20230809;0;1;2;2;2023-08-09
Parana;20230811;0;2;3;3;2023-08-11
Parana;20230812;0;3;4;4;2023-08-12
Parana;20230813;0;1;2;2;2023-08-13
Parana;20230815;0;2;2;2;2023-08-15
Parana;20230816;0;2;2;2;2023-08-16
Parana;20230819;0;1;1;1;2023-08-19
Parana;20230820;0;1;1;1;2023-08-20
Parana;20230822;0;2;2;2;2023-08-22
Parana;20230823;0;3;3;3;2023-08-23
Parana;20230901;0;1;1;1;2023-09-01
Parana;20230906;0;1;2;1;2023-09-06
Parana;20230912;0;3;3;3;2023-09-12
Parana;20230916;0;1;1;1;2023-09-16
Parana;20230918;0;1;1;1;2023-09-18
Pernambuco;20230805;0;1;1;1;2023-08-05
Pernambuco;20230806;0;1;1;1;2023-08-06
Pernambuco;20230807;0;1;1;1;2023-08-07
Pernambuco;20230808;0;2;2;2;2023-08-08
Pernambuco;20230809;0;1;1;1;2023-08-09
Pernambuco;20230818;0;1;1;1;2023-08-18
Pernambuco;20230821;0;0;1;1;2023-08-21
Pernambuco;20230823;0;1;1;1;2023-08-23
Pernambuco;20230901;0;1;1;1;2023-09-01
Pernambuco;20230902;0;2;2;2;2023-09-02
Pernambuco;20230903;0;1;1;1;2023-09-03
Pernambuco;20230906;0;1;1;1;2023-09-06
Pernambuco;20230909;0;2;2;2;2023-09-09
Pernambuco;20230913;0;1;1;1;2023-09-13
Pernambuco;20230914;0;2;2;2;2023-09-14
Pernambuco;20230916;0;2;2;2;2023-09-16
Pernambuco;20230917;0;1;1;1;2023-09-17
Pernambuco;20230918;0;2;3;3;2023-09-18
Piaui;20230803;0;2;2;2;2023-08-03
Piaui;20230810;0;1;1;1;2023-08-10
Piaui;20230818;0;1;1;1;2023-08-18
Piaui;20230821;0;1;1;1;2023-08-21
Piaui;20230828;0;1;1;1;2023-08-28
Piaui;20230903;0;0;1;1;2023-09-03
Piaui;20230916;0;2;2;2;2023-09-16
Piaui;20230917;0;1;1;1;2023-09-17
Piaui;20230918;0;1;1;1;2023-09-18
Rio Grande do Norte;20230805;0;1;1;1;2023-08-05
Rio Grande do Norte;20230807;0;1;2;1;2023-08-07
Rio Grande do Norte;20230808;0;1;1;1;2023-08-08
Rio Grande do Norte;20230810;0;1;1;1;2023-08-10
Rio Grande do Norte;20230819;0;1;1;1;2023-08-19
Rio Grande do Norte;20230823;0;1;1;1;2023-08-23
Rio Grande do Norte;20230824;0;2;2;2;2023-08-24
Rio Grande do Norte;20230831;0;2;2;2;2023-08-31
Rio Grande do Norte;20230905;0;1;1;1;2023-09-05
Rio Grande do Norte;20230907;0;3;4;4;2023-09-07
Rio Grande do Norte;20230911;0;1;1;1;2023-09-11
Rio Grande do Norte;20230914;0;1;1;1;2023-09-14
Rio Grande do Sul;20230803;0;0;1;1;2023-08-03
Rio Grande do Sul;20230805;0;1;1;1;2023-08-05
Rio Grande do Sul;20230806;0;1;2;2;2023-08-06
Rio Grande do Sul;20230815;0;2;2;2;2023-08-15
Rio Grande do Sul;20230818;0;1;1;1;2023-08-18
Rio Grande do Sul;20230820;0;1;1;1;2023-08-20
Rio Grande do Sul;20230821;0;1;1;1;2023-08-21
Rio Grande do Sul;20230822;0;1;1;1;2023-08-22
Rio Grande do Sul;20230828;0;1;1;1;2023-08-28
Rio Grande do Sul;20230901;0;3;4;3;2023-09-01
Rio Grande do Sul;20230907;0;1;1;1;2023-09-07
Rio Grande do Sul;20230908;0;4;4;4;2023-09-08
Rio Grande do Sul;20230909;0;2;2;2;2023-09-09
Rio Grande do Sul;20230910;0;2;2;2;2023-09-10
Rio Grande do Sul;20230914;0;2;3;3;2023-09-14
Rio Grande do Sul;20230915;0;1;1;1;2023-09-15
Rio Grande do Sul;20230916;0;2;4;4;2023-09-16
Rio Grande do Sul;20230917;0;1;2;2;2023-09-17
Rio Grande do Sul;20230918;0;1;1;1;2023-09-18
Rondonia;20230813;0;1;1;1;2023-08-13
Roraima;20230809;0;1;1;1;2023-08-09
Roraima;20230909;0;1;1;1;2023-09-09
Santa Catarina;20230804;0;3;3;3;2023-08-04
Santa Catarina;20230806;0;1;1;1;2023-08-06
Santa Catarina;20230807;0;3;3;3;2023-08-07
Santa Catarina;20230808;0;0;1;0;2023-08-08
Santa Catarina;20230809;0;1;1;1;2023-08-09
Santa Catarina;20230810;0;3;3;3;2023-08-10
Santa Catarina;20230814;0;1;1;1;2023-08-14
Santa Catarina;20230821;0;2;2;2;2023-08-21
Santa Catarina;20230826;0;1;1;1;2023-08-26
Santa Catarina;20230827;0;2;2;2;2023-08-27
Santa Catarina;20230831;0;2;2;2;2023-08-31
Santa Catarina;20230902;0;1;2;2;2023-09-02
Santa Catarina;20230903;0;2;2;2;2023-09-03
Santa Catarina;20230905;0;1;1;1;2023-09-05
Santa Catarina;20230913;0;3;3;3;2023-09-13
Santa Catarina;20230914;0;2;2;2;2023-09-14
Santa Catarina;20230915;0;2;2;2;2023-09-15
Santa Catarina;20230917;0;2;2;2;2023-09-17
Sao Paulo;20230812;0;7;9;7;2023-08-12
Sao Paulo;20230814;0;1;3;2;2023-08-14
Sao Paulo;20230829;0;5;6;6;2023-08-29
Sergipe;20230805;0;1;1;1;2023-08-05
Sergipe;20230810;0;1;1;1;2023-08-10
Sergipe;20230827;0;0;1;1;2023-08-27
Sergipe;20230828;0;1;1;1;2023-08-28
Sergipe;20230829;0;1;1;1;2023-08-29
Sergipe;20230830;0;1;1;1;2023-08-30
Sergipe;20230903;0;1;1;1;2023-09-03
Sergipe;20230907;0;0;1;0;2023-09-07
Sergipe;20230915;0;0;1;1;2023-09-15
Sergipe;20230916;0;1;1;1;2023-09-16
Tocantins;20230808;0;1;1;1;2023-08-08
Tocantins;20230825;0;1;1;1;2023-08-25
Tocantins;20230831;0;1;1;1;2023-08-31
Tocantins;20230915;0;1;1;1;2023-09-15
Tocantins;20230916;0;1;1;1;2023-09-16
Styria;20230914;0;1;1;1;2023-09-14
Vienna;20230901;0;1;1;1;2023-09-01
Viken;20230909;0;1;1;1;2023-09-09
Virginia;20230909;0;6;6;6;2023-09-09
Washington;20230809;0;1;1;1;2023-08-09
Washington;20230810;0;1;1;1;2023-08-10
Washington;20230915;0;1;1;1;2023-09-15
Zurich;20230803;0;1;1;1;2023-08-03
Rio de Janeiro;20230921;43;20;63;62;2023-09-21
Rio de Janeiro;20230919;38;27;66;63;2023-09-19
Rio de Janeiro;20230920;29;25;56;52;2023-09-20
Rio de Janeiro;20230918;27;23;51;49;2023-09-18
Rio de Janeiro;20230922;23;20;42;41;2023-09-22
Rio de Janeiro;20230923;18;15;33;31;2023-09-23
Rio de Janeiro;20230924;13;11;23;23;2023-09-24
Sao Paulo;20230921;7;9;14;14;2023-09-21
Federal District;20230922;6;0;6;6;2023-09-22
Minas Gerais;20230921;5;4;9;9;2023-09-21
Sao Paulo;20230919;5;6;11;11;2023-09-19
Sao Paulo;20230924;5;10;14;14;2023-09-24
Federal District;20230920;4;2;7;6;2023-09-20
Federal District;20230923;4;1;4;4;2023-09-23
Sao Paulo;20230918;4;7;12;12;2023-09-18
Federal District;20230919;3;1;3;3;2023-09-19
Federal District;20230921;3;1;3;3;2023-09-21
Espirito Santo;20230922;3;2;5;5;2023-09-22
Sao Paulo;20230920;3;4;8;8;2023-09-20
Sao Paulo;20230922;3;4;8;8;2023-09-22
Sao Paulo;20230923;3;9;11;10;2023-09-23
Federal District;20230918;2;4;6;6;2023-09-18
Federal District;20230924;2;3;5;4;2023-09-24
Ceara;20230922;2;0;2;2;2023-09-22
Espirito Santo;20230918;2;1;2;2;2023-09-18
Espirito Santo;20230920;2;1;3;3;2023-09-20
Espirito Santo;20230921;2;0;2;2;2023-09-21
Espirito Santo;20230923;2;1;2;2;2023-09-23
Minas Gerais;20230920;2;4;7;6;2023-09-20
Minas Gerais;20230922;2;5;7;7;2023-09-22
Minas Gerais;20230923;2;4;7;7;2023-09-23
Santa Catarina;20230918;2;0;2;2;2023-09-18
Santa Catarina;20230919;2;5;8;7;2023-09-19
England;20230918;1;1;1;1;2023-09-18
England;20230921;1;1;1;1;2023-09-21
Ile-de-France;20230919;1;0;1;1;2023-09-19
Ile-de-France;20230922;1;0;1;1;2023-09-22
Ile-de-France;20230923;1;0;1;1;2023-09-23
Kyiv Oblast;20230922;1;0;1;1;2023-09-22
Kyiv Oblast;20230923;1;0;1;1;2023-09-23
Lombardy;20230921;1;0;1;1;2023-09-21
Massachusetts;20230919;1;0;1;1;2023-09-19
Massachusetts;20230923;1;0;1;1;2023-09-23
Mexico City;20230921;1;1;1;1;2023-09-21
Sardinia;20230921;1;0;1;1;2023-09-21
Alagoas;20230919;1;0;1;1;2023-09-19
Alagoas;20230920;1;1;2;2;2023-09-20
Alagoas;20230923;1;1;2;2;2023-09-23
Amazonas;20230921;1;1;2;2;2023-09-21
Bahia;20230919;1;3;4;4;2023-09-19
Bahia;20230920;1;0;1;1;2023-09-20
Bahia;20230922;1;2;3;3;2023-09-22
Espirito Santo;20230919;1;0;1;1;2023-09-19
Goias;20230919;1;3;4;4;2023-09-19
Goias;20230922;1;1;2;2;2023-09-22
Goias;20230923;1;1;1;1;2023-09-23
Maranhao;20230921;1;0;1;1;2023-09-21
Minas Gerais;20230919;1;2;3;3;2023-09-19
Minas Gerais;20230924;1;2;3;3;2023-09-24
Para;20230918;1;2;3;3;2023-09-18
Paraiba;20230918;1;1;1;1;2023-09-18
Paraiba;20230919;1;0;1;1;2023-09-19
Paraiba;20230920;1;1;2;2;2023-09-20
Paraiba;20230922;1;0;1;1;2023-09-22
Parana;20230919;1;1;2;2;2023-09-19
Parana;20230922;1;1;2;2;2023-09-22
Pernambuco;20230924;1;1;2;2;2023-09-24
Piaui;20230920;1;0;1;1;2023-09-20
Piaui;20230922;1;0;1;1;2023-09-22
Rio Grande do Norte;20230920;1;1;1;1;2023-09-20
Rio Grande do Norte;20230921;1;1;1;1;2023-09-21
Rio Grande do Sul;20230919;1;0;1;1;2023-09-19
Rio Grande do Sul;20230922;1;3;4;4;2023-09-22
(not set);20230918;0;1;1;1;2023-09-18
(not set);20230919;0;2;2;2;2023-09-19
(not set);20230923;0;1;1;1;2023-09-23
(not set);20230924;0;2;2;2;2023-09-24
Beja District;20230922;0;1;1;1;2023-09-22
Buenos Aires Province;20230919;0;1;1;1;2023-09-19
California;20230918;0;1;1;1;2023-09-18
Florida;20230918;0;1;1;1;2023-09-18
Florida;20230923;0;1;1;1;2023-09-23
Ile-de-France;20230918;0;1;1;1;2023-09-18
Lisbon;20230923;0;1;1;1;2023-09-23
Massachusetts;20230922;0;1;1;1;2023-09-22
Nouvelle-Aquitaine;20230924;0;1;1;1;2023-09-24
Acre;20230921;0;1;1;1;2023-09-21
Alagoas;20230921;0;0;1;0;2023-09-21
Amapa;20230922;0;1;1;1;2023-09-22
Amazonas;20230918;0;1;2;2;2023-09-18
Amazonas;20230919;0;0;1;1;2023-09-19
Amazonas;20230920;0;0;1;1;2023-09-20
Amazonas;20230922;0;0;1;1;2023-09-22
Amazonas;20230923;0;2;2;2;2023-09-23
Amazonas;20230924;0;1;1;1;2023-09-24
Bahia;20230918;0;3;3;3;2023-09-18
Bahia;20230921;0;1;1;1;2023-09-21
Bahia;20230923;0;1;1;1;2023-09-23
Ceara;20230918;0;1;1;1;2023-09-18
Ceara;20230919;0;1;1;1;2023-09-19
Ceara;20230921;0;2;2;2;2023-09-21
Ceara;20230923;0;1;1;1;2023-09-23
Ceara;20230924;0;2;2;2;2023-09-24
Goias;20230918;0;2;2;2;2023-09-18
Goias;20230921;0;1;1;1;2023-09-21
Maranhao;20230919;0;1;1;1;2023-09-19
Mato Grosso;20230918;0;0;1;0;2023-09-18
Mato Grosso;20230919;0;0;1;0;2023-09-19
Mato Grosso;20230920;0;1;1;1;2023-09-20
Mato Grosso;20230921;0;0;1;0;2023-09-21
Mato Grosso;20230924;0;0;1;0;2023-09-24
Mato Grosso do Sul;20230920;0;1;1;1;2023-09-20
Minas Gerais;20230918;0;1;2;1;2023-09-18
Para;20230919;0;3;3;3;2023-09-19
Para;20230920;0;1;1;1;2023-09-20
Paraiba;20230921;0;1;1;1;2023-09-21
Paraiba;20230924;0;0;1;0;2023-09-24
Parana;20230918;0;1;1;1;2023-09-18
Parana;20230920;0;3;3;3;2023-09-20
Parana;20230921;0;1;1;1;2023-09-21
Parana;20230923;0;2;2;2;2023-09-23
Parana;20230924;0;3;3;3;2023-09-24
Pernambuco;20230918;0;2;3;3;2023-09-18
Pernambuco;20230919;0;1;1;1;2023-09-19
Pernambuco;20230922;0;1;1;1;2023-09-22
Piaui;20230918;0;1;1;1;2023-09-18
Rio Grande do Sul;20230918;0;1;1;1;2023-09-18
Rio Grande do Sul;20230920;0;1;3;2;2023-09-20
Rio Grande do Sul;20230924;0;2;2;2;2023-09-24
Santa Catarina;20230920;0;3;3;3;2023-09-20
Santa Catarina;20230921;0;2;2;2;2023-09-21
Santa Catarina;20230922;0;2;3;2;2023-09-22
Santa Catarina;20230923;0;2;2;2;2023-09-23
Santa Catarina;20230924;0;2;2;2;2023-09-24
Sergipe;20230919;0;2;2;2;2023-09-19
Sergipe;20230920;0;0;1;0;2023-09-20
Texas;20230919;0;1;1;1;2023-09-19
Texas;20230921;0;1;1;1;2023-09-21
Tokyo;20230919;0;2;2;2;2023-09-19
Tokyo;20230920;0;1;1;1;2023-09-20
Vestland;20230919;0;1;1;1;2023-09-19
Rio de Janeiro;20230928;51;30;77;75;2023-09-28
Rio de Janeiro;20230929;33;18;54;51;2023-09-29
Rio de Janeiro;20230926;32;20;53;52;2023-09-26
Rio de Janeiro;20230927;31;28;61;58;2023-09-27
Rio de Janeiro;20230925;29;24;50;48;2023-09-25
Rio de Janeiro;20230930;27;19;47;44;2023-09-30
Rio de Janeiro;20231001;20;16;37;33;2023-10-01
Federal District;20230927;6;2;8;8;2023-09-27
Federal District;20230928;6;1;7;7;2023-09-28
Rio de Janeiro;20231002;5;2;7;7;2023-10-02
Sao Paulo;20230926;5;7;12;12;2023-09-26
Sao Paulo;20230927;5;20;25;25;2023-09-27
Sao Paulo;20230928;5;9;15;14;2023-09-28
Sao Paulo;20230930;5;10;14;14;2023-09-30
Federal District;20230926;4;5;9;9;2023-09-26
