Cidade;Data;Usuarios;Novos usuarios;Total;DT
Mococa;20230807;1;1;2;2023-08-07
Modena;20230819;1;0;1;2023-08-19
Mogi Guacu;20230824;1;1;2;2023-08-24
Mogi das Cruzes;20230813;1;1;2;2023-08-13
Mogi das Cruzes;20230824;1;1;2;2023-08-24
Monte Aprazivel;20230809;1;1;2;2023-08-09
Monte Aprazivel;20230813;1;0;1;2023-08-13
Monte Aprazivel;20230819;1;1;2;2023-08-19
Monte Aprazivel;20230823;1;1;2;2023-08-23
Monte Aprazivel;20230824;1;0;1;2023-08-24
Monte Aprazivel;20230909;1;0;1;2023-09-09
Monte Carmelo;20230804;1;1;2;2023-08-04
Montenegro;20230821;1;1;2;2023-08-21
Montreal;20230817;1;1;2;2023-08-17
Morrinhos;20230828;1;1;2;2023-08-28
Mossoro;20230804;1;0;1;2023-08-04
Mossoro;20230823;1;1;2;2023-08-23
Mossoro;20230903;1;1;2;2023-09-03
Mossoro;20230905;1;1;2;2023-09-05
Mossoro;20230906;1;0;1;2023-09-06
Mossoro;20230907;1;0;1;2023-09-07
Mossoro;20230908;1;0;1;2023-09-08
Mountain View;20230915;1;1;2;2023-09-15
Muriae;20230804;1;1;2;2023-08-04
Muriae;20230816;1;1;2;2023-08-16
Muriae;20230821;1;0;1;2023-08-21
Muriae;20230825;1;1;2;2023-08-25
Muriae;20230901;1;1;2;2023-09-01
Muriae;20230915;1;1;2;2023-09-15
Nao-Me-Toque;20230816;1;1;2;2023-08-16
Naples;20230826;1;1;2;2023-08-26
Natal;20230804;1;1;2;2023-08-04
Natal;20230805;1;1;2;2023-08-05
Natal;20230807;1;1;2;2023-08-07
Natal;20230809;1;0;1;2023-08-09
Natal;20230813;1;0;1;2023-08-13
Natal;20230815;1;0;1;2023-08-15
Natal;20230820;1;0;1;2023-08-20
Natal;20230828;1;1;2;2023-08-28
Natal;20230902;1;0;1;2023-09-02
Natal;20230908;1;1;2;2023-09-08
Natal;20230911;1;1;2;2023-09-11
Natal;20230914;1;1;2;2023-09-14
New Westminster;20230810;1;1;2;2023-08-10
New York;20230820;1;1;2;2023-08-20
New York;20230908;1;1;2;2023-09-08
New York;20230916;1;1;2;2023-09-16
Nilopolis;20230809;1;0;1;2023-08-09
Nilopolis;20230810;1;1;2;2023-08-10
Nilopolis;20230817;1;1;2;2023-08-17
Nilopolis;20230823;1;1;2;2023-08-23
Nilopolis;20230827;1;0;1;2023-08-27
Nilopolis;20230901;1;1;2;2023-09-01
Niteroi;20230822;1;0;1;2023-08-22
Niteroi;20230905;1;0;1;2023-09-05
Niteroi;20230909;1;0;1;2023-09-09
Niteroi;20230917;1;0;1;2023-09-17
Nizhny Novgorod;20230826;1;1;2;2023-08-26
Nova Friburgo;20230805;1;1;2;2023-08-05
Nova Friburgo;20230812;1;1;2;2023-08-12
Nova Friburgo;20230813;1;0;1;2023-08-13
Nova Friburgo;20230815;1;0;1;2023-08-15
Nova Friburgo;20230822;1;1;2;2023-08-22
Nova Friburgo;20230825;1;1;2;2023-08-25
Nova Friburgo;20230826;1;1;2;2023-08-26
Nova Friburgo;20230831;1;0;1;2023-08-31
Nova Friburgo;20230901;1;0;1;2023-09-01
Nova Friburgo;20230909;1;1;2;2023-09-09
Nova Friburgo;20230912;1;1;2;2023-09-12
Nova Friburgo;20230913;1;1;2;2023-09-13
Nova Friburgo;20230914;1;1;2;2023-09-14
Nova Friburgo;20230916;1;1;2;2023-09-16
Nova Friburgo;20230918;1;1;2;2023-09-18
Nova Iguacu;20230805;1;1;2;2023-08-05
Nova Iguacu;20230809;1;1;2;2023-08-09
Nova Iguacu;20230813;1;1;2;2023-08-13
Nova Iguacu;20230815;1;1;2;2023-08-15
Nova Iguacu;20230816;1;1;2;2023-08-16
Nova Iguacu;20230817;1;0;1;2023-08-17
Nova Iguacu;20230823;1;0;1;2023-08-23
Nova Iguacu;20230824;1;0;1;2023-08-24
Nova Iguacu;20230826;1;1;2;2023-08-26
Nova Iguacu;20230828;1;1;2;2023-08-28
Nova Iguacu;20230902;1;0;1;2023-09-02
Nova Iguacu;20230904;1;1;2;2023-09-04
Nova Iguacu;20230908;1;0;1;2023-09-08
Nova Iguacu;20230909;1;1;2;2023-09-09
Nova Iguacu;20230910;1;1;2;2023-09-10
Nova Iguacu;20230912;1;1;2;2023-09-12
Nova Iguacu;20230914;1;0;1;2023-09-14
Nova Iguacu;20230916;1;0;1;2023-09-16
Nova Iguacu;20230918;1;1;2;2023-09-18
Nova Lima;20230903;1;1;2;2023-09-03
Nova Vicosa;20230823;1;1;2;2023-08-23
Novo Gama;20230804;1;1;2;2023-08-04
Novo Gama;20230809;1;1;2;2023-08-09
Novo Hamburgo;20230809;1;1;2;2023-08-09
Novo Hamburgo;20230826;1;1;2;2023-08-26
Ocean Shores;20230809;1;1;2;2023-08-09
Olinda;20230809;1;1;2;2023-08-09
Olinda;20230917;1;1;2;2023-09-17
Oliveira;20230824;1;1;2;2023-08-24
Osasco;20230805;1;1;2;2023-08-05
Osasco;20230806;1;0;1;2023-08-06
Osasco;20230807;1;1;2;2023-08-07
Osasco;20230914;1;1;2;2023-09-14
Osorio;20230810;1;0;1;2023-08-10
Osorio;20230829;1;0;1;2023-08-29
Ottawa;20230803;1;1;2;2023-08-03
Palhoca;20230806;1;1;2;2023-08-06
Palhoca;20230819;1;0;1;2023-08-19
Palhoca;20230902;1;1;2;2023-09-02
Palhoca;20230916;1;0;1;2023-09-16
Palmas;20230808;1;1;2;2023-08-08
Palmas;20230810;1;0;1;2023-08-10
Palmas;20230825;1;1;2;2023-08-25
Palmas;20230826;1;0;1;2023-08-26
Palmas;20230915;1;1;2;2023-09-15
Palmas;20230916;1;1;2;2023-09-16
Paracambi;20230822;1;1;2;2023-08-22
Paracambi;20230826;1;1;2;2023-08-26
Paracambi;20230907;1;1;2;2023-09-07
Paranagua;20230821;1;1;2;2023-08-21
Paranagua;20230825;1;0;1;2023-08-25
Paranagua;20230902;1;0;1;2023-09-02
Paranagua;20230903;1;0;1;2023-09-03
Paranagua;20230909;1;0;1;2023-09-09
Paranagua;20230912;1;1;2;2023-09-12
Paranagua;20230913;1;0;1;2023-09-13
Paranagua;20230915;1;0;1;2023-09-15
Paranagua;20230917;1;0;1;2023-09-17
Paranavai;20230807;1;0;1;2023-08-07
Paranavai;20230828;1;0;1;2023-08-28
Paranavai;20230830;1;1;2;2023-08-30
Paris;20230806;1;1;2;2023-08-06
Paris;20230917;1;0;1;2023-09-17
Parnaiba;20230818;1;1;2;2023-08-18
Parnaiba;20230827;1;0;1;2023-08-27
Parnamirim;20230804;1;1;2;2023-08-04
Parnamirim;20230903;1;0;1;2023-09-03
Patos de Minas;20230911;1;0;1;2023-09-11
Paulista;20230916;1;1;2;2023-09-16
Pavia;20230908;1;0;1;2023-09-08
Pelotas;20230823;1;1;2;2023-08-23
Pelotas;20230828;1;1;2;2023-08-28
Peruibe;20230806;1;0;1;2023-08-06
Petropolis;20230806;1;1;2;2023-08-06
Petropolis;20230808;1;1;2;2023-08-08
Petropolis;20230810;1;0;1;2023-08-10
Petropolis;20230811;1;1;2;2023-08-11
Petropolis;20230813;1;1;2;2023-08-13
Petropolis;20230814;1;0;1;2023-08-14
Petropolis;20230817;1;0;1;2023-08-17
Petropolis;20230820;1;1;2;2023-08-20
Petropolis;20230822;1;0;1;2023-08-22
Petropolis;20230829;1;1;2;2023-08-29
Petropolis;20230830;1;0;1;2023-08-30
Petropolis;20230902;1;0;1;2023-09-02
Petropolis;20230906;1;0;1;2023-09-06
Petropolis;20230908;1;0;1;2023-09-08
Petropolis;20230910;1;0;1;2023-09-10
Petropolis;20230911;1;0;1;2023-09-11
Petropolis;20230913;1;0;1;2023-09-13
Petropolis;20230917;1;1;2;2023-09-17
Picos;20230821;1;1;2;2023-08-21
Picos;20230916;1;1;2;2023-09-16
Pinheiro;20230808;1;1;2;2023-08-08
Piracicaba;20230808;1;1;2;2023-08-08
Pirassununga;20230915;1;1;2;2023-09-15
Piripiri;20230917;1;1;2;2023-09-17
Plaisir;20230827;1;1;2;2023-08-27
Pombal;20230803;1;1;2;2023-08-03
Pombal;20230804;1;0;1;2023-08-04
Pombal;20230817;1;0;1;2023-08-17
Pombal;20230824;1;0;1;2023-08-24
Pombal;20230903;1;0;1;2023-09-03
Ponta Grossa;20230805;1;1;2;2023-08-05
Ponta Grossa;20230815;1;1;2;2023-08-15
Ponta Grossa;20230819;1;1;2;2023-08-19
Ponta Grossa;20230820;1;1;2;2023-08-20
Ponta Grossa;20230831;1;1;2;2023-08-31
Ponta Grossa;20230907;1;0;1;2023-09-07
Ponte Nova;20230915;1;1;2;2023-09-15
Pontes e Lacerda;20230912;1;1;2;2023-09-12
Porto;20230811;1;1;2;2023-08-11
Porto;20230825;1;1;2;2023-08-25
Porto;20230906;1;1;2;2023-09-06
Porto;20230914;1;0;1;2023-09-14
Porto Alegre;20230809;1;1;2;2023-08-09
Porto Alegre;20230820;1;1;2;2023-08-20
Porto Alegre;20230824;1;1;2;2023-08-24
Porto Alegre;20230826;1;0;1;2023-08-26
Porto Alegre;20230827;1;0;1;2023-08-27
Porto Alegre;20230829;1;1;2;2023-08-29
Porto Alegre;20230902;1;1;2;2023-09-02
Porto Alegre;20230903;1;1;2;2023-09-03
Porto Alegre;20230908;1;1;2;2023-09-08
Porto Alegre;20230916;1;1;2;2023-09-16
Porto Nacional;20230831;1;1;2;2023-08-31
Porto Uniao;20230807;1;1;2;2023-08-07
Porto Velho;20230813;1;1;2;2023-08-13
Pouso Alegre;20230822;1;1;2;2023-08-22
Pouso Alegre;20230906;1;1;2;2023-09-06
Praia Grande;20230816;1;1;2;2023-08-16
Presidente Venceslau;20230806;1;1;2;2023-08-06
Primavera do Leste;20230827;1;1;2;2023-08-27
Primavera do Leste;20230908;1;1;2;2023-09-08
Puebla;20230803;1;1;2;2023-08-03
Queimadas;20230817;1;1;2;2023-08-17
Queimados;20230814;1;1;2;2023-08-14
Quito;20230904;1;1;2;2023-09-04
Recife;20230805;1;1;2;2023-08-05
Recife;20230806;1;1;2;2023-08-06
Recife;20230807;1;1;2;2023-08-07
Recife;20230808;1;1;2;2023-08-08
Recife;20230824;1;0;1;2023-08-24
Recife;20230828;1;0;1;2023-08-28
Recife;20230909;1;1;2;2023-09-09
Recife;20230912;1;0;1;2023-09-12
Recife;20230913;1;1;2;2023-09-13
Recife;20230916;1;1;2;2023-09-16
Regente Feijo;20230805;1;1;2;2023-08-05
Regente Feijo;20230913;1;1;2;2023-09-13
Resende;20230822;1;1;2;2023-08-22
Resende;20230826;1;1;2;2023-08-26
Resende;20230908;1;1;2;2023-09-08
Resende;20230910;1;0;1;2023-09-10
Resende;20230912;1;1;2;2023-09-12
Resende;20230915;1;1;2;2023-09-15
Ribeirao Preto;20230812;1;1;2;2023-08-12
Ribeirao Preto;20230817;1;1;2;2023-08-17
Ribeirao Preto;20230819;1;1;2;2023-08-19
Ribeirao Preto;20230820;1;1;2;2023-08-20
Ribeirao Preto;20230907;1;1;2;2023-09-07
Ribeirao Preto;20230909;1;1;2;2023-09-09
Ribeirao Preto;20230910;1;1;2;2023-09-10
Ribeirao das Neves;20230810;1;1;2;2023-08-10
Ribeirao das Neves;20230915;1;1;2;2023-09-15
Richmond Hill;20230912;1;1;2;2023-09-12
Riga;20230824;1;1;2;2023-08-24
Rio Bonito;20230805;1;1;2;2023-08-05
Rio Bonito;20230807;1;0;1;2023-08-07
Rio Bonito;20230808;1;0;1;2023-08-08
Rio Bonito;20230812;1;0;1;2023-08-12
Rio Bonito;20230813;1;0;1;2023-08-13
Rio Bonito;20230819;1;0;1;2023-08-19
Rio Bonito;20230821;1;0;1;2023-08-21
Rio Bonito;20230824;1;0;1;2023-08-24
Rio Bonito;20230827;1;0;1;2023-08-27
Rio Bonito;20230828;1;1;2;2023-08-28
Rio Bonito;20230903;1;0;1;2023-09-03
Rio Bonito;20230904;1;0;1;2023-09-04
Rio Bonito;20230915;1;0;1;2023-09-15
Rio Bonito;20230916;1;1;2;2023-09-16
Rio Branco;20230808;1;1;2;2023-08-08
Rio Branco;20230821;1;1;2;2023-08-21
Rio Branco;20230824;1;1;2;2023-08-24
Rio Grande;20230908;1;1;2;2023-09-08
Rio das Ostras;20230803;1;1;2;2023-08-03
Rio das Ostras;20230813;1;0;1;2023-08-13
Rio das Ostras;20230814;1;1;2;2023-08-14
Rio das Ostras;20230816;1;1;2;2023-08-16
Rio das Ostras;20230817;1;1;2;2023-08-17
Rio das Ostras;20230826;1;0;1;2023-08-26
Rio das Ostras;20230902;1;1;2;2023-09-02
Rio das Ostras;20230904;1;0;1;2023-09-04
Rio das Ostras;20230905;1;0;1;2023-09-05
Rio das Ostras;20230907;1;0;1;2023-09-07
Rio das Ostras;20230909;1;0;1;2023-09-09
Rio das Ostras;20230916;1;0;1;2023-09-16
Rio das Ostras;20230917;1;0;1;2023-09-17
Rio do Sul;20230831;1;1;2;2023-08-31
Rolandia;20230805;1;1;2;2023-08-05
Rolandia;20230811;1;1;2;2023-08-11
Rolandia;20230814;1;0;1;2023-08-14
Rolandia;20230829;1;1;2;2023-08-29
Rolandia;20230902;1;0;1;2023-09-02
Rome;20230827;1;1;2;2023-08-27
Rome;20230908;1;0;1;2023-09-08
Saint-Denis;20230918;1;1;2;2023-09-18
Sakado;20230818;1;1;2;2023-08-18
Salvador;20230803;1;1;2;2023-08-03
Salvador;20230808;1;0;1;2023-08-08
Salvador;20230811;1;1;2;2023-08-11
Salvador;20230812;1;1;2;2023-08-12
Salvador;20230813;1;1;2;2023-08-13
Salvador;20230815;1;1;2;2023-08-15
Salvador;20230817;1;0;1;2023-08-17
Salvador;20230820;1;1;2;2023-08-20
Salvador;20230823;1;1;2;2023-08-23
Salvador;20230825;1;0;1;2023-08-25
Salvador;20230830;1;1;2;2023-08-30
Salvador;20230831;1;0;1;2023-08-31
Salvador;20230901;1;0;1;2023-09-01
Salvador;20230903;1;1;2;2023-09-03
Salvador;20230907;1;0;1;2023-09-07
Salvador;20230912;1;0;1;2023-09-12
Salvador;20230914;1;1;2;2023-09-14
Salvador;20230916;1;1;2;2023-09-16
San Francisco;20230808;1;1;2;2023-08-08
San Juan;20230805;1;1;2;2023-08-05
San Salvador;20230810;1;1;2;2023-08-10
Santa Ana;20230918;1;1;2;2023-09-18
Santa Luzia;20230804;1;1;2;2023-08-04
Santa Maria;20230810;1;1;2;2023-08-10
Santa Maria;20230831;1;1;2;2023-08-31
Santa Vitoria do Palmar;20230819;1;1;2;2023-08-19
Santana;20230813;1;1;2;2023-08-13
Santo Andre;20230809;1;1;2;2023-08-09
Santo Andre;20230823;1;1;2;2023-08-23
Santo Andre;20230901;1;1;2;2023-09-01
Santo Andre;20230905;1;1;2;2023-09-05
Santo Andre;20230917;1;1;2;2023-09-17
Santo Antonio da Platina;20230821;1;1;2;2023-08-21
Santo Antonio de Jesus;20230808;1;1;2;2023-08-08
Santo Antonio de Padua;20230916;1;1;2;2023-09-16
Santos;20230806;1;1;2;2023-08-06
Santos;20230807;1;1;2;2023-08-07
Santos;20230813;1;1;2;2023-08-13
Santos;20230819;1;1;2;2023-08-19
Santos;20230824;1;1;2;2023-08-24
Santos;20230828;1;1;2;2023-08-28
Santos;20230830;1;1;2;2023-08-30
Santos;20230901;1;0;1;2023-09-01
Santos;20230904;1;0;1;2023-09-04
Santos;20230906;1;0;1;2023-09-06
Santos;20230913;1;0;1;2023-09-13
Sao Bernardo do Campo;20230816;1;0;1;2023-08-16
Sao Bernardo do Campo;20230821;1;1;2;2023-08-21
Sao Bernardo do Campo;20230902;1;0;1;2023-09-02
Sao Bernardo do Campo;20230907;1;1;2;2023-09-07
Sao Bernardo do Campo;20230910;1;1;2;2023-09-10
Sao Borja;20230909;1;1;2;2023-09-09
Sao Borja;20230916;1;0;1;2023-09-16
Sao Caetano do Sul;20230807;1;1;2;2023-08-07
Sao Carlos;20230808;1;1;2;2023-08-08
Sao Carlos;20230810;1;1;2;2023-08-10
Sao Carlos;20230908;1;1;2;2023-09-08
Sao Carlos;20230914;1;0;1;2023-09-14
Sao Francisco de Paula;20230807;1;0;1;2023-08-07
Sao Francisco de Paula;20230913;1;0;1;2023-09-13
Sao Gabriel;20230822;1;1;2;2023-08-22
Sao Goncalo;20230803;1;1;2;2023-08-03
Sao Goncalo;20230807;1;0;1;2023-08-07
Sao Goncalo;20230808;1;1;2;2023-08-08
Sao Goncalo;20230811;1;0;1;2023-08-11
Sao Goncalo;20230812;1;1;2;2023-08-12
Sao Goncalo;20230813;1;0;1;2023-08-13
Sao Goncalo;20230815;1;1;2;2023-08-15
Sao Goncalo;20230816;1;1;2;2023-08-16
Sao Goncalo;20230817;1;0;1;2023-08-17
Sao Goncalo;20230818;1;1;2;2023-08-18
Sao Goncalo;20230821;1;1;2;2023-08-21
Sao Goncalo;20230823;1;1;2;2023-08-23
Sao Goncalo;20230826;1;1;2;2023-08-26
Sao Goncalo;20230904;1;0;1;2023-09-04
Sao Goncalo;20230908;1;0;1;2023-09-08
Sao Goncalo;20230909;1;0;1;2023-09-09
Sao Goncalo;20230911;1;0;1;2023-09-11
Sao Goncalo;20230913;1;0;1;2023-09-13
Sao Joao da Boa Vista;20230904;1;1;2;2023-09-04
Sao Joao de Meriti;20230805;1;1;2;2023-08-05
Sao Joao de Meriti;20230811;1;1;2;2023-08-11
Sao Joao de Meriti;20230815;1;1;2;2023-08-15
Sao Joao de Meriti;20230823;1;1;2;2023-08-23
Sao Joao de Meriti;20230827;1;1;2;2023-08-27
Sao Joao de Meriti;20230830;1;1;2;2023-08-30
Sao Joao de Meriti;20230901;1;1;2;2023-09-01
Sao Joao de Meriti;20230903;1;1;2;2023-09-03
Sao Joao de Meriti;20230905;1;1;2;2023-09-05
Sao Joao de Meriti;20230910;1;0;1;2023-09-10
Sao Joao de Meriti;20230911;1;1;2;2023-09-11
Sao Joao de Meriti;20230914;1;0;1;2023-09-14
Sao Joao de Meriti;20230915;1;0;1;2023-09-15
Sao Joao de Meriti;20230916;1;0;1;2023-09-16
Sao Joao del Rei;20230822;1;1;2;2023-08-22
Sao Joao del Rei;20230831;1;1;2;2023-08-31
Sao Jose;20230915;1;1;2;2023-09-15
Sao Jose do Rio Preto;20230808;1;1;2;2023-08-08
Sao Jose do Rio Preto;20230821;1;1;2;2023-08-21
Sao Jose do Rio Preto;20230912;1;1;2;2023-09-12
Sao Jose dos Campos;20230808;1;1;2;2023-08-08
Sao Jose dos Campos;20230814;1;0;1;2023-08-14
Sao Jose dos Campos;20230830;1;1;2;2023-08-30
Sao Jose dos Campos;20230831;1;1;2;2023-08-31
Sao Jose dos Campos;20230902;1;1;2;2023-09-02
Sao Jose dos Pinhais;20230826;1;1;2;2023-08-26
Sao Jose dos Pinhais;20230905;1;0;1;2023-09-05
Sao Jose dos Pinhais;20230913;1;1;2;2023-09-13
Sao Jose dos Pinhais;20230915;1;1;2;2023-09-15
Sao Jose dos Pinhais;20230917;1;1;2;2023-09-17
Sao Lourenco;20230808;1;1;2;2023-08-08
Sao Lourenco;20230814;1;0;1;2023-08-14
Sao Lourenco da Mata;20230901;1;1;2;2023-09-01
Sao Luis;20230806;1;1;2;2023-08-06
Sao Luis;20230824;1;1;2;2023-08-24
Sao Luis;20230916;1;1;2;2023-09-16
Sao Mateus do Sul;20230812;1;1;2;2023-08-12
Sao Mateus do Sul;20230829;1;0;1;2023-08-29
Sao Miguel dos Campos;20230821;1;1;2;2023-08-21
Sao Paulo;20230813;1;1;2;2023-08-13
Sao Paulo;20230814;1;1;2;2023-08-14
Sao Paulo;20230909;1;1;2;2023-09-09
Sao Pedro da Aldeia;20230809;1;1;2;2023-08-09
Sao Pedro da Aldeia;20230813;1;1;2;2023-08-13
Sao Pedro da Aldeia;20230818;1;0;1;2023-08-18
Sao Pedro da Aldeia;20230820;1;0;1;2023-08-20
Sao Pedro da Aldeia;20230823;1;0;1;2023-08-23
Sao Pedro da Aldeia;20230830;1;0;1;2023-08-30
Sao Sebastiao;20230826;1;1;2;2023-08-26
Sao Sebastiao;20230915;1;0;1;2023-09-15
Sao Sebastiao;20230916;1;0;1;2023-09-16
Sao Sebastiao;20230918;1;0;1;2023-09-18
Sao Vicente;20230903;1;0;1;2023-09-03
Sapucaia do Sul;20230818;1;1;2;2023-08-18
Saquarema;20230809;1;1;2;2023-08-09
Saquarema;20230814;1;1;2;2023-08-14
Saquarema;20230824;1;1;2;2023-08-24
Saquarema;20230917;1;1;2;2023-09-17
Seattle;20230915;1;1;2;2023-09-15
Senhor do Bonfim;20230819;1;1;2;2023-08-19
Seropedica;20230807;1;1;2;2023-08-07
Seropedica;20230811;1;0;1;2023-08-11
Serra;20230807;1;1;2;2023-08-07
Serra;20230809;1;1;2;2023-08-09
Serra;20230910;1;1;2;2023-09-10
Serra;20230916;1;1;2;2023-09-16
Serra Talhada;20230824;1;1;2;2023-08-24
Serrinha;20230826;1;0;1;2023-08-26
Serrinha;20230902;1;1;2;2023-09-02
Sete Lagoas;20230829;1;1;2;2023-08-29
Shrewsbury;20230823;1;1;2;2023-08-23
Shrewsbury;20230825;1;0;1;2023-08-25
Shrewsbury;20230827;1;0;1;2023-08-27
Shrewsbury;20230901;1;0;1;2023-09-01
Shrewsbury;20230902;1;0;1;2023-09-02
Shrewsbury;20230903;1;0;1;2023-09-03
Shrewsbury;20230904;1;0;1;2023-09-04
Shrewsbury;20230905;1;0;1;2023-09-05
Shrewsbury;20230908;1;0;1;2023-09-08
Shrewsbury;20230913;1;0;1;2023-09-13
Shrewsbury;20230917;1;0;1;2023-09-17
Sorocaba;20230808;1;0;1;2023-08-08
Sorocaba;20230817;1;1;2;2023-08-17
Sorocaba;20230906;1;1;2;2023-09-06
Sorocaba;20230914;1;0;1;2023-09-14
Sorriso;20230916;1;1;2;2023-09-16
St. John's;20230912;1;1;2;2023-09-12
Sumare;20230909;1;1;2;2023-09-09
Surubim;20230818;1;1;2;2023-08-18
Tatui;20230811;1;1;2;2023-08-11
Taubate;20230918;1;0;1;2023-09-18
Teresina;20230809;1;0;1;2023-08-09
Teresina;20230810;1;1;2;2023-08-10
Teresina;20230815;1;0;1;2023-08-15
Teresina;20230826;1;1;2;2023-08-26
Teresina;20230827;1;0;1;2023-08-27
Teresina;20230916;1;1;2;2023-09-16
Teresina;20230918;1;1;2;2023-09-18
Teresopolis;20230803;1;1;2;2023-08-03
Teresopolis;20230804;1;0;1;2023-08-04
Teresopolis;20230807;1;0;1;2023-08-07
Teresopolis;20230810;1;0;1;2023-08-10
Teresopolis;20230812;1;0;1;2023-08-12
Teresopolis;20230815;1;0;1;2023-08-15
Teresopolis;20230902;1;1;2;2023-09-02
Teresopolis;20230906;1;1;2;2023-09-06
Teresopolis;20230915;1;0;1;2023-09-15
Teresopolis;20230916;1;0;1;2023-09-16
Tiangua;20230812;1;1;2;2023-08-12
Tiangua;20230906;1;0;1;2023-09-06
Timbo;20230811;1;1;2;2023-08-11
Timoteo;20230906;1;1;2;2023-09-06
Toronto;20230808;1;1;2;2023-08-08
Toronto;20230909;1;1;2;2023-09-09
Torres;20230819;1;1;2;2023-08-19
Tres Marias;20230810;1;1;2;2023-08-10
Tres Rios;20230830;1;1;2;2023-08-30
Tres Rios;20230915;1;1;2;2023-09-15
Tres Rios;20230916;1;1;2;2023-09-16
Tubarao;20230813;1;0;1;2023-08-13
Tucurui;20230825;1;1;2;2023-08-25
Uba;20230915;1;1;2;2023-09-15
Uba;20230918;1;1;2;2023-09-18
Uberaba;20230915;1;1;2;2023-09-15
Uberlandia;20230806;1;1;2;2023-08-06
Uberlandia;20230809;1;1;2;2023-08-09
Uberlandia;20230820;1;1;2;2023-08-20
Uberlandia;20230823;1;1;2;2023-08-23
Uberlandia;20230826;1;0;1;2023-08-26
Uberlandia;20230901;1;1;2;2023-09-01
Uberlandia;20230910;1;1;2;2023-09-10
Uberlandia;20230911;1;0;1;2023-09-11
Uberlandia;20230915;1;0;1;2023-09-15
Uberlandia;20230917;1;1;2;2023-09-17
Ufa;20230806;1;0;1;2023-08-06
Ufa;20230807;1;0;1;2023-08-07
Ulyanovsk;20230805;1;0;1;2023-08-05
Ulyanovsk;20230806;1;0;1;2023-08-06
Ulyanovsk;20230810;1;0;1;2023-08-10
Ulyanovsk;20230811;1;0;1;2023-08-11
Ulyanovsk;20230812;1;0;1;2023-08-12
Ulyanovsk;20230813;1;0;1;2023-08-13
Ulyanovsk;20230814;1;0;1;2023-08-14
Ulyanovsk;20230821;1;0;1;2023-08-21
Ulyanovsk;20230825;1;0;1;2023-08-25
Ulyanovsk;20230830;1;0;1;2023-08-30
Ulyanovsk;20230901;1;0;1;2023-09-01
Ulyanovsk;20230907;1;0;1;2023-09-07
Ulyanovsk;20230908;1;0;1;2023-09-08
Ulyanovsk;20230909;1;0;1;2023-09-09
Ulyanovsk;20230910;1;0;1;2023-09-10
Ulyanovsk;20230911;1;0;1;2023-09-11
Ulyanovsk;20230913;1;0;1;2023-09-13
Ulyanovsk;20230914;1;0;1;2023-09-14
Umuarama;20230901;1;1;2;2023-09-01
Valinhos;20230816;1;1;2;2023-08-16
Valrico;20230918;1;1;2;2023-09-18
Varginha;20230804;1;1;2;2023-08-04
Varginha;20230805;1;1;2;2023-08-05
Varginha;20230807;1;0;1;2023-08-07
Varginha;20230808;1;0;1;2023-08-08
Varginha;20230811;1;0;1;2023-08-11
Varginha;20230818;1;0;1;2023-08-18
Varginha;20230821;1;0;1;2023-08-21
Varginha;20230822;1;1;2;2023-08-22
Varginha;20230823;1;0;1;2023-08-23
Varginha;20230831;1;0;1;2023-08-31
Varginha;20230901;1;0;1;2023-09-01
Varginha;20230908;1;0;1;2023-09-08
Varginha;20230917;1;1;2;2023-09-17
Venancio Aires;20230824;1;0;1;2023-08-24
Venancio Aires;20230829;1;1;2;2023-08-29
Viamao;20230805;1;1;2;2023-08-05
Viamao;20230816;1;1;2;2023-08-16
Viamao;20230824;1;0;1;2023-08-24
Viamao;20230829;1;1;2;2023-08-29
Viamao;20230831;1;0;1;2023-08-31
Viamao;20230905;1;1;2;2023-09-05
Viamao;20230908;1;1;2;2023-09-08
Viamao;20230912;1;0;1;2023-09-12
Viana;20230819;1;1;2;2023-08-19
Vicosa;20230805;1;1;2;2023-08-05
Vicosa;20230818;1;1;2;2023-08-18
Vicosa;20230826;1;0;1;2023-08-26
Vicosa;20230830;1;1;2;2023-08-30
Vienna;20230901;1;1;2;2023-09-01
Vila Nova de Gaia;20230804;1;1;2;2023-08-04
Vila Nova de Gaia;20230816;1;0;1;2023-08-16
Vila Nova de Gaia;20230904;1;1;2;2023-09-04
Vila Nova de Gaia;20230906;1;0;1;2023-09-06
Vila Nova de Gaia;20230907;1;0;1;2023-09-07
Vila Nova de Gaia;20230908;1;0;1;2023-09-08
Vila Nova de Gaia;20230914;1;0;1;2023-09-14
Vila Velha;20230807;1;0;1;2023-08-07
Vila Velha;20230809;1;0;1;2023-08-09
Vila Velha;20230811;1;1;2;2023-08-11
Vila Velha;20230814;1;1;2;2023-08-14
Vila Velha;20230820;1;1;2;2023-08-20
Vila Velha;20230901;1;0;1;2023-09-01
Vila Velha;20230902;1;1;2;2023-09-02
Vila Velha;20230904;1;0;1;2023-09-04
Vila Velha;20230905;1;0;1;2023-09-05
Vila Velha;20230906;1;0;1;2023-09-06
Vila Velha;20230914;1;1;2;2023-09-14
Vila Velha;20230917;1;0;1;2023-09-17
Vila Velha;20230918;1;1;2;2023-09-18
Vincennes;20230916;1;1;2;2023-09-16
Vitoria;20230808;1;1;2;2023-08-08
Vitoria;20230811;1;0;1;2023-08-11
Vitoria;20230823;1;0;1;2023-08-23
Vitoria;20230825;1;0;1;2023-08-25
Vitoria;20230829;1;0;1;2023-08-29
