Título;Extenso;Sessões;Usuários;Novos usuários;Data
Fluminense 3 X 0 Volta Redonda;20230827;1;1;0;27/08/2023
Fluminense 3 X 0 Volta Redonda;20230828;1;1;0;28/08/2023
Fluminense 3 X 0 Ypiranga RS;20230828;1;1;0;28/08/2023
Fluminense 3 X 0 Aguia de Maraba;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 Americano;20230826;1;1;0;26/08/2023
Fluminense 3 X 1 America;20230826;1;1;0;26/08/2023
Fluminense 3 X 1 America;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 America MG;20230829;1;1;0;29/08/2023
Fluminense 3 X 1 Atletico GO;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 Audax;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 Bahia;20230902;1;1;0;02/09/2023
Fluminense 3 X 1 Boca Juniors;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 Bonsucesso;20230826;1;1;0;26/08/2023
Fluminense 3 X 1 Bonsucesso;20230830;1;1;0;30/08/2023
Fluminense 3 X 1 Cabofriense;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 Campinense;20230902;1;1;0;02/09/2023
Fluminense 3 X 1 Chapecoense;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 Coritiba;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 Flamengo;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 Fortaleza;20230830;1;1;0;30/08/2023
Fluminense 3 X 1 Fortaleza;20230831;1;1;0;31/08/2023
Fluminense 3 X 1 LDU;20230831;1;1;0;31/08/2023
Fluminense 3 X 1 LDU;20230901;1;1;0;01/09/2023
Fluminense 3 X 1 Macae;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 Madureira;20230826;1;1;0;26/08/2023
Fluminense 3 X 1 Madureira;20230830;1;1;0;30/08/2023
Fluminense 3 X 1 Olaria;20230826;1;1;0;26/08/2023
Fluminense 3 X 1 Olimpia;20230826;1;1;0;26/08/2023
Fluminense 3 X 1 Parana;20230902;1;1;0;02/09/2023
Fluminense 3 X 1 Paulistano;20230829;1;1;0;29/08/2023
Fluminense 3 X 1 Paysandu Cricket;20230831;1;1;0;31/08/2023
Fluminense 3 X 1 Portuguesa;20230826;1;1;0;26/08/2023
Fluminense 3 X 1 Portuguesa;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 Portuguesa SP;20230826;1;1;0;26/08/2023
Fluminense 3 X 1 Rio Negro;20230830;1;1;0;30/08/2023
Fluminense 3 X 1 Sport;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 Sao Cristovao;20230830;1;1;0;30/08/2023
Fluminense 3 X 1 Toluca;20230831;1;1;1;31/08/2023
Fluminense 3 X 1 Villa Nova MG;20230827;1;1;0;27/08/2023
Fluminense 3 X 1 Vitoria BA;20230830;1;1;1;30/08/2023
Fluminense 3 X 1 Volta Redonda;20230828;1;1;0;28/08/2023
Fluminense 3 X 1 Volta Redonda;20230830;1;1;0;30/08/2023
Fluminense 3 X 2 America Mexico;20230828;1;1;0;28/08/2023
Fluminense 3 X 2 Atletico GO;20230902;1;1;0;02/09/2023
Fluminense 3 X 2 Atletico MG;20230828;1;1;0;28/08/2023
Fluminense 3 X 2 Avai;20230828;1;1;0;28/08/2023
Fluminense 3 X 2 Botafogo;20230830;1;1;0;30/08/2023
Fluminense 3 X 2 Botafogo;20230902;1;1;0;02/09/2023
Fluminense 3 X 2 Cabofriense;20230901;1;1;0;01/09/2023
Fluminense 3 X 2 Corinthians;20230901;1;1;0;01/09/2023
Fluminense 3 X 2 Criciuma;20230827;1;1;0;27/08/2023
Fluminense 3 X 2 Criciuma;20230828;1;1;0;28/08/2023
Fluminense 3 X 2 Cruzeiro;20230826;1;1;0;26/08/2023
Fluminense 3 X 2 Cruzeiro;20230827;1;1;0;27/08/2023
Fluminense 3 X 2 Figueirense;20230828;1;1;0;28/08/2023
Fluminense 3 X 2 Flamengo;20230831;1;1;0;31/08/2023
Fluminense 3 X 2 Friburguense;20230828;1;1;0;28/08/2023
Fluminense 3 X 2 Goytacas;20230827;1;1;0;27/08/2023
Fluminense 3 X 2 Juventude;20230902;1;1;0;02/09/2023
Fluminense 3 X 2 Madureira;20230826;1;1;0;26/08/2023
Fluminense 3 X 2 Madureira;20230830;1;1;0;30/08/2023
Fluminense 3 X 2 Olaria;20230902;1;1;0;02/09/2023
Fluminense 3 X 2 Ponte Preta;20230828;1;1;0;28/08/2023
Fluminense 3 X 2 Racing;20230829;1;1;0;29/08/2023
Fluminense 3 X 2 Santa Cruz;20230828;1;1;0;28/08/2023
Fluminense 3 X 2 Santa Cruz;20230830;1;1;0;30/08/2023
Fluminense 3 X 2 Santos;20230828;1;1;0;28/08/2023
Fluminense 3 X 2 Santos;20230902;1;1;0;02/09/2023
Fluminense 3 X 2 Sporting;20230829;1;1;0;29/08/2023
Fluminense 3 X 2 Vasco;20230826;1;1;0;26/08/2023
Fluminense 3 X 2 Vasco;20230831;1;1;0;31/08/2023
Fluminense 3 X 2 Vasco;20230902;1;1;0;02/09/2023
Fluminense 3 X 3 America;20230827;1;1;0;27/08/2023
Fluminense 3 X 3 Atletico MG;20230828;1;1;0;28/08/2023
Fluminense 3 X 3 Bangu;20230826;1;1;1;26/08/2023
Fluminense 3 X 3 Botafogo;20230901;1;1;0;01/09/2023
Fluminense 3 X 3 Chapecoense;20230828;1;1;0;28/08/2023
Fluminense 3 X 3 Chapecoense;20230830;1;1;0;30/08/2023
Fluminense 3 X 3 Club de Estudantes;20230826;1;1;0;26/08/2023
Fluminense 3 X 3 Cruzeiro;20230828;1;1;0;28/08/2023
Fluminense 3 X 3 Flamengo;20230828;1;1;0;28/08/2023
Fluminense 3 X 3 Sao Paulo;20230830;1;1;0;30/08/2023
Fluminense 3 X 3 Vasco;20230828;1;1;0;28/08/2023
Fluminense 3 X 3 Vasco;20230831;1;1;0;31/08/2023
Fluminense 4 X 0 Americano;20230827;1;1;0;27/08/2023
Fluminense 4 X 0 Bangu;20230828;1;1;0;28/08/2023
Fluminense 4 X 0 Bonsucesso;20230828;1;1;0;28/08/2023
Fluminense 4 X 0 Botafogo;20230902;1;1;0;02/09/2023
Fluminense 4 X 0 Cabofriense;20230827;1;1;0;27/08/2023
Fluminense 4 X 0 Campo Grande;20230830;1;1;0;30/08/2023
Fluminense 4 X 0 Flamengo;20230828;1;1;0;28/08/2023
Fluminense 4 X 0 Friburguense;20230827;1;1;0;27/08/2023
Fluminense 4 X 0 Fuzileiros Navais;20230826;1;1;0;26/08/2023
Fluminense 4 X 0 Goytacas;20230830;1;1;0;30/08/2023
Fluminense 4 X 0 Juventude;20230830;1;1;0;30/08/2023
Fluminense 4 X 0 Madureira;20230827;1;1;0;27/08/2023
Fluminense 4 X 0 Madureira;20230830;1;1;0;30/08/2023
Fluminense 4 X 0 Parana;20230828;1;1;0;28/08/2023
Fluminense 4 X 0 Southampton;20230829;1;1;0;29/08/2023
Fluminense 4 X 0 Sport;20230828;1;1;0;28/08/2023
Fluminense 4 X 0 Universidad de Quito;20230828;1;1;0;28/08/2023
Fluminense 4 X 0 Vitoria BA;20230828;1;1;0;28/08/2023
Fluminense 4 X 0 Vitoria BA;20230830;1;1;0;30/08/2023
Fluminense 4 X 0 Volta Redonda;20230827;1;1;0;27/08/2023
Fluminense 4 X 1 Alianza Atletico;20230828;1;1;0;28/08/2023
Fluminense 4 X 1 Atletico MG;20230826;1;1;0;26/08/2023
Fluminense 4 X 1 Atletico Nacional;20230828;1;1;0;28/08/2023
Fluminense 4 X 1 Bangu;20230830;1;1;0;30/08/2023
Fluminense 4 X 1 Boavista;20230828;1;1;0;28/08/2023
Fluminense 4 X 1 Cruzeiro;20230828;1;1;0;28/08/2023
Fluminense 4 X 1 Deportivo Galicia;20230901;1;1;0;01/09/2023
Fluminense 4 X 1 Entrerriense;20230830;1;1;0;30/08/2023
Fluminense 4 X 1 Entrerriense;20230831;1;1;0;31/08/2023
Fluminense 4 X 1 Flamengo;20230826;1;1;0;26/08/2023
Fluminense 4 X 1 Flamengo;20230827;1;1;0;27/08/2023
Fluminense 4 X 1 Mesquita;20230828;1;1;0;28/08/2023
Fluminense 4 X 1 Sporting;20230829;1;1;0;29/08/2023
Fluminense 4 X 2 America;20230826;1;1;0;26/08/2023
Fluminense 4 X 2 America;20230830;1;1;0;30/08/2023
Fluminense 4 X 2 Atletico MG;20230828;1;1;0;28/08/2023
Fluminense 4 X 2 Bangu;20230826;1;1;0;26/08/2023
Fluminense 4 X 2 Bangu;20230830;1;1;0;30/08/2023
Fluminense 4 X 2 Bonsucesso;20230830;1;1;0;30/08/2023
Fluminense 4 X 2 Criciuma;20230828;1;1;0;28/08/2023
Fluminense 4 X 2 Cruzeiro;20230830;1;1;0;30/08/2023
Fluminense 4 X 2 Flamengo;20230830;1;1;0;30/08/2023
Fluminense 4 X 2 Guarani;20230830;1;1;0;30/08/2023
Fluminense 4 X 2 Portuguesa SP;20230901;1;1;0;01/09/2023
Fluminense 4 X 2 Santos;20230901;1;1;0;01/09/2023
Fluminense 4 X 2 Vasco;20230830;1;1;0;30/08/2023
Fluminense 4 X 3 America;20230828;1;1;0;28/08/2023
Fluminense 4 X 3 Bangu;20230830;1;1;0;30/08/2023
Fluminense 4 X 3 Flamengo;20230826;1;1;0;26/08/2023
Fluminense 4 X 3 Flamengo;20230830;1;1;0;30/08/2023
Fluminense 4 X 3 Gama;20230828;1;1;0;28/08/2023
Fluminense 4 X 3 Internacional;20230826;1;1;0;26/08/2023
Fluminense 4 X 3 Internacional;20230830;1;1;0;30/08/2023
Fluminense 4 X 3 Ponte Preta;20230902;1;1;0;02/09/2023
Fluminense 4 X 4 Botafogo;20230831;1;1;0;31/08/2023
Fluminense 5 X 0 A. A. Internacional;20230831;1;1;0;31/08/2023
Fluminense 5 X 0 A. A. Internacional;20230901;1;1;0;01/09/2023
Fluminense 5 X 0 Bonsucesso;20230826;1;1;0;26/08/2023
Fluminense 5 X 0 Bonsucesso;20230830;1;1;0;30/08/2023
Fluminense 5 X 0 Cabofriense;20230828;1;1;0;28/08/2023
Fluminense 5 X 0 Horizonte;20230828;1;1;0;28/08/2023
Fluminense 5 X 0 Olaria;20230828;1;1;0;28/08/2023
Fluminense 5 X 0 Salgueiro;20230828;1;1;0;28/08/2023
Fluminense 5 X 1 Botafogo;20230830;1;1;0;30/08/2023
Fluminense 5 X 1 Friburguense;20230828;1;1;0;28/08/2023
Fluminense 5 X 1 Madureira;20230828;1;1;0;28/08/2023
Fluminense 5 X 1 Olaria;20230826;1;1;0;26/08/2023
Fluminense 5 X 1 Palmeiras;20230901;1;1;0;01/09/2023
Fluminense 5 X 1 River Plate;20230828;1;1;0;28/08/2023
Fluminense 5 X 1 Sport;20230828;1;1;0;28/08/2023
Fluminense 5 X 1 Sport;20230902;1;1;0;02/09/2023
Fluminense 5 X 1 Volta Redonda;20230828;1;1;0;28/08/2023
Fluminense 5 X 2 Corinthians;20230828;1;1;0;28/08/2023
Fluminense 5 X 2 Corinthians;20230829;1;1;0;29/08/2023
Fluminense 5 X 2 Coritiba;20230828;1;1;0;28/08/2023
Fluminense 5 X 2 Friburguense;20230828;1;1;0;28/08/2023
Fluminense 5 X 2 Paysandu;20230902;1;1;0;02/09/2023
Fluminense 5 X 2 Rio Branco;20230826;1;1;0;26/08/2023
Fluminense 5 X 2 Rio Branco;20230828;1;1;0;28/08/2023
Fluminense 5 X 2 Sao Paulo;20230828;1;1;0;28/08/2023
Fluminense 5 X 2 Sao Paulo;20230901;1;1;1;01/09/2023
Fluminense 5 X 2 Austria Viena;20230826;1;1;0;26/08/2023
Fluminense 5 X 2 Austria Viena;20230827;1;1;0;27/08/2023
Fluminense 5 X 3 Atletico MG;20230901;1;1;0;01/09/2023
Fluminense 5 X 3 Palmeiras;20230830;1;1;0;30/08/2023
Fluminense 5 X 3 Palmeiras;20230901;1;1;0;01/09/2023
Fluminense 6 X 0 Adesg;20230902;1;1;1;02/09/2023
Fluminense 6 X 0 Arsenal de Sarandi;20230828;1;1;0;28/08/2023
Fluminense 6 X 0 Atletico MG;20230828;1;1;0;28/08/2023
Fluminense 6 X 0 Bonsucesso;20230830;1;1;0;30/08/2023
Fluminense 6 X 0 Maranhao;20230828;1;1;0;28/08/2023
Fluminense 6 X 0 Maranhao;20230830;1;1;0;30/08/2023
Fluminense 6 X 0 Vitoria ES;20230830;1;1;0;30/08/2023
Fluminense 6 X 1 America;20230828;1;1;0;28/08/2023
Fluminense 6 X 1 Atletico MG;20230826;1;1;0;26/08/2023
Fluminense 6 X 1 Canto do Rio;20230830;1;1;0;30/08/2023
Fluminense 6 X 1 Friburguense;20230828;1;1;0;28/08/2023
Fluminense 6 X 1 Jequia;20230826;1;1;0;26/08/2023
Fluminense 6 X 1 Jequia;20230830;1;1;0;30/08/2023
Fluminense 6 X 1 Santa Cruz;20230828;1;1;0;28/08/2023
Fluminense 6 X 2 Portuguesa SP;20230826;1;1;0;26/08/2023
Fluminense 6 X 2 Portuguesa SP;20230828;1;1;0;28/08/2023
Fluminense 6 X 2 Vasco;20230830;1;1;0;30/08/2023
Fluminense 7 X 0 Volta Redonda;20230827;1;1;0;27/08/2023
Fluminense 7 X 0 Volta Redonda;20230901;1;1;0;01/09/2023
Fluminense 7 X 1 Bonsucesso;20230830;1;1;0;30/08/2023
Fluminense 7 X 1 Juventude;20230902;1;1;0;02/09/2023
Fluminense 7 X 1 Paysandu Cricket;20230826;1;1;0;26/08/2023
Fluminense 7 X 1 Paysandu Cricket;20230829;1;1;0;29/08/2023
Fluminense 7 X 2 Botafogo;20230830;1;1;0;30/08/2023
Fluminense 7 X 2 Sao Paulo;20230901;1;1;0;01/09/2023
Fluminense 9 X 0 Bangu;20230831;1;1;0;31/08/2023
Fluminense 9 X 0 Sao Cristovao;20230830;1;1;0;30/08/2023
Fluminense BA 0 X 1 Fluminense;20230828;1;1;0;28/08/2023
Fluminense BA 1 X 2 Fluminense;20230830;1;1;0;30/08/2023
Fluminense BA 2 X 3 Fluminense;20230830;1;1;0;30/08/2023
Fluminense Friburgo 1 X 1 Fluminense;20230830;1;1;0;30/08/2023
Fluminense Friburgo 1 X 2 Fluminense;20230830;1;1;0;30/08/2023
Fluminense Niteroi 2 X 8 Fluminense;20230826;1;1;0;26/08/2023
Fluminense X Internacional - Video;20230829;1;1;0;29/08/2023
Fluminense X LDU - Video;20230901;1;1;0;01/09/2023
Fluminense X Vasco - Video;20230902;1;1;0;02/09/2023
Fluminense x A. A. Internacional-RJ;20230831;1;1;0;31/08/2023
Fluminense x A. A. Internacional-RJ;20230902;1;1;0;02/09/2023
Fluminense x A. C. Internacional-SP;20230829;1;1;0;29/08/2023
Fluminense x A. C. Internacional-SP;20230902;1;1;0;02/09/2023
Fluminense x Acrob-PA;20230826;1;1;0;26/08/2023
Fluminense x Adesg-AC;20230826;1;1;0;26/08/2023
Fluminense x Ajax-Holanda;20230829;1;1;0;29/08/2023
Fluminense x Ajax-Holanda;20230830;1;1;0;30/08/2023
Fluminense x Al Ahli Saudi-Arabia Saudita;20230829;1;1;0;29/08/2023
Fluminense x Al Ahly-Egito;20230901;1;1;0;01/09/2023
Fluminense x Alecrim-RN;20230829;1;1;0;29/08/2023
Fluminense x Alianza de Lima-Peru;20230829;1;1;0;29/08/2023
Fluminense x Amapa/Macapa-CS;20230828;1;1;0;28/08/2023
Fluminense x Americano-RJ;20230827;1;1;0;27/08/2023
Fluminense x America MG-MG;20230827;1;1;0;27/08/2023
Fluminense x America MG-MG;20230828;1;1;0;28/08/2023
Fluminense x America MG-MG;20230829;1;1;0;29/08/2023
Fluminense x America MG-MG;20230831;1;1;0;31/08/2023
Fluminense x America RN-RN;20230830;1;1;0;30/08/2023
Fluminense x America Tres Rios-RJ;20230901;1;1;0;01/09/2023
Fluminense x America-RJ;20230831;1;1;0;31/08/2023
Fluminense x America-RJ;20230901;1;1;0;01/09/2023
Fluminense x Anapolina-GO;20230826;1;1;1;26/08/2023
Fluminense x Anderletch-Belgica;20230829;1;1;0;29/08/2023
Fluminense x Arsenal-Inglaterra;20230828;1;1;0;28/08/2023
Fluminense x Ateneu-MG;20230826;1;1;0;26/08/2023
Fluminense x Athletico PR-PR;20230830;1;1;0;30/08/2023
Fluminense x Atlanta-Argentina;20230828;1;1;0;28/08/2023
Fluminense x Atletico MG-MG;20230828;1;1;0;28/08/2023
Fluminense x Atletico MG-MG;20230830;1;1;0;30/08/2023
Fluminense x Atletico MG-MG;20230831;1;1;0;31/08/2023
Fluminense x Atletico MG-MG;20230901;1;1;0;01/09/2023
Fluminense x Atletico Nacional-Colombia;20230829;1;1;0;29/08/2023
Fluminense x Atletico Nacional-Colombia;20230830;1;1;0;30/08/2023
Fluminense x Atletico Nacional-Colombia;20230901;1;1;0;01/09/2023
Fluminense x Atletico de Madrid-Espanha;20230829;1;1;0;29/08/2023
Fluminense x Avai-SC;20230828;1;1;0;28/08/2023
Fluminense x Bahia-BA;20230830;1;1;0;30/08/2023
Fluminense x Bangu-RJ;20230829;1;1;0;29/08/2023
Fluminense x Bangu-RJ;20230830;1;1;0;30/08/2023
Fluminense x Barcelona-Espanha;20230829;1;1;0;29/08/2023
Fluminense x Barcelona-Espanha;20230901;1;1;0;01/09/2023
Fluminense x Barcelona-Espanha;20230902;1;0;0;02/09/2023
Fluminense x Barretos-SP;20230826;1;1;0;26/08/2023
Fluminense x Bauru-SP;20230826;1;1;0;26/08/2023
Fluminense x Bayern de Munique-Alemanha;20230831;1;1;0;31/08/2023
Fluminense x Bayern de Munique-Alemanha;20230902;1;1;1;02/09/2023
Fluminense x Benfica-Portugal;20230829;1;1;0;29/08/2023
Fluminense x Boca Juniors-Argentina;20230828;1;1;0;28/08/2023
Fluminense x Boca Juniors-Argentina;20230830;1;1;0;30/08/2023
Fluminense x Boca Juniors-Argentina;20230831;1;1;0;31/08/2023
Fluminense x Boca Juniors-Argentina;20230901;1;1;0;01/09/2023
Fluminense x Boca Juniors-Argentina;20230902;1;1;0;02/09/2023
Fluminense x Bolivar-Bolivia;20230829;1;1;0;29/08/2023
Fluminense x Bordeaux-Franca;20230828;1;1;0;28/08/2023
Fluminense x Botafogo-RJ;20230826;1;1;0;26/08/2023
Fluminense x Botafogo-RJ;20230901;1;1;0;01/09/2023
Fluminense x Botafogo-RJ;20230902;1;1;0;02/09/2023
Fluminense x Bragantino-SP;20230828;1;1;0;28/08/2023
Fluminense x Bragantino-SP;20230902;1;1;0;02/09/2023
Fluminense x Brasiliense-DF;20230829;1;1;0;29/08/2023
Fluminense x CEUB-DF;20230826;1;1;0;26/08/2023
Fluminense x Cachoeiro-ES;20230826;1;1;0;26/08/2023
Fluminense x Cachoeiro-ES;20230830;1;1;1;30/08/2023
Fluminense x Caiano-PE;20230826;1;1;0;26/08/2023
Fluminense x Caiano-PE;20230830;1;1;0;30/08/2023
Fluminense x Cambaraense-PR;20230826;1;1;0;26/08/2023
Fluminense x Campo Grande-RJ;20230828;1;1;1;28/08/2023
Fluminense x Campo Grande-RJ;20230902;1;1;0;02/09/2023
Fluminense x Caracas-Venezuela;20230829;1;1;0;29/08/2023
Fluminense x Carlos Renaux-SC;20230826;1;1;0;26/08/2023
Fluminense x Castanhal-PA;20230826;1;1;0;26/08/2023
Fluminense x Ceara-CE;20230828;1;1;0;28/08/2023
Fluminense x Ceara-CE;20230831;1;1;0;31/08/2023
Fluminense x Cene-MS;20230826;1;1;0;26/08/2023
Fluminense x Cerro Portenho-Paraguai;20230826;1;1;0;26/08/2023
Fluminense x Cerro Portenho-Paraguai;20230828;1;1;0;28/08/2023
Fluminense x Cerro Portenho-Paraguai;20230829;1;1;0;29/08/2023
Fluminense x Chapecoense-SC;20230828;1;1;0;28/08/2023
Fluminense x Chapecoense-SC;20230830;1;1;0;30/08/2023
Fluminense x Colo Colo-Chile;20230829;1;1;0;29/08/2023
Fluminense x Comb Icasa/guarani-CS;20230826;1;1;0;26/08/2023
Fluminense x Comb Renner/Internacional-CS;20230830;1;1;0;30/08/2023
Fluminense x Combinado Europeu-CS;20230828;1;1;0;28/08/2023
Fluminense x Confianca-SE;20230829;1;1;1;29/08/2023
Fluminense x Confianca-SE;20230830;1;1;0;30/08/2023
Fluminense x Corinthians-SP;20230826;1;1;0;26/08/2023
Fluminense x Corinthians-SP;20230831;1;1;0;31/08/2023
Fluminense x Corinthians-SP;20230901;1;1;0;01/09/2023
Fluminense x Coritiba-PR;20230828;1;1;0;28/08/2023
Fluminense x Coritiba-PR;20230829;1;1;0;29/08/2023
Fluminense x Coroados-RJ;20230826;1;1;0;26/08/2023
Fluminense x Coroata-MA;20230826;1;1;0;26/08/2023
Fluminense x Criciuma-SC;20230830;1;1;0;30/08/2023
Fluminense x Cruzador Pelosus-CS;20230826;1;1;0;26/08/2023
Fluminense x Cruzeiro-MG;20230826;1;1;0;26/08/2023
Fluminense x Cruzeiro-MG;20230828;1;1;0;28/08/2023
Fluminense x Cruzeiro-MG;20230830;1;1;0;30/08/2023
Fluminense x Cruzeiro-MG;20230831;1;1;0;31/08/2023
Fluminense x Cuiaba-MT;20230828;1;1;0;28/08/2023
Fluminense x Cordoba-Argentina;20230828;1;1;0;28/08/2023
Fluminense x Danubio-Uruguai;20230830;1;1;0;30/08/2023
Fluminense x Deportivo Pereira-Colombia;20230830;1;1;0;30/08/2023
Fluminense x Dom Bosco-MT;20230826;1;1;0;26/08/2023
Fluminense x Dom Pedro II-DF;20230826;1;1;0;26/08/2023
Fluminense x Dukla-Republica Tcheca;20230826;1;1;0;26/08/2023
Fluminense x Emelec-Equador;20230829;1;1;0;29/08/2023
Fluminense x Entrerriense-RJ;20230830;1;1;0;30/08/2023
Fluminense x Fast-AM;20230826;1;1;0;26/08/2023
Fluminense x Fast-AM;20230831;1;1;1;31/08/2023
Fluminense x Fenerbache-Turquia;20230829;1;1;0;29/08/2023
Fluminense x Ferroviaria-SP;20230826;1;1;0;26/08/2023
Fluminense x Filhos de Iguassu-RJ;20230826;1;1;0;26/08/2023
Fluminense x Flamengo-RJ;20230831;1;1;0;31/08/2023
Fluminense x Fluminense Niteroi-RJ;20230826;1;1;0;26/08/2023
Fluminense x Fortaleza-CE;20230830;1;1;0;30/08/2023
Fluminense x Galatasaray-Turquia;20230831;1;1;0;31/08/2023
Fluminense x Gama-DF;20230829;1;1;0;29/08/2023
Fluminense x Gimnasia Y Esgrima-Argentina;20230829;1;1;1;29/08/2023
Fluminense x Goias-GO;20230828;1;1;0;28/08/2023
Fluminense x Gremio Brasiliense-DF;20230826;1;1;0;26/08/2023
Fluminense x Gremio-RS;20230826;1;1;1;26/08/2023
Fluminense x Gremio-RS;20230827;1;1;0;27/08/2023
Fluminense x Gremio-RS;20230829;1;1;0;29/08/2023
Fluminense x Gremio-RS;20230830;1;1;0;30/08/2023
Fluminense x Guarani Paraguai-Paraguai;20230828;1;1;1;28/08/2023
Fluminense x Guarani Paraguai-Paraguai;20230830;1;1;1;30/08/2023
Fluminense x Guarani Paraguai-Paraguai;20230831;1;1;1;31/08/2023
Fluminense x Guarani Paraguai-Paraguai;20230901;1;1;1;01/09/2023
Fluminense x Hepacare-SP;20230826;1;1;0;26/08/2023
Fluminense x Honved-Hungria;20230828;1;1;0;28/08/2023
Fluminense x Huracan-Argentina;20230830;1;1;0;30/08/2023
Fluminense x Icasa-CE;20230826;1;1;0;26/08/2023
Fluminense x Independiente-Argentina;20230829;1;1;0;29/08/2023
Fluminense x Inter Limeira-SP;20230827;1;1;0;27/08/2023
Fluminense x Internacional SC-SC;20230830;1;1;0;30/08/2023
Fluminense x Internacional-RS;20230827;1;1;0;27/08/2023
Fluminense x Ipiranga MG-MG;20230826;1;1;0;26/08/2023
Fluminense x Itabaiana-SE;20230828;1;1;0;28/08/2023
Fluminense x Juventus-SP;20230901;1;1;0;01/09/2023
Fluminense x LDU-Equador;20230828;1;1;0;28/08/2023
Fluminense x LDU-Equador;20230829;1;1;0;29/08/2023
Fluminense x LDU-Equador;20230831;1;1;0;31/08/2023
Fluminense x Lagartense-SE;20230826;1;1;0;26/08/2023
Fluminense x Lagartense-SE;20230830;1;1;0;30/08/2023
Fluminense x Leopoldina Raylway-RJ;20230826;1;1;0;26/08/2023
Fluminense x Libertad-Paraguai;20230830;1;1;0;30/08/2023
Fluminense x Libertad-Paraguai;20230831;1;1;0;31/08/2023
Fluminense x Libertad-Paraguai;20230901;1;1;0;01/09/2023
Fluminense x Luverdense-MT;20230826;1;1;0;26/08/2023
Fluminense x Madureira-RJ;20230828;1;1;0;28/08/2023
Fluminense x Manchester United-Inglaterra;20230828;1;1;0;28/08/2023
Fluminense x Manchester United-Inglaterra;20230829;1;1;0;29/08/2023
Fluminense x Manchester-MG;20230829;1;1;0;29/08/2023
Fluminense x Maranhao-MA;20230830;1;1;0;30/08/2023
Fluminense x Markdorf-CS;20230828;1;1;0;28/08/2023
Fluminense x Milan-Italia;20230829;1;1;0;29/08/2023
Fluminense x Milionarios-Colombia;20230829;1;1;0;29/08/2023
Fluminense x Moto Club-MA;20230826;1;1;1;26/08/2023
Fluminense x Nacional Uruguai-Uruguai;20230829;1;1;0;29/08/2023
Fluminense x Nacional Uruguai-Uruguai;20230901;1;1;0;01/09/2023
Fluminense x Olaria-RJ;20230901;1;1;0;01/09/2023
Fluminense x Olimpique Marselha-Franca;20230829;1;1;0;29/08/2023
Fluminense x Palmeiras-SP;20230827;1;1;0;27/08/2023
Fluminense x Palmeiras-SP;20230831;1;1;0;31/08/2023
Fluminense x Palmeiras-SP;20230902;1;1;0;02/09/2023
Fluminense x Paraisense-MG;20230826;1;1;0;26/08/2023
Fluminense x Parana-PR;20230830;1;1;0;30/08/2023
Fluminense x Paris Saint Germain-Franca;20230826;1;1;1;26/08/2023
Fluminense x Paris Saint Germain-Franca;20230902;1;1;1;02/09/2023
Fluminense x Passense-MG;20230826;1;1;0;26/08/2023
Fluminense x Penharol-Uruguai;20230829;1;1;0;29/08/2023
Fluminense x Petro-atletico-Angola;20230901;1;1;0;01/09/2023
Fluminense x Picos-PI;20230826;1;1;0;26/08/2023
Fluminense x Pinheirense-PA;20230826;1;1;0;26/08/2023
Fluminense x Pires do Rio-GO;20230826;1;1;0;26/08/2023
Fluminense x Pires do Rio-GO;20230901;1;1;0;01/09/2023
Fluminense x Porto Alegre-RJ;20230902;1;1;1;02/09/2023
Fluminense x Porto-Portugal;20230829;1;1;0;29/08/2023
Fluminense x Portuguesa SP-SP;20230828;1;1;0;28/08/2023
Fluminense x Portuguesa-RJ;20230830;1;1;0;30/08/2023
Fluminense x Portuguesa-RJ;20230901;1;1;0;01/09/2023
Fluminense x Racing-Argentina;20230829;1;1;0;29/08/2023
Fluminense x Racing-Argentina;20230830;1;1;0;30/08/2023
Fluminense x Real Madrid-Espanha;20230828;1;1;0;28/08/2023
Fluminense x Real Madrid-Espanha;20230829;1;1;0;29/08/2023
Fluminense x Real Madrid-Espanha;20230901;1;1;0;01/09/2023
Fluminense x Ribeiro Junqueira-MG;20230826;1;1;0;26/08/2023
Fluminense x Rio Claro-SP;20230826;1;1;0;26/08/2023
Fluminense x Rio Cricket-RJ;20230827;1;1;0;27/08/2023
Fluminense x Rio Football Club-RJ;20230826;1;1;0;26/08/2023
Fluminense x Rio Grande-RS;20230826;1;1;0;26/08/2023
Fluminense x River Plate-Argentina;20230827;1;1;0;27/08/2023
Fluminense x River Plate-Argentina;20230829;1;1;0;29/08/2023
Fluminense x River Plate-Argentina;20230830;1;1;0;30/08/2023
Fluminense x Robin Hood-Suriname;20230826;1;1;0;26/08/2023
Fluminense x Rodoviario-RJ;20230826;1;1;0;26/08/2023
Fluminense x Royal-RJ;20230826;1;1;0;26/08/2023
