Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios
/grafico_adversario/605;20230823;1;1;0
/grafico_adversario/605;20230830;1;1;0
/grafico_arbitro/612;20230823;1;1;0
/grafico_arbitro/612;20230830;1;1;0
/grafico_arbitro/613;20230823;1;1;0
/grafico_arbitro/614;20230823;1;1;0
/grafico_arbitro/619;20230823;1;1;0
/grafico_artilheiro/420;20230824;1;1;0
/grafico_artilheiro/500;20230815;1;1;0
/grafico_artilheiro/500;20230818;1;1;0
/grafico_artilheiro/500;20230819;1;1;0
/grafico_artilheiro/500;20230821;1;1;0
/grafico_artilheiro/500;20230827;1;1;0
/grafico_artilheiro/500;20230829;1;1;0
/grafico_artilheiro/500;20230830;1;1;0
/grafico_artilheiro/500;20230901;1;1;0
/grafico_artilheiro/500;20230903;1;1;0
/grafico_artilheiro/500;20230904;1;1;0
/grafico_artilheiro/500;20230907;1;1;0
/grafico_artilheiro/500;20230908;1;1;0
/grafico_artilheiro/500;20230910;1;1;0
/grafico_artilheiro/501;20230829;1;1;0
/grafico_artilheiro/501;20230904;1;1;0
/grafico_artilheiro/502;20230829;1;1;0
/grafico_artilheiro/502;20230830;1;1;0
/grafico_artilheiro/503;20230822;1;1;0
/grafico_artilheiro/503;20230824;1;1;0
/grafico_artilheiro/503;20230830;1;1;0
/grafico_artilheiro/510;20230821;1;1;0
/grafico_artilheiro/510;20230822;1;1;0
/grafico_artilheiro/510;20230905;1;1;0
/grafico_artilheiro/510;20230908;1;1;0
/grafico_artilheiro/511;20230821;1;1;0
/grafico_artilheiro/511;20230822;1;1;0
/grafico_artilheiro/511;20230830;1;1;0
/grafico_artilheiro/511;20230831;1;1;0
/grafico_artilheiro/511;20230908;1;1;0
/grafico_artilheiro/512;20230815;1;1;0
/grafico_artilheiro/512;20230822;1;1;0
/grafico_artilheiro/512;20230825;1;1;0
/grafico_artilheiro/512;20230826;1;1;0
/grafico_artilheiro/512;20230827;1;1;0
/grafico_artilheiro/512;20230902;1;1;0
/grafico_artilheiro/512;20230905;1;1;0
/grafico_artilheiro/512;20230908;1;1;0
/grafico_artilheiro/513;20230823;1;1;0
/grafico_artilheiro/514;20230823;1;1;0
/grafico_artilheiro/515;20230822;1;1;0
/grafico_artilheiro/515;20230825;1;1;0
/grafico_artilheiro/515;20230826;1;1;0
/grafico_artilheiro/515;20230908;1;1;0
/grafico_artilheiro/532;20230814;1;1;0
/grafico_artilheiro/532;20230903;1;1;0
/grafico_artilheiro/561;20230824;1;1;0
/grafico_artilheiro/561;20230825;1;1;0
/grafico_artilheiro/561;20230905;1;1;0
/grafico_artilheiro/561;20230908;1;1;0
/grafico_artilheiro/562;20230820;1;1;0
/grafico_artilheiro/562;20230822;1;1;0
/grafico_artilheiro/562;20230823;1;1;0
/grafico_artilheiro/562;20230824;1;1;0
/grafico_artilheiro/562;20230825;1;1;0
/grafico_artilheiro/562;20230826;1;1;0
/grafico_artilheiro/562;20230830;1;1;0
/grafico_artilheiro/562;20230908;1;1;0
/grafico_artilheiro/563;20230822;1;1;0
/grafico_artilheiro/563;20230824;1;1;0
/grafico_artilheiro/563;20230825;1;1;0
/grafico_artilheiro/563;20230829;1;1;0
/grafico_artilheiro/563;20230830;1;1;0
/grafico_artilheiro/563;20230905;1;1;0
/grafico_artilheiro/563;20230908;1;1;0
/grafico_artilheiro/595;20230823;1;1;0
/grafico_artilheiro/596;20230823;1;1;0
/grafico_artilheiro/600;20230816;1;1;0
/grafico_artilheiro/600;20230823;1;1;0
/grafico_artilheiro/600;20230830;1;1;0
/grafico_artilheiro/606;20230822;1;1;0
/grafico_artilheiro/606;20230823;1;1;0
/grafico_artilheiro/606;20230908;1;1;0
/grafico_artilheiro/608;20230908;1;1;0
/grafico_artilheiro/609;20230901;1;1;0
/grafico_artilheiro/610;20230823;1;1;0
/grafico_artilheiro/611;20230824;1;1;0
/grafico_artilheiro/627;20230823;1;1;0
/grafico_artilheiro/629;20230823;1;1;0
/grafico_artilheiro/636;20230816;1;1;0
/grafico_artilheiro/636;20230823;1;1;0
/grafico_artilheiro/636;20230830;1;1;0
/grafico_artilheiro/636;20230908;1;1;0
/grafico_artilheiro/801;20230823;1;1;0
/grafico_assistencia/439;20230823;1;1;0
/grafico_assistencia/598;20230823;1;1;0
/grafico_assistencia/598;20230830;1;1;0
/grafico_assistencia/598;20230904;1;1;0
/grafico_assistencia/599;20230823;1;1;0
/grafico_assistencia/599;20230830;1;1;0
/grafico_assistencia/601;20230824;1;1;0
/grafico_assistencia/601;20230830;1;1;0
/grafico_assistencia/603;20230823;1;1;0
/grafico_assistencia/615;20230823;1;1;0
/grafico_assistencia/616;20230816;1;1;0
/grafico_assistencia/620;20230816;1;1;0
/grafico_assistencia/620;20230823;1;1;0
/grafico_assistencia/621;20230816;1;1;0
/grafico_assistencia/621;20230823;1;1;0
/grafico_assistencia/622;20230818;1;1;0
/grafico_assistencia/623;20230823;1;1;0
/grafico_assistencia/624;20230830;1;1;0
/grafico_campeonato/103;20230823;1;1;0
/grafico_campeonato/203;20230824;1;1;0
/grafico_campeonato/203;20230828;1;1;0
/grafico_campeonato/203;20230901;1;1;0
/grafico_campeonato/203;20230905;1;1;0
/grafico_campeonato/203;20230906;1;1;0
/grafico_campeonato/303;20230830;1;1;0
/grafico_campeonato/303;20230901;1;1;0
/grafico_campeonato/403;20230821;1;1;0
/grafico_campeonato/403;20230830;1;1;0
/grafico_campeonato/403;20230901;1;1;0
/grafico_campeonato/517;20230815;1;1;0
/grafico_campeonato/517;20230822;1;1;0
/grafico_campeonato/517;20230830;1;1;0
/grafico_campeonato/517;20230831;1;1;0
/grafico_campeonato/517;20230902;1;1;0
/grafico_campeonato/518;20230821;1;1;0
/grafico_campeonato/518;20230830;1;1;0
/grafico_colocacao/108;20230830;1;1;0
/grafico_combinado/628;20230823;1;1;0
/grafico_combinado/628;20230828;1;1;0
/grafico_combinado/628;20230901;1;1;0
/grafico_combinado/628;20230908;1;1;0
/grafico_estadio/162;20230820;1;1;0
/grafico_estadio/162;20230823;1;1;0
/grafico_estadio/172;20230824;1;1;0
/grafico_estadio/202;20230820;1;1;0
/grafico_estadio/202;20230821;1;1;0
/grafico_estadio/202;20230822;1;1;0
/grafico_estadio/202;20230831;1;1;0
/grafico_estadio/202;20230903;1;1;0
/grafico_estadio/402;20230821;1;1;0
/grafico_estadio/402;20230823;1;1;0
/grafico_geral/106;20230823;1;1;0
/grafico_goleiro/902;20230823;1;1;0
/grafico_goleiro/903;20230823;1;1;0
/grafico_goleiro/954;20230823;1;1;0
/grafico_heatmap/588;20230821;1;1;0
/grafico_heatmap/593;20230823;1;1;0
/grafico_heatmap/594;20230823;1;1;0
/grafico_jogador/104;20230823;1;1;0
/grafico_jogador/104;20230830;1;1;0
/grafico_jogador/120;20230824;1;1;0
/grafico_jogador/164;20230821;1;1;0
/grafico_jogador/164;20230824;1;1;0
/grafico_jogador/174;20230830;1;1;0
/grafico_tecnico/105;20230824;1;1;0
/idades/652000000000;20230818;1;1;0
/idades/652000000000;20230825;1;1;0
/idades/652021000000;20230817;1;1;0
/idades/661000000000;20230816;1;1;0
/idades/661000000000;20230817;1;1;0
/idades/661000000000;20230820;1;1;0
/idades/661000000000;20230827;1;1;0
/idades/661000000000;20230901;1;1;0
/idades/661020000000;20230823;1;1;0
/idades/661021000000;20230814;1;1;0
/idades/661021000000;20230820;1;1;0
/idades/661021000000;20230823;1;1;0
/idades/662000000000;20230824;1;1;0
/idades/662020000000;20230820;1;1;0
/idades/662020000000;20230823;1;1;0
/idades/662021000000;20230814;1;1;0
/idades/662021000000;20230820;1;1;0
/idades/662021000000;20230823;1;1;0
/idades/662021000000;20230825;1;1;0
/idades/662021000000;20230901;1;1;0
/inicio;20230820;1;1;0
/jogestcamp/;20230815;1;1;0
/link_adversario/102;20230823;1;1;0
/link_adversario/102;20230825;1;1;0
/link_adversario/102;20230830;1;1;0
/link_adversario/102;20230901;1;1;0
/link_adversario/107;20230826;1;1;1
/link_adversario/107;20230903;1;1;1
/link_adversario/108;20230908;1;1;0
/link_adversario/109;20230821;1;1;0
/link_adversario/109;20230823;1;1;0
/link_adversario/109;20230825;1;1;0
/link_adversario/115;20230815;1;1;0
/link_adversario/115;20230823;1;1;0
/link_adversario/115;20230824;1;1;0
/link_adversario/115;20230826;1;1;0
/link_adversario/115;20230827;1;1;0
/link_adversario/115;20230829;1;1;0
/link_adversario/115;20230830;1;1;0
/link_adversario/115;20230903;1;1;0
/link_adversario/117;20230824;1;1;0
/link_adversario/117;20230904;1;1;0
/link_adversario/118;20230824;1;1;0
/link_adversario/118;20230828;1;1;0
/link_adversario/120;20230825;1;1;0
/link_adversario/125;20230818;1;1;1
/link_adversario/125;20230822;1;0;0
/link_adversario/125;20230904;1;1;1
/link_adversario/127;20230823;1;1;0
/link_adversario/136;20230901;1;1;0
/link_adversario/139;20230823;1;1;0
/link_adversario/139;20230830;1;1;0
/link_adversario/139;20230910;1;1;0
/link_adversario/141;20230821;1;1;0
/link_adversario/147;20230826;1;1;1
/link_adversario/148;20230830;1;1;0
/link_adversario/150;20230830;1;1;0
/link_adversario/151;20230822;1;1;1
/link_adversario/152;20230817;1;1;0
/link_adversario/152;20230818;1;1;0
/link_adversario/152;20230825;1;1;0
/link_adversario/152;20230827;1;1;0
/link_adversario/152;20230831;1;1;0
/link_adversario/167;20230828;1;1;0
/link_adversario/168;20230904;1;1;0
/link_adversario/172;20230908;1;1;0
/link_adversario/203;20230831;1;1;0
/link_adversario/203;20230903;1;1;0
/link_adversario/224;20230823;1;1;0
/link_adversario/224;20230903;1;1;0
/link_adversario/24;20230903;1;1;0
/link_adversario/251;20230909;1;1;0
/link_adversario/26;20230821;1;1;1
/link_adversario/26;20230827;1;1;0
/link_adversario/277;20230828;1;1;0
/link_adversario/278;20230901;1;1;0
/link_adversario/290;20230830;1;1;0
/link_adversario/297;20230831;1;1;0
/link_adversario/304;20230902;1;1;1
/link_adversario/307;20230907;1;1;0
/link_adversario/31;20230905;1;1;0
/link_adversario/310;20230830;1;1;1
/link_adversario/311;20230903;1;1;0
/link_adversario/325;20230831;1;1;1
/link_adversario/325;20230906;1;1;1
/link_adversario/325;20230909;1;1;1
/link_adversario/330;20230818;1;1;0
/link_adversario/330;20230910;1;1;0
/link_adversario/35;20230814;1;1;0
/link_adversario/35;20230823;1;1;0
/link_adversario/35;20230825;1;1;0
/link_adversario/357;20230907;1;1;0
/link_adversario/36;20230821;1;1;0
/link_adversario/36;20230823;1;1;0
/link_adversario/36;20230830;1;1;0
/link_adversario/36;20230910;1;1;0
/link_adversario/360;20230823;1;1;0
/link_adversario/360;20230828;1;1;1
/link_adversario/360;20230904;1;1;0
/link_adversario/360;20230905;1;1;1
/link_adversario/370;20230820;1;1;1
/link_adversario/393;20230831;1;1;0
/link_adversario/40;20230823;1;1;0
/link_adversario/40;20230829;1;1;0
/link_adversario/40;20230901;1;1;0
/link_adversario/40;20230908;1;1;0
/link_adversario/40;20230909;1;1;0
/link_adversario/401;20230823;1;1;0
/link_adversario/401;20230829;1;1;0
/link_adversario/401;20230831;1;1;0
/link_adversario/401;20230901;1;1;0
/link_adversario/402;20230823;1;1;0
/link_adversario/405;20230815;1;1;0
/link_adversario/405;20230904;1;1;0
/link_adversario/405;20230910;1;1;0
/link_adversario/410;20230815;1;1;0
/link_adversario/417;20230823;1;1;0
/link_adversario/418;20230815;1;1;0
/link_adversario/418;20230820;1;1;0
/link_adversario/418;20230903;1;1;0
/link_adversario/418;20230906;1;1;1
/link_adversario/42;20230826;1;1;0
/link_adversario/420;20230910;1;1;0
/link_adversario/444;20230910;1;1;1
/link_adversario/446;20230828;1;1;0
/link_adversario/449;20230821;1;1;1
/link_adversario/449;20230902;1;1;1
/link_adversario/456;20230830;1;1;0
/link_adversario/460;20230814;1;1;0
/link_adversario/460;20230830;1;1;0
/link_adversario/460;20230903;1;1;0
/link_adversario/461;20230819;1;1;1
/link_adversario/461;20230820;1;1;1
/link_adversario/461;20230821;1;1;1
/link_adversario/461;20230823;1;1;1
/link_adversario/461;20230825;1;1;1
/link_adversario/461;20230826;1;1;1
/link_adversario/461;20230902;1;1;1
/link_adversario/461;20230904;1;1;0
/link_adversario/462;20230819;1;1;0
/link_adversario/462;20230828;1;1;0
/link_adversario/462;20230905;1;1;0
/link_adversario/464;20230903;1;1;1
/link_adversario/466;20230821;1;1;0
/link_adversario/471;20230819;1;1;0
/link_adversario/471;20230825;1;1;1
/link_adversario/471;20230829;1;1;1
/link_adversario/471;20230830;1;1;0
/link_adversario/471;20230903;1;1;1
/link_adversario/471;20230907;1;0;0
/link_adversario/476;20230910;1;1;0
/link_adversario/48;20230823;1;1;0
/link_adversario/48;20230826;1;1;0
/link_adversario/48;20230828;1;1;1
/link_adversario/48;20230906;1;1;1
/link_adversario/485;20230905;1;1;1
/link_adversario/485;20230907;1;1;1
/link_adversario/485;20230909;1;1;0
/link_adversario/489;20230821;1;1;0
/link_adversario/489;20230827;1;1;0
/link_adversario/49;20230816;1;1;0
/link_adversario/49;20230904;1;1;0
/link_adversario/49;20230909;1;1;0
/link_adversario/494;20230828;1;1;0
/link_adversario/495;20230828;1;1;0
/link_adversario/500;20230910;1;1;0
/link_adversario/501;20230905;1;1;0
/link_adversario/510;20230824;1;1;1
/link_adversario/510;20230825;1;1;1
/link_adversario/510;20230826;1;1;1
/link_adversario/510;20230829;1;1;1
/link_adversario/511;20230815;1;1;1
/link_adversario/511;20230820;1;1;1
/link_adversario/511;20230824;1;1;1
/link_adversario/511;20230828;1;1;1
/link_adversario/511;20230902;1;1;1
/link_adversario/511;20230906;1;1;0
/link_adversario/514;20230820;1;1;0
/link_adversario/517;20230820;1;1;1
/link_adversario/517;20230821;1;1;1
/link_adversario/517;20230903;1;1;0
/link_adversario/520;20230830;1;1;0
/link_adversario/521;20230830;1;1;0
/link_adversario/522;20230905;1;1;0
/link_adversario/526;20230816;1;1;1
/link_adversario/526;20230901;1;1;1
/link_adversario/529;20230816;1;1;1
/link_adversario/529;20230823;1;1;1
/link_adversario/529;20230829;1;1;1
/link_adversario/529;20230909;1;1;1
/link_adversario/534;20230826;1;1;0
/link_adversario/54;20230819;1;1;1
/link_adversario/546;20230826;1;1;0
/link_adversario/547;20230908;1;1;0
/link_adversario/551;20230826;1;1;1
/link_adversario/552;20230903;1;1;0
/link_adversario/561;20230901;1;1;0
/link_adversario/568;20230822;1;1;0
/link_adversario/568;20230903;1;1;0
/link_adversario/57;20230827;1;1;0
/link_adversario/57;20230831;1;1;0
/link_adversario/57;20230907;1;1;0
/link_adversario/597;20230823;1;1;0
/link_adversario/60;20230829;1;1;0
/link_adversario/600;20230830;1;1;0
/link_adversario/62;20230816;1;1;0
/link_adversario/62;20230820;1;1;0
/link_adversario/62;20230823;1;1;0
/link_adversario/62;20230827;1;1;0
/link_adversario/62;20230829;1;1;0
/link_adversario/62;20230830;1;1;0
/link_adversario/62;20230901;1;1;0
/link_adversario/62;20230903;1;1;0
/link_adversario/62;20230906;1;1;0
/link_adversario/62;20230908;1;1;1
/link_adversario/630;20230908;1;1;0
/link_adversario/639;20230903;1;1;0
/link_adversario/64;20230821;1;1;0
/link_adversario/64;20230823;1;1;0
/link_adversario/64;20230910;1;1;0
/link_adversario/656;20230819;1;1;1
/link_adversario/656;20230821;1;1;1
/link_adversario/656;20230823;1;1;0
/link_adversario/656;20230825;1;0;0
/link_adversario/656;20230826;1;1;0
/link_adversario/656;20230828;1;1;1
/link_adversario/656;20230830;1;1;1
/link_adversario/656;20230831;1;1;1
/link_adversario/656;20230901;1;1;1
/link_adversario/656;20230910;1;1;1
/link_adversario/67;20230908;1;1;0
/link_adversario/682;20230814;1;1;0
/link_adversario/686;20230819;1;1;1
/link_adversario/686;20230822;1;1;1
/link_adversario/686;20230828;1;1;0
/link_adversario/70;20230825;1;1;0
/link_adversario/716;20230829;1;1;0
/link_adversario/716;20230910;1;1;0
/link_adversario/721;20230903;1;1;0
/link_adversario/731;20230815;1;1;0
/link_adversario/732;20230824;1;1;0
/link_adversario/74;20230909;1;1;0
/link_adversario/741;20230815;1;1;0
/link_adversario/741;20230824;1;1;0
/link_adversario/741;20230826;1;1;0
/link_adversario/741;20230908;1;1;0
/link_adversario/744;20230902;1;1;0
/link_adversario/76;20230823;1;1;0
/link_adversario/76;20230906;1;1;0
/link_adversario/780;20230830;1;1;0
/link_adversario/80;20230830;1;1;0
/link_adversario/80;20230909;1;1;0
/link_adversario/86;20230901;1;1;0
/link_adversario/86;20230904;1;1;0
/link_adversario/87;20230824;1;1;0
/link_adversario/87;20230828;1;1;0
/link_adversario/87;20230910;1;1;0
/link_adversario/89;20230821;1;1;0
/link_adversario/89;20230829;1;1;0
/link_adversario/99;20230903;1;1;0
/link_arbitro/1040;20230906;1;1;0
/link_arbitro/1046;20230826;1;1;0
/link_arbitro/1062;20230904;1;1;0
/link_arbitro/1089;20230821;1;1;0
/link_arbitro/1089;20230902;1;1;0
/link_arbitro/1092;20230821;1;1;0
/link_arbitro/1092;20230904;1;1;0
/link_arbitro/1122;20230820;1;1;0
/link_arbitro/1131;20230904;1;1;0
/link_arbitro/1209;20230826;1;1;0
/link_arbitro/1209;20230828;1;1;0
/link_arbitro/1209;20230830;1;1;0
/link_arbitro/1222;20230901;1;1;0
/link_arbitro/1231;20230824;1;1;0
/link_arbitro/1231;20230825;1;1;0
/link_arbitro/1231;20230901;1;1;0
/link_arbitro/1242;20230910;1;1;0
/link_arbitro/1248;20230821;1;1;0
/link_arbitro/1255;20230826;1;1;0
/link_arbitro/1258;20230909;1;1;0
/link_arbitro/1260;20230821;1;1;0
/link_arbitro/1270;20230831;1;1;1
/link_arbitro/1280;20230821;1;1;0
/link_arbitro/1281;20230821;1;1;0
/link_arbitro/1289;20230821;1;1;0
/link_arbitro/1290;20230904;1;1;0
/link_arbitro/1292;20230820;1;1;1
/link_arbitro/1292;20230821;1;1;0
/link_arbitro/1292;20230902;1;1;1
/link_arbitro/1292;20230909;1;1;0
/link_arbitro/1303;20230821;1;1;0
/link_arbitro/1308;20230814;1;1;0
/link_arbitro/1308;20230819;1;1;0
/link_arbitro/1308;20230823;1;1;0
/link_arbitro/1308;20230824;1;1;0
/link_arbitro/1308;20230828;1;1;0
/link_arbitro/1331;20230826;1;1;0
/link_arbitro/1331;20230831;1;1;0
/link_arbitro/1332;20230824;1;1;0
/link_arbitro/1332;20230825;1;1;0
/link_arbitro/1332;20230830;1;1;0
/link_arbitro/1334;20230828;1;1;0
/link_arbitro/1335;20230823;1;1;0
/link_arbitro/1338;20230903;1;1;0
/link_arbitro/1342;20230827;1;1;0
/link_arbitro/1364;20230823;1;1;0
/link_arbitro/1374;20230905;1;1;0
/link_arbitro/1378;20230820;1;1;0
/link_arbitro/1378;20230828;1;1;0
/link_arbitro/1423;20230821;1;1;0
/link_arbitro/1435;20230828;1;1;0
/link_arbitro/146;20230909;1;1;0
/link_arbitro/148;20230821;1;1;0
/link_arbitro/1518;20230826;1;1;0
/link_arbitro/1518;20230828;1;1;0
/link_arbitro/1518;20230903;1;1;0
/link_arbitro/1519;20230901;1;1;0
/link_arbitro/1519;20230903;1;1;0
/link_arbitro/1519;20230908;1;1;0
/link_arbitro/1520;20230903;1;1;0
/link_arbitro/160;20230820;1;1;0
/link_arbitro/165;20230908;1;1;1
/link_arbitro/186;20230821;1;1;0
/link_arbitro/230;20230821;1;1;0
/link_arbitro/230;20230910;1;1;0
/link_arbitro/250;20230825;1;1;0
/link_arbitro/261;20230821;1;1;0
/link_arbitro/261;20230910;1;1;0
/link_arbitro/271;20230826;1;1;0
/link_arbitro/272;20230831;1;1;0
/link_arbitro/275;20230825;1;1;0
/link_arbitro/280;20230902;1;1;0
/link_arbitro/280;20230910;1;1;0
/link_arbitro/288;20230831;1;1;0
/link_arbitro/291;20230819;1;1;1
/link_arbitro/292;20230815;1;1;0
/link_arbitro/303;20230828;1;1;0
/link_arbitro/309;20230901;1;1;1
/link_arbitro/327;20230906;1;1;1
/link_arbitro/331;20230901;1;1;0
/link_arbitro/334;20230826;1;1;0
/link_arbitro/338;20230821;1;1;0
/link_arbitro/34;20230901;1;1;1
/link_arbitro/342;20230825;1;1;0
/link_arbitro/342;20230828;1;1;0
/link_arbitro/361;20230821;1;1;0
/link_arbitro/365;20230825;1;1;0
/link_arbitro/379;20230827;1;1;0
/link_arbitro/383;20230820;1;1;0
/link_arbitro/437;20230816;1;1;0
/link_arbitro/444;20230831;1;1;0
/link_arbitro/450;20230821;1;1;0
/link_arbitro/487;20230826;1;1;0
/link_arbitro/491;20230822;1;1;1
/link_arbitro/492;20230831;1;1;0
/link_arbitro/528;20230903;1;1;0
/link_arbitro/540;20230820;1;1;0
/link_arbitro/552;20230824;1;1;0
/link_arbitro/552;20230826;1;1;0
/link_arbitro/559;20230830;1;1;1
/link_arbitro/559;20230831;1;0;0
/link_arbitro/564;20230826;1;1;0
/link_arbitro/564;20230906;1;1;0
/link_arbitro/565;20230828;1;1;0
/link_arbitro/600;20230821;1;1;0
/link_arbitro/627;20230901;1;1;0
/link_arbitro/667;20230821;1;1;0
/link_arbitro/781;20230830;1;1;0
/link_arbitro/854;20230827;1;1;0
/link_arbitro/958;20230829;1;1;0
/link_assist/1613;20230828;1;1;0
/link_assist/2010;20230828;1;1;0
/link_assist/2015;20230821;1;1;0
/link_assist/2015;20230822;1;1;0
/link_assist/2015;20230828;1;1;0
/link_assist/2026;20230828;1;1;0
/link_assist/2043;20230828;1;1;0
/link_assist/2059;20230828;1;1;0
/link_assist/2066;20230901;1;1;0
/link_assist/2074;20230828;1;1;0
/link_assist/2104;20230828;1;1;0
/link_assist/2137;20230820;1;1;0
/link_assist/2137;20230828;1;1;0
/link_assist/2204;20230901;1;1;0
/link_assist/2216;20230828;1;1;0
/link_assist/2228;20230828;1;1;0
/link_assist/2352;20230828;1;1;0
/link_assist/2363;20230828;1;1;0
/link_assist/2367;20230828;1;1;0
/link_assist/2393;20230908;1;1;0
/link_assist/2404;20230828;1;1;0
/link_assist/2415;20230828;1;1;0
/link_assist/2415;20230903;1;1;0
/link_assist/2417;20230828;1;1;0
/link_assist/2421;20230822;1;1;0
/link_assist/2421;20230831;1;1;0
/link_assist/2475;20230828;1;1;0
/link_assist/2483;20230828;1;1;0
/link_assist/2487;20230827;1;1;0
/link_assist/702;20230830;1;1;0
/link_assist/771;20230828;1;1;0
/link_assist/906;20230902;1;1;0
/link_assist/950;20230828;1;1;0
/link_assist/972;20230816;1;1;0
/link_assist/979;20230828;1;1;0
/link_batedor/8021;20230905;1;1;0
/link_batedor/8490;20230828;1;1;0
/link_brasileiro/2005;20230818;1;1;0
/link_brasileiro/2007;20230828;1;1;0
/link_camisa/1;20230828;1;1;0
/link_camisa/1;20230831;1;1;0
/link_camisa/103;20230828;1;1;0
/link_camisa/103;20230830;1;1;0
/link_camisa/103;20230903;1;1;0
/link_camisa/106;20230830;1;1;0
/link_camisa/106;20230903;1;1;0
/link_camisa/108;20230831;1;1;0
/link_camisa/110;20230828;1;1;0
/link_camisa/110;20230830;1;1;0
/link_camisa/110;20230906;1;1;0
/link_camisa/111;20230828;1;1;0
/link_camisa/111;20230830;1;1;0
/link_camisa/112;20230828;1;1;0
/link_camisa/113;20230816;1;1;0
/link_camisa/113;20230828;1;1;0
/link_camisa/13;20230825;1;1;0
/link_camisa/13;20230826;1;1;0
/link_camisa/13;20230909;1;1;0
/link_camisa/18;20230824;1;1;0
/link_camisa/23;20230906;1;1;0
/link_camisa/24;20230906;1;1;0
/link_camisa/34;20230902;1;1;0
/link_camisa/54;20230828;1;1;0
/link_camisa/55;20230901;1;1;0
/link_camisa/63;20230815;1;1;0
/link_camisa/67;20230830;1;1;0
/link_camisa/69;20230910;1;1;0
/link_camisa/70;20230831;1;1;0
/link_camisa/76;20230818;1;1;0
/link_camisa/90;20230828;1;1;0
/link_camisa/97;20230828;1;1;0
/link_campeonato/115;20230901;1;1;1
/link_campeonato/149;20230816;1;1;1
/link_campeonato/153;20230816;1;1;0
/link_campeonato/155;20230825;1;1;0
/link_campeonato/156;20230831;1;1;1
/link_campeonato/156;20230903;1;1;1
/link_campeonato/167;20230816;1;1;0
/link_campeonato/170;20230830;1;1;0
/link_campeonato/175;20230903;1;1;0
/link_campeonato/175;20230906;1;1;1
/link_campeonato/177;20230901;1;1;0
/link_campeonato/194;20230905;1;1;0
/link_campeonato/20;20230829;1;1;0
/link_campeonato/205;20230829;1;1;0
/link_campeonato/205;20230902;1;1;0
/link_campeonato/207;20230815;1;1;1
/link_campeonato/237;20230824;1;1;0
/link_campeonato/237;20230828;1;1;0
/link_campeonato/25;20230826;1;1;0
/link_campeonato/262;20230816;1;1;0
/link_campeonato/262;20230825;1;1;1
/link_campeonato/262;20230828;1;1;0
/link_campeonato/262;20230903;1;1;1
/link_campeonato/262;20230906;1;1;1
/link_campeonato/269;20230906;1;1;1
/link_campeonato/274;20230815;1;1;0
/link_campeonato/274;20230819;1;1;1
/link_campeonato/282;20230830;1;1;1
/link_campeonato/282;20230910;1;1;1
/link_campeonato/291;20230815;1;1;1
/link_campeonato/291;20230827;1;1;1
/link_campeonato/291;20230829;1;1;1
/link_campeonato/291;20230902;1;1;1
/link_campeonato/291;20230908;1;1;1
/link_campeonato/300;20230816;1;1;0
/link_campeonato/306;20230830;1;1;0
/link_campeonato/313;20230907;1;1;1
/link_campeonato/319;20230821;1;1;0
/link_campeonato/319;20230907;1;1;0
/link_campeonato/34;20230823;1;1;1
/link_campeonato/34;20230829;1;1;0
/link_campeonato/347;20230825;1;1;0
/link_campeonato/350;20230909;1;1;0
/link_campeonato/352;20230821;1;1;0
/link_campeonato/353;20230909;1;1;0
/link_campeonato/367;20230814;1;1;1
/link_campeonato/367;20230819;1;1;1
/link_campeonato/367;20230824;1;1;1
/link_campeonato/367;20230903;1;1;1
/link_campeonato/368;20230903;1;1;0
/link_campeonato/383;20230820;1;1;1
/link_campeonato/386;20230909;1;1;0
/link_campeonato/39;20230908;1;1;0
/link_campeonato/403;20230903;1;1;0
/link_campeonato/406;20230823;1;1;1
/link_campeonato/408;20230818;1;1;1
/link_campeonato/408;20230821;1;1;0
/link_campeonato/408;20230822;1;1;1
/link_campeonato/411;20230902;1;1;0
/link_campeonato/416;20230814;1;1;0
/link_campeonato/416;20230829;1;1;1
/link_campeonato/416;20230902;1;1;1
/link_campeonato/421;20230815;1;1;1
/link_campeonato/421;20230817;1;1;1
/link_campeonato/421;20230820;1;1;1
/link_campeonato/421;20230821;1;1;1
/link_campeonato/421;20230824;1;1;1
/link_campeonato/421;20230825;1;1;1
/link_campeonato/421;20230829;1;1;1
/link_campeonato/421;20230901;1;1;1
/link_campeonato/421;20230902;1;1;1
/link_campeonato/421;20230903;1;1;1
/link_campeonato/421;20230906;1;1;1
/link_campeonato/421;20230908;1;1;1
/link_campeonato/433;20230826;1;1;0
/link_campeonato/433;20230830;1;1;0
/link_campeonato/44;20230824;1;1;1
/link_campeonato/445;20230815;1;1;1
/link_campeonato/445;20230822;1;1;1
/link_campeonato/445;20230823;1;1;1
/link_campeonato/445;20230827;1;1;1
/link_campeonato/445;20230828;1;1;1
/link_campeonato/445;20230829;1;1;1
/link_campeonato/445;20230901;1;1;1
/link_campeonato/445;20230902;1;1;1
/link_campeonato/445;20230903;1;1;1
/link_campeonato/445;20230904;1;1;1
/link_campeonato/445;20230906;1;1;0
/link_campeonato/445;20230907;1;1;0
/link_campeonato/445;20230908;1;1;1
/link_campeonato/445;20230910;1;1;0
/link_campeonato/448;20230828;1;1;0
/link_campeonato/467;20230829;1;1;0
/link_campeonato/488;20230820;1;1;0
/link_campeonato/489;20230826;1;1;0
/link_campeonato/489;20230829;1;1;0
