# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20230724
# Data de término: 20230820
Caminho da página e classe da tela;Data;Sessões;Usuários;Novos usuários;Tempo de engajamento médio por sessão;Conversões;Receita total
/consulta_jogo/654000000;20230815;3;2;0;3.6666666666666665;0;0
/consulta_jogo/654000000;20230817;3;2;0;7.666666666666667;0;0
/consulta_jogo/658701000;20230811;3;1;0;3;0;0
/consulta_numeracao;20230810;3;3;0;13.333333333333334;0;0
/consulta_placar/620000000;20230812;3;1;0;18.666666666666668;0;0
/consulta_ranking/290206000000;20230816;3;2;0;25;0;0
/consulta_ranking/800103000000;20230808;3;3;0;13.333333333333334;0;0
/consulta_ranking/800103000000;20230810;3;3;0;8.666666666666666;0;0
/consulta_ranking/900102000000;20230819;3;3;0;22.333333333333332;0;0
/consulta_ranking/900102000000;20230820;3;3;0;12.333333333333334;0;0
/consulta_ranking/900106000000;20230819;3;3;0;2.3333333333333335;0;0
/consulta_tempo/102528000;20230810;3;3;0;31.333333333333332;0;0
/curiosidade;20230806;3;3;0;103.66666666666667;0;0
/curiosidade;20230813;3;3;0;67;0;0
/curiosidade;20230817;3;3;0;28.666666666666668;0;0
/estadio;20230806;3;3;0;13.333333333333334;0;0
/estadio;20230808;3;3;0;4.333333333333333;0;0
/estadio;20230810;3;3;0;8;0;0
/estadio;20230819;3;3;0;13.333333333333334;0;0
/estadio_todos;20230803;3;3;0;76.33333333333333;0;0
/estadio_todos;20230804;3;2;0;35.666666666666664;0;0
/estadio_todos;20230808;3;2;0;54.666666666666664;0;0
/estadio_todos;20230810;3;3;0;57.333333333333336;0;0
/estadio_todos;20230811;3;3;0;90.66666666666667;0;0
/estadio_todos;20230820;3;3;0;49.333333333333336;0;0
/generico_estadio/500102000;20230810;3;2;0;7.333333333333333;0;0
/generico_estadio/500102300;20230810;3;1;0;11.333333333333334;0;0
/generico_estadio/500102400;20230810;3;1;0;5;0;0
/geral;20230804;3;3;0;10.333333333333334;0;0
/geral;20230818;3;2;0;4;0;0
/grafico;20230808;3;2;0;5.666666666666667;0;0
/grafico;20230810;3;3;0;11;0;0
/idades/652000000000;20230807;3;3;0;14;0;0
/idades/652000000000;20230817;3;2;0;30.333333333333332;0;0
/link_adversario/109;20230819;3;3;0;14.666666666666666;0;0
/link_adversario/125;20230805;3;2;2;3.6666666666666665;0;0
/link_adversario/152;20230806;3;3;0;43;0;0
/link_adversario/35;20230807;3;2;0;7.333333333333333;0;0
/link_adversario/432;20230809;3;3;0;9.666666666666666;0;0
/link_adversario/461;20230802;3;3;3;34.333333333333336;0;0
/link_adversario/461;20230809;3;3;3;10.666666666666666;0;0
/link_adversario/511;20230811;3;3;3;41;0;0
/link_arbitro/418;20230820;3;1;0;8;0;0
/link_campeonato/421;20230808;3;2;2;4.333333333333333;0;0
/link_estadio/23;20230820;3;3;1;23;0;0
/link_estadio/316;20230812;3;3;0;22.666666666666668;0;0
/link_jogador/1087;20230805;3;3;3;44.333333333333336;0;0
/link_jogador/1119;20230804;3;1;0;0.3333333333333333;0;0
/link_jogador/1123;20230804;3;1;0;2.6666666666666665;0;0
/link_jogador/1153;20230804;3;1;0;3.6666666666666665;0;0
/link_jogador/1157;20230804;3;1;0;8;0;0
/link_jogador/1160;20230804;3;1;0;4;0;0
/link_jogador/1925;20230804;3;1;0;1.6666666666666667;0;0
/link_jogador/2102;20230808;3;3;0;6;0;0
/link_jogador/2137;20230808;3;3;0;16.333333333333332;0;0
/link_jogador/2204;20230804;3;1;0;26;0;0
/link_jogador/2204;20230813;3;2;0;7;0;0
/link_jogador/2204;20230819;3;3;0;2.3333333333333335;0;0
/link_jogador/2367;20230819;3;3;0;8.666666666666666;0;0
/link_jogador/2404;20230808;3;3;1;13;0;0
/link_jogador/2404;20230809;3;3;1;17;0;0
/link_jogador/2404;20230811;3;3;1;12.333333333333334;0;0
/link_jogador/2415;20230806;3;3;0;13.666666666666666;0;0
/link_jogador/2422;20230809;3;3;0;38.666666666666664;0;0
/link_jogador/748;20230810;3;3;0;6;0;0
/link_jogador/950;20230806;3;3;0;24.333333333333332;0;0
/link_jogador/975;20230808;3;2;0;24;0;0
/link_jogo/1485;20230812;3;3;0;11.333333333333334;0;0
/link_jogo/2517;20230817;3;2;2;4;0;0
/link_jogo/3039;20230811;3;3;3;53.666666666666664;0;0
/link_jogo/4406;20230817;3;1;0;7;0;0
/link_jogo/4685;20230804;3;1;0;3.6666666666666665;0;0
/link_jogo/4990;20230809;3;3;3;33;0;0
/link_jogo/4990;20230813;3;2;3;5.333333333333333;0;0
/link_jogo/4990;20230818;3;1;1;0.3333333333333333;0;0
/link_jogo/5610;20230812;3;3;0;10.666666666666666;0;0
/link_jogo/5611;20230812;3;3;0;4;0;0
/link_jogo/5612;20230812;3;3;0;6;0;0
/link_jogo/5613;20230812;3;3;0;12.333333333333334;0;0
/link_jogo/5617;20230812;3;2;0;12.333333333333334;0;0
/link_jogo/6559;20230816;3;1;0;29.333333333333332;0;0
/link_jogo/6832;20230811;3;3;0;5.666666666666667;0;0
/link_jogo/7562;20230809;3;2;0;1.3333333333333333;0;0
/link_jogo/7607;20230815;3;2;0;3.6666666666666665;0;0
/link_jogo/7662;20230811;3;2;0;3;0;0
/link_jogo/8229;20230818;3;2;0;45;0;0
/link_jogo/8259;20230811;3;3;0;31.666666666666668;0;0
/link_jogo/8439;20230811;3;3;0;42.333333333333336;0;0
/link_jogo/8469;20230804;3;3;0;30.333333333333332;0;0
/link_jogo/8581;20230812;3;3;0;4.666666666666667;0;0
/link_jogo/8711;20230813;3;3;0;7.666666666666667;0;0
/link_jogo/8718;20230814;3;2;0;2;0;0
/link_jogo/8725;20230805;3;3;0;15.333333333333334;0;0
/link_jogo/8725;20230807;3;2;0;7.666666666666667;0;0
/link_jogo/8725;20230820;3;3;0;2.6666666666666665;0;0
/link_jogo/8726;20230811;3;3;0;11;0;0
/link_jogo/8726;20230820;3;3;0;10.333333333333334;0;0
/link_tecnico/88;20230804;3;1;0;12.333333333333334;0;0
/link_todos/152/100;20230805;3;2;0;0;0;0
/mostra_arbitro;20230811;3;3;0;9;0;0
/mostra_arbitro;20230819;3;2;0;18.666666666666668;0;0
/mostra_campeonato;20230813;3;2;0;69;0;0
/mostra_campeonato;20230816;3;2;0;94.66666666666667;0;0
/mostra_espadv2;20230808;3;2;0;24.333333333333332;0;0
/mostra_espadv2;20230813;3;3;0;68.33333333333333;0;0
/mostra_especial/;20230804;3;3;0;11;0;0
/mostra_especial/;20230808;3;3;0;16;0;0
/mostra_especial/;20230816;3;3;0;31;0;0
/mostra_especial/;20230820;3;3;0;23.666666666666668;0;0
/mostra_especial_jogo;20230809;3;3;0;551.3333333333334;0;0
/mostra_especial_jogo;20230816;3;2;0;14.666666666666666;0;0
/mostra_especial_jogo;20230818;3;3;0;19.333333333333332;0;0
/mostra_estadio;20230803;3;3;0;33.333333333333336;0;0
/mostra_estadio;20230812;3;2;0;14.666666666666666;0;0
/mostra_jogador_gols;20230809;3;3;0;43.333333333333336;0;0
/mostra_jogador_gols;20230814;3;3;0;47.666666666666664;0;0
/mostra_jogador_gols;20230819;3;3;0;31.333333333333332;0;0
/mostra_jogador_gols;20230820;3;2;0;6;0;0
/mostra_numeracao;20230810;3;3;0;72;0;0
/mostra_numeracao_jogos;20230808;3;1;0;225.33333333333334;0;0
/mostra_passagem;20230811;3;1;0;5.333333333333333;0;0
/mostra_placar;20230812;3;1;0;73.33333333333333;0;0
/mostra_ranking/290000000;20230805;3;2;0;15.666666666666666;0;0
/mostra_ranking/800800000000;20230808;3;3;0;51.666666666666664;0;0
/mostra_ranking/800801000000;20230820;3;3;0;60;0;0
/mostra_ranking/800805000000;20230809;3;3;0;32.333333333333336;0;0
/mostra_ranking/800805000000;20230814;3;2;0;19.333333333333332;0;0
/mostra_ranking/800900000000;20230811;3;2;0;39.666666666666664;0;0
/mostra_ranking/800900000000;20230815;3;2;0;23.333333333333332;0;0
/mostra_ranking/801000000000;20230805;3;2;0;180.66666666666666;0;0
/mostra_ranking/867000000000;20230809;3;3;0;31.666666666666668;0;0
/mostra_ranking/867000000000;20230815;3;3;0;76;0;0
/mostra_ranking/867000000000;20230820;3;3;0;30.333333333333332;0;0
/mostra_ranking/900900000000;20230820;3;3;0;9;0;0
/mostra_ranking/900910000000;20230820;3;3;0;47.666666666666664;0;0
/mostra_ranking/904000000000;20230820;3;3;0;82.66666666666667;0;0
/mostra_rkg/;20230804;3;3;0;38;0;0
/mostra_rkg/;20230806;3;3;0;223.33333333333334;0;0
/mostra_rkg/;20230812;3;2;0;89;0;0
/mostra_rkg/;20230813;3;3;0;46.333333333333336;0;0
/mostra_rkg/;20230818;3;3;0;300;0;0
/mostra_sequencia/500000300;20230810;3;1;0;24.333333333333332;0;0
/mostra_sequencia2;20230810;3;2;0;146;0;0
/mostra_tecnico;20230805;3;1;0;2.6666666666666665;0;0
/mostra_tecnico;20230808;3;2;0;9.666666666666666;0;0
/mostra_tecnico;20230810;3;3;0;10.666666666666666;0;0
/mostra_tecnico;20230812;3;3;0;28;0;0
/mostra_todos;20230810;3;2;0;4.333333333333333;0;0
/mostra_turno;20230815;3;1;0;2;0;0
/presenca_turno;20230814;3;1;0;3.6666666666666665;0;0
/tecnico;20230807;3;3;0;47.666666666666664;0;0
/tecnico;20230808;3;2;0;5;0;0
/tecnico;20230820;3;3;0;5.666666666666667;0;0
/todas_camisas/400000000;20230804;3;3;0;400;0;0
/todas_camisas/400000000;20230810;3;3;0;67.33333333333333;0;0
/adversario;20230814;2;2;1;7.5;0;0
/arbitro;20230812;2;1;0;0;0;0
/camisa;20230803;2;2;0;20;0;0
/camisa;20230806;2;2;0;0.5;0;0
/camisa;20230809;2;2;0;2.5;0;0
/camisa;20230815;2;2;0;2;0;0
/campeonato;20230805;2;2;0;13;0;0
/campeonato;20230818;2;2;0;25;0;0
/campeonato_cartao;20230814;2;2;0;25;0;0
/consulta_campeonato/103550000;20230814;2;2;0;13.5;0;0
/consulta_campeonato/103999000;20230802;2;2;0;36;0;0
/consulta_campeonato/103999000;20230810;2;2;0;36;0;0
/consulta_espadv/200000000;20230807;2;2;0;5;0;0
/consulta_espadv/200150000;20230807;2;2;0;74;0;0
/consulta_espadv/201150000;20230813;2;2;0;45;0;0
/consulta_especial/100102000;20230803;2;1;0;4;0;0
/consulta_especial/100102000;20230806;2;2;0;16;0;0
/consulta_especial/100102000;20230815;2;1;0;10.5;0;0
/consulta_especial/100103000;20230803;2;1;0;14;0;0
/consulta_especial/100103000;20230810;2;2;0;19;0;0
/consulta_especial/100103000;20230814;2;2;0;14.5;0;0
/consulta_especial/100103000;20230818;2;2;0;12.5;0;0
/consulta_especial/100103000;20230820;2;1;0;76.5;0;0
/consulta_especial/100103102;20230807;2;2;0;165.5;0;0
/consulta_especial/100153000;20230807;2;2;0;1.5;0;0
/consulta_especial/100999000;20230809;2;2;0;17.5;0;0
/consulta_especial/100999000;20230810;2;2;0;18.5;0;0
/consulta_especial/100999000;20230811;2;2;0;8.5;0;0
/consulta_especial/100999000;20230814;2;2;0;5.5;0;0
/consulta_especial/100999000;20230819;2;2;0;53.5;0;0
/consulta_especial/102103000;20230809;2;2;0;49.5;0;0
/consulta_especial/102104000;20230819;2;2;0;22;0;0
/consulta_especial/103102000;20230807;2;2;0;10.5;0;0
/consulta_especial/104102000;20230810;2;2;0;14.5;0;0
/consulta_especial/104102000;20230819;2;1;0;50;0;0
/consulta_especial/104103000;20230811;2;2;0;15.5;0;0
/consulta_especial/104104000;20230814;2;2;0;71;0;0
/consulta_especial/105103000;20230810;2;1;0;22;0;0
/consulta_especial_adversario;20230802;2;2;0;2;0;0
/consulta_especial_adversario;20230816;2;2;0;24;0;0
/consulta_especial_brasileiro;20230813;2;2;0;13.5;0;0
/consulta_especial_brasileiro;20230815;2;1;0;2;0;0
/consulta_especial_brasileiro;20230816;2;2;0;20;0;0
/consulta_especial_brasileiro;20230818;2;2;0;21;0;0
/consulta_especial_campeonato;20230802;2;2;0;11;0;0
/consulta_especial_campeonato;20230812;2;2;0;12.5;0;0
/consulta_especial_estadio;20230811;2;2;0;2.5;0;0
/consulta_especial_estadio;20230813;2;1;0;4.5;0;0
/consulta_especial_estadio;20230815;2;2;0;13.5;0;0
/consulta_especial_estadio;20230817;2;2;0;7.5;0;0
/consulta_especial_estadio;20230820;2;2;0;7;0;0
/consulta_especial_gerais;20230802;2;1;0;29;0;0
/consulta_especial_gerais;20230805;2;2;0;45;0;0
/consulta_especial_gerais;20230811;2;2;0;58;0;0
/consulta_especial_gerais;20230820;2;1;0;8;0;0
/consulta_especial_jogos;20230802;2;2;0;5;0;0
/consulta_especial_jogos;20230804;2;1;0;1.5;0;0
/consulta_especial_jogos;20230812;2;1;0;2.5;0;0
/consulta_especial_jogos;20230813;2;2;0;38.5;0;0
/consulta_especial_jogos;20230816;2;2;0;17;0;0
/consulta_especial_resultados;20230803;2;1;0;10.5;0;0
/consulta_especial_resultados;20230809;2;2;0;8.5;0;0
/consulta_especial_resultados;20230810;2;2;0;10;0;0
/consulta_especial_resultados;20230812;2;1;0;2;0;0
/consulta_especial_resultados;20230813;2;2;0;9;0;0
/consulta_especial_resultados;20230815;2;1;0;16.5;0;0
/consulta_especial_resultados;20230816;2;2;0;2.5;0;0
/consulta_especial_sequencia;20230807;2;2;0;6.5;0;0
/consulta_especial_sequencia;20230812;2;2;0;1.5;0;0
/consulta_especial_sequencia;20230813;2;2;1;22;0;0
/consulta_especial_sequencia;20230814;2;2;0;44;0;0
/consulta_especial_tecnico;20230812;2;2;0;1.5;0;0
/consulta_especial_tecnico;20230813;2;2;0;14.5;0;0
/consulta_especial_tecnico;20230817;2;2;0;7;0;0
/consulta_especial_tecnico;20230818;2;2;0;15.5;0;0
/consulta_estadio/102452000;20230804;2;2;0;15;0;0
/consulta_estadio/102999000;20230809;2;2;0;14;0;0
/consulta_estadio/102999000;20230813;2;1;0;8.5;0;0
/consulta_hattrick/750000000000;20230820;2;2;0;23.5;0;0
/consulta_importante/515000000;20230814;2;2;0;44;0;0
/consulta_jogador/104999000;20230806;2;2;0;17;0;0
/consulta_jogador/104999000;20230810;2;2;0;9;0;0
/consulta_jogador/104999000;20230813;2;2;0;5.5;0;0
/consulta_jogador/104999000;20230816;2;1;0;2;0;0
/consulta_jogador/268102000;20230814;2;2;0;4.5;0;0
/consulta_jogador/268106000;20230819;2;2;0;78.5;0;0
/consulta_jogador/268106000;20230820;2;2;0;22.5;0;0
/consulta_jogador/571571000;20230808;2;2;0;5;0;0
/consulta_jogo/654000000;20230803;2;2;0;6;0;0
/consulta_jogo/654000000;20230805;2;2;0;7.5;0;0
/consulta_jogo/654000000;20230816;2;2;0;39;0;0
/consulta_jogo/655000000;20230817;2;1;0;3.5;0;0
/consulta_jogo/658000000;20230805;2;2;0;3;0;0
/consulta_jogo/658000000;20230810;2;1;0;16;0;0
/consulta_jogo/658000000;20230811;2;2;0;11;0;0
/consulta_jogo/658000000;20230814;2;1;0;15;0;0
/consulta_jogo/658000000;20230815;2;2;0;4.5;0;0
/consulta_jogo/658000000;20230820;2;2;0;5.5;0;0
/consulta_jogo/658700000;20230809;2;2;0;7;0;0
/consulta_jogo/658700000;20230811;2;2;0;5;0;0
/consulta_jogo/660103000;20230811;2;2;0;8.5;0;0
/consulta_numeracao;20230804;2;2;0;26.5;0;0
/consulta_numeracao;20230807;2;2;0;7.5;0;0
/consulta_numeracao;20230808;2;1;0;13;0;0
/consulta_numeracao;20230820;2;1;0;38.5;0;0
/consulta_placar/680103000;20230809;2;2;0;25.5;0;0
/consulta_ranking/800103000000;20230809;2;2;0;14;0;0
/consulta_ranking/800103000000;20230811;2;2;0;39;0;0
/consulta_ranking/800103000000;20230812;2;2;0;12;0;0
/consulta_ranking/800103000000;20230818;2;2;0;8.5;0;0
/consulta_ranking/800103000000;20230820;2;2;0;5.5;0;0
/consulta_ranking/801106000000;20230807;2;2;0;1.5;0;0
/consulta_ranking/801106000000;20230808;2;1;0;34.5;0;0
/consulta_ranking/900100000000;20230810;2;2;0;16;0;0
/consulta_ranking/900100000000;20230814;2;2;0;13;0;0
/consulta_ranking/900103000000;20230806;2;2;0;12;0;0
/consulta_ranking/900103000000;20230808;2;2;0;12;0;0
/consulta_ranking/900103000000;20230809;2;2;0;21;0;0
/consulta_ranking/900103000000;20230812;2;1;0;10;0;0
/consulta_ranking/900103000000;20230820;2;2;0;5.5;0;0
/consulta_ranking/900106000000;20230806;2;2;0;27;0;0
/consulta_ranking/900106000000;20230808;2;2;0;5.5;0;0
/consulta_ranking/900106000000;20230811;2;2;0;6.5;0;0
/consulta_ranking/900106000000;20230816;2;2;0;4;0;0
/consulta_substituicao;20230813;2;2;0;2.5;0;0
/consulta_turno;20230815;2;1;0;5;0;0
/contato;20230809;2;2;0;1;0;0
/credito;20230809;2;2;0;5.5;0;0
/curiosidade;20230808;2;2;0;62;0;0
/curiosidade;20230812;2;2;1;9;0;0
/detalhamento_gols/653000000;20230814;2;2;0;1;0;0
/duelo_eliminatorio/344000000;20230813;2;1;0;75;0;0
/estadio;20230812;2;2;0;8.5;0;0
/estadio;20230814;2;2;0;10;0;0
/estadio;20230817;2;2;0;13.5;0;0
/estadio;20230818;2;2;0;5;0;0
/estadio_todos;20230802;2;2;0;113;0;0
/estadio_todos;20230813;2;1;0;18.5;0;0
/estadio_todos;20230814;2;2;0;32.5;0;0
/estadio_todos;20230819;2;2;0;21;0;0
/estat_posicao/675000000000;20230810;2;1;0;17.5;0;0
/generico_adversario/680100000;20230803;2;1;0;10.5;0;0
/generico_ano/643106000;20230809;2;2;0;69.5;0;0
/generico_ano/663000000;20230814;2;2;0;2;0;0
/generico_ano/68510600;20230810;2;2;0;28.5;0;0
/generico_ano/843106000;20230802;2;1;0;2.5;0;0
/generico_campeonato/500102400;20230810;2;1;0;8.5;0;0
/generico_campeonato/500103300;20230810;2;1;0;19.5;0;0
/generico_campeonato/867103000000;20230811;2;2;0;4;0;0
/generico_campeonato/867103000000;20230818;2;2;0;22;0;0
/generico_campeonato/897104104000;20230810;2;2;0;8.5;0;0
/generico_campeonato/902000000000;20230813;2;1;0;3.5;0;0
/generico_tecnico/105875000;20230811;2;1;0;12.5;0;0
/generico_tecnico/900834000;20230820;2;2;0;6.5;0;0
/geral;20230812;2;2;0;23.5;0;0
/geral;20230817;2;2;0;14;0;0
/goleiro_gols/462000000;20230808;2;2;0;24.5;0;0
/goleiro_gols/462000000;20230809;2;1;0;5;0;0
/goleiro_gols/462000000;20230810;2;2;0;60;0;0
/gols_ano;20230802;2;1;0;6.5;0;0
/grafico;20230807;2;2;0;6;0;0
/grafico;20230814;2;2;0;12.5;0;0
/grafico;20230815;2;2;0;15;0;0
/grafico;20230816;2;2;0;36;0;0
/grafico;20230820;2;2;0;22.5;0;0
/grafico_adversario/160;20230808;2;1;0;300;0;0
/grafico_adversario/200;20230812;2;1;0;0;0;0
/grafico_artilheiro/500;20230820;2;2;1;105;0;0
/grafico_artilheiro/562;20230818;2;1;0;0;0;0
/idades/652021000000;20230807;2;2;0;16.5;0;0
/link_adversario/115;20230811;2;2;0;5;0;0
/link_adversario/115;20230813;2;2;0;32.5;0;0
/link_adversario/117;20230813;2;2;0;9.5;0;0
/link_adversario/125;20230803;2;2;2;6;0;0
/link_adversario/125;20230806;2;2;2;10.5;0;0
/link_adversario/125;20230809;2;2;1;2;0;0
/link_adversario/152;20230803;2;2;0;13;0;0
/link_adversario/152;20230808;2;2;0;12;0;0
/link_adversario/203;20230812;2;2;0;9;0;0
/link_adversario/291;20230810;2;1;0;12.5;0;0
/link_adversario/325;20230817;2;1;1;0;0;0
/link_adversario/334;20230803;2;1;0;3;0;0
/link_adversario/417;20230813;2;2;0;14;0;0
/link_adversario/432;20230807;2;2;0;51;0;0
/link_adversario/460;20230804;2;1;0;2.5;0;0
/link_adversario/461;20230810;2;1;1;10;0;0
/link_adversario/461;20230813;2;2;2;8;0;0
/link_adversario/48;20230804;2;2;1;25;0;0
/link_adversario/48;20230820;2;2;2;30;0;0
/link_adversario/49;20230804;2;1;0;66.5;0;0
/link_adversario/49;20230806;2;2;0;8;0;0
/link_adversario/49;20230814;2;2;0;9.5;0;0
/link_adversario/511;20230803;2;2;2;21.5;0;0
/link_adversario/511;20230807;2;2;2;1;0;0
/link_adversario/575;20230815;2;2;1;62.5;0;0
/link_adversario/656;20230803;2;2;2;17.5;0;0
/link_adversario/656;20230804;2;2;2;13.5;0;0
/link_adversario/751;20230812;2;1;0;1.5;0;0
/link_arbitro/1130;20230817;2;1;0;16.5;0;0
/link_arbitro/1292;20230819;2;1;0;12;0;0
/link_arbitro/1308;20230820;2;2;0;13;0;0
/link_camisa/103;20230810;2;2;0;25.5;0;0
/link_camisa/105;20230813;2;2;0;2;0;0
/link_camisa/106;20230810;2;2;0;17;0;0
/link_camisa/7;20230803;2;1;0;2.5;0;0
/link_campeonato/282;20230805;2;1;1;18.5;0;0
/link_campeonato/282;20230811;2;2;1;21.5;0;0
/link_campeonato/299;20230802;2;1;0;6;0;0
/link_campeonato/367;20230805;2;2;2;16;0;0
/link_campeonato/367;20230816;2;2;2;22;0;0
/link_campeonato/416;20230813;2;1;1;0;0;0
/link_campeonato/421;20230814;2;2;2;21;0;0
/link_campeonato/445;20230819;2;2;2;13.5;0;0
/link_campeonato/445;20230820;2;2;2;23.5;0;0
/link_campeonato/799;20230809;2;2;0;29.5;0;0
/link_campeonato/801;20230820;2;2;0;12;0;0
/link_estadio/265;20230812;2;2;0;13.5;0;0
/link_estadio/37;20230805;2;2;0;1;0;0
/link_estadio/48;20230816;2;2;2;46;0;0
/link_estadio/48;20230820;2;2;1;5;0;0
/link_estadio/55;20230806;2;2;0;19;0;0
/link_estadio/55;20230819;2;2;0;19;0;0
/link_gol/1851;20230810;2;1;0;4.5;0;0
/link_gol/2073;20230806;2;1;0;21.5;0;0
/link_gol/2367;20230806;2;2;0;7;0;0
/link_gol/2404;20230809;2;2;0;30.5;0;0
/link_gol/619;20230807;2;1;0;11.5;0;0
/link_gol/640;20230803;2;1;0;0;0;0
/link_gol/714;20230807;2;1;0;252.5;0;0
/link_gol/950;20230806;2;1;0;0;0;0
/link_jogador/1006;20230804;2;1;1;50.5;0;0
/link_jogador/1060;20230817;2;1;0;4.5;0;0
/link_jogador/1086;20230809;2;2;2;44;0;0
/link_jogador/1145;20230804;2;1;0;3;0;0
/link_jogador/1158;20230804;2;1;0;34.5;0;0
/link_jogador/1161;20230804;2;1;0;9;0;0
/link_jogador/1164;20230804;2;1;0;4.5;0;0
/link_jogador/1166;20230804;2;1;0;4;0;0
/link_jogador/1168;20230804;2;1;0;1;0;0
/link_jogador/1169;20230804;2;1;0;11;0;0
/link_jogador/1198;20230812;2;1;1;49;0;0
/link_jogador/1242;20230815;2;2;2;20;0;0
/link_jogador/1851;20230810;2;2;0;7;0;0
/link_jogador/2046;20230815;2;1;0;0;0;0
/link_jogador/2073;20230806;2;1;0;4.5;0;0
/link_jogador/2102;20230811;2;2;0;10;0;0
/link_jogador/2137;20230813;2;2;0;8;0;0
/link_jogador/2169;20230809;2;1;0;0.5;0;0
/link_jogador/2200;20230806;2;2;0;21;0;0
/link_jogador/2204;20230806;2;2;0;9;0;0
/link_jogador/2204;20230820;2;2;0;10;0;0
/link_jogador/2208;20230809;2;2;0;1;0;0
/link_jogador/2208;20230820;2;2;0;7.5;0;0
/link_jogador/2363;20230806;2;2;0;4.5;0;0
/link_jogador/2386;20230808;2;2;0;42;0;0
/link_jogador/2404;20230813;2;2;1;33;0;0
/link_jogador/2418;20230806;2;2;0;18.5;0;0
/link_jogador/2418;20230809;2;2;0;10.5;0;0
/link_jogador/2422;20230808;2;2;0;5.5;0;0
/link_jogador/2476;20230808;2;2;0;29.5;0;0
/link_jogador/2487;20230808;2;1;0;15;0;0
/link_jogador/296;20230815;2;1;1;0;0;0
/link_jogador/456;20230812;2;1;0;0;0;0
/link_jogador/459;20230813;2;2;2;21.5;0;0
/link_jogador/549;20230815;2;1;0;2.5;0;0
/link_jogador/550;20230817;2;1;0;13.5;0;0
/link_jogador/580;20230810;2;2;2;92;0;0
/link_jogador/667;20230802;2;2;2;24;0;0
/link_jogador/667;20230813;2;2;2;63;0;0
/link_jogador/714;20230807;2;1;0;10.5;0;0
/link_jogador/715;20230807;2;2;0;10;0;0
/link_jogador/721;20230807;2;2;0;9;0;0
/link_jogador/820;20230813;2;1;1;23;0;0
/link_jogador/871;20230817;2;1;0;3.5;0;0
/link_jogo/1173;20230813;2;1;0;1;0;0
/link_jogo/1174;20230813;2;1;0;2.5;0;0
/link_jogo/1175;20230813;2;1;0;6;0;0
/link_jogo/141;20230807;2;1;0;2.5;0;0
/link_jogo/1432;20230812;2;2;0;9;0;0
/link_jogo/1433;20230812;2;2;0;17.5;0;0
/link_jogo/1434;20230812;2;2;0;9;0;0
/link_jogo/1435;20230812;2;2;0;5.5;0;0
/link_jogo/1436;20230812;2;2;0;8.5;0;0
/link_jogo/1437;20230812;2;2;0;12;0;0
/link_jogo/1438;20230812;2;2;0;5;0;0
/link_jogo/1439;20230812;2;2;0;3.5;0;0
/link_jogo/1442;20230812;2;2;0;6;0;0
/link_jogo/1443;20230812;2;2;0;11;0;0
/link_jogo/1444;20230812;2;2;0;4.5;0;0
/link_jogo/1445;20230812;2;2;0;3.5;0;0
/link_jogo/1446;20230812;2;2;0;4.5;0;0
/link_jogo/1447;20230812;2;2;0;4;0;0
/link_jogo/1448;20230812;2;2;0;7;0;0
/link_jogo/1449;20230812;2;2;0;3;0;0
/link_jogo/1487;20230812;2;2;0;6.5;0;0
/link_jogo/1487;20230814;2;2;0;5.5;0;0
/link_jogo/1499;20230814;2;2;0;13;0;0
/link_jogo/1501;20230814;2;2;0;7.5;0;0
/link_jogo/2121;20230812;2;2;0;17;0;0
/link_jogo/2135;20230812;2;2;0;13.5;0;0
/link_jogo/2139;20230812;2;2;0;20;0;0
/link_jogo/2145;20230812;2;1;0;0;0;0
/link_jogo/2284;20230815;2;1;0;4.5;0;0
/link_jogo/2285;20230815;2;1;0;2;0;0
/link_jogo/2286;20230815;2;1;0;3;0;0
/link_jogo/2341;20230816;2;1;0;3;0;0
/link_jogo/2342;20230816;2;1;0;6;0;0
/link_jogo/2517;20230806;2;2;2;68;0;0
/link_jogo/2517;20230809;2;2;2;2;0;0
/link_jogo/2517;20230810;2;2;1;18;0;0
/link_jogo/2554;20230818;2;1;0;27;0;0
/link_jogo/2651;20230808;2;1;1;0;0;0
/link_jogo/2653;20230803;2;2;0;39.5;0;0
/link_jogo/2657;20230807;2;1;0;0;0;0
/link_jogo/2659;20230803;2;2;0;40;0;0
/link_jogo/2934;20230803;2;2;2;59;0;0
/link_jogo/2934;20230807;2;2;2;6.5;0;0
/link_jogo/2934;20230808;2;1;1;0;0;0
/link_jogo/2934;20230810;2;2;1;29.5;0;0
/link_jogo/2934;20230811;2;1;1;8.5;0;0
/link_jogo/2934;20230814;2;2;1;12.5;0;0
/link_jogo/2934;20230817;2;2;1;6;0;0
/link_jogo/2957;20230819;2;0;0;0;0;0
/link_jogo/2976;20230803;2;1;1;0;0;0
/link_jogo/3039;20230805;2;2;2;30;0;0
/link_jogo/3039;20230809;2;2;2;38.5;0;0
/link_jogo/3039;20230812;2;2;2;33;0;0
/link_jogo/3039;20230813;2;2;1;3;0;0
/link_jogo/3039;20230817;2;2;2;38.5;0;0
/link_jogo/3107;20230818;2;2;2;11;0;0
